"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","A1","Thpl",25.4469004940773,"TO04",2.45,"Tshe",0.8825,1.8085,1.8889
"2","A1","Tshe",10.3742850704087,"TO04",2.45,"Tshe",0.8825,1.8085,1.8889
"3","A12","Acci",0.0950331777710912,"TO04",6.57,"Tshe",0.125,0.179,0.2552
"4","A12","Thpl",19.0644722749708,"TO04",6.57,"Tshe",0.125,0.179,0.2552
"5","A12","Tshe",5.44388526782817,"TO04",6.57,"Tshe",0.125,0.179,0.2552
"6","A15","Abam",0.261828185731807,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"7","A15","Acci",0.0933131557932508,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"8","A15","Thpl",17.1568972157111,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"9","A15","Tshe",9.13129822905266,"TO04",4.64,"Tshe",2.1495,2.67766666666667,2.5775
"10","A17","Abam",12.5880161877424,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"11","A17","Acci",0.423125406548741,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"12","A17","Thpl",2.23122978841418,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"13","A17","Tshe",5.88746244255178,"TO04",4.23,"Tshe",0.815,3.79416666666667,3.3055
"14","A18","Acci",0.141026094219646,"TO04",3.765,"Tshe",0.6795,0.9405,1.0288
"15","A18","Tshe",8.52342361252793,"TO04",3.765,"Tshe",0.6795,0.9405,1.0288
"16","A2","Thpl",25.4469004940773,"TO04",2.93,"Tshe",1.068,1.78383333333333,1.8488
"17","A2","Tshe",7.12352207210669,"TO04",2.93,"Tshe",1.068,1.78383333333333,1.8488
"18","A3","Acci",0.0785398163397448,"TO04",5.56,"Tshe",2.63,3.03316666666667,2.5535
"19","A3","Tshe",6.8676157885269,"TO04",5.56,"Tshe",2.63,3.03316666666667,2.5535
"20","A4","Alnus",0.897270277791781,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"21","A4","Thpl",53.7997741927252,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"22","A4","Tshe",4.593314764832,"TO04",3.69,"Tshe",1.532,1.83016666666667,1.9077
"23","A5","Acci",0.389973750071735,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"24","A5","Thpl",4.41786466911065,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"25","A5","Tshe",1.79989697105793,"TO04",3.325,"Tshe",1.892,2.097,1.8651
"26","A7","Abam",0.293558271533064,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"27","A7","Thpl",28.3528736986479,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"28","A7","Tshe",6.94090914513515,"TO04",4.23,"Tshe",0.669,1.3365,1.374
"29","A9","Abam",9.11827632750352,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"30","A9","Alnus",0.40828138126053,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"31","A9","Thpl",7.29867371652595,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
"32","A9","Tshe",10.4612522090417,"TO04",3.8,"Tshe",0.6005,1.18383333333333,1.3353
