"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","D11","Psme",9.06835642023798,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"2","D11","Thpl",2.01885812503151,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"3","D11","Tshe",11.4992422757694,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"4","D14","Psme",4.77730999257112,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"5","D14","Thpl",0.566154266085051,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"6","D14","Tshe",18.9088456288936,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"7","D16","Psme",3.5594401844805,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"8","D16","Thpl",0.444880935674851,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"9","D16","Tshe",9.04447246208907,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"10","D19","Psme",2.23736374807031,"AX15",2.605,"Psme",0.4585,0.532666666666667,0.5129
"11","D19","Tshe",10.0239032417539,"AX15",2.605,"Psme",0.4585,0.532666666666667,0.5129
"12","D21","Psme",5.11324049501948,"AX15",2.47,"Psme",0.564,0.665166666666667,0.6934
"13","D21","Tshe",21.4153417656153,"AX15",2.47,"Psme",0.564,0.665166666666667,0.6934
"14","D22","Psme",3.88270221455326,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"15","D22","Thpl",2.95060738219644,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"16","D22","Tshe",9.67266532910088,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"17","D23","Psme",7.3531724950841,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"18","D23","Thpl",0.268802521422777,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"19","D23","Tshe",5.72164918229531,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"20","D24","Abam",0.084948665353068,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"21","D24","Psme",9.81446896750229,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"22","D24","Tshe",12.0613438873313,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"23","D5","Populus",4.80289826473461,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"24","D5","Psme",22.1323160410176,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"25","D5","Thpl",1.47253516257224,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"26","D5","Tshe",5.95359296790985,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"27","D8","Abam",0.530929158456675,"AX15",3.675,"Psme",0.797,1.044,1.111
"28","D8","Psme",19.1447949451415,"AX15",3.675,"Psme",0.797,1.044,1.111
"29","D8","Thpl",1.99539042790919,"AX15",3.675,"Psme",0.797,1.044,1.111
"30","D8","Tshe",9.39197187948427,"AX15",3.675,"Psme",0.797,1.044,1.111
