"Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"C34","Psme",15.5039560950065,"AG05",3.06,"Thpl",0.523,0.811833333333333,0.9147
"C34","Tabr",0.2874635817851,"AG05",3.06,"Thpl",0.523,0.811833333333333,0.9147
"C34","Thpl",7.79850110771209,"AG05",3.06,"Thpl",0.523,0.811833333333333,0.9147
"C34","Tshe",1.34387123544447,"AG05",3.06,"Thpl",0.523,0.811833333333333,0.9147
"C35","Abam",42.2551123411665,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"C35","Tabr",0.143138815279185,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"C35","Thpl",2.67490906489903,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"C36","Abam",3.94851858064597,"AG05",2.73,"Thpl",0.6575,1.13016666666667,1.2134
"C36","Psme",12.3702174230507,"AG05",2.73,"Thpl",0.6575,1.13016666666667,1.2134
"C36","Tabr",0.742201264410589,"AG05",2.73,"Thpl",0.6575,1.13016666666667,1.2134
"C36","Thpl",0.646924613208844,"AG05",2.73,"Thpl",0.6575,1.13016666666667,1.2134
"C36","Tshe",3.67501937820607,"AG05",2.73,"Thpl",0.6575,1.13016666666667,1.2134
"C37","Abam",10.2236614106324,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"C37","Tabr",0.496143873799802,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"C37","Thpl",4.10661137695624,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"C37","Tshe",2.26530821472399,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"C38","Abam",10.1451215942926,"AG05",3.425,"Thpl",0.626,1.04166666666667,1.183
"C38","Psme",19.9306486394737,"AG05",3.425,"Thpl",0.626,1.04166666666667,1.183
"C38","Tabr",0.52453601740662,"AG05",3.425,"Thpl",0.626,1.04166666666667,1.183
"C38","Thpl",8.78094781632432,"AG05",3.425,"Thpl",0.626,1.04166666666667,1.183
"C38","Tshe",3.49351386264492,"AG05",3.425,"Thpl",0.626,1.04166666666667,1.183
"C39","Abam",10.4292393799016,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"C39","Psme",19.9306486394737,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"C39","Tabr",0.4136377967349,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"C39","Thpl",4.83136894815777,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"C39","Tshe",0.915562201017307,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"C4","Abam",2.0951438486423,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"C4","Tabr",0.311025526687023,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"C4","Thpl",19.8639369194747,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"C4","Tshe",4.51486134229023,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"C40","Abam",4.21203537242908,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"C40","Tabr",0.880855456176774,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"C40","Thpl",6.15457635792326,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"C40","Tshe",3.12597893810145,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"C5","Abam",5.32616979109816,"AG05",3.435,"Abam",0.8195,0.669,0.6582
"C5","Thpl",7.17231885999857,"AG05",3.435,"Abam",0.8195,0.669,0.6582
"C5","Tshe",2.59852909350863,"AG05",3.435,"Abam",0.8195,0.669,0.6582
"C6","Abam",3.02881733130755,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
"C6","Thpl",5.74824276410795,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
"C6","Tshe",2.91540583651296,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
"C7","Abam",8.29306633120346,"AG05",3.01,"Thpl",0.663,0.977,1.0242
"C7","Psme",17.3197966487814,"AG05",3.01,"Thpl",0.663,0.977,1.0242
"C7","Thpl",2.45955288849545,"AG05",3.01,"Thpl",0.663,0.977,1.0242
"C7","Tshe",1.86572119113227,"AG05",3.01,"Thpl",0.663,0.977,1.0242
"C8","Abam",11.2745948390929,"AG05",2.845,"Abam",0.495,0.5945,0.5453
"C8","Tabr",0.116898662640076,"AG05",2.845,"Abam",0.495,0.5945,0.5453
"C8","Thpl",9.97604107767641,"AG05",2.845,"Abam",0.495,0.5945,0.5453
"C8","Tshe",1.87689740699742,"AG05",2.845,"Abam",0.495,0.5945,0.5453
"C9","Abam",7.2629695160179,"AG05",3.475,"Abam",0.769,1.0655,0.9995
"C9","Thpl",8.11625749665943,"AG05",3.475,"Abam",0.769,1.0655,0.9995
"C9","Tshe",2.28572856697233,"AG05",3.475,"Abam",0.769,1.0655,0.9995
"D1","Psme",5.25655209789461,"AX15",3.32,"Tshe",0.526,0.7865,1.02
"D1","Thpl",0.824526699897909,"AX15",3.32,"Tshe",0.526,0.7865,1.02
"D1","Tshe",15.0712723928092,"AX15",3.32,"Tshe",0.526,0.7865,1.02
"D10","Abam",0.369836141162224,"AX15",3.87,"Tshe",0.5105,0.8455,0.8445
"D10","Psme",11.4406358648167,"AX15",3.87,"Tshe",0.5105,0.8455,0.8445
"D10","Thpl",2.54281294779721,"AX15",3.87,"Tshe",0.5105,0.8455,0.8445
"D10","Tshe",6.27331285226568,"AX15",3.87,"Tshe",0.5105,0.8455,0.8445
"D11","Psme",9.06835642023798,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"D11","Thpl",2.01885812503151,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"D11","Tshe",11.4992422757694,"AX15",2.76,"Psme",0.772,0.785833333333333,0.7338
"D12","Psme",12.8498129575477,"AX15",2.535,"Thpl",1.052,1.2525,1.3332
"D12","Tshe",0.311025526687023,"AX15",2.535,"Thpl",1.052,1.2525,1.3332
"D12","Tshe",7.37795966112092,"AX15",2.535,"Thpl",1.052,1.2525,1.3332
"D13","Psme",3.06619442990364,"AX15",3.22,"Tshe",0.9525,1.2985,1.3837
"D13","Thpl",1.80758601907759,"AX15",3.22,"Tshe",0.9525,1.2985,1.3837
"D13","Tshe",8.4376974029931,"AX15",3.22,"Tshe",0.9525,1.2985,1.3837
"D14","Psme",4.77730999257112,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"D14","Thpl",0.566154266085051,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"D14","Tshe",18.9088456288936,"AX15",2.725,"Psme",0.5845,0.717166666666667,0.7057
"D15","Psme",6.02113720996203,"AX15",2.695,"Tshe",0.574,0.525666666666667,0.4886
"D15","Thpl",0.551192431072329,"AX15",2.695,"Tshe",0.574,0.525666666666667,0.4886
"D15","Tshe",11.6027813156501,"AX15",2.695,"Tshe",0.574,0.525666666666667,0.4886
"D16","Psme",3.5594401844805,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"D16","Thpl",0.444880935674851,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"D16","Tshe",9.04447246208907,"AX15",2.475,"Psme",0.628,0.7515,0.8976
"D17","Psme",7.07435614707801,"AX15",2.905,"Tshe",1.376,1.71516666666667,1.8803
"D17","Thpl",0.147411381288067,"AX15",2.905,"Tshe",1.376,1.71516666666667,1.8803
"D17","Tshe",8.00424401059568,"AX15",2.905,"Tshe",1.376,1.71516666666667,1.8803
"D18","Psme",6.48829203755083,"AX15",2.865,"Tshe",0.661,0.901333333333333,1.043
"D18","Thpl",0.817520948280404,"AX15",2.865,"Tshe",0.661,0.901333333333333,1.043
"D18","Tshe",7.79081991367406,"AX15",2.865,"Tshe",0.661,0.901333333333333,1.043
"D19","Psme",2.23736374807031,"AX15",2.605,"Psme",0.4585,0.532666666666667,0.5129
"D19","Tshe",10.0239032417539,"AX15",2.605,"Psme",0.4585,0.532666666666667,0.5129
"D2","Psme",4.02709766689388,"AX15",2.46,"Tshe",1.1035,1.13,1.2521
"D2","Thpl",1.13182943929043,"AX15",2.46,"Tshe",1.1035,1.13,1.2521
"D2","Tshe",8.31680106370133,"AX15",2.46,"Tshe",1.1035,1.13,1.2521
"D20","Psme",4.48467063688923,"AX15",2.825,"Tshe",1.083,1.49433333333333,1.6118
"D20","Tshe",7.87407997297582,"AX15",2.825,"Tshe",1.083,1.49433333333333,1.6118
"D21","Psme",5.11324049501948,"AX15",2.47,"Psme",0.564,0.665166666666667,0.6934
"D21","Tshe",21.4153417656153,"AX15",2.47,"Psme",0.564,0.665166666666667,0.6934
"D22","Psme",3.88270221455326,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"D22","Thpl",2.95060738219644,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"D22","Tshe",9.67266532910088,"AX15",2.445,"Psme",0.4455,0.667833333333333,0.714
"D23","Psme",7.3531724950841,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"D23","Thpl",0.268802521422777,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"D23","Tshe",5.72164918229531,"AX15",2.345,"Psme",0.6505,0.745166666666667,0.7461
"D24","Abam",0.084948665353068,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"D24","Psme",9.81446896750229,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"D24","Tshe",12.0613438873313,"AX15",2.56,"Psme",0.382,0.454166666666667,0.4346
"D25","Abam",0.963220161572265,"AX15",3.1,"Thpl",1.094,1.25983333333333,1.3679
"D25","Psme",11.7450719009128,"AX15",3.1,"Thpl",1.094,1.25983333333333,1.3679
"D25","Thpl",1.02723011188916,"AX15",3.1,"Thpl",1.094,1.25983333333333,1.3679
"D25","Tshe",10.6329009776522,"AX15",3.1,"Thpl",1.094,1.25983333333333,1.3679
"D3","Psme",5.52519753968471,"AX15",2,"Thpl",0.456,0.537333333333333,0.6156
"D3","Thpl",0.870598156162803,"AX15",2,"Thpl",0.456,0.537333333333333,0.6156
"D3","Tshe",8.10891402383166,"AX15",2,"Thpl",0.456,0.537333333333333,0.6156
"D4","Psme",11.5991292141903,"AX15",3.1,"Tshe",0.833,0.986333333333333,1.0664
"D4","Thpl",1.41185530046816,"AX15",3.1,"Tshe",0.833,0.986333333333333,1.0664
"D4","Tshe",12.6937936123888,"AX15",3.1,"Tshe",0.833,0.986333333333333,1.0664
"D5","Populus",4.80289826473461,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"D5","Psme",22.1323160410176,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"D5","Thpl",1.47253516257224,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"D5","Tshe",5.95359296790985,"AX15",3.96,"Psme",0.6235,0.6765,0.6791
"D6","Psme",21.8246520184699,"AX15",3.3,"Tshe",0.5265,0.583333333333333,0.5439
"D6","Thpl",3.03857983047858,"AX15",3.3,"Tshe",0.5265,0.583333333333333,0.5439
"D6","Tshe",9.99130921797286,"AX15",3.3,"Tshe",0.5265,0.583333333333333,0.5439
"D7","Psme",14.0533021252665,"AX15",3.11,"Thpl",1.0055,1.18983333333333,1.2779
"D7","Thpl",2.70482488094284,"AX15",3.11,"Thpl",1.0055,1.18983333333333,1.2779
"D7","Tshe",13.3605809451499,"AX15",3.11,"Thpl",1.0055,1.18983333333333,1.2779
"D8","Abam",0.530929158456675,"AX15",3.675,"Psme",0.797,1.044,1.111
"D8","Psme",19.1447949451415,"AX15",3.675,"Psme",0.797,1.044,1.111
"D8","Thpl",1.99539042790919,"AX15",3.675,"Psme",0.797,1.044,1.111
"D8","Tshe",9.39197187948427,"AX15",3.675,"Psme",0.797,1.044,1.111
"D9","Abam",0.369836141162224,"AX15",2.845,"Thpl",0.676,0.8065,0.8582
"D9","Psme",18.7743461934118,"AX15",2.845,"Thpl",0.676,0.8065,0.8582
"D9","Tshe",9.78544065138312,"AX15",2.845,"Thpl",0.676,0.8065,0.8582
"E1","Abam",8.76002480925141,"AV06",3.65,"Abam",0.2885,0.397,0.4052
"E1","Cano",3.25732892694804,"AV06",3.65,"Abam",0.2885,0.397,0.4052
"E1","Tshe",2.18754594256601,"AV06",3.65,"Abam",0.2885,0.397,0.4052
"E10","Abam",15.2845943879696,"AV06",3.62,"Abam",0.759,1.07,1.0659
"E10","Psme",14.8273434312212,"AV06",3.62,"Abam",0.759,1.07,1.0659
"E10","Tshe",1.67781468053943,"AV06",3.62,"Abam",0.759,1.07,1.0659
"E11","Abam",9.89260037679707,"AV06",2.23,"Thpl",1.4275,1.84066666666667,1.8366
"E11","Tshe",2.30834803407817,"AV06",2.23,"Thpl",1.4275,1.84066666666667,1.8366
"E11","Tsme",0.0899202357273738,"AV06",2.23,"Thpl",1.4275,1.84066666666667,1.8366
"E12","Abam",7.32401851525879,"AV06",2.685,"Tshe",0.8685,1.01616666666667,1.1273
"E12","Thpl",0.109358840271461,"AV06",2.685,"Tshe",0.8685,1.01616666666667,1.1273
"E12","Tshe",8.91782700824123,"AV06",2.685,"Tshe",0.8685,1.01616666666667,1.1273
"E13","Abam",2.20157315376429,"AV06",3.045,"Thpl",1.643,1.90183333333333,2.0285
"E13","Thpl",5.97204197076805,"AV06",3.045,"Thpl",1.643,1.90183333333333,2.0285
"E13","Tshe",10.2622637303633,"AV06",3.045,"Thpl",1.643,1.90183333333333,2.0285
"E14","Abam",7.67916771076548,"AV06",2.88,"Tshe",0.769,0.769,0.7776
"E14","Tshe",8.53481973987883,"AV06",2.88,"Tshe",0.769,0.769,0.7776
"E15","Abam",3.56386197614043,"AV06",3.21,"Abam",0.325,0.449333333333333,0.4344
"E15","Tshe",6.57933539265186,"AV06",3.21,"Abam",0.325,0.449333333333333,0.4344
"E16","Abam",2.55314093364589,"AV06",3.055,"Abam",0.5985,0.672666666666667,0.7082
"E16","Thpl",1.0694059932636,"AV06",3.055,"Abam",0.5985,0.672666666666667,0.7082
"E16","Tshe",7.21007294971309,"AV06",3.055,"Abam",0.5985,0.672666666666667,0.7082
"E17","Abam",2.47261405995275,"AV06",3.415,"Tshe",0.283,0.3565,0.353
"E17","Tshe",1.33117920112397,"AV06",3.415,"Tshe",0.283,0.3565,0.353
"E18","Abam",12.707907217385,"AV06",5.33,"Psme",0.515,0.792,0.8123
"E18","Psme",5.47599234474786,"AV06",5.33,"Psme",0.515,0.792,0.8123
"E18","Tshe",8.38576687642926,"AV06",5.33,"Psme",0.515,0.792,0.8123
"E19","Abam",14.9484596819987,"AV06",3.07,"Abam",0.584,0.602666666666667,0.5729
"E19","Psme",8.92491915365671,"AV06",3.07,"Abam",0.584,0.602666666666667,0.5729
"E19","Tshe",8.28896655279053,"AV06",3.07,"Abam",0.584,0.602666666666667,0.5729
"E2","Abam",13.5800290459848,"AV06",2.74,"Tshe",0.0945,0.101333333333333,0.1174
"E2","Psme",16.0606070433144,"AV06",2.74,"Tshe",0.0945,0.101333333333333,0.1174
"E2","Tshe",1.23472445267713,"AV06",2.74,"Tshe",0.0945,0.101333333333333,0.1174
"E20","Abam",18.3952816238297,"AV06",2.8,"Abam",0.8355,1.0155,1.0431
"E20","Thpl",0.558716545477677,"AV06",2.8,"Abam",0.8355,1.0155,1.0431
"E20","Tshe",1.93116056610655,"AV06",2.8,"Abam",0.8355,1.0155,1.0431
"E21","Abam",7.21086620185812,"AV06",3.9,"Thpl",1.0805,1.50666666666667,1.7143
"E21","Psme",21.7894033488966,"AV06",3.9,"Thpl",1.0805,1.50666666666667,1.7143
"E21","Tshe",5.48796181275804,"AV06",3.9,"Thpl",1.0805,1.50666666666667,1.7143
"E22","Abam",13.7328910905269,"AV06",3.52,"Tshe",0.2065,0.237,0.2696
"E22","Psme",21.7894033488966,"AV06",3.52,"Tshe",0.2065,0.237,0.2696
"E22","Thpl",4.77836242611007,"AV06",3.52,"Tshe",0.2065,0.237,0.2696
"E22","Tshe",0.904959325811442,"AV06",3.52,"Tshe",0.2065,0.237,0.2696
"E23","Abam",12.7273929458189,"AV06",2.745,"Abam",0.7515,0.650833333333333,0.6948
"E23","Psme",10.4230504423741,"AV06",2.745,"Abam",0.7515,0.650833333333333,0.6948
"E23","Thpl",4.77836242611007,"AV06",2.745,"Abam",0.7515,0.650833333333333,0.6948
"E23","Tshe",5.12437744097646,"AV06",2.745,"Abam",0.7515,0.650833333333333,0.6948
"E24","Abam",10.7612114756065,"AV06",6.015,"Psme",0.585,0.8145,0.8974
"E24","Thpl",4.77836242611007,"AV06",6.015,"Psme",0.585,0.8145,0.8974
"E24","Tshe",5.10456969929557,"AV06",6.015,"Psme",0.585,0.8145,0.8974
"E25","Abam",12.4336854486348,"AV06",3.02,"Thpl",1.2985,1.451,1.6368
"E25","Thpl",1.53863427200377,"AV06",3.02,"Thpl",1.2985,1.451,1.6368
"E25","Tshe",0.380957379155932,"AV06",3.02,"Thpl",1.2985,1.451,1.6368
"E26","Abam",21.8963274548616,"AV06",6.32,"Psme",0.2975,0.480333333333333,0.5022
"E26","Psme",18.5839342626777,"AV06",6.32,"Psme",0.2975,0.480333333333333,0.5022
"E26","Thpl",9.70303667607946,"AV06",6.32,"Psme",0.2975,0.480333333333333,0.5022
"E26","Tshe",1.92318092076643,"AV06",6.32,"Psme",0.2975,0.480333333333333,0.5022
"E27","Abam",13.443534699168,"AV06",2.745,"Abam",0.7365,0.774,0.7594
"E27","Psme",31.1322093033522,"AV06",2.745,"Abam",0.7365,0.774,0.7594
"E27","Thpl",14.5551951136224,"AV06",2.745,"Abam",0.7365,0.774,0.7594
"E27","Tshe",1.42041614044919,"AV06",2.745,"Abam",0.7365,0.774,0.7594
"E28","Abam",12.3536298138397,"AV06",6.375,"Psme",0.311,0.511333333333333,0.5157
"E28","Thpl",15.1261481624858,"AV06",6.375,"Psme",0.311,0.511333333333333,0.5157
"E28","Tshe",1.59715428915851,"AV06",6.375,"Psme",0.311,0.511333333333333,0.5157
"E29","Abam",13.9094014737688,"AV06",5.41,"Psme",0.29,0.412166666666667,0.4041
"E29","Thpl",5.59467386121885,"AV06",5.41,"Psme",0.29,0.412166666666667,0.4041
"E29","Tshe",6.99938989238172,"AV06",5.41,"Psme",0.29,0.412166666666667,0.4041
"E3","Abam",12.2802971873233,"AV06",4.175,"Tshe",0.709,0.9155,0.906
"E3","Thpl",0.1539380400259,"AV06",4.175,"Tshe",0.709,0.9155,0.906
"E3","Tshe",3.28213180094813,"AV06",4.175,"Tshe",0.709,0.9155,0.906
"E30","Abam",13.0048269930574,"AV06",4.22,"Thpl",0.62,0.750833333333333,0.7741
"E30","Psme",3.65307535352075,"AV06",4.22,"Thpl",0.62,0.750833333333333,0.7741
"E30","Tshe",3.20882273637661,"AV06",4.22,"Thpl",0.62,0.750833333333333,0.7741
"E31","Abam",11.8382593929999,"AV06",2.575,"Tshe",0.1875,0.216833333333333,0.2284
"E31","Thpl",13.2936571676468,"AV06",2.575,"Tshe",0.1875,0.216833333333333,0.2284
"E31","Tshe",0.329403843710524,"AV06",2.575,"Tshe",0.1875,0.216833333333333,0.2284
"E32","Abam",17.7409978298298,"AV06",4.085,"Tshe",0.104,0.116666666666667,0.1176
"E32","Tshe",0.454714120680587,"AV06",4.085,"Tshe",0.104,0.116666666666667,0.1176
"E33","Abam",10.4336690255432,"AV06",6.48,"Psme",0.273,0.540333333333333,0.5724
"E33","Thpl",11.6217408273145,"AV06",6.48,"Psme",0.273,0.540333333333333,0.5724
"E33","Tshe",0.842488755894809,"AV06",6.48,"Psme",0.273,0.540333333333333,0.5724
"E34","Abam",8.40142771580741,"AV06",2.775,"Thpl",1.3705,1.45333333333333,1.5325
"E34","Cano",3.39016331832345,"AV06",2.775,"Thpl",1.3705,1.45333333333333,1.5325
"E34","Psme",13.1916732161297,"AV06",2.775,"Thpl",1.3705,1.45333333333333,1.5325
"E34","Thpl",3.40684517531401,"AV06",2.775,"Thpl",1.3705,1.45333333333333,1.5325
"E34","Tshe",0.803179577816767,"AV06",2.775,"Thpl",1.3705,1.45333333333333,1.5325
"E35","Abam",12.1103056088375,"AV06",5.685,"Psme",0.313,0.341666666666667,0.3413
"E35","Cano",0.333291564619341,"AV06",5.685,"Psme",0.313,0.341666666666667,0.3413
"E35","Tshe",2.25385710950166,"AV06",5.685,"Psme",0.313,0.341666666666667,0.3413
"E36","Abam",7.88136846793215,"AV06",2.375,"Tshe",2.078,1.93966666666667,1.9506
"E36","Psme",14.4363251015922,"AV06",2.375,"Tshe",2.078,1.93966666666667,1.9506
"E36","Tshe",6.21040245937754,"AV06",2.375,"Tshe",2.078,1.93966666666667,1.9506
"E37","Abam",7.54114183753001,"AV06",3.825,"Tshe",1.6085,1.47033333333333,1.4147
"E37","Psme",8.90818231879471,"AV06",3.825,"Tshe",1.6085,1.47033333333333,1.4147
"E37","Tshe",2.9914009628033,"AV06",3.825,"Tshe",1.6085,1.47033333333333,1.4147
"E38","Abam",2.4001532253977,"AV06",2.38,"Thpl",2.029,2.40766666666667,2.5983
"E38","Tshe",6.35657291156744,"AV06",2.38,"Thpl",2.029,2.40766666666667,2.5983
"E39","Abam",4.14577132938323,"AV06",3.095,"Thpl",1.2065,1.41166666666667,1.4618
"E39","Tshe",6.10808078665012,"AV06",3.095,"Thpl",1.2065,1.41166666666667,1.4618
"E4","Abam",21.8360167298943,"AV06",2.93,"Abam",0.137,0.153333333333333,0.1651
"E4","Tshe",1.41826414948148,"AV06",2.93,"Abam",0.137,0.153333333333333,0.1651
"E40","Abam",6.4462575278458,"AV06",4.12,"Thpl",1.1625,1.55766666666667,1.8552
"E40","Psme",12.213012126665,"AV06",4.12,"Thpl",1.1625,1.55766666666667,1.8552
"E40","Thpl",4.08282166658693,"AV06",4.12,"Thpl",1.1625,1.55766666666667,1.8552
"E40","Tshe",0.199121996366155,"AV06",4.12,"Thpl",1.1625,1.55766666666667,1.8552
"E5","Abam",16.3784341180965,"AV06",6.475,"Psme",0.5225,0.677166666666667,0.6807
"E5","Tshe",1.98831399045698,"AV06",6.475,"Psme",0.5225,0.677166666666667,0.6807
"E6","Abam",18.8093513895544,"AV06",7.175,"Psme",0.413,0.5745,0.5872
"E6","Psme",12.4491970623619,"AV06",7.175,"Psme",0.413,0.5745,0.5872
"E6","Tshe",0.570418978112299,"AV06",7.175,"Psme",0.413,0.5745,0.5872
"E7","Abam",15.6189540940911,"AV06",3.235,"Abam",0.674,1.03366666666667,1.1271
"E7","Thpl",5.54310461781017,"AV06",3.235,"Abam",0.674,1.03366666666667,1.1271
"E8","Abam",14.6860267396811,"AV06",4.125,"Thpl",0.5515,0.837,0.9786
"E8","Tshe",0.523656371463615,"AV06",4.125,"Thpl",0.5515,0.837,0.9786
"E9","Abam",18.3376333986363,"AV06",6.87,"Psme",0.329,0.466166666666667,0.5031
"E9","Cano",1.44504622685333,"AV06",6.87,"Psme",0.329,0.466166666666667,0.5031
"E9","Tshe",0.573348513261771,"AV06",6.87,"Psme",0.329,0.466166666666667,0.5031
"F1","Abam",13.5928074741033,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"F1","Cano",7.76710088913946,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"F1","Tsme",1.21303960938572,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"F10","Abam",16.0071685522769,"AE10",4.1,"Abam",0.424,0.576166666666667,0.6136
"F10","Cano",20.6559167194814,"AE10",4.1,"Abam",0.424,0.576166666666667,0.6136
"F11","Abam",14.0800213707853,"AE10",5.825,"Tsme",0.127,0.1865,0.2048
"F11","Cano",17.7502655281579,"AE10",5.825,"Tsme",0.127,0.1865,0.2048
"F12","Abam",5.3372517591837,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"F12","Cano",17.8013556786869,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"F12","Tsme",10.659620223171,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"F13","Abam",18.948233346788,"AE10",4.11,"Cano",0.5305,0.474666666666667,0.5694
"F13","Cano",10.1998874082263,"AE10",4.11,"Cano",0.5305,0.474666666666667,0.5694
"F14","Abam",20.1925396570586,"AE10",3.435,"Tsme",0.5645,0.7895,0.864
"F14","Cano",6.7030670193135,"AE10",3.435,"Tsme",0.5645,0.7895,0.864
"F14","Tsme",6.43260730776595,"AE10",3.435,"Tsme",0.5645,0.7895,0.864
"F15","Cano",14.3773652614659,"AE10",6.09,"Abam",0.281,0.387833333333333,0.4023
"F15","Tsme",10.1394431655713,"AE10",6.09,"Abam",0.281,0.387833333333333,0.4023
"F16","Abam",17.9497880775874,"AE10",3.845,"Cano",0.1335,0.146833333333333,0.1419
"F16","Cano",19.2663745808354,"AE10",3.845,"Cano",0.1335,0.146833333333333,0.1419
"F16","Tsme",1.43872377163798,"AE10",3.845,"Cano",0.1335,0.146833333333333,0.1419
"F17","Abam",12.4171763792402,"AE10",4.38,"Abam",0.362,0.385833333333333,0.363
"F17","Cano",24.8477909210561,"AE10",4.38,"Abam",0.362,0.385833333333333,0.363
"F18","Abam",13.156283174887,"AE10",3.395,"Tsme",0.453,0.6385,0.6673
"F18","Cano",11.48910278548,"AE10",3.395,"Tsme",0.453,0.6385,0.6673
"F18","Tsme",1.1624756756262,"AE10",3.395,"Tsme",0.453,0.6385,0.6673
"F19","Abam",5.52657198647065,"AE10",4.45,"Abam",0.737,0.902,0.9536
"F19","Cano",9.85363677391092,"AE10",4.45,"Abam",0.737,0.902,0.9536
"F19","Tsme",4.93775898337159,"AE10",4.45,"Abam",0.737,0.902,0.9536
"F2","Abam",8.51310348066089,"AE10",4.39,"Tsme",0.217,0.282833333333333,0.2843
"F2","Cano",11.2797077811366,"AE10",4.39,"Tsme",0.217,0.282833333333333,0.2843
"F2","Tsme",8.15055583445499,"AE10",4.39,"Tsme",0.217,0.282833333333333,0.2843
"F20","Abam",2.32057668348227,"AE10",5.31,"Tsme",0.4855,0.658666666666667,0.7018
"F20","Cano",11.0501908758469,"AE10",5.31,"Tsme",0.4855,0.658666666666667,0.7018
"F20","Tsme",12.8121295536679,"AE10",5.31,"Tsme",0.4855,0.658666666666667,0.7018
"F21","Abam",15.4009825418034,"AE10",4.77,"Tsme",0.665,0.867166666666667,1.0546
"F21","Cano",11.2467681821637,"AE10",4.77,"Tsme",0.665,0.867166666666667,1.0546
"F21","Tsme",2.64050862534222,"AE10",4.77,"Tsme",0.665,0.867166666666667,1.0546
"F22","Abam",15.7642684622829,"AE10",2.555,"Cano",0.8775,0.989833333333333,1.1252
"F22","Cano",6.68888272848254,"AE10",2.555,"Cano",0.8775,0.989833333333333,1.1252
"F23","Abam",16.0985417746065,"AE10",3.815,"Tsme",0.411,0.4815,0.5039
"F23","Cano",15.4147113016996,"AE10",3.815,"Tsme",0.411,0.4815,0.5039
"F23","Tshe",4.07150407905237,"AE10",3.815,"Tsme",0.411,0.4815,0.5039
"F24","Abam",8.2780730802642,"AE10",3.01,"Cano",0.371,0.472166666666667,0.5742
"F24","Cano",16.5072629788386,"AE10",3.01,"Cano",0.371,0.472166666666667,0.5742
"F24","Tsme",4.57234463386929,"AE10",3.01,"Cano",0.371,0.472166666666667,0.5742
"F27","Abam",15.2156285752416,"AE10",4.325,"Abam",0.1985,0.257333333333333,0.2913
"F27","Cano",14.2781616194472,"AE10",4.325,"Abam",0.1985,0.257333333333333,0.2913
"F28","Abam",7.85417798351533,"AE10",2.545,"Cano",0.784,0.836166666666667,0.9141
"F28","Cano",16.9705379395002,"AE10",2.545,"Cano",0.784,0.836166666666667,0.9141
"F29","Abam",12.6103764734543,"AE10",3.03,"Tsme",0.7285,0.687333333333333,0.7487
"F29","Cano",17.5417266078126,"AE10",3.03,"Tsme",0.7285,0.687333333333333,0.7487
"F3","Abam",15.1579567881034,"AE10",3.975,"Cano",0.157,0.213333333333333,0.2374
