"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","A10","Abam",0.343069771753639,"TO04",4.82,"Thpl",4.198,4.52783333333333,4.8825
"2","A10","Acci",0.176746002690962,"TO04",4.82,"Thpl",4.198,4.52783333333333,4.8825
"3","A10","Thpl",6.95455151123336,"TO04",4.82,"Thpl",4.198,4.52783333333333,4.8825
"4","A10","Tshe",8.18461069881991,"TO04",4.82,"Thpl",4.198,4.52783333333333,4.8825
"5","A13","Abam",0.343069771753639,"TO04",4.61,"Thpl",0.3475,1.48,1.7601
"6","A13","Thpl",7.29867371652595,"TO04",4.61,"Thpl",0.3475,1.48,1.7601
"7","A13","Tshe",6.97331467335692,"TO04",4.61,"Thpl",0.3475,1.48,1.7601
"8","A14","Acci",0.0865901475145687,"TO04",3.99,"Thpl",1.9805,3.47083333333333,3.6172
"9","A14","Tshe",4.60650945397708,"TO04",3.99,"Thpl",1.9805,3.47083333333333,3.6172
"10","A20","Abam",0.11499014510302,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"11","A20","Psme",6.4042073101775,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"12","A20","Thpl",14.5276197841055,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"13","A20","Tshe",3.56020987468063,"TO04",4.735,"Thpl",2.352,3.1705,3.8727
"14","A23","Abam",10.2070345315132,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"15","A23","Acci",0.287212254372813,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"16","A23","Thpl",1.32025431267111,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"17","A23","Tshe",13.6331847936836,"TO04",2.28,"Thpl",2.038,2.15966666666667,2.2184
"18","A24","Abam",10.2070345315132,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"19","A24","Acci",0.126676869774374,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"20","A24","Thpl",1.32025431267111,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"21","A24","Tshe",5.60392585158367,"TO04",3.64,"Thpl",3.0445,2.99283333333333,3.1676
"22","A25","Acci",0.162860163162095,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"23","A25","Thpl",16.502919726995,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"24","A25","Tshe",5.84465038866499,"TO04",2.685,"Thpl",0.2535,0.666833333333333,0.826
"25","A28","Abam",26.6119130057713,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"26","A28","Acci",0.172033613710577,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"27","A28","Thpl",2.26484482980759,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"28","A28","Tshe",11.465218827331,"TO04",6.92,"Thpl",2.2565,2.25533333333333,2.5462
"29","A6","Abam",0.162860163162095,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"30","A6","Acci",0.333362250454047,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"31","A6","Tshe",13.6441489520446,"TO04",3.75,"Thpl",1.2065,1.83966666666667,2.3516
"32","A8","Acci",0.464775071153708,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
"33","A8","Alnus",0.897270277791781,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
"34","A8","Tshe",12.2616125650161,"TO04",9,"Thpl",2.45,2.16316666666667,2.3781
