tree,n_missing_total,n_missing_1980_on,n_outliers_total
MP001C_raw,3613,45,3
MW322a_raw,4086,45,4
MW322x_raw,4086,45,6
MW062x_raw,4088,45,8
MW049x_raw,4188,45,0
MW049y_raw,4198,45,0
MP001A_raw,3634,45,14
MW321a_raw,4351,45,0
MW321x_raw,4352,45,0
MP001B_raw,4365,45,1
MW289a_raw,4260,45,5
MW048o_raw,3617,45,7
MW062y_raw,4092,45,0
MW052x_raw,4408,45,2
MW289b_raw,4448,45,0
MW285c_raw,4430,45,2
MW056x_raw,4098,45,4
MW288a_raw,4255,45,1
MW328A_raw,4304,45,0
MW328x_raw,4223,45,1
MW312x_raw,4246,45,1
MW285b_raw,4521,45,0
MW058x_raw,4345,45,5
MW051x_raw,4225,45,3
MW320x_raw,3799,45,7
MW054x_raw,4380,45,5
MW059x_raw,4340,45,2
MW285a_raw,4468,45,1
MW320a_raw,4198,45,6
MW053x_raw,4320,45,1
MW061x_raw,4350,45,1
MW050x_raw,4118,45,0
MW319a_raw,4442,45,1
MW319x_raw,4448,45,5
MW311x_raw,4318,45,0
MW302a_raw,3444,45,1
MW302b_raw,3431,45,10
MW316x_raw,4381,45,0
MW313x_raw,4416,45,0
MW304a_raw,4181,45,3
MW292x_raw,4226,45,1
MW292y_raw,4234,45,2
MW047x_raw,4339,45,3
MW324a_raw,4407,45,5
MW324x_raw,4407,45,7
MW283c_raw,4528,45,0
MW283b_raw,4424,45,3
MW291a_raw,4288,45,1
MW320b_raw,4429,45,1
MW310x_raw,4384,45,1
MW067b_raw,4372,45,1
MW292a_raw,4181,45,4
MW305b_raw,4375,45,0
MW271x_raw,4516,45,0
MW291x_raw,4336,45,1
MW291y_raw,4336,45,1
MW067a_raw,4565,45,1
MW294c_raw,4039,45,1
MW303a_raw,4304,45,6
MW303c_raw,4304,45,3
MW273x_raw,4280,45,3
MW309x_raw,3707,45,6
MW309a_raw,4146,45,1
MW293b_raw,4432,45,0
MW323a_raw,4540,45,1
MW294a_raw,4439,45,0
MW303b_raw,4416,45,4
