age_CE,MSF01A_raw,MSF01B_raw,MSF01C_raw,MSF01D_raw,MSF02A_raw,MSF02D_raw,MSF02S1A_raw,MSF02S1B_raw,MSF02B2_raw,MSF03A_raw,MSF03B_raw,MSF04A1_raw,MSF04B_raw,MSF05A_raw,MSF05B_raw,MSF06A2_raw,MSF06A1_raw,MSF06B_raw,MSF07A_raw,MSF07A2_raw,MSF07B_raw,MSF07B2_raw,MSF07C1_raw,MSF07C2_raw,MSF08A1_raw,MSF08B1_raw,MSF30A_raw,MSF30B_raw,MSP30B_raw,MSF31A_raw,MSF31B_raw,MSF32A_raw,MSF32B_raw,MSS02A_raw,MSS03A_raw,MSS03B_raw,MSF01A_raw_outlier_flag,MSF01B_raw_outlier_flag,MSF01C_raw_outlier_flag,MSF01D_raw_outlier_flag,MSF02A_raw_outlier_flag,MSF02D_raw_outlier_flag,MSF02S1A_raw_outlier_flag,MSF02S1B_raw_outlier_flag,MSF02B2_raw_outlier_flag,MSF03A_raw_outlier_flag,MSF03B_raw_outlier_flag,MSF04A1_raw_outlier_flag,MSF04B_raw_outlier_flag,MSF05A_raw_outlier_flag,MSF05B_raw_outlier_flag,MSF06A2_raw_outlier_flag,MSF06A1_raw_outlier_flag,MSF06B_raw_outlier_flag,MSF07A_raw_outlier_flag,MSF07A2_raw_outlier_flag,MSF07B_raw_outlier_flag,MSF07B2_raw_outlier_flag,MSF07C1_raw_outlier_flag,MSF07C2_raw_outlier_flag,MSF08A1_raw_outlier_flag,MSF08B1_raw_outlier_flag,MSF30A_raw_outlier_flag,MSF30B_raw_outlier_flag,MSP30B_raw_outlier_flag,MSF31A_raw_outlier_flag,MSF31B_raw_outlier_flag,MSF32A_raw_outlier_flag,MSF32B_raw_outlier_flag,MSS02A_raw_outlier_flag,MSS03A_raw_outlier_flag,MSS03B_raw_outlier_flag
1963,8.09,7.11,6.45,5.63,1.11,2.17,2.65,1.68,1.42,2.4,NA,7.31,7.42,1.94,2.26,4.93,4.9,5.2,1.12,1.11,2.5,6.23,5.5,NA,5.85,7.11,3.15,3.32,7.27,5.27,2.25,2.16,3.17,1.06,NA,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1964,7.44,8.26,7.54,3.88,1.41,1.91,3.3,1.86,1.86,2.65,NA,7.8,7.73,2.33,2.88,5.95,5.87,7.07,1.52,1.39,2.8,5.27,4.64,NA,5.61,7.18,4.02,4.35,6.51,6.04,3.21,2.29,3.62,1.07,NA,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1965,5.34,6.32,5.76,3.01,1.49,1.82,2.89,1.5,1.56,3.36,NA,6.86,6.56,1.72,2.25,4.75,4.78,4.57,0.96,0.94,1.87,4.01,2.16,NA,3.17,4.88,2.61,3.44,4.2,3.79,2.89,2.09,2.97,0.95,NA,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1966,5.68,6.33,5.66,4.86,1.61,2.18,4.76,1.94,1.56,1.47,NA,7.9,6.9,2.21,3.36,6.07,6.11,5.31,1.14,1.19,2.03,2.52,1.72,NA,2.57,4.27,2.62,3.09,4.77,5.54,2.89,2.24,3.13,1.01,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1967,4.68,4.71,4.18,4.26,1.42,2.18,4.46,1.06,1.29,2.34,7.19,5.52,5.45,1.65,1.92,4.33,4.38,2.46,1.12,1.03,1.69,3.41,2.23,NA,2.39,4.38,1.56,2.95,3.45,6,1.63,1.55,1.68,0.77,NA,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1968,4.26,5.64,4.69,4.2,1.6,3.15,4.39,1.28,1.04,2.89,8.39,5.6,4.23,1.39,2.09,6.2,6.21,2.55,0.9,1.05,1.72,3.79,2.59,NA,2.77,4.53,1.74,3.2,3.73,8.95,1.84,1.68,2.57,1.28,NA,2.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1969,3.72,4.46,4.36,4.56,1.41,2.42,4.46,1.42,1.18,2.6,13.17,5.81,5.33,1.64,2.36,5.82,6.02,2.74,1.23,1.11,1.73,3.51,3.08,NA,4.11,5.91,1.88,4.28,4.2,9.15,2.05,1.78,2.68,1.23,NA,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1970,4.2,4.96,5.87,5.4,1.63,1.85,4.55,1.43,1.44,4.95,8.97,6.52,5.08,1.27,1.89,5.94,5.83,3.29,0.88,0.89,1.17,2.73,2.28,NA,4.67,5.66,3.49,5.27,3.06,6.33,2.34,1.78,2.68,1.12,NA,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1971,4.25,4.47,5.67,4.74,1.57,1.32,3.23,0.78,1.04,5.53,4.85,5.03,4.18,1.36,1.79,5.79,5.89,2.4,0.82,0.84,1.2,3.29,2.74,NA,3.74,4.11,2.43,3.09,4.14,3.78,1.84,2.1,2.51,0.69,NA,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1972,3.58,4.2,5.18,4.39,1.27,1.6,3.28,0.46,1.15,6.06,4.08,6.3,4.55,1.26,1.79,5.27,5.52,3.56,1.08,1,1.13,3.4,3.68,NA,3.5,3.91,2.29,2.88,5.55,3.49,1.82,1.96,2.26,0.92,NA,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1973,3.67,3.79,4.52,3.76,1.78,2.09,4.04,0.61,1.27,5.72,3.17,5.23,4.03,1.59,2.03,5.77,5.77,3.31,1.15,1.18,1.15,2.41,3.71,NA,3.07,3.42,2.72,3.13,4.32,3.45,2.06,2.73,2.63,0.99,NA,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1974,3.47,4.03,4.79,3.79,1.45,1.91,3.41,0.71,1.09,5.97,4.41,6.5,4.84,1.91,2.22,6.37,6.5,4.06,1.14,0.99,1.26,3.55,4.28,NA,3.61,4.33,3.97,4.34,3.26,3.55,3.02,2.35,2.55,1.15,NA,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1975,2.76,3.29,4.41,3.66,1.08,1.63,2.74,0.71,0.8,4.94,2.96,4.96,3.73,1.17,1.38,5.22,5.15,3.18,0.9,0.82,1.31,2.52,2.44,NA,3.46,3.75,3.73,3.4,2.02,2.71,2.29,2.3,2.27,0.81,NA,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1976,2.92,3.91,5.15,4.19,1.21,1.39,2.16,0.93,0.92,3.91,2.95,5.85,5.63,1.19,1.61,4.88,4.97,2.97,1.01,1.03,1.31,2.46,3.32,NA,3.67,3.62,4.59,3.46,2.41,1.93,3.02,1.91,2,0.92,NA,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1977,3.79,4.21,6.24,5.22,0.99,1.43,2.32,1.36,0.88,4.66,3.89,5.13,5.59,0.89,1.47,4.56,4.62,2.39,1.07,1.02,1.26,3.16,3.78,NA,4.36,4.69,4.45,2.84,3.18,1.84,2.59,2.13,2.25,0.88,NA,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1978,4.27,4.72,6.08,5.03,1.26,1.95,3.81,1.9,1.49,8.33,4.95,7.52,7.55,1.42,2.21,5.9,5.94,3.45,1.16,1.18,1.37,5.7,6.28,NA,4.95,5.71,7.44,3.77,3.99,2.49,2.24,2.16,2.5,1.13,NA,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1979,3.06,5.53,8.6,5.45,1.15,1.58,2.59,1.3,1.31,6.85,3.91,6.66,6.02,1.38,2.16,6.39,6.57,4.48,1.33,1.28,1.57,4.74,7.12,NA,4.78,5.03,7.22,3.39,3.85,3.96,3.19,2.43,2.4,1.04,NA,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1980,4.41,5.5,7.76,5.61,1.28,2.22,3.48,1.5,1.56,6.83,4.33,6.03,5.85,1.28,2.2,6.19,6.11,5.46,1.53,1.47,1.6,6.48,6.43,NA,3.86,4.17,7.85,3.21,4.8,5.04,3.49,2.34,2.52,0.96,NA,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1981,4.85,6.26,9.07,7.06,1.04,1.82,3.21,1.22,1.2,6.56,2.93,6.74,5.79,0.9,1.6,NA,4.08,3.29,1.29,1.27,1.35,7.4,7.32,NA,4.38,4.34,5.89,2.13,4.58,4.03,1.65,2.11,2.32,0.86,NA,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1982,3.71,6.18,7.76,6.53,1.24,2.35,3.04,0.81,1.55,10.86,4.15,5.36,4.12,1.17,1.8,NA,4.09,4.63,1.46,1.24,1.35,6.27,6.01,NA,4.34,3.64,6.94,3.24,4.77,4.4,3.55,1.91,2.68,0.88,NA,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1983,3.27,5.79,6.1,5.56,1.44,2.23,4.12,1.08,1.93,9.83,4.71,7.44,5.65,2.01,2.14,NA,5.17,6.67,1.68,1.39,1.67,4.94,4.52,NA,5.92,4.85,9.5,5.95,4.9,6.27,3.31,2.43,2.97,1.46,NA,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1984,3.32,4.87,5.1,5.56,1.3,1.66,3.44,1.18,1.46,5.28,3.33,6.34,5.16,1.09,1.65,NA,4.25,4.78,1.31,1.51,1.2,4.41,4.1,NA,5.86,4.85,6.51,4.53,4.68,5.05,2.39,2.51,2.98,0.94,NA,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
