tree,n_missing_total,n_missing_1980_on,n_outliers_total
1s012a_raw,28,28,2
1s012b_raw,48,28,0
1s583A_raw,105,28,2
1s583B_raw,102,28,1
1s583c_raw,138,28,2
1s593a_raw,166,28,0
1s593b_raw,166,28,3
1s635A_raw,88,28,0
1s635B_raw,88,28,0
1s766a_raw,87,28,0
1s766b_raw,87,28,0
2s033a_raw,147,28,0
2s033b_raw,139,28,0
2s059a_raw,112,28,3
2s059b_raw,112,28,1
2s068a_raw,129,28,0
2s068b_raw,128,28,1
2s111a_raw,28,28,0
2s111b_raw,71,28,1
2s163a_raw,98,28,0
2s163b_raw,98,28,0
2s172a_raw,168,28,0
2s172b_raw,168,28,0
3s752a_raw,120,29,0
3s752b_raw,123,31,0
3s761A_raw,34,34,0
3s794a_raw,116,28,0
3s794b_raw,115,28,0
3s874a_raw,28,28,0
3s874b_raw,28,28,3
4s021a_raw,28,28,2
4s127A_raw,175,28,0
4s127B_raw,175,28,0
4s143A_raw,175,28,0
4s143b_raw,175,28,0
4s196A_raw,150,28,0
4s196B_raw,150,28,0
4s301a_raw,130,29,4
4s301b_raw,128,28,4
4s319a_raw,90,28,1
4s319b_raw,91,28,1
4s342a_raw,131,28,0
4s342b_raw,131,28,0
4s360a_raw,48,28,2
4s360b_raw,48,28,0
4s375A_raw,193,28,0
4s375B_raw,194,28,0
