tree,n_missing_total,n_missing_1980_on,n_outliers_total
SAL01A_raw,324,28,8
SAL01B_raw,302,28,11
SAL01C_raw,324,28,7
SAL02A_raw,689,45,2
SAL02B_raw,613,28,4
SAL02C_raw,759,45,0
SAL03A_raw,529,28,1
SAL03B_raw,346,28,16
SAL04A_raw,685,28,1
SAL04B_raw,438,28,6
SAL04C_raw,393,28,16
SAL05A_raw,416,28,12
SAL05B_raw,421,28,12
SAL06B_raw,215,28,13
SAL06C_raw,143,28,19
SAL07A_raw,79,28,3
SAL07B_raw,28,28,20
SAL08A_raw,519,28,4
SAL08C_raw,483,28,7
SAL09A_raw,737,45,1
SAL09B_raw,696,45,4
SAL10A_raw,312,28,2
SAL10B_raw,227,28,8
SAL11A_raw,428,28,1
SAL12A_raw,624,28,0
SAL14A_raw,486,29,13
SAL15A_raw,641,28,1
SAL15B_raw,625,28,4
SAL16A_raw,411,28,3
SAL16B_raw,303,28,3
SAL16C_raw,312,28,18
