tree,n_missing_total,n_missing_1980_on,n_outliers_total
TMR007A_raw,370,13,3
TMR044B_raw,262,13,2
TMR026C_raw,200,13,5
TMR020A_raw,206,13,5
TMR023A_raw,342,13,0
TMR010U_raw,280,13,2
TMR022A_raw,294,13,1
TMR016A_raw,233,13,8
TMR001A_raw,291,14,3
TMR008A_raw,319,13,1
TMR041B_raw,259,13,3
TMR038B_raw,249,13,1
TMR035A_raw,163,13,11
TMR011A_raw,287,13,6
TMR025B_raw,209,13,4
TMR036A_raw,212,13,4
TMR019B_raw,221,13,1
TMR021A_raw,59,13,11
TMR029B_raw,252,13,0
TMR018A_raw,235,13,3
TMR024B_raw,81,13,8
TMR043B_raw,228,13,4
TMR027A_raw,242,13,1
TMR014C_raw,26,13,9
TMR033A_raw,357,14,1
TMR012C_raw,386,13,0
TMR009A_raw,353,13,2
TMR006B_raw,325,14,1
TMR003A_raw,264,14,0
TMR002A_raw,469,14,0
TMR004A_raw,294,45,2
TMR005B_raw,235,14,1
TMR040A_raw,433,45,1
TMR038A_raw,249,13,6
TMR040B_raw,184,13,1
TMR015U_raw,301,13,3
TMR017A_raw,273,13,3
TMR021C_raw,149,12,4
TMR014E_raw,70,12,7
TMR021D_raw,76,12,2
TMR014D_raw,12,12,9
TMR024C_raw,109,12,6
TMR024D1_raw,459,45,0
TMR024D2_raw,260,12,2
TMR030B_raw,308,13,2
TMR031C_raw,177,14,4
TMR034A_raw,129,13,2
