tree,n_missing_total,n_missing_1980_on,n_outliers_total
HPAB100A_raw,141,33,4
HPAB100B_raw,101,33,1
HPAB671A_raw,85,33,2
HPAB671B_raw,106,33,0
HPAB673A_raw,33,33,3
HPAB673B_raw,47,33,1
HPAB678A_raw,155,33,0
HPAB678B_raw,104,33,1
HPAB679A_raw,129,33,0
HPAB679B_raw,116,33,0
HPAB680A_raw,203,33,0
HPAB680B_raw,203,33,0
HPAB681A_raw,203,33,0
HPAB681B_raw,170,33,1
HPAB682A_raw,183,33,0
HPAB682B_raw,209,33,0
HPAB684A_raw,150,33,1
HPAB684B_raw,150,33,1
HPAB685A_raw,155,33,1
HPAB685B_raw,151,33,0
HPAB686A_raw,176,33,1
HPAB686B_raw,164,33,0
HPAB687A_raw,89,33,0
HPAB687B_raw,110,33,4
HPAB690A_raw,141,33,0
HPAB690B_raw,108,33,0
HPAB691A_raw,81,33,0
HPAB691B_raw,75,33,0
HPAB868A_raw,128,33,0
HPAB868B_raw,151,33,1
HPAB869A_raw,135,33,0
HPAB869B_raw,177,33,0
HPAB872A_raw,164,33,0
HPAB872B_raw,155,33,0
HPAB877A_raw,211,33,1
HPAB877B_raw,173,33,0
HPAB886A_raw,171,33,0
HPAB886B_raw,175,33,0
HPAB895A_raw,182,33,1
HPAB895B_raw,174,33,2
