tree,n_missing_total,n_missing_1980_on,n_outliers_total
UTA1001B_raw,50,8,1
UTA1001C_raw,48,8,0
UTA1002A_raw,61,8,0
UTA1002B_raw,81,8,0
UTA1003A_raw,101,11,0
UTA1003b_raw,105,15,0
UTA1004A_raw,64,8,0
UTA1004B_raw,70,8,0
UTA1004D_raw,48,8,1
UTA1005A_raw,56,8,0
UTA1005C_raw,81,8,0
UTA1006A_raw,57,8,0
UTA1006b_raw,57,8,1
UTA1006C_raw,73,8,0
UTA1007A_raw,58,8,0
UTA1007B_raw,50,8,1
UTA1009A_raw,98,8,0
UTA1009B_raw,93,8,0
UTA1010A_raw,50,8,0
UTA1010B_raw,52,8,0
UTA1011A_raw,55,8,2
UTA1011B_raw,49,8,0
UTA1012A_raw,52,8,1
UTA1012B_raw,64,8,2
UTA1013A_raw,50,8,0
UTA1013B_raw,46,8,0
UTA1014A_raw,10,8,0
UTA1014B_raw,8,8,0
UTA1014C_raw,8,8,0
UTA1015A_raw,9,8,1
UTA1015B_raw,8,8,1
UTA1016A_raw,43,8,0
UTA1016B_raw,47,8,0
