tree,n_missing_total,n_missing_1980_on,n_outliers_total
GBP01A_raw,254,33,3
GBP01B_raw,303,33,1
GBP02A_raw,104,33,8
GBP02B_raw,93,33,6
GBP03A_raw,261,33,1
GBP03B_raw,278,33,0
GBP04A_raw,256,33,1
GBP04B_raw,279,33,1
GBP05A_raw,294,33,2
GBP05B_raw,226,33,4
GBP06A_raw,391,33,0
GBP06B_raw,398,33,1
GBP11A_raw,391,33,0
GBP11B_raw,391,33,0
GBP12A_raw,172,33,5
GBP12B_raw,179,33,1
GBP13A_raw,191,33,2
GBP15A_raw,132,33,0
GBP15B_raw,139,33,1
GBP15C_raw,143,33,1
GBP15D_raw,182,33,0
GBP15E_raw,149,33,1
GBP16A_raw,269,33,0
GBP16B_raw,245,33,0
GBP17A_raw,351,33,2
GBP17B_raw,351,33,1
GBP18A_raw,33,33,14
GBP18B_raw,41,33,14
GBP21A_raw,171,33,0
GBP21B_raw,142,33,0
GBP21C_raw,160,33,2
GBP22A_raw,199,33,1
GBP22B_raw,221,33,0
GBP22C_raw,236,45,0
