tree,n_missing_total,n_missing_1980_on,n_outliers_total
C0001E_raw,61,25,2
C0001W_raw,59,25,1
C0002W_raw,111,25,3
G0002E_raw,74,25,5
C0003E_raw,107,25,1
COOO3W_raw,72,25,6
C0004E_raw,135,25,0
C0004W_raw,145,33,2
C0005E_raw,129,25,0
C0005W_raw,33,25,2
C0006S_raw,76,25,3
C0006N_raw,69,25,3
C0007W_raw,29,25,0
C0008E_raw,75,25,0
C0009N_raw,34,25,0
C0010N_raw,92,25,2
C0011W_raw,39,25,5
C0012S_raw,85,31,3
C0013W_raw,51,25,3
C0014N_raw,98,25,2
C0015N_raw,49,25,1
C0016N_raw,68,25,0
C0017N_raw,42,25,1
C0018N_raw,91,25,0
C0020N_raw,64,25,1
C0021N_raw,72,25,3
C0022N_raw,80,25,1
C0022W_raw,93,25,6
C0023W_raw,46,25,7
C0023N_raw,109,25,5
C0024W_raw,45,25,4
C0025W_raw,65,25,4
C0025N_raw,50,25,6
C0026S_raw,92,25,1
C0026W_raw,26,25,0
C0027N_raw,46,25,4
C0027W_raw,53,25,0
C0028E_raw,63,25,2
C0028W_raw,69,25,1
C0029E_raw,82,25,3
C0029W_raw,43,25,6
C0030E_raw,25,25,0
