tree,n_missing_total,n_missing_1980_on,n_outliers_total
est.001a_raw,399,14,0
est.002b_raw,303,14,5
est.003a_raw,283,14,1
est.003b_raw,283,14,1
est.004a_raw,140,14,13
est.004b_raw,13,13,12
est.005b_raw,353,14,2
est.005a_raw,343,14,5
est.008b_raw,272,14,4
est.010a_raw,320,14,3
est.010b_raw,351,14,0
est.011b_raw,349,14,0
est.012a_raw,309,14,1
est.012b_raw,311,14,0
est.o13a_raw,343,14,0
est.014a_raw,342,14,0
est.015a_raw,326,14,4
est.015b_raw,313,14,3
est.016a_raw,299,14,2
est.018a_raw,315,14,2
est.019a_raw,324,14,1
est.019b_raw,360,14,3
est.021b_raw,388,13,1
est.021a_raw,386,13,1
est.022b_raw,272,13,5
est.024a_raw,243,13,6
est.024b_raw,236,13,1
est.023a_raw,363,13,0
est.007b_raw,276,14,1
est.002a_raw,296,14,2
est.013b_raw,358,14,2
est.006a_raw,359,14,3
est.017a_raw,197,14,7
est.022a_raw,264,43,0
