tree,n_missing_total,n_missing_1980_on,n_outliers_total
SRL01AAU_raw,351,6,1
SRL02AAU_raw,351,6,2
SRL02BBU_raw,351,6,0
SRL03AAU_raw,351,6,2
SRL03BBU_raw,351,6,0
SRL04AAU_raw,351,6,1
SRL04BBU_raw,351,6,1
SRL05AAU_raw,351,6,2
SRL05BBU_raw,351,6,1
SRL06AAU_raw,351,6,0
SRL06BBU_raw,351,6,2
SRL07AAU_raw,351,6,1
SRL07BBU_raw,351,6,0
SRL08AAU_raw,351,6,0
SRL08BBU_raw,351,6,0
SRL09AAU_raw,351,6,0
SRL09BBU_raw,351,6,2
SRL10AAU_raw,27,6,4
SRL11AAU_raw,351,6,0
SRL11BBU_raw,351,6,1
SRL11CCU_raw,361,6,1
SRL12BBU_raw,351,6,1
SRL13AAU_raw,351,6,1
SRL13BBU_raw,357,6,0
SRL14AAU_raw,407,6,1
SRL14BBU_raw,351,6,3
SRL14CCU_raw,367,6,3
SRL15AAU_raw,351,6,1
SRL15BBU_raw,351,6,0
SRL16AAU_raw,351,6,2
SRL16BBU_raw,351,6,0
SRL16CCU_raw,351,6,0
SRL17BBU_raw,351,6,1
SRL18AAU_raw,351,6,0
SRL18BBU_raw,351,6,2
SRL19AAU_raw,351,6,1
SRL19BBU_raw,351,6,0
SRL19CCU_raw,351,6,3
SRL20AAU_raw,351,6,1
SRL20BBU_raw,351,6,1
SRL21AAU_raw,351,6,1
SRL21BBU_raw,351,6,1
SRL22AAU_raw,351,6,2
SRL22BBU_raw,351,6,2
SRL23AAU_raw,351,6,0
SRL23BBU_raw,266,6,2
SRL24AAU_raw,351,6,2
SRL24BBU_raw,351,6,1
SRL25AAU_raw,351,6,0
SRL25BBU_raw,351,6,2
SRL26AAU_raw,351,6,0
SRL27AAU_raw,6,6,4
SRL27BBU_raw,351,6,1
SRL28AAU_raw,351,6,1
SRL28BBU_raw,351,6,1
SRL29AAU_raw,351,6,0
SRL29BBU_raw,455,6,0
SRL30AAU_raw,351,6,2
