age_CE,CRL05A_raw,CRL05B_raw,CRL17A_raw,CRL17B_raw,CRL05A_raw_outlier_flag,CRL05B_raw_outlier_flag,CRL17A_raw_outlier_flag,CRL17B_raw_outlier_flag
1619,1.49,1.37,1.33,1.3,FALSE,FALSE,FALSE,FALSE
1620,1.35,1.15,1.11,1.05,FALSE,FALSE,FALSE,FALSE
1621,1.32,1.23,1.08,1.03,FALSE,FALSE,FALSE,FALSE
1622,2.14,2.03,1.21,1.04,FALSE,FALSE,FALSE,FALSE
1623,1.62,1.54,0.75,0.68,FALSE,FALSE,FALSE,FALSE
1624,1.58,1.56,0.38,0.34,FALSE,FALSE,FALSE,FALSE
1625,1.58,1.47,0.33,0.32,FALSE,FALSE,FALSE,FALSE
1626,1.33,1.3,0.45,0.56,FALSE,FALSE,FALSE,FALSE
1627,1.21,1.24,0.53,0.51,FALSE,FALSE,FALSE,FALSE
1628,1.19,1.23,0.5,0.46,FALSE,FALSE,FALSE,FALSE
1629,1.37,1.39,0.58,0.58,FALSE,FALSE,FALSE,FALSE
1630,1.33,1.44,0.54,0.49,FALSE,FALSE,FALSE,FALSE
1631,1.07,1.1,0.61,0.51,FALSE,FALSE,FALSE,FALSE
1632,1.62,1.6,0.75,0.82,FALSE,FALSE,FALSE,FALSE
1633,1.33,1.33,1.1,1.01,FALSE,FALSE,FALSE,FALSE
1634,1.28,1.23,1.09,1.02,FALSE,FALSE,FALSE,FALSE
1635,1.23,1.13,1,1.01,FALSE,FALSE,FALSE,FALSE
1636,1.42,1.28,1.22,1.17,FALSE,FALSE,FALSE,FALSE
1637,1.3,1.19,1.05,0.98,FALSE,FALSE,FALSE,FALSE
1638,1.57,1.44,1.17,1.12,FALSE,FALSE,FALSE,FALSE
1639,2.17,2.23,0.55,0.58,FALSE,FALSE,FALSE,FALSE
1640,1.84,2.07,0.46,0.43,FALSE,FALSE,FALSE,FALSE
1641,1.39,1.42,0.5,0.48,FALSE,FALSE,FALSE,FALSE
1642,1.46,1.52,0.64,0.6,FALSE,FALSE,FALSE,FALSE
1643,1.13,1.15,0.82,0.73,FALSE,FALSE,FALSE,FALSE
1644,1.06,1.08,0.97,1.02,FALSE,FALSE,FALSE,FALSE
1645,1.34,1.24,1.18,1.08,FALSE,FALSE,FALSE,FALSE
1646,1.58,1.47,1.3,1.37,FALSE,FALSE,FALSE,FALSE
1647,1.57,1.36,1.05,1.16,FALSE,FALSE,FALSE,FALSE
1648,1.55,1.9,1.11,0.95,FALSE,FALSE,FALSE,FALSE
1649,1.15,1.28,0.94,0.75,FALSE,FALSE,FALSE,FALSE
1650,1.58,1.6,0.75,0.91,FALSE,FALSE,FALSE,FALSE
1651,1.84,2.04,0.95,0.84,FALSE,FALSE,FALSE,FALSE
1652,1.83,2.09,0.87,0.8,FALSE,FALSE,FALSE,FALSE
1653,1.35,1.4,0.64,0.57,FALSE,FALSE,FALSE,FALSE
1654,1.67,1.77,0.9,0.89,FALSE,FALSE,FALSE,FALSE
1655,2.13,2.1,0.94,0.94,FALSE,FALSE,FALSE,FALSE
1656,2.04,2.09,0.63,0.61,FALSE,FALSE,FALSE,FALSE
1657,1.8,1.87,0.62,0.61,FALSE,FALSE,FALSE,FALSE
1658,2.28,2.27,0.76,0.73,FALSE,FALSE,FALSE,FALSE
1659,2.16,2.19,0.76,0.79,FALSE,FALSE,FALSE,FALSE
1660,3.35,3.3,0.84,0.85,FALSE,FALSE,FALSE,FALSE
1661,3.13,3.11,0.93,0.96,FALSE,FALSE,FALSE,FALSE
1662,1.76,1.81,0.95,0.93,FALSE,FALSE,FALSE,FALSE
1663,2.09,2.07,0.65,0.64,FALSE,FALSE,FALSE,FALSE
1664,2.46,2.37,0.73,0.74,FALSE,FALSE,FALSE,FALSE
1665,2.58,2.56,0.9,0.92,FALSE,FALSE,FALSE,FALSE
1666,1.9,1.86,1.02,1.01,FALSE,FALSE,FALSE,FALSE
1667,2.69,2.72,1.49,1.5,FALSE,FALSE,FALSE,FALSE
1668,2.19,2.2,1.39,1.38,FALSE,FALSE,FALSE,FALSE
1669,2.2,2.18,1.44,1.45,FALSE,FALSE,FALSE,FALSE
1670,2.25,2.24,1.78,1.81,FALSE,FALSE,FALSE,FALSE
1671,2.78,2.74,2.05,2.02,FALSE,FALSE,FALSE,FALSE
1672,2.55,2.52,2.31,2.3,FALSE,FALSE,FALSE,FALSE
1673,2.36,2.3,2.04,2.07,FALSE,FALSE,FALSE,FALSE
1674,2.25,2.25,1.94,1.89,FALSE,FALSE,FALSE,FALSE
1675,2.2,2.21,2.68,2.62,FALSE,FALSE,FALSE,FALSE
1676,2.11,2.12,2.44,2.4,FALSE,FALSE,FALSE,FALSE
1677,2.45,2.43,2.4,2.36,FALSE,FALSE,FALSE,FALSE
1678,2.1,2.15,1.98,1.98,FALSE,FALSE,FALSE,FALSE
1679,2.39,2.34,1.8,1.74,FALSE,FALSE,FALSE,FALSE
1680,1.91,1.92,1.56,1.52,FALSE,FALSE,FALSE,FALSE
1681,2.38,2.25,2.09,2.04,FALSE,FALSE,FALSE,FALSE
1682,2.57,2.46,2.24,2.2,FALSE,FALSE,FALSE,FALSE
1683,1.68,1.61,1.62,1.61,FALSE,FALSE,FALSE,FALSE
1684,1.87,1.88,1.37,1.43,FALSE,FALSE,FALSE,FALSE
1685,1.9,1.98,1.33,1.32,FALSE,FALSE,FALSE,FALSE
1686,2.09,2.17,1.46,1.45,FALSE,FALSE,FALSE,FALSE
1687,2.16,2.26,1.27,1.27,FALSE,FALSE,FALSE,FALSE
1688,1.46,1.32,1.2,1.27,FALSE,FALSE,FALSE,FALSE
1689,1.76,1.57,1.4,1.45,FALSE,FALSE,FALSE,FALSE
1690,1.87,1.73,1.52,1.47,FALSE,FALSE,FALSE,FALSE
1691,1.74,1.88,1.37,1.43,FALSE,FALSE,FALSE,FALSE
1692,1.97,2.05,2.14,2.13,FALSE,FALSE,FALSE,FALSE
1693,1.79,2.05,1.52,1.53,FALSE,FALSE,FALSE,FALSE
1694,1.91,2.24,1.28,1.28,FALSE,FALSE,FALSE,FALSE
1695,1.81,1.68,1.18,1.16,FALSE,FALSE,FALSE,FALSE
1696,1.59,1.53,1.03,1.1,FALSE,FALSE,FALSE,FALSE
1697,1.8,1.78,1.18,1.2,FALSE,FALSE,FALSE,FALSE
1698,1.49,1.44,0.91,0.94,FALSE,FALSE,FALSE,FALSE
1699,1.31,1.34,1.02,1.02,FALSE,FALSE,FALSE,FALSE
1700,1.54,1.25,1.23,1.08,FALSE,FALSE,FALSE,FALSE
1701,1.32,1.06,1.26,1.85,FALSE,FALSE,FALSE,FALSE
1702,1.6,1.27,1.05,1.22,FALSE,FALSE,FALSE,FALSE
1703,1.27,1.39,1.01,1.03,FALSE,FALSE,FALSE,FALSE
1704,1.32,1.41,1.06,1.22,FALSE,FALSE,FALSE,FALSE
1705,1.6,1.6,1.24,1.37,FALSE,FALSE,FALSE,FALSE
1706,1.13,1.27,0.96,1.17,FALSE,FALSE,FALSE,FALSE
1707,1.08,1,1.11,1.25,FALSE,FALSE,FALSE,FALSE
1708,0.98,0.98,1.35,1.38,FALSE,FALSE,FALSE,FALSE
1709,1,0.92,1.39,1.66,FALSE,FALSE,FALSE,FALSE
1710,1.07,1.07,1.36,1.3,FALSE,FALSE,FALSE,FALSE
1711,1.14,1.02,1.41,1.14,FALSE,FALSE,FALSE,FALSE
1712,0.94,0.91,1.73,1.54,FALSE,FALSE,FALSE,FALSE
1713,0.84,0.87,1.4,1.06,FALSE,FALSE,FALSE,FALSE
1714,0.95,1,1.85,1.71,FALSE,FALSE,FALSE,FALSE
1715,0.68,0.68,1.86,1.91,FALSE,FALSE,FALSE,FALSE
1716,1.01,1.02,1.88,1.6,FALSE,FALSE,FALSE,FALSE
1717,1.21,1.06,1.08,0.95,FALSE,FALSE,FALSE,FALSE
1718,1.01,1,0.96,0.94,FALSE,FALSE,FALSE,FALSE
1719,1.33,1.32,1.12,1.17,FALSE,FALSE,FALSE,FALSE
1720,1.39,1.33,1.53,1.36,FALSE,FALSE,FALSE,FALSE
1721,1.1,1.1,1.27,1.29,FALSE,FALSE,FALSE,FALSE
1722,0.94,0.87,1.13,1.08,FALSE,FALSE,FALSE,FALSE
1723,1.02,0.97,1.13,1.12,FALSE,FALSE,FALSE,FALSE
1724,1.66,1.6,1.19,1.1,FALSE,FALSE,FALSE,FALSE
1725,1.27,1.13,1.17,1.02,FALSE,FALSE,FALSE,FALSE
1726,1.17,1.13,1.3,1.15,FALSE,FALSE,FALSE,FALSE
1727,1.86,1.76,1.07,0.93,FALSE,FALSE,FALSE,FALSE
1728,1.61,1.59,0.68,0.64,FALSE,FALSE,FALSE,FALSE
1729,1.63,1.58,1.08,1.06,FALSE,FALSE,FALSE,FALSE
1730,0.98,0.99,0.96,0.9,FALSE,FALSE,FALSE,FALSE
1731,1.4,1.5,1.37,1.51,FALSE,FALSE,FALSE,FALSE
1732,1.44,1.5,1.35,1.36,FALSE,FALSE,FALSE,FALSE
1733,1.57,1.71,1.54,1.67,FALSE,FALSE,FALSE,FALSE
1734,1.2,1.25,1.24,1.58,FALSE,FALSE,FALSE,FALSE
1735,1.68,1.57,1.28,1.6,FALSE,FALSE,FALSE,FALSE
1736,1.57,1.46,1.2,1.43,FALSE,FALSE,FALSE,FALSE
1737,1.26,1.31,0.93,1.32,FALSE,FALSE,FALSE,FALSE
1738,2.27,2.39,2.5,2.47,FALSE,FALSE,FALSE,FALSE
1739,0.05,0.04,0.61,0.55,FALSE,FALSE,FALSE,FALSE
1740,0.49,0.57,0.8,0.79,FALSE,FALSE,FALSE,FALSE
1741,0.68,0.65,0.75,0.72,FALSE,FALSE,FALSE,FALSE
1742,0.89,0.86,0.99,0.97,FALSE,FALSE,FALSE,FALSE
1743,0.91,0.94,0.96,0.95,FALSE,FALSE,FALSE,FALSE
1744,0.77,0.79,0.75,0.78,FALSE,FALSE,FALSE,FALSE
1745,0.81,0.87,0.89,0.86,FALSE,FALSE,FALSE,FALSE
1746,0.94,0.98,0.9,0.91,FALSE,FALSE,FALSE,FALSE
1747,0.82,0.86,1.15,1.15,FALSE,FALSE,FALSE,FALSE
1748,0.67,0.65,1.06,1.04,FALSE,FALSE,FALSE,FALSE
1749,0.83,0.84,1.18,1.21,FALSE,FALSE,FALSE,FALSE
1750,0.44,0.39,1.39,1.46,FALSE,FALSE,FALSE,FALSE
1751,0.25,0.26,1.06,1.04,FALSE,FALSE,FALSE,FALSE
1752,0.28,0.26,1.35,1.39,FALSE,FALSE,FALSE,FALSE
1753,0.45,0.45,1.48,1.44,FALSE,FALSE,FALSE,FALSE
1754,0.53,0.39,1,1,FALSE,FALSE,FALSE,FALSE
1755,0.68,0.52,0.99,0.99,FALSE,FALSE,FALSE,FALSE
1756,0.64,0.49,0.9,0.92,FALSE,FALSE,FALSE,FALSE
1757,0.87,0.73,0.96,1.01,FALSE,FALSE,FALSE,FALSE
1758,0.93,0.73,0.82,0.81,FALSE,FALSE,FALSE,FALSE
1759,0.73,0.58,0.87,0.88,FALSE,FALSE,FALSE,FALSE
1760,0.72,0.6,1.01,1.03,FALSE,FALSE,FALSE,FALSE
1761,1,0.78,1.26,1.31,FALSE,FALSE,FALSE,FALSE
1762,0.73,0.61,0.98,0.97,FALSE,FALSE,FALSE,FALSE
1763,0.76,0.7,1.08,1.09,FALSE,FALSE,FALSE,FALSE
1764,0.77,0.75,0.79,0.78,FALSE,FALSE,FALSE,FALSE
1765,0.82,0.7,0.67,0.56,FALSE,FALSE,FALSE,FALSE
1766,0.82,0.8,0.69,0.72,FALSE,FALSE,FALSE,FALSE
1767,0.62,0.69,0.68,0.7,FALSE,FALSE,FALSE,FALSE
1768,0.36,0.47,0.41,0.43,FALSE,FALSE,FALSE,FALSE
1769,0.46,0.54,0.29,NA,FALSE,FALSE,FALSE,NA
1770,0.54,0.63,NA,NA,FALSE,FALSE,NA,NA
1771,1.02,0.92,NA,NA,FALSE,FALSE,NA,NA
1772,2.29,1.44,NA,NA,FALSE,FALSE,NA,NA
1773,2.46,1.87,NA,NA,FALSE,FALSE,NA,NA
1774,1.46,1.26,NA,NA,FALSE,FALSE,NA,NA
1775,1.31,1.04,NA,NA,FALSE,FALSE,NA,NA
1776,1.34,1.25,NA,NA,FALSE,FALSE,NA,NA
1777,1.22,1.26,NA,NA,FALSE,FALSE,NA,NA
1778,1.41,1.2,NA,NA,FALSE,FALSE,NA,NA
1779,0.91,0.99,NA,NA,FALSE,FALSE,NA,NA
1780,1.14,1.12,NA,NA,FALSE,FALSE,NA,NA
1781,1.21,1.16,NA,NA,FALSE,FALSE,NA,NA
1782,0.99,1.05,NA,NA,FALSE,FALSE,NA,NA
1783,1.68,1.65,NA,NA,FALSE,FALSE,NA,NA
1784,1.21,1.25,NA,NA,FALSE,FALSE,NA,NA
1785,2.09,2.02,NA,NA,FALSE,FALSE,NA,NA
1786,2.06,2.05,NA,NA,FALSE,FALSE,NA,NA
1787,1.6,1.41,NA,NA,FALSE,FALSE,NA,NA
1788,1.85,1.87,NA,NA,FALSE,FALSE,NA,NA
1789,1.35,1.29,NA,NA,FALSE,FALSE,NA,NA
1790,1.27,1.21,NA,NA,FALSE,FALSE,NA,NA
1791,1.18,1.29,NA,NA,FALSE,FALSE,NA,NA
1792,1.15,1.5,NA,NA,FALSE,FALSE,NA,NA
1793,1.4,1.78,NA,NA,FALSE,FALSE,NA,NA
1794,1.26,1.64,NA,NA,FALSE,FALSE,NA,NA
1795,1.07,1.27,NA,NA,FALSE,FALSE,NA,NA
1796,1.11,1.07,NA,NA,FALSE,FALSE,NA,NA
1797,0.67,0.84,NA,NA,FALSE,FALSE,NA,NA
1798,0.85,0.89,NA,NA,FALSE,FALSE,NA,NA
1799,0.65,0.65,NA,NA,FALSE,FALSE,NA,NA
1800,0.87,0.89,NA,NA,FALSE,FALSE,NA,NA
1801,0.91,0.9,NA,NA,FALSE,FALSE,NA,NA
1802,1.12,1.15,NA,NA,FALSE,FALSE,NA,NA
1803,1.3,1.28,NA,NA,FALSE,FALSE,NA,NA
1804,1.27,1.26,NA,NA,FALSE,FALSE,NA,NA
1805,1.05,1.07,NA,NA,FALSE,FALSE,NA,NA
1806,0.81,0.83,NA,NA,FALSE,FALSE,NA,NA
1807,0.8,0.82,NA,NA,FALSE,FALSE,NA,NA
1808,0.82,0.83,NA,NA,FALSE,FALSE,NA,NA
1809,1.22,1.19,NA,NA,FALSE,FALSE,NA,NA
1810,0.94,0.89,NA,NA,FALSE,FALSE,NA,NA
1811,0.98,0.83,NA,NA,FALSE,FALSE,NA,NA
1812,0.82,0.7,NA,NA,FALSE,FALSE,NA,NA
1813,0.89,0.69,NA,NA,FALSE,FALSE,NA,NA
1814,0.9,1.02,NA,NA,FALSE,FALSE,NA,NA
1815,0.86,0.92,NA,NA,FALSE,FALSE,NA,NA
1816,0.92,0.89,NA,NA,FALSE,FALSE,NA,NA
1817,0.58,0.84,NA,NA,FALSE,FALSE,NA,NA
1818,0.74,0.86,NA,NA,FALSE,FALSE,NA,NA
1819,0.9,1,NA,NA,FALSE,FALSE,NA,NA
1820,0.79,0.87,NA,NA,FALSE,FALSE,NA,NA
1821,0.63,0.68,NA,NA,FALSE,FALSE,NA,NA
1822,0.62,0.67,NA,NA,FALSE,FALSE,NA,NA
1823,0.52,0.55,NA,NA,FALSE,FALSE,NA,NA
1824,0.74,0.73,NA,NA,FALSE,FALSE,NA,NA
1825,0.81,0.74,NA,NA,FALSE,FALSE,NA,NA
1826,0.54,0.51,NA,NA,FALSE,FALSE,NA,NA
1827,0.56,0.57,NA,NA,FALSE,FALSE,NA,NA
1828,1,0.78,NA,NA,FALSE,FALSE,NA,NA
1829,1.55,1.17,NA,NA,FALSE,FALSE,NA,NA
1830,1.05,0.74,NA,NA,FALSE,FALSE,NA,NA
1831,1.42,1.22,NA,NA,FALSE,FALSE,NA,NA
1832,1.34,1.09,NA,NA,FALSE,FALSE,NA,NA
1833,1.24,1.01,NA,NA,FALSE,FALSE,NA,NA
1834,1.03,1.05,NA,NA,FALSE,FALSE,NA,NA
1835,1.62,1.44,NA,NA,FALSE,FALSE,NA,NA
1836,1.51,1.43,NA,NA,FALSE,FALSE,NA,NA
1837,1.79,1.79,NA,NA,FALSE,FALSE,NA,NA
1838,1.91,1.72,NA,NA,FALSE,FALSE,NA,NA
1839,1.64,1.44,NA,NA,FALSE,FALSE,NA,NA
1840,1.07,0.98,NA,NA,FALSE,FALSE,NA,NA
1841,1.11,1.03,NA,NA,FALSE,FALSE,NA,NA
1842,1.19,NA,NA,NA,FALSE,NA,NA,NA
1843,0.8,NA,NA,NA,FALSE,NA,NA,NA
1844,0.96,NA,NA,NA,FALSE,NA,NA,NA
