Stand,Treeid,Year,Species(neighbor),Distance(neighbor),DBH(neighbor),Canopy?,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R10,2010,Tsme,9.90,73.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,6.49,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,4.51,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,4.87,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,8.13,10.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,9.43,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,5.96,17.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,2.83,21.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,9.39,29.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,6.69,36.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,4.99,38.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,8.17,42.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,9.54,49.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,9.60,52.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,7.57,52.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,6.56,53.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,7.36,54.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Tsme,7.07,57.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,8.16,61.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,6.59,66.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,9.56,67.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R11,2010,Abam,4.52,88.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,7.61,22.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Tsme,9.76,22.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,4.20,36.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,9.36,36.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,5.99,48.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,3.84,58.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Tsme,5.64,62.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Tsme,5.69,68.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,1.94,72.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R12,2010,Abam,7.43,83.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Cano,8.49,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,9.23,11.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,8.35,12.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Tsme,6.62,12.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,8.21,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Tsme,0.34,16.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,6.55,18.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,8.53,19.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Tsme,7.19,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abla,7.85,34.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,4.75,37.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Tsme,0.92,38.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abla,9.97,39.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,8.70,43.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,5.54,52.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,7.46,55.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,8.94,59.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Tsme,5.99,66.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R13,2010,Abam,3.68,85.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,6.01,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,5.14,12.8,n,Almost dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,7.87,13.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,0.82,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,4.89,14.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,9.11,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,5.04,16.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,6.51,18.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,9.40,18.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,4.32,25.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,9.70,32.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,9.66,32.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,4.31,34.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,1.22,43.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Tsme,4.45,43.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,1.87,58.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R14,2010,Abam,9.38,71.6,y,"Two trunks, one is dead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,6.45,11.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,5.27,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,9.36,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,5.14,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,7.51,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,7.03,14.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,6.53,15.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,7.11,18.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,7.86,19.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,8.57,20.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,4.27,23.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,4.68,24.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,8.52,27.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abla,9.40,29.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,7.75,29.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,6.52,29.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,1.50,35.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,9.61,36.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,3.27,37.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Cano,2.60,37.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,8.21,37.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,3.49,40.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,0.17,40.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,3.76,41.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abla,8.90,42.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,5.69,43.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,6.62,43.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Cano,2.04,46.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Abam,5.14,55.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R15,2010,Tsme,4.00,69.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,6.72,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,8.26,10.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,7.93,10.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,9.38,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,9.96,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,4.48,14.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abla,8.94,15.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,8.88,16.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,7.23,16.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abla,9.18,16.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abla,7.04,19.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,9.12,19.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,9.81,20.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,5.38,22.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,5.84,22.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,8.99,24.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abla,9.01,26.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,2.93,26.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abla,6.98,28.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,6.13,29.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,5.19,30.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,4.86,42.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,3.96,43.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,6.02,45.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,3.52,47.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,6.52,55.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Tsme,5.38,56.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,9.71,73.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R16,2010,Abam,7.49,82.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Cano,9.35,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,7.64,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,8.97,13.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,9.46,14.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,8.46,15.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,7.77,16.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,8.31,22.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Cano,7.09,31.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,7.26,38.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Cano,0.62,42.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Cano,0.00,57.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,5.93,58.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,7.86,62.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,5.29,69.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,8.93,74.6,n,Weeping smelly sap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,9.98,84.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R2,2010,Abam,1.73,88.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,9.35,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,5.12,17.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,9.46,17.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,9.74,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,5.17,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,6.92,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,6.06,22.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,7.83,23.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,3.55,25.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,7.20,25.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,4.47,26.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,8.33,31.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,8.62,31.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,8.50,31.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,8.09,33.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,4.07,33.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,4.08,38.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,6.55,41.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,9.93,46.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Tsme,5.83,54.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,9.72,54.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,6.92,57.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,7.32,61.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,3.33,65.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,7.74,66.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,6.60,71.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R3,2010,Abam,6.56,78.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,7.90,10.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,8.09,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,8.59,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,9.63,12.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,6.70,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,9.74,12.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,7.37,13.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,6.15,13.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,5.85,13.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,9.85,15.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,8.56,16.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,8.77,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,9.20,19.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,9.23,19.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,10.00,19.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.98,20.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.57,21.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,8.52,21.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.96,23.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,8.66,24.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.76,24.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,9.16,24.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.29,26.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,8.50,26.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,9.59,26.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,4.42,27.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,1.32,28.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,7.24,32.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,6.72,34.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,6.45,35.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,7.55,38.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,8.72,40.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Abam,5.36,45.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,3.83,47.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Tsme,3.01,49.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,8.15,53.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,4.93,55.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R4,2010,Cano,7.94,62.6,y,R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,2.42,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Cano,4.81,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,7.79,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,2.07,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,4.79,13.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,4.27,13.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Psme,2.10,14.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,7.79,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,4.79,22.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,8.18,23.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,9.05,25.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Cano,3.88,25.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Cano,7.85,26.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,2.52,34.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,3.02,37.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,5.76,40.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,2.91,45.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,8.92,54.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,5.65,63.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,9.58,70.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,7.45,71.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Tsme,7.78,72.1,y,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R5,2010,Abam,4.87,77.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R6,2010,Cano,5.88,12.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRY,R6,2010,Cano,6.87,12.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
