tree,n_missing_total,n_missing_1980_on,n_outliers_total
ORT100A_raw,308,37,1
ORT100B_raw,258,37,2
ORT101A_raw,321,37,5
ORT101B_raw,356,37,0
ORT102A_raw,337,37,4
ORT102B_raw,275,37,1
ORT103A_raw,271,37,3
ORT103B_raw,331,37,6
ORT79A_raw,221,37,7
ORT79B_raw,266,37,5
ORT80A_raw,128,37,3
ORT80B_raw,118,37,7
ORT81A_raw,75,45,4
ORT81B_raw,85,37,2
ORT82A_raw,119,37,7
ORT82B_raw,176,37,6
ORT83A_raw,294,37,0
ORT83B_raw,148,37,4
ORT84B_raw,219,37,8
ORT85A_raw,221,37,0
ORT85B_raw,253,37,1
ORT86A_raw,61,37,7
ORT86B_raw,402,37,3
ORT87A_raw,384,37,4
ORT87B_raw,350,37,0
ORT88A_raw,206,37,4
ORT88B_raw,37,37,9
ORT89A_raw,186,37,6
ORT89B_raw,157,37,11
ORT91A_raw,255,37,6
ORT91B_raw,255,37,5
ORT92A_raw,240,37,0
ORT92B_raw,183,41,0
ORT93A_raw,257,37,3
ORT93B_raw,61,37,3
ORT94A_raw,69,37,4
ORT94B_raw,110,37,10
ORT95A_raw,468,37,1
ORT96A_raw,200,37,3
ORT96B_raw,112,37,8
ORT97A_raw,374,41,0
ORT97B_raw,377,37,3
ORT98B_raw,403,37,0
ORT99A_raw,205,37,7
ORT99B_raw,263,37,5
