tree,n_missing_total,n_missing_1980_on,n_outliers_total
99H400a_raw,111,25,5
99H400b_raw,219,26,2
99H401b_raw,349,25,1
99H402a_raw,351,25,0
99H402b_raw,337,25,1
99H403a_raw,232,45,2
99H403b_raw,151,34,3
99H404a_raw,63,28,3
99H405a_raw,58,26,6
99H406a_raw,216,25,2
99H406b_raw,234,25,2
99H407a_raw,199,25,0
99H407b_raw,147,26,4
99H408a_raw,176,26,1
99H408b_raw,162,26,1
99H409a_raw,151,26,1
99H409b_raw,278,28,0
99H410a_raw,137,25,5
99H410b_raw,112,26,2
99H412a_raw,202,25,2
99H412b_raw,187,25,0
99H413a_raw,26,26,9
99H413b_raw,32,29,12
99H414a_raw,42,26,6
99H414b_raw,43,26,5
99H415a_raw,138,25,3
99H415b_raw,148,33,0
99H416a_raw,207,45,4
99H416b_raw,91,25,7
99H417a_raw,187,26,1
99H417b_raw,97,25,5
99H418a_raw,84,25,1
99H418b_raw,176,25,2
99H419a_raw,93,26,9
99H419b_raw,92,26,9
99H420a_raw,89,25,4
99H420b_raw,154,25,2
