tree,n_missing_total,n_missing_1980_on,n_outliers_total
NS 5_raw,231,45,0
EW 6_raw,229,45,1
EW 5_raw,246,45,1
EW 12_raw,191,45,4
EW 11_raw,223,45,0
EW9_raw,260,45,1
NS 1_raw,252,45,0
NS 4_raw,224,45,0
NS 2_raw,186,45,3
EW 2B_raw,242,45,0
EW 8_raw,207,45,1
EW 3B_raw,249,45,0
SLTR10_raw,226,45,0
SLTR4_raw,254,45,0
SLTR7_raw,193,45,0
SLTR6_raw,216,45,0
SLTR8_raw,240,45,0
SLTR25_raw,238,45,0
SLTR19_raw,186,45,1
SLTR11_raw,278,45,0
SLTR5_raw,165,45,0
SLTR1_raw,272,45,1
SLTR12_raw,282,45,0
SLTR15_raw,215,45,0
