"","years","Tag","Ring_width(mm)"
"107",1867,"SR358711",NA
"108",1867,"SR358723",NA
"109",1867,"SR358724",NA
"110",1867,"SR358726",NA
"111",1867,"SR358728",NA
"112",1867,"SR358730",NA
"113",1867,"SR358739",NA
"114",1867,"SR358742",NA
"115",1867,"SR358746",NA
"116",1867,"SR358748",NA
"117",1867,"SR358750",NA
"118",1867,"SR358751",NA
"119",1867,"SR404701",NA
"120",1867,"SR404702",NA
"121",1867,"SR404704",NA
"122",1867,"SR404707",NA
"123",1867,"SR404709",NA
"124",1867,"SR404710",NA
"125",1867,"SR404713",NA
"126",1867,"SR404715",NA
"127",1867,"SR404716",NA
"128",1867,"SR404717",NA
"129",1867,"SR404718",NA
"130",1867,"SR404724",NA
"131",1867,"SR404729",NA
"132",1867,"SR404730",NA
"133",1867,"SR404731",NA
"134",1867,"SR434307",NA
"135",1867,"SR434308",NA
"136",1867,"SR434309",NA
"137",1867,"SR434312",NA
"138",1867,"SR434315",NA
"139",1867,"SR434316",NA
"140",1867,"SR434318",NA
"141",1867,"SR434323...69",NA
"142",1867,"SR434326",NA
"143",1867,"SR434328",NA
"144",1867,"SR434329",NA
"145",1867,"SR434330",NA
"146",1867,"SR434334",NA
"147",1867,"SR434343",NA
"148",1867,"SR434345",NA
"149",1868,"SR335201",NA
"150",1868,"SR335202",NA
"151",1868,"SR335204",NA
"152",1868,"SR335208",1.116
"153",1868,"SR335210",NA
"154",1868,"SR335211",NA
"155",1868,"SR335213",NA
"156",1868,"SR335214",NA
"157",1868,"SR335215",NA
"158",1868,"SR335216",NA
"159",1868,"SR335219",NA
"160",1868,"SR335223",NA
"161",1868,"SR335225",NA
"162",1868,"SR335236",NA
"163",1868,"SR335237",NA
"164",1868,"SR342601",NA
"165",1868,"SR342602",NA
"166",1868,"SR342604",NA
"167",1868,"SR342605",NA
"168",1868,"SR342606",NA
"169",1868,"SR342609",NA
"170",1868,"SR342610",NA
"171",1868,"SR342616",NA
"172",1868,"SR342619",NA
"173",1868,"SR342620",NA
"174",1868,"SR342622",NA
"175",1868,"SR434323...29",NA
"176",1868,"SR342624",NA
"177",1868,"SR342627",NA
"178",1868,"SR342628",NA
"179",1868,"SR342632",NA
"180",1868,"SR358702",NA
"181",1868,"SR358711",NA
"182",1868,"SR358723",NA
"183",1868,"SR358724",NA
"184",1868,"SR358726",NA
"185",1868,"SR358728",NA
"186",1868,"SR358730",NA
"187",1868,"SR358739",NA
"188",1868,"SR358742",NA
"189",1868,"SR358746",NA
"190",1868,"SR358748",NA
"191",1868,"SR358750",NA
"192",1868,"SR358751",NA
"193",1868,"SR404701",NA
"194",1868,"SR404702",NA
"195",1868,"SR404704",NA
"196",1868,"SR404707",NA
"197",1868,"SR404709",NA
"198",1868,"SR404710",NA
"199",1868,"SR404713",NA
"200",1868,"SR404715",NA
"201",1868,"SR404716",NA
"202",1868,"SR404717",NA
"203",1868,"SR404718",NA
"204",1868,"SR404724",NA
"205",1868,"SR404729",NA
"206",1868,"SR404730",NA
"207",1868,"SR404731",NA
"208",1868,"SR434307",NA
"209",1868,"SR434308",NA
"210",1868,"SR434309",NA
"211",1868,"SR434312",NA
"212",1868,"SR434315",NA
"213",1868,"SR434316",NA
"214",1868,"SR434318",NA
"215",1868,"SR434323...69",NA
"216",1868,"SR434326",NA
"217",1868,"SR434328",NA
"218",1868,"SR434329",NA
"219",1868,"SR434330",NA
"220",1868,"SR434334",NA
"221",1868,"SR434343",NA
"222",1868,"SR434345",NA
"223",1869,"SR335201",NA
"224",1869,"SR335202",NA
"225",1869,"SR335204",NA
"226",1869,"SR335208",1.38
"227",1869,"SR335210",NA
"228",1869,"SR335211",NA
"229",1869,"SR335213",NA
"230",1869,"SR335214",NA
"231",1869,"SR335215",NA
"232",1869,"SR335216",NA
"233",1869,"SR335219",NA
"234",1869,"SR335223",NA
"235",1869,"SR335225",NA
"236",1869,"SR335236",NA
"237",1869,"SR335237",NA
"238",1869,"SR342601",NA
"239",1869,"SR342602",NA
"240",1869,"SR342604",NA
"241",1869,"SR342605",NA
"242",1869,"SR342606",NA
"243",1869,"SR342609",NA
"244",1869,"SR342610",NA
"245",1869,"SR342616",NA
"246",1869,"SR342619",NA
"247",1869,"SR342620",NA
"248",1869,"SR342622",NA
"249",1869,"SR434323...29",NA
"250",1869,"SR342624",NA
"251",1869,"SR342627",NA
"252",1869,"SR342628",NA
"253",1869,"SR342632",NA
"254",1869,"SR358702",NA
"255",1869,"SR358711",NA
"256",1869,"SR358723",NA
"257",1869,"SR358724",NA
"258",1869,"SR358726",NA
"259",1869,"SR358728",NA
"260",1869,"SR358730",NA
"261",1869,"SR358739",NA
"262",1869,"SR358742",NA
"263",1869,"SR358746",NA
"264",1869,"SR358748",NA
"265",1869,"SR358750",NA
"266",1869,"SR358751",NA
"267",1869,"SR404701",NA
"268",1869,"SR404702",NA
"269",1869,"SR404704",NA
"270",1869,"SR404707",NA
"271",1869,"SR404709",NA
"272",1869,"SR404710",NA
"273",1869,"SR404713",NA
"274",1869,"SR404715",NA
"275",1869,"SR404716",NA
"276",1869,"SR404717",NA
"277",1869,"SR404718",NA
"278",1869,"SR404724",NA
"279",1869,"SR404729",NA
"280",1869,"SR404730",NA
"281",1869,"SR404731",NA
"282",1869,"SR434307",NA
"283",1869,"SR434308",NA
"284",1869,"SR434309",NA
"285",1869,"SR434312",NA
"286",1869,"SR434315",NA
"287",1869,"SR434316",NA
"288",1869,"SR434318",NA
"289",1869,"SR434323...69",NA
"290",1869,"SR434326",NA
"291",1869,"SR434328",NA
"292",1869,"SR434329",NA
"293",1869,"SR434330",NA
"294",1869,"SR434334",NA
"295",1869,"SR434343",NA
"296",1869,"SR434345",NA
"297",1870,"SR335201",NA
"298",1870,"SR335202",NA
"299",1870,"SR335204",NA
"300",1870,"SR335208",2.12
"301",1870,"SR335210",NA
"302",1870,"SR335211",NA
"303",1870,"SR335213",NA
"304",1870,"SR335214",NA
"305",1870,"SR335215",NA
"306",1870,"SR335216",NA
"307",1870,"SR335219",NA
"308",1870,"SR335223",NA
"309",1870,"SR335225",NA
"310",1870,"SR335236",NA
"311",1870,"SR335237",NA
"312",1870,"SR342601",NA
"313",1870,"SR342602",NA
"314",1870,"SR342604",NA
"315",1870,"SR342605",NA
"316",1870,"SR342606",NA
"317",1870,"SR342609",NA
"318",1870,"SR342610",NA
"319",1870,"SR342616",NA
"320",1870,"SR342619",NA
"321",1870,"SR342620",NA
"322",1870,"SR342622",NA
"323",1870,"SR434323...29",NA
"324",1870,"SR342624",NA
"325",1870,"SR342627",NA
"326",1870,"SR342628",NA
"327",1870,"SR342632",NA
"328",1870,"SR358702",NA
"329",1870,"SR358711",NA
"330",1870,"SR358723",NA
"331",1870,"SR358724",NA
"332",1870,"SR358726",NA
"333",1870,"SR358728",NA
"334",1870,"SR358730",NA
"335",1870,"SR358739",NA
"336",1870,"SR358742",NA
"337",1870,"SR358746",NA
"338",1870,"SR358748",NA
"339",1870,"SR358750",NA
"340",1870,"SR358751",NA
"341",1870,"SR404701",NA
"342",1870,"SR404702",NA
"343",1870,"SR404704",NA
"344",1870,"SR404707",NA
"345",1870,"SR404709",NA
"346",1870,"SR404710",NA
"347",1870,"SR404713",NA
"348",1870,"SR404715",NA
"349",1870,"SR404716",NA
"350",1870,"SR404717",NA
"351",1870,"SR404718",NA
"352",1870,"SR404724",NA
"353",1870,"SR404729",NA
"354",1870,"SR404730",NA
"355",1870,"SR404731",NA
"356",1870,"SR434307",NA
"357",1870,"SR434308",NA
"358",1870,"SR434309",NA
"359",1870,"SR434312",NA
"360",1870,"SR434315",NA
"361",1870,"SR434316",NA
"362",1870,"SR434318",NA
"363",1870,"SR434323...69",NA
"364",1870,"SR434326",NA
"365",1870,"SR434328",NA
"366",1870,"SR434329",NA
"367",1870,"SR434330",NA
"368",1870,"SR434334",NA
"369",1870,"SR434343",NA
"370",1870,"SR434345",NA
"371",1871,"SR335201",NA
"372",1871,"SR335202",NA
"373",1871,"SR335204",NA
"374",1871,"SR335208",1.513
"375",1871,"SR335210",NA
"376",1871,"SR335211",NA
"377",1871,"SR335213",NA
"378",1871,"SR335214",1.731
"379",1871,"SR335215",1.49
"380",1871,"SR335216",NA
"381",1871,"SR335219",NA
"382",1871,"SR335223",NA
"383",1871,"SR335225",NA
"384",1871,"SR335236",NA
"385",1871,"SR335237",NA
"386",1871,"SR342601",NA
"387",1871,"SR342602",NA
"388",1871,"SR342604",NA
"389",1871,"SR342605",NA
"390",1871,"SR342606",NA
"391",1871,"SR342609",NA
"392",1871,"SR342610",NA
"393",1871,"SR342616",NA
"394",1871,"SR342619",NA
"395",1871,"SR342620",NA
"396",1871,"SR342622",NA
"397",1871,"SR434323...29",NA
"398",1871,"SR342624",NA
"399",1871,"SR342627",NA
"400",1871,"SR342628",NA
"401",1871,"SR342632",NA
"402",1871,"SR358702",NA
"403",1871,"SR358711",NA
"404",1871,"SR358723",NA
"405",1871,"SR358724",NA
"406",1871,"SR358726",NA
"407",1871,"SR358728",NA
"408",1871,"SR358730",NA
"409",1871,"SR358739",NA
"410",1871,"SR358742",NA
"411",1871,"SR358746",NA
"412",1871,"SR358748",NA
"413",1871,"SR358750",NA
"414",1871,"SR358751",NA
"415",1871,"SR404701",NA
"416",1871,"SR404702",NA
"417",1871,"SR404704",NA
"418",1871,"SR404707",NA
"419",1871,"SR404709",NA
"420",1871,"SR404710",NA
"421",1871,"SR404713",NA
"422",1871,"SR404715",NA
"423",1871,"SR404716",NA
"424",1871,"SR404717",NA
"425",1871,"SR404718",NA
"426",1871,"SR404724",NA
"427",1871,"SR404729",NA
"428",1871,"SR404730",NA
"429",1871,"SR404731",NA
"430",1871,"SR434307",NA
"431",1871,"SR434308",NA
"432",1871,"SR434309",NA
"433",1871,"SR434312",NA
"434",1871,"SR434315",NA
"435",1871,"SR434316",NA
"436",1871,"SR434318",NA
"437",1871,"SR434323...69",NA
"438",1871,"SR434326",NA
"439",1871,"SR434328",NA
"440",1871,"SR434329",NA
"441",1871,"SR434330",NA
"442",1871,"SR434334",NA
"443",1871,"SR434343",NA
"444",1871,"SR434345",NA
"445",1872,"SR335201",NA
"446",1872,"SR335202",NA
"447",1872,"SR335204",NA
"448",1872,"SR335208",1.143
"449",1872,"SR335210",0.514
"450",1872,"SR335211",NA
"451",1872,"SR335213",NA
"452",1872,"SR335214",1.202
"453",1872,"SR335215",1.552
"454",1872,"SR335216",NA
"455",1872,"SR335219",NA
"456",1872,"SR335223",NA
"457",1872,"SR335225",NA
"458",1872,"SR335236",NA
"459",1872,"SR335237",NA
"460",1872,"SR342601",NA
"461",1872,"SR342602",NA
"462",1872,"SR342604",NA
"463",1872,"SR342605",NA
"464",1872,"SR342606",NA
"465",1872,"SR342609",NA
"466",1872,"SR342610",NA
"467",1872,"SR342616",NA
"468",1872,"SR342619",NA
"469",1872,"SR342620",NA
"470",1872,"SR342622",NA
"471",1872,"SR434323...29",NA
"472",1872,"SR342624",NA
"473",1872,"SR342627",NA
"474",1872,"SR342628",NA
"475",1872,"SR342632",NA
"476",1872,"SR358702",NA
"477",1872,"SR358711",NA
"478",1872,"SR358723",NA
"479",1872,"SR358724",NA
"480",1872,"SR358726",NA
"481",1872,"SR358728",NA
"482",1872,"SR358730",NA
"483",1872,"SR358739",NA
"484",1872,"SR358742",NA
"485",1872,"SR358746",NA
"486",1872,"SR358748",NA
"487",1872,"SR358750",NA
"488",1872,"SR358751",NA
"489",1872,"SR404701",NA
"490",1872,"SR404702",NA
"491",1872,"SR404704",NA
"492",1872,"SR404707",NA
"493",1872,"SR404709",0.835
"494",1872,"SR404710",1.125
"495",1872,"SR404713",NA
"496",1872,"SR404715",NA
"497",1872,"SR404716",NA
"498",1872,"SR404717",NA
"499",1872,"SR404718",NA
"500",1872,"SR404724",NA
"501",1872,"SR404729",NA
"502",1872,"SR404730",NA
"503",1872,"SR404731",NA
"504",1872,"SR434307",NA
"505",1872,"SR434308",NA
"506",1872,"SR434309",NA
"507",1872,"SR434312",NA
"508",1872,"SR434315",NA
"509",1872,"SR434316",NA
"510",1872,"SR434318",NA
"511",1872,"SR434323...69",NA
"512",1872,"SR434326",NA
"513",1872,"SR434328",NA
"514",1872,"SR434329",NA
"515",1872,"SR434330",NA
"516",1872,"SR434334",NA
"517",1872,"SR434343",NA
"518",1872,"SR434345",NA
"519",1873,"SR335201",NA
"520",1873,"SR335202",NA
"521",1873,"SR335204",NA
"522",1873,"SR335208",1.272
"523",1873,"SR335210",0.283
"524",1873,"SR335211",NA
"525",1873,"SR335213",NA
"526",1873,"SR335214",1.283
"527",1873,"SR335215",1.352
"528",1873,"SR335216",NA
"529",1873,"SR335219",NA
"530",1873,"SR335223",NA
"531",1873,"SR335225",NA
"532",1873,"SR335236",NA
"533",1873,"SR335237",NA
"534",1873,"SR342601",NA
"535",1873,"SR342602",NA
"536",1873,"SR342604",NA
"537",1873,"SR342605",NA
"538",1873,"SR342606",NA
"539",1873,"SR342609",NA
"540",1873,"SR342610",NA
"541",1873,"SR342616",NA
"542",1873,"SR342619",NA
"543",1873,"SR342620",NA
"544",1873,"SR342622",NA
"545",1873,"SR434323...29",NA
"546",1873,"SR342624",NA
"547",1873,"SR342627",NA
"548",1873,"SR342628",NA
"549",1873,"SR342632",NA
"550",1873,"SR358702",NA
"551",1873,"SR358711",NA
"552",1873,"SR358723",NA
"553",1873,"SR358724",NA
"554",1873,"SR358726",NA
"555",1873,"SR358728",NA
"556",1873,"SR358730",NA
"557",1873,"SR358739",NA
"558",1873,"SR358742",NA
"559",1873,"SR358746",NA
"560",1873,"SR358748",NA
"561",1873,"SR358750",NA
"562",1873,"SR358751",NA
"563",1873,"SR404701",NA
"564",1873,"SR404702",NA
"565",1873,"SR404704",NA
"566",1873,"SR404707",NA
"567",1873,"SR404709",1.15
"568",1873,"SR404710",0.803
"569",1873,"SR404713",NA
"570",1873,"SR404715",NA
"571",1873,"SR404716",NA
"572",1873,"SR404717",NA
"573",1873,"SR404718",NA
"574",1873,"SR404724",NA
"575",1873,"SR404729",NA
"576",1873,"SR404730",NA
"577",1873,"SR404731",NA
"578",1873,"SR434307",NA
"579",1873,"SR434308",NA
"580",1873,"SR434309",NA
"581",1873,"SR434312",NA
"582",1873,"SR434315",NA
"583",1873,"SR434316",NA
"584",1873,"SR434318",NA
"585",1873,"SR434323...69",NA
"586",1873,"SR434326",NA
"587",1873,"SR434328",NA
"588",1873,"SR434329",NA
"589",1873,"SR434330",NA
"590",1873,"SR434334",NA
"591",1873,"SR434343",NA
"592",1873,"SR434345",NA
"593",1874,"SR335201",NA
"594",1874,"SR335202",NA
"595",1874,"SR335204",NA
"596",1874,"SR335208",1.533
"597",1874,"SR335210",0.624
"598",1874,"SR335211",NA
"599",1874,"SR335213",NA
"600",1874,"SR335214",1.785
"601",1874,"SR335215",1.804
"602",1874,"SR335216",NA
"603",1874,"SR335219",NA
"604",1874,"SR335223",NA
"605",1874,"SR335225",NA
"606",1874,"SR335236",NA
"607",1874,"SR335237",NA
"608",1874,"SR342601",NA
"609",1874,"SR342602",NA
"610",1874,"SR342604",NA
"611",1874,"SR342605",NA
"612",1874,"SR342606",NA
"613",1874,"SR342609",NA
"614",1874,"SR342610",NA
"615",1874,"SR342616",NA
"616",1874,"SR342619",NA
"617",1874,"SR342620",NA
"618",1874,"SR342622",NA
"619",1874,"SR434323...29",NA
"620",1874,"SR342624",NA
"621",1874,"SR342627",NA
"622",1874,"SR342628",NA
"623",1874,"SR342632",NA
"624",1874,"SR358702",NA
"625",1874,"SR358711",NA
"626",1874,"SR358723",NA
"627",1874,"SR358724",NA
"628",1874,"SR358726",NA
"629",1874,"SR358728",NA
"630",1874,"SR358730",NA
"631",1874,"SR358739",NA
"632",1874,"SR358742",NA
"633",1874,"SR358746",NA
"634",1874,"SR358748",NA
"635",1874,"SR358750",NA
"636",1874,"SR358751",NA
"637",1874,"SR404701",NA
"638",1874,"SR404702",NA
"639",1874,"SR404704",NA
"640",1874,"SR404707",NA
"641",1874,"SR404709",0.94
"642",1874,"SR404710",1.578
"643",1874,"SR404713",NA
"644",1874,"SR404715",NA
"645",1874,"SR404716",NA
"646",1874,"SR404717",NA
"647",1874,"SR404718",NA
"648",1874,"SR404724",NA
"649",1874,"SR404729",NA
"650",1874,"SR404730",NA
"651",1874,"SR404731",NA
"652",1874,"SR434307",NA
"653",1874,"SR434308",NA
"654",1874,"SR434309",NA
"655",1874,"SR434312",NA
"656",1874,"SR434315",NA
"657",1874,"SR434316",NA
"658",1874,"SR434318",NA
"659",1874,"SR434323...69",NA
"660",1874,"SR434326",NA
"661",1874,"SR434328",NA
"662",1874,"SR434329",NA
"663",1874,"SR434330",NA
"664",1874,"SR434334",NA
"665",1874,"SR434343",NA
"666",1874,"SR434345",NA
"667",1875,"SR335201",NA
"668",1875,"SR335202",NA
"669",1875,"SR335204",NA
"670",1875,"SR335208",1.103
"671",1875,"SR335210",0.988
"672",1875,"SR335211",NA
"673",1875,"SR335213",0.779
"674",1875,"SR335214",1.306
"675",1875,"SR335215",1.243
"676",1875,"SR335216",NA
"677",1875,"SR335219",NA
"678",1875,"SR335223",NA
"679",1875,"SR335225",NA
"680",1875,"SR335236",NA
"681",1875,"SR335237",NA
"682",1875,"SR342601",NA
"683",1875,"SR342602",NA
"684",1875,"SR342604",NA
"685",1875,"SR342605",NA
"686",1875,"SR342606",NA
"687",1875,"SR342609",NA
"688",1875,"SR342610",NA
"689",1875,"SR342616",NA
"690",1875,"SR342619",NA
"691",1875,"SR342620",NA
"692",1875,"SR342622",NA
"693",1875,"SR434323...29",NA
"694",1875,"SR342624",NA
"695",1875,"SR342627",NA
"696",1875,"SR342628",NA
"697",1875,"SR342632",NA
"698",1875,"SR358702",NA
"699",1875,"SR358711",NA
"700",1875,"SR358723",NA
"701",1875,"SR358724",NA
"702",1875,"SR358726",NA
"703",1875,"SR358728",NA
"704",1875,"SR358730",NA
"705",1875,"SR358739",NA
"706",1875,"SR358742",NA
"707",1875,"SR358746",NA
"708",1875,"SR358748",NA
"709",1875,"SR358750",NA
"710",1875,"SR358751",NA
"711",1875,"SR404701",NA
"712",1875,"SR404702",NA
"713",1875,"SR404704",NA
"714",1875,"SR404707",NA
"715",1875,"SR404709",1.901
"716",1875,"SR404710",1.091
"717",1875,"SR404713",NA
"718",1875,"SR404715",NA
"719",1875,"SR404716",NA
"720",1875,"SR404717",NA
"721",1875,"SR404718",NA
"722",1875,"SR404724",NA
"723",1875,"SR404729",NA
"724",1875,"SR404730",NA
"725",1875,"SR404731",NA
"726",1875,"SR434307",NA
"727",1875,"SR434308",NA
"728",1875,"SR434309",NA
"729",1875,"SR434312",NA
"730",1875,"SR434315",NA
"731",1875,"SR434316",NA
"732",1875,"SR434318",NA
"733",1875,"SR434323...69",NA
"734",1875,"SR434326",NA
"735",1875,"SR434328",NA
"736",1875,"SR434329",NA
"737",1875,"SR434330",NA
"738",1875,"SR434334",NA
"739",1875,"SR434343",NA
"740",1875,"SR434345",NA
"741",1876,"SR335201",NA
"742",1876,"SR335202",NA
"743",1876,"SR335204",NA
"744",1876,"SR335208",1.084
"745",1876,"SR335210",0.93
"746",1876,"SR335211",NA
"747",1876,"SR335213",1.147
"748",1876,"SR335214",1.182
"749",1876,"SR335215",1.103
"750",1876,"SR335216",NA
"751",1876,"SR335219",NA
"752",1876,"SR335223",NA
"753",1876,"SR335225",NA
"754",1876,"SR335236",NA
"755",1876,"SR335237",NA
"756",1876,"SR342601",NA
"757",1876,"SR342602",NA
"758",1876,"SR342604",NA
"759",1876,"SR342605",NA
"760",1876,"SR342606",NA
"761",1876,"SR342609",0.462
"762",1876,"SR342610",NA
"763",1876,"SR342616",NA
"764",1876,"SR342619",NA
"765",1876,"SR342620",NA
"766",1876,"SR342622",NA
"767",1876,"SR434323...29",NA
"768",1876,"SR342624",NA
"769",1876,"SR342627",NA
"770",1876,"SR342628",NA
"771",1876,"SR342632",NA
"772",1876,"SR358702",NA
"773",1876,"SR358711",NA
"774",1876,"SR358723",NA
"775",1876,"SR358724",NA
"776",1876,"SR358726",NA
"777",1876,"SR358728",NA
"778",1876,"SR358730",NA
"779",1876,"SR358739",NA
"780",1876,"SR358742",NA
"781",1876,"SR358746",NA
"782",1876,"SR358748",NA
"783",1876,"SR358750",NA
"784",1876,"SR358751",NA
"785",1876,"SR404701",NA
"786",1876,"SR404702",NA
"787",1876,"SR404704",NA
"788",1876,"SR404707",NA
"789",1876,"SR404709",1.14
"790",1876,"SR404710",1.186
"791",1876,"SR404713",NA
"792",1876,"SR404715",NA
"793",1876,"SR404716",NA
"794",1876,"SR404717",NA
"795",1876,"SR404718",NA
"796",1876,"SR404724",NA
"797",1876,"SR404729",NA
"798",1876,"SR404730",NA
"799",1876,"SR404731",NA
"800",1876,"SR434307",NA
"801",1876,"SR434308",NA
"802",1876,"SR434309",NA
"803",1876,"SR434312",NA
"804",1876,"SR434315",NA
"805",1876,"SR434316",NA
"806",1876,"SR434318",NA
"807",1876,"SR434323...69",NA
"808",1876,"SR434326",NA
"809",1876,"SR434328",NA
"810",1876,"SR434329",NA
"811",1876,"SR434330",NA
"812",1876,"SR434334",NA
"813",1876,"SR434343",NA
"814",1876,"SR434345",NA
"815",1877,"SR335201",NA
"816",1877,"SR335202",NA
"817",1877,"SR335204",NA
"818",1877,"SR335208",1.489
"819",1877,"SR335210",0.681
"820",1877,"SR335211",NA
"821",1877,"SR335213",1.086
"822",1877,"SR335214",0.714
"823",1877,"SR335215",1.45
"824",1877,"SR335216",NA
"825",1877,"SR335219",NA
"826",1877,"SR335223",NA
"827",1877,"SR335225",NA
"828",1877,"SR335236",NA
"829",1877,"SR335237",NA
"830",1877,"SR342601",NA
"831",1877,"SR342602",NA
"832",1877,"SR342604",NA
"833",1877,"SR342605",NA
"834",1877,"SR342606",NA
"835",1877,"SR342609",0.56
"836",1877,"SR342610",NA
"837",1877,"SR342616",NA
"838",1877,"SR342619",NA
"839",1877,"SR342620",NA
"840",1877,"SR342622",NA
"841",1877,"SR434323...29",NA
"842",1877,"SR342624",NA
"843",1877,"SR342627",NA
"844",1877,"SR342628",NA
"845",1877,"SR342632",NA
"846",1877,"SR358702",NA
"847",1877,"SR358711",NA
"848",1877,"SR358723",NA
"849",1877,"SR358724",NA
"850",1877,"SR358726",NA
"851",1877,"SR358728",NA
"852",1877,"SR358730",NA
"853",1877,"SR358739",NA
"854",1877,"SR358742",NA
"855",1877,"SR358746",NA
"856",1877,"SR358748",NA
"857",1877,"SR358750",NA
"858",1877,"SR358751",NA
"859",1877,"SR404701",NA
"860",1877,"SR404702",NA
"861",1877,"SR404704",NA
"862",1877,"SR404707",NA
"863",1877,"SR404709",0.155
"864",1877,"SR404710",0.274
"865",1877,"SR404713",NA
"866",1877,"SR404715",NA
"867",1877,"SR404716",NA
"868",1877,"SR404717",NA
"869",1877,"SR404718",NA
"870",1877,"SR404724",NA
"871",1877,"SR404729",NA
"872",1877,"SR404730",NA
"873",1877,"SR404731",NA
"874",1877,"SR434307",NA
"875",1877,"SR434308",NA
"876",1877,"SR434309",NA
"877",1877,"SR434312",NA
"878",1877,"SR434315",NA
"879",1877,"SR434316",NA
"880",1877,"SR434318",NA
"881",1877,"SR434323...69",NA
"882",1877,"SR434326",NA
"883",1877,"SR434328",NA
"884",1877,"SR434329",NA
"885",1877,"SR434330",NA
"886",1877,"SR434334",NA
"887",1877,"SR434343",NA
"888",1877,"SR434345",NA
"889",1878,"SR335201",NA
"890",1878,"SR335202",NA
"891",1878,"SR335204",NA
"892",1878,"SR335208",1.139
"893",1878,"SR335210",0.484
"894",1878,"SR335211",NA
"895",1878,"SR335213",1.588
"896",1878,"SR335214",1.095
"897",1878,"SR335215",1.499
"898",1878,"SR335216",NA
"899",1878,"SR335219",NA
"900",1878,"SR335223",NA
"901",1878,"SR335225",NA
"902",1878,"SR335236",NA
"903",1878,"SR335237",NA
"904",1878,"SR342601",NA
"905",1878,"SR342602",NA
"906",1878,"SR342604",NA
"907",1878,"SR342605",NA
"908",1878,"SR342606",NA
"909",1878,"SR342609",0.467
"910",1878,"SR342610",NA
"911",1878,"SR342616",NA
"912",1878,"SR342619",NA
"913",1878,"SR342620",NA
"914",1878,"SR342622",NA
"915",1878,"SR434323...29",NA
"916",1878,"SR342624",NA
"917",1878,"SR342627",NA
"918",1878,"SR342628",NA
"919",1878,"SR342632",NA
"920",1878,"SR358702",NA
"921",1878,"SR358711",NA
"922",1878,"SR358723",NA
"923",1878,"SR358724",NA
