tree,n_missing_total,n_missing_1980_on,n_outliers_total
LFR03A_raw,411,14,2
LFR03B_raw,419,14,2
LFR05A_raw,571,45,3
LFR05B_raw,543,45,4
LFR08A_raw,455,14,7
LFR08B_raw,694,14,2
LFR09A_raw,556,15,4
LFR10A_raw,680,14,3
LFR10B_raw,758,14,1
LFR10C_raw,247,45,11
LFR11A_raw,673,45,1
LFR12A_raw,479,14,0
LFR12B_raw,544,14,5
LFR16A_raw,722,14,2
LFR16B_raw,723,14,5
LFR17A_raw,439,14,3
LFR17B_raw,682,45,2
LFR18B_raw,514,16,5
LFR19A_raw,454,18,6
LFR19B_raw,631,45,0
LFR20A_raw,678,14,1
LFR20B_raw,641,14,0
LFR21A_raw,723,14,2
LFR21B_raw,752,14,0
LFR22A_raw,715,45,1
LFR22B_raw,611,14,1
LFR25A_raw,606,19,2
LFR26B_raw,670,14,1
LFR27A_raw,551,14,0
LFR27B_raw,641,14,3
LFR29A_raw,659,14,2
LFR29B_raw,654,14,2
LFR34A_raw,693,14,2
LFR34B_raw,771,14,1
LFR35A_raw,516,25,6
LFR50A_raw,719,45,0
LFR50B_raw,631,14,3
LFR51A_raw,700,14,1
