tree,n_missing_total,n_missing_1980_on,n_outliers_total
FRE01B_raw,531,0,13
FRE01C_raw,505,0,13
FRE02A_raw,484,0,13
FRE08B_raw,516,0,5
FRE08C_raw,420,0,5
FRE15A_raw,664,32,4
FRE15B_raw,877,0,5
FRE24A_raw,663,0,4
FRE24B_raw,706,0,2
FRE34V_raw,226,333,2
FRE34Z_raw,293,313,3
FRE39X_raw,577,317,1
FRE42Y_raw,469,343,1
FRE43A_raw,727,0,5
FRB21c2_raw,141,630,4
FRB25c1_raw,0,710,4
FRB28B_raw,0,690,8
FRB19A_raw,0,842,2
FRB18B_raw,42,350,17
FRB28A_raw,0,656,0
FRB27A_raw,113,357,1
FRB21C_raw,236,450,6
FRB29A_raw,66,381,5
FRB1B_raw,928,0,0
FRB20A_raw,889,0,2
FRB29B_raw,827,0,2
FRB2B_raw,901,0,2
FRB30B1_raw,549,356,0
FRB30B2_raw,761,0,1
FRB9A_raw,883,0,0
SCJ4A_raw,169,487,0
FRB10A_raw,305,0,20
FRB10B_raw,306,60,19
FRB14B_raw,555,150,2
FRB7A_raw,308,0,11
FRB7B_raw,308,0,8
