crn,moclim,1956-1990,1956-1990signif,1961-1995,1961-1995signif,1966-2000,1966-2000signif,1971-2005,1971-2005signif,1976-2010,1976-2010signif,1981-2015,1981-2015signif,1986-2020,1986-2020signif
HSUs,prec.prev.jun,-0.026596358,FALSE,-0.040875865,FALSE,-0.002137574,FALSE,0.032870619,FALSE,-0.070190734,FALSE,-0.012349678,FALSE,0.006066696,FALSE
HSUs,prec.prev.jul,0.107548679,FALSE,0.04821944,FALSE,0.000475816,FALSE,0.256612313,FALSE,0.132673188,FALSE,0.09642994,FALSE,0.072668455,FALSE
HSUs,prec.prev.aug,0.175157179,FALSE,0.167090217,FALSE,0.105774208,FALSE,0.03380739,FALSE,0.039722842,FALSE,0.01722331,FALSE,-0.092868204,FALSE
HSUs,prec.prev.sep,0.122669518,FALSE,0.08679273,FALSE,-0.15121377,FALSE,0.008583229,FALSE,0.107475953,FALSE,-0.054466178,FALSE,0.091126008,FALSE
HSUs,prec.prev.oct,0.188430645,FALSE,0.112194781,FALSE,0.088604022,FALSE,0.136199959,FALSE,0.147720777,FALSE,0.141120512,FALSE,0.113296656,FALSE
HSUs,prec.prev.nov,0.258461171,FALSE,0.335363799,TRUE,0.308469503,FALSE,0.364211018,TRUE,0.251547877,FALSE,0.292050988,FALSE,0.166203381,FALSE
HSUs,prec.prev.dec,0.299552438,FALSE,0.340467303,TRUE,0.383930831,TRUE,0.360105325,TRUE,0.385310211,TRUE,0.402258568,TRUE,0.320424688,TRUE
HSUs,prec.curr.jan,0.310404329,FALSE,0.272489828,FALSE,0.095254885,FALSE,0.062251191,FALSE,0.093674102,FALSE,0.1860855,FALSE,0.280503267,TRUE
HSUs,prec.curr.feb,0.122712383,FALSE,0.185528162,FALSE,0.177580575,FALSE,0.254154109,FALSE,0.292469091,FALSE,0.323309389,TRUE,0.361949617,TRUE
HSUs,prec.curr.mar,0.227603615,FALSE,0.151693739,FALSE,0.324658723,TRUE,0.280828517,TRUE,0.21628054,FALSE,0.302323262,TRUE,0.246300651,FALSE
HSUs,prec.curr.apr,0.210925658,FALSE,0.196020828,FALSE,0.448660924,TRUE,0.463837338,TRUE,0.248206358,FALSE,0.353853779,FALSE,0.30783849,FALSE
HSUs,prec.curr.may,0.0303544,FALSE,0.037709113,FALSE,0.145393268,FALSE,0.24198983,FALSE,0.24750495,FALSE,0.372067383,TRUE,0.451946202,TRUE
HSUs,prec.curr.jun,0.31908764,TRUE,0.395087999,TRUE,0.381390446,FALSE,0.409264502,FALSE,0.350333235,FALSE,0.409122327,TRUE,0.292979384,FALSE
HSUs,prec.curr.jul,0.197493434,FALSE,0.078599545,FALSE,0.039169831,FALSE,-0.028358893,FALSE,-0.177715259,FALSE,-0.096782831,FALSE,-0.08126465,FALSE
HSUs,prec.curr.aug,-0.049851499,FALSE,-0.076399175,FALSE,0.011452465,FALSE,0.084841023,FALSE,0.134575886,FALSE,0.217949069,FALSE,0.13597704,FALSE
HSUs,prec.curr.sep,-0.198594333,FALSE,-0.057004341,FALSE,0.400839949,TRUE,0.270919057,FALSE,0.278531285,FALSE,0.2600881,FALSE,0.268201846,TRUE
HSUs,temp.prev.jun,0.14433083,FALSE,0.068726394,FALSE,0.120422637,FALSE,0.156648105,FALSE,-0.05398789,FALSE,0.059081751,FALSE,0.016991416,FALSE
HSUs,temp.prev.jul,-0.000980042,FALSE,0.032375794,FALSE,0.067449128,FALSE,0.15701412,FALSE,-0.008481964,FALSE,0.041748485,FALSE,0.111323615,FALSE
HSUs,temp.prev.aug,0.020345151,FALSE,0.034955962,FALSE,0.003212805,FALSE,0.007446905,FALSE,-0.12290249,FALSE,-0.028468651,FALSE,0.013329779,FALSE
HSUs,temp.prev.sep,-0.001032644,FALSE,0.161715996,FALSE,0.256313856,FALSE,0.216384028,FALSE,0.130325662,FALSE,0.091060834,FALSE,0.121737777,FALSE
HSUs,temp.prev.oct,-0.019730595,FALSE,0.077460333,FALSE,0.068643191,FALSE,-0.079369958,FALSE,0.141344191,FALSE,0.019648083,FALSE,0.185390017,FALSE
HSUs,temp.prev.nov,-0.10114228,FALSE,-0.005827455,FALSE,-4.11E-05,FALSE,-0.138693098,FALSE,0.054625289,FALSE,-0.1640508,FALSE,-0.127019235,FALSE
HSUs,temp.prev.dec,-0.001060369,FALSE,0.090218566,FALSE,-0.019016571,FALSE,-0.085223982,FALSE,0.068704863,FALSE,-0.127402391,FALSE,-0.187741693,FALSE
HSUs,temp.curr.jan,0.102885162,FALSE,0.090615795,FALSE,-0.022327883,FALSE,-0.136512781,FALSE,0.096500575,FALSE,-0.114553751,FALSE,-0.155341171,FALSE
HSUs,temp.curr.feb,0.147913759,FALSE,0.241339632,FALSE,-0.006470091,FALSE,-0.178509817,FALSE,0.048065374,FALSE,-0.029524097,FALSE,-0.093501375,FALSE
HSUs,temp.curr.mar,-0.165871251,FALSE,-0.263350063,FALSE,-0.354599316,FALSE,-0.341540101,TRUE,0.028028609,FALSE,-0.058496025,FALSE,-0.145703717,FALSE
HSUs,temp.curr.apr,0.012340001,FALSE,0.03937514,FALSE,0.107390871,FALSE,0.30669944,TRUE,0.2692554,FALSE,0.072614718,FALSE,-0.004967866,FALSE
HSUs,temp.curr.may,0.076851327,FALSE,0.054133873,FALSE,0.043555855,FALSE,0.195699381,FALSE,0.274691363,FALSE,0.371750955,TRUE,0.434772098,TRUE
HSUs,temp.curr.jun,-0.006605566,FALSE,-0.019308779,FALSE,0.011532788,FALSE,0.03656903,FALSE,-0.122798996,FALSE,-0.056507947,FALSE,-0.037336313,FALSE
HSUs,temp.curr.jul,-0.0035666,FALSE,-0.059997813,FALSE,-0.034975481,FALSE,-0.024948088,FALSE,-0.199895353,FALSE,-0.001844471,FALSE,0.095857961,FALSE
HSUs,temp.curr.aug,-0.134220882,FALSE,-0.155560075,FALSE,-0.05214306,FALSE,0.042086888,FALSE,-0.174068277,FALSE,0.008736463,FALSE,0.07220337,FALSE
HSUs,temp.curr.sep,-0.051951727,FALSE,-0.036880649,FALSE,0.023251561,FALSE,-0.125465211,FALSE,-0.071255999,FALSE,-0.013363719,FALSE,0.048565931,FALSE
LCUs,prec.prev.jun,0.218900057,FALSE,0.164999315,FALSE,-0.0088941,FALSE,0.106728852,FALSE,-0.018075986,FALSE,-0.024164752,FALSE,-0.144300303,FALSE
LCUs,prec.prev.jul,0.237613464,FALSE,0.297052215,FALSE,0.442206481,TRUE,0.378389857,TRUE,0.195583114,FALSE,0.263642259,FALSE,0.143564102,FALSE
LCUs,prec.prev.aug,0.115975123,FALSE,0.119481184,FALSE,0.002045813,FALSE,0.00694293,FALSE,0.147763853,FALSE,0.223108307,FALSE,0.027139991,FALSE
LCUs,prec.prev.sep,-0.037889434,FALSE,0.037391275,FALSE,0.081346978,FALSE,0.042413791,FALSE,0.142716283,FALSE,0.249008215,FALSE,0.005841311,FALSE
LCUs,prec.prev.oct,-0.271468497,FALSE,-0.290934458,FALSE,-0.108251831,FALSE,0.082324434,FALSE,-0.010590658,FALSE,0.054892633,FALSE,-0.034875161,FALSE
LCUs,prec.prev.nov,-0.027850251,FALSE,-0.114920841,FALSE,0.101913292,FALSE,-0.073547151,FALSE,-0.08786633,FALSE,-0.105487636,FALSE,-0.259028271,TRUE
LCUs,prec.prev.dec,0.034705963,FALSE,0.18696575,FALSE,0.070035876,FALSE,0.173930679,FALSE,0.210073656,FALSE,0.229159438,FALSE,0.172223575,FALSE
LCUs,prec.curr.jan,0.041921913,FALSE,0.101300695,FALSE,-0.209671654,FALSE,-0.010918791,FALSE,-0.011139039,FALSE,-0.166292427,FALSE,-0.085496448,FALSE
LCUs,prec.curr.feb,-0.171876535,FALSE,-0.209907666,FALSE,-0.07478676,FALSE,0.0259929,FALSE,0.11268504,FALSE,0.085204559,FALSE,0.098662749,FALSE
LCUs,prec.curr.mar,-0.013568422,FALSE,0.08248901,FALSE,0.133551712,FALSE,0.025846955,FALSE,-0.04506452,FALSE,-0.058938579,FALSE,-0.161139179,FALSE
