tree,n_missing_total,n_missing_1980_on,n_outliers_total
HSP01A_raw,34,34,1
HSP01B_raw,34,34,0
HSP02A_raw,34,34,3
HSP02B_raw,34,34,3
HSP03A_raw,34,34,1
HSP03B_raw,34,34,2
HSP04A_raw,34,34,1
HSP04B_raw,34,34,1
HSP05A_raw,34,34,1
HSP05B_raw,35,35,0
HSP06A_raw,58,34,0
HSP06B_raw,39,34,2
HSP07A_raw,34,34,0
HSP07B_raw,34,34,0
HSP08A_raw,34,34,0
HSP08B_raw,34,34,0
HSP09B_raw,50,34,0
HSP10A_raw,34,34,0
HSP10B_raw,34,34,0
HSP11A_raw,59,34,0
HSP11B_raw,49,34,0
HSP12A_raw,34,34,0
HSP12B_raw,34,34,1
HSP13B_raw,39,34,0
HSP14A_raw,34,34,0
HSP14B_raw,34,34,0
HSP15A_raw,34,34,0
HSP15B_raw,38,34,0
HSP16A_raw,34,34,0
HSP16B_raw,34,34,0
HSP17A_raw,34,34,0
HSP17B_raw,34,34,0
HSP18A_raw,34,34,0
HSP18B_raw,34,34,0
HSP19A_raw,34,34,1
HSP19B_raw,34,34,0
HSP20A_raw,34,34,0
HSP20B_raw,34,34,1
