age_CE,HHTL01B_raw,HHTL02B_raw,HHTL03B_raw,HHTL04A_raw,HHTL05B_raw,HHTL06B_raw,HHTL07B_raw,HHTL08B_raw,HHTL09B_raw,HHTL10B_raw,HHTL12A_raw,HHTL13B_raw,HHTL14A_raw,HHTL15B_raw,HHTL16B_raw,HHTL17B_raw,HHTL18B_raw,HHTL19B_raw,HHTL20B_raw,HHTL01B_raw_outlier_flag,HHTL02B_raw_outlier_flag,HHTL03B_raw_outlier_flag,HHTL04A_raw_outlier_flag,HHTL05B_raw_outlier_flag,HHTL06B_raw_outlier_flag,HHTL07B_raw_outlier_flag,HHTL08B_raw_outlier_flag,HHTL09B_raw_outlier_flag,HHTL10B_raw_outlier_flag,HHTL12A_raw_outlier_flag,HHTL13B_raw_outlier_flag,HHTL14A_raw_outlier_flag,HHTL15B_raw_outlier_flag,HHTL16B_raw_outlier_flag,HHTL17B_raw_outlier_flag,HHTL18B_raw_outlier_flag,HHTL19B_raw_outlier_flag,HHTL20B_raw_outlier_flag
1852,0.9,1.68,0.99,1.3,1.26,0.86,1.02,2.25,NA,1.06,0.94,0.97,NA,0.88,0.78,NA,0.79,1.19,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1853,1.23,1.5,0.95,1.27,1.3,1.01,1.02,2.31,NA,1.28,0.99,1.16,NA,1.01,1.04,NA,0.58,0.9,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1854,1.16,1.57,0.83,1.08,1.79,0.87,0.81,2.36,NA,1,1,1.2,NA,0.89,1.09,NA,0.59,1.24,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1855,1.41,2.21,1,1.13,2.02,1.17,1.36,2.84,NA,1.11,1.11,1.3,NA,1,1.04,NA,0.77,1.22,0.84,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1856,1.36,1.84,0.64,1.03,1.44,1.02,1.36,1.71,NA,1.18,0.91,1.18,NA,0.81,1.04,NA,0.77,0.71,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1857,1.41,1.89,0.78,1.45,1.99,1.1,1.44,2.3,NA,1.2,1.07,1.06,NA,1.03,1.33,NA,0.95,0.81,0.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1858,1.16,1.46,0.77,1.19,1.56,0.97,1.16,2.22,NA,0.93,0.98,0.86,NA,0.89,1.15,NA,0.89,0.82,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1859,1.12,1.41,0.83,0.96,1.37,0.93,1.18,2.02,NA,1.03,0.76,0.91,NA,0.89,1.11,NA,0.62,0.84,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1860,1.4,1.69,0.79,1.08,1.63,0.96,1.08,2.5,NA,0.94,0.72,0.7,NA,1.01,1.48,NA,0.94,1.02,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1861,1.57,1.86,0.59,1.3,1.63,1.06,1.19,2.32,NA,1.1,0.96,0.69,NA,0.96,1.18,NA,0.73,1.26,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1862,1.13,1.29,0.44,1,1.22,0.59,0.97,1.69,NA,0.99,1.05,0.59,NA,0.6,0.89,NA,0.79,0.95,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1863,1.45,2.04,0.78,1.12,1.59,0.73,1.49,2.07,NA,1.07,1.32,0.86,NA,0.81,1.53,NA,1.26,1.57,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1864,0.9,1.73,0.4,1.04,1.14,0.33,0.7,1.73,1.5,0.96,0.9,0.61,NA,0.65,1.13,NA,1.17,1.01,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1865,0.93,1.89,0.68,1.12,1.56,0.63,0.92,2.1,0.9,0.96,0.77,0.67,NA,0.69,1.26,NA,0.8,1.1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1866,0.88,1.23,0.33,0.91,1.23,0.41,0.62,1.81,0.84,0.62,0.48,0.51,NA,0.46,0.9,1.27,0.53,0.64,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.99,1.46,0.3,1.17,1.42,0.57,0.75,1.95,0.67,0.9,0.49,0.53,NA,0.85,0.81,1.79,0.55,0.91,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,1.13,1.47,0.39,1.18,1.61,0.62,0.81,2.34,0.45,1.04,0.76,0.74,NA,0.86,1.17,2.35,0.56,0.91,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,1.04,1.67,0.49,1.08,1.13,0.62,0.72,2.16,1.8,1,0.76,0.49,NA,0.86,1.19,1.48,0.61,1.2,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.93,1.19,0.39,0.92,0.76,0.62,0.61,1.73,1.59,0.85,0.47,0.38,NA,0.58,1.2,1.28,0.7,0.63,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.96,1.25,0.51,1.3,0.94,0.44,0.54,2.18,0.44,0.79,0.46,0.47,NA,0.59,1.07,1.91,0.64,0.67,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.82,1.17,0.49,1.26,0.61,0.46,0.49,0.77,0.81,0.64,0.43,0.55,NA,0.63,1.17,2.37,0.71,0.78,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,1.07,1.29,0.48,1.12,0.77,0.59,0.93,1.38,0.77,1.07,0.32,0.62,NA,0.59,0.97,1.96,0.31,0.67,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,1.17,1.29,0.55,1.39,1.11,0.6,0.67,0.91,2.12,1.6,0.23,0.54,NA,0.77,1.34,1.88,0.62,0.76,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,1.01,0.96,0.47,0.95,0.65,0.62,0.38,1.53,1.59,1.41,0.36,0.45,NA,0.41,0.85,2.01,0.61,0.85,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.79,0.95,0.32,0.93,0.61,0.33,0.25,1.91,0.71,1.03,0.35,0.58,NA,0.29,0.84,2.15,0.6,0.72,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,1.16,1.17,0.42,1.29,1.24,0.65,0.43,2.11,1.76,1.44,0.37,0.66,NA,0.44,0.99,2.89,0.68,0.89,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,1.39,1.46,0.5,1.33,1.84,0.57,0.69,2.22,0.84,1.5,0.48,1.04,NA,0.59,0.98,1.92,1.12,0.82,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,1.26,1.65,0.44,1.08,1.29,0.5,0.63,1.74,0.42,1.56,0.45,1.24,NA,0.66,1.27,1.62,1.18,0.85,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,1.1,1.17,0.43,0.87,0.7,0.4,0.55,1.44,0.49,1.08,0.39,0.87,NA,0.48,0.59,1.52,0.92,0.56,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,1.16,1.5,0.32,1.2,0.77,0.77,0.53,1.85,0.89,1.37,0.46,1.26,NA,0.62,1.42,1.58,1.1,0.65,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.73,1.43,0.53,0.8,0.62,0.64,0.43,1.57,0.75,1.27,0.5,1.06,NA,0.52,0.86,1.49,1.24,0.86,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.66,1.49,0.5,0.86,0.76,0.81,0.53,1.58,0.77,1.63,0.6,1.25,NA,0.6,1.11,1.56,1.12,0.75,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,1.03,1.44,0.57,1.25,1,0.74,0.66,1.46,1.62,2.12,0.61,1.06,NA,0.94,1.5,2.54,0.96,0.9,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,1.19,2.11,0.49,1.29,1.49,0.9,0.82,1.82,1.9,1.96,0.82,1.21,NA,1.15,1.28,3.48,1.02,0.99,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,1.25,1.63,0.8,1.24,0.69,0.99,0.71,1.41,1.6,1.78,0.83,0.72,NA,0.88,1.49,2.74,0.73,0.98,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,1.03,1.16,0.62,1.03,0.57,0.58,0.45,1.09,0.78,1.38,0.52,0.65,NA,0.49,1.21,2.89,0.87,0.75,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,1.21,1,0.64,1.33,0.89,0.68,0.55,1.37,1.1,1.48,0.53,0.91,NA,0.43,1.04,2.58,1.13,0.77,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,1.27,1.38,0.74,0.86,1.15,0.65,0.64,1.97,1.83,2.86,1.05,1.09,NA,1,1.54,2.46,2.02,1.61,1.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,1.1,1.28,0.77,1.6,1.08,0.61,0.73,1.6,1.45,2.49,0.91,0.94,NA,0.67,1.07,2.62,1.64,1.31,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,1.37,1.12,0.76,2.13,0.65,0.66,0.7,1.59,1.93,2.27,0.78,0.83,NA,0.91,1.62,3.04,1.76,1.14,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,1.22,1.19,0.79,1.8,0.59,0.61,0.51,1.78,0.74,1.58,0.81,0.7,NA,0.83,1.54,2.93,1.86,0.87,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.87,0.67,0.51,1.45,0.54,0.47,0.27,1.35,0.46,1.31,0.5,0.5,NA,0.6,1.6,2.73,0.97,0.71,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.94,0.67,0.49,0.82,0.67,0.35,0.38,1.16,0.82,1.36,0.4,0.52,NA,0.43,1.26,1.73,0.17,0.64,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,1.08,1.01,0.5,0.99,0.83,0.54,0.63,1.1,1.59,2.2,0.88,0.72,NA,0.44,1.84,2.03,0.43,0.87,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.98,0.8,0.38,0.77,0.6,0.42,0.52,0.81,1.31,1.92,0.76,0.54,NA,0.37,1.15,1.85,0.7,0.62,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,1.45,1.16,0.59,1.15,0.74,0.47,0.54,0.93,1.74,2.31,1.26,0.66,NA,0.53,1.3,2.99,0.91,0.68,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,1.46,0.91,0.73,0.97,0.64,0.54,0.63,1.32,1.6,1.96,0.88,0.51,NA,0.61,1.11,2.34,0.68,0.8,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.88,0.58,0.57,0.73,0.48,0.37,0.5,1.01,1.02,1.06,0.62,0.37,NA,0.75,0.85,1.59,0.58,0.61,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,1.2,0.95,0.62,1.44,0.69,0.43,0.56,1.97,2.35,1.69,0.99,0.41,0.18,1.55,1.21,2.93,1.08,1.05,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,1.06,1.05,0.88,1.38,0.81,0.46,0.61,1.71,2.26,1.6,1.02,0.39,0.16,1.31,1.45,3.55,1.29,0.92,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,1.16,0.95,0.83,1.13,0.65,0.63,0.57,1.36,2.14,1.35,0.71,0.54,0.26,0.88,1.84,2.31,0.8,0.91,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,1.05,0.72,0.76,1.17,0.5,0.58,0.47,1.47,1.6,1.4,0.54,0.5,0.22,0.74,1.65,2.58,0.71,0.87,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,1.16,0.94,0.79,1.22,0.56,0.69,0.64,1.74,2.09,2.2,1.02,0.57,0.28,0.78,1.66,2.99,0.86,1.34,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,1.36,1.06,0.6,1.49,0.6,0.55,0.65,1.92,2.34,1.92,1.11,0.36,0.24,0.6,1.92,3.08,0.99,1.41,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,1.04,0.56,0.33,1.15,0.45,0.43,0.51,1.1,1.78,1.29,0.56,0.21,0.31,0.61,1.45,2.39,0.71,1.45,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,0.94,0.74,0.53,1.05,0.5,0.31,0.52,1.04,1.78,1.55,0.67,0.31,0.31,0.45,1.51,1.81,0.57,1.26,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,1,0.64,0.4,0.9,0.29,0.25,0.36,0.64,1.58,1.24,0.58,0.41,0.21,0.41,1.36,2.25,0.63,1.17,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,0.97,0.58,0.35,1.21,0.49,0.27,0.35,0.92,1.58,1.58,0.84,0.44,0.25,0.38,1.35,2.01,0.71,0.82,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,1.24,0.61,0.48,1.74,0.56,0.36,0.44,1.5,2.23,1.62,1.22,0.69,0.39,0.61,1.87,3.27,0.95,1.25,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,1.15,0.65,0.6,1.26,0.6,0.53,0.46,2.09,2.05,1.82,1.13,0.73,0.38,0.64,1.62,2.69,1.04,0.98,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,1.14,0.99,0.51,1.61,0.56,0.45,0.51,2.02,2.44,1.85,0.96,0.93,0.33,0.65,1.65,2.51,1.24,0.87,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,1.17,0.95,0.38,1.42,0.64,0.82,0.65,1.43,2.07,2.02,0.98,0.87,0.38,0.62,1.57,2.17,1.26,0.91,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,1.49,0.94,0.61,1.69,0.72,0.88,0.85,1.88,2.97,2.02,0.96,0.9,0.43,0.83,2.03,2.17,1.53,1.24,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,1.14,0.54,0.36,1.43,0.53,0.72,0.7,1.46,2.82,1.26,0.87,0.5,0.31,0.37,1.46,1.84,1.12,1.15,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.82,0.56,0.29,1.17,0.37,0.57,0.47,1.13,1.51,1.13,0.73,0.54,0.31,0.43,0.9,1.46,1.03,0.95,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,1.24,0.79,0.42,1.3,0.54,0.59,0.61,1.31,2.74,1.45,0.81,0.74,0.39,0.53,1.42,2.08,1.09,0.9,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,1.38,0.85,0.57,1.65,0.51,0.68,0.59,1.37,3.09,1.44,0.75,0.71,0.4,0.37,1.66,2.33,0.97,1.01,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,1.17,0.74,0.3,1.38,0.42,0.54,0.48,1.07,3.12,1.09,0.55,0.6,0.37,0.25,1.77,2.59,0.78,0.86,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,1.09,0.7,0.43,1.32,0.32,0.54,0.45,0.99,3.4,1.31,0.86,0.88,0.47,0.35,1.24,2.88,0.76,0.92,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.96,0.41,0.4,1.38,0.31,0.47,0.54,0.96,2.65,1.17,0.95,0.7,0.36,0.21,1.5,2.75,0.8,0.93,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.94,0.62,0.47,1.38,0.38,0.63,0.55,0.88,2.36,1.35,0.89,0.8,0.38,0.32,1.5,2.22,1.02,1.13,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,1.1,0.81,0.56,1.9,0.5,0.59,0.6,1.23,2.68,1.56,0.9,0.87,0.36,0.45,1.92,2.92,0.99,1.3,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,1.2,0.6,0.61,1.66,0.51,0.53,0.7,1.26,2.8,1.57,0.64,0.71,0.42,0.38,1.46,2.14,0.98,1.1,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,1.24,0.4,0.48,0.87,0.48,0.45,0.6,1.03,3.32,1.28,0.5,0.64,0.29,0.35,1.31,1.77,0.87,0.98,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,1.15,0.63,0.46,1.3,0.42,0.44,0.44,1.57,2.65,1.25,0.51,0.62,0.31,0.37,1.26,1.47,0.96,1.24,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.79,0.57,0.8,1.36,0.41,0.35,0.31,1.21,2.1,0.99,0.5,0.54,0.25,0.36,0.85,1.14,0.97,0.82,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.9,0.55,0.77,1.48,0.39,0.4,0.61,1.39,2.98,1.46,0.74,0.97,0.38,0.37,1.23,2.16,1.08,1.02,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.59,0.61,0.64,1.19,0.34,0.39,0.43,1.17,2.61,1.25,0.55,0.82,0.35,0.41,0.93,2.61,0.9,0.92,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
