tree,n_missing_total,n_missing_1980_on,n_outliers_total
666011_raw,195,45,2
666012_raw,234,45,1
666021_raw,135,45,1
666022_raw,190,45,2
666031_raw,176,45,3
666032_raw,178,45,4
666041_raw,165,45,0
666042_raw,171,45,2
666051_raw,222,45,0
666052_raw,236,45,0
666061_raw,217,45,7
666062_raw,224,45,2
666071_raw,178,45,3
666072_raw,214,45,2
666081_raw,203,45,2
666082_raw,230,45,3
666091_raw,195,45,2
666092_raw,166,45,7
666101_raw,126,45,1
666102_raw,48,45,5
666111_raw,115,45,3
666112_raw,127,45,2
666121_raw,150,45,2
666122_raw,180,45,4
666131_raw,181,45,4
666132_raw,142,45,4
666141_raw,209,45,1
666142_raw,176,45,0
