tree,n_missing_total,n_missing_1980_on,n_outliers_total
WAL01A_raw,106,45,6
WAL01B_raw,155,45,3
WAL02A_raw,125,45,3
WAL02B_raw,119,45,4
WAL05A_raw,283,45,2
WAL05B_raw,180,45,1
WAL05C_raw,199,45,2
WAL06A_raw,96,45,6
WAL06B_raw,75,45,2
WAL06C_raw,73,45,5
WAL07A_raw,92,45,7
WAL07B_raw,127,45,6
WAL08A_raw,89,45,5
WAL08B_raw,89,45,7
WAL09A_raw,122,45,5
WAL09B_raw,122,45,4
WAL10A_raw,242,45,2
WAL10B_raw,242,45,0
WAL11A_raw,58,45,7
WAL11B_raw,126,45,2
WAL12A_raw,97,45,3
WAL12B_raw,162,45,4
WAL12C_raw,249,45,1
WAL13A_raw,103,45,4
WAL13B_raw,152,45,4
WAL14A_raw,94,45,5
WAL14B_raw,152,45,5
WAL15A_raw,179,45,1
WAL15B_raw,134,45,6
WAL15C_raw,181,45,2
WDF68A_raw,230,37,0
WDF68B_raw,226,38,1
WDF69A_raw,77,37,7
WDF69B_raw,61,37,5
WDF70A_raw,258,45,1
WDF70B_raw,263,37,4
WDF71A_raw,92,37,0
WDF71B_raw,252,37,4
WDF71C_raw,286,37,1
WDF72A_raw,91,37,7
WDF72C_raw,132,45,3
WDF73A_raw,215,37,0
WDF73B_raw,215,37,0
WDF73C_raw,200,37,0
WDF74A_raw,105,37,2
WDF74B_raw,139,37,2
WDF75A_raw,290,37,1
WDF75B_raw,285,38,1
WDF76A_raw,209,37,1
WDF76B_raw,164,37,2
WDF77A_raw,205,37,3
WDF77B_raw,95,37,2
WDF78A_raw,99,37,2
WDF78B_raw,137,37,2
WDF79A_raw,225,37,1
WDF79B_raw,209,37,2
WDF80A_raw,159,37,1
WDF80B_raw,244,37,2
WDF81A_raw,73,37,8
WDF81B_raw,73,37,3
WDF82A_raw,214,37,3
WDF82B_raw,179,38,3
WDF83A_raw,212,37,3
WDF83B_raw,205,37,2
WDF84A_raw,68,37,5
WDF84B_raw,88,37,5
WDF85A_raw,188,37,4
WDF85B_raw,193,37,2
WDF86A_raw,241,37,2
WDF86B_raw,241,37,2
WDF87A_raw,282,38,0
WDF87B_raw,282,37,1
WLC02A_raw,153,40,1
WLC02B_raw,137,40,1
WLC03A_raw,265,40,0
WLC04B_raw,250,40,0
WLC05A_raw,253,43,0
WLC06B_raw,188,40,0
WLC07B_raw,305,40,0
WLC08A_raw,213,45,0
WLC08B_raw,195,45,0
WLC09A_raw,237,40,1
WLC09B_raw,250,40,0
WMF01B_raw,200,14,1
WMF02A_raw,241,14,0
WMF03A_raw,275,14,0
WMF03B_raw,275,14,1
WMF04A_raw,358,24,0
WMF04B_raw,348,14,0
WMF05A_raw,274,14,0
WMF05B_raw,273,14,0
WMF06A_raw,153,23,0
WMF06B_raw,136,14,2
WMF07A1_raw,247,14,0
WMF07A2_raw,223,14,0
WMF07B_raw,210,14,0
WMF08A_raw,321,14,0
WMF08B_raw,320,14,0
WMF09A_raw,194,14,1
WMF09B_raw,176,14,2
WMF10A_raw,246,14,0
WMF10B_raw,265,14,0
WMF999_raw,229,14,0
OWL01A_raw,321,14,0
OWL01B_raw,321,14,0
OWL02A_raw,48,14,1
OWL02B_raw,177,14,1
OWL03A_raw,151,14,1
OWL03B_raw,151,14,0
OWL04A_raw,260,14,0
OWL04B_raw,261,14,1
OWL06A_raw,348,14,0
OWL06B_raw,348,14,0
OWL07A_raw,256,14,3
OWL07B_raw,190,14,0
OWL08A_raw,220,14,1
OWL08B_raw,182,14,0
OWL09A_raw,264,14,0
OWL09B_raw,256,14,2
OWL10A_raw,184,14,2
OWL10B_raw,165,23,3
OWL11A_raw,159,14,0
OWL11B_raw,163,14,0
OWL12A_raw,196,14,2
OWL12B_raw,216,14,3
OWL13A_raw,212,14,0
OWL13B_raw,124,14,0
OWL14A_raw,315,14,0
OWL14B_raw,311,14,0
OWL15A_raw,165,14,1
OWL15B_raw,167,14,5
