age_CE,433011_raw,433012_raw,433031_raw,433032_raw,433061_raw,433062_raw,433101_raw,433102_raw,433131_raw,433132_raw,433141_raw,433142_raw,433171_raw,433172_raw,433181_raw,433182_raw,433191_raw,433192_raw,433201_raw,433202_raw,433051_raw,433052_raw,433111_raw,433112_raw,433021_raw,433022_raw,433041_raw,433042_raw,433071_raw,433072_raw,433081_raw,433082_raw,433091_raw,433092_raw,433121_raw,433122_raw,433151_raw,433152_raw,433161_raw,433162_raw,433011_raw_outlier_flag,433012_raw_outlier_flag,433031_raw_outlier_flag,433032_raw_outlier_flag,433061_raw_outlier_flag,433062_raw_outlier_flag,433101_raw_outlier_flag,433102_raw_outlier_flag,433131_raw_outlier_flag,433132_raw_outlier_flag,433141_raw_outlier_flag,433142_raw_outlier_flag,433171_raw_outlier_flag,433172_raw_outlier_flag,433181_raw_outlier_flag,433182_raw_outlier_flag,433191_raw_outlier_flag,433192_raw_outlier_flag,433201_raw_outlier_flag,433202_raw_outlier_flag,433051_raw_outlier_flag,433052_raw_outlier_flag,433111_raw_outlier_flag,433112_raw_outlier_flag,433021_raw_outlier_flag,433022_raw_outlier_flag,433041_raw_outlier_flag,433042_raw_outlier_flag,433071_raw_outlier_flag,433072_raw_outlier_flag,433081_raw_outlier_flag,433082_raw_outlier_flag,433091_raw_outlier_flag,433092_raw_outlier_flag,433121_raw_outlier_flag,433122_raw_outlier_flag,433151_raw_outlier_flag,433152_raw_outlier_flag,433161_raw_outlier_flag,433162_raw_outlier_flag
1586,0.46,0.41,0.39,0.21,0.18,NA,0.75,0.4,0.45,0.34,0.15,0.23,0.04,0.32,0.93,NA,0.96,0.41,0.51,0.43,0.45,0.21,0.25,0.48,0.41,NA,NA,NA,NA,0.84,0.23,0.32,NA,NA,NA,NA,NA,NA,0.42,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1587,0.3,0.25,0.23,0.05,0.34,NA,0.59,0.35,0.23,0.23,0.28,0.23,0.11,0.38,1.53,NA,0.88,0.43,0.43,0.41,0.47,0.15,0.27,0.27,0.35,NA,NA,NA,NA,0.69,0.15,0.25,NA,NA,NA,NA,NA,NA,0.49,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1588,0.68,0.34,0.59,0.58,0.91,NA,0.8,0.52,0.91,0.6,0.59,0.6,0.36,0.89,2.15,NA,1.65,1.08,0.71,0.82,1.26,0.59,0.88,0.72,0.58,NA,NA,NA,NA,0.8,0.44,0.39,NA,NA,NA,NA,NA,NA,1.94,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1589,0.65,0.45,0.56,0.38,0.92,NA,0.62,0.37,0.54,0.54,0.43,0.61,0.27,1.29,1.5,NA,1.37,0.77,0.51,0.51,0.69,0.37,0.85,0.45,0.41,NA,NA,NA,NA,0.66,0.31,0.24,NA,NA,NA,NA,NA,NA,1.7,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1590,0.31,0.17,0.21,0.16,0.24,NA,0.13,0.09,0.27,0.26,0.23,0.25,0.09,0.69,0.75,NA,0.7,1.48,0.19,0.06,0.24,0.11,0.29,0.28,0.25,NA,NA,NA,NA,0.3,0,0.03,NA,NA,NA,NA,NA,NA,0.63,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1591,0.12,0,0,0,0,NA,0,0,0,0,0.19,0.21,0.07,0.27,0.32,NA,0.45,0.24,0,0,0.12,0.05,0.1,0.08,0.12,NA,NA,NA,NA,0.21,0.03,0,NA,NA,NA,NA,NA,NA,0.25,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1592,0.29,0.2,0.26,0.2,0.11,NA,0.04,0.02,0.15,0.16,0.21,0.28,0.04,0.33,0.55,NA,0.7,0.55,0.24,0.03,0.18,0.07,0.27,0.19,0.09,NA,NA,NA,NA,0.18,0.16,0.27,NA,NA,NA,NA,NA,NA,0.5,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1593,0.4,0.16,0.37,0.4,0.25,NA,0.19,0.13,0.34,0.14,0.57,0.46,0.24,0.86,1.06,NA,0.94,0.94,0.34,0.32,0.27,0.17,0.25,0.35,0.24,NA,NA,NA,NA,0.35,0.25,0.36,NA,NA,NA,NA,NA,NA,0.91,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1594,0.75,0.41,0.53,0.37,0.71,NA,0.71,0.46,0.54,0.56,0.86,0.89,0.61,1.09,1.88,NA,1.64,1.56,0.76,0.86,0.71,0.41,0.75,0.58,0.72,NA,NA,NA,NA,1.01,0.38,0.51,NA,NA,NA,NA,NA,NA,1.7,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1595,0.67,0.44,0.46,0.34,0.55,NA,0.37,0.16,0.52,0.45,0.32,0.18,0.52,0.64,2.03,NA,1.58,1.74,0.36,0.51,0.51,0.37,0.45,0.49,0.58,NA,NA,NA,NA,0.69,0.24,0.31,NA,NA,NA,NA,NA,NA,1.38,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1596,0.42,0.28,0.27,0.3,0.21,NA,0.25,0.09,0.26,0.16,0.01,0.06,0.27,0.34,1.6,NA,1.38,1.36,0.24,0.42,0.3,0.18,0.38,0.27,0.22,NA,NA,NA,NA,0.53,0.29,0.32,NA,NA,NA,NA,NA,NA,0.8,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1597,0.3,0.15,0.25,0.33,0.06,NA,0.24,0.12,0.16,0.13,0,0,0.22,0.33,0.76,NA,1,0.92,0.28,0.46,0.27,0.21,0.25,0.16,0.29,NA,NA,NA,NA,0.31,0.19,0.09,NA,NA,NA,NA,NA,NA,0.8,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1598,0.35,0.28,0.24,0.34,0.24,NA,0.3,0.16,0.37,0.3,0.04,0.03,0.4,0.21,0.78,NA,0.78,0.89,0.36,0.45,0.26,0.2,0.31,0.42,0.3,NA,NA,NA,NA,0.49,0.28,0.13,NA,NA,NA,NA,NA,NA,0.71,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1599,0.58,0.42,0.39,0.69,0.53,NA,0.81,0.41,0.65,0.74,0.32,0.38,1.54,0.56,1.23,NA,1.28,1.44,0.77,0.78,0.78,0.39,0.39,0.51,0.61,NA,NA,NA,NA,0.86,0.61,0.4,NA,NA,NA,NA,NA,NA,1.48,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1600,0,0,0.1,0.15,0,0,0,0,0.09,0,0,0,0.3,0.14,0.34,NA,0.35,0.51,0.11,0.23,0.23,0.09,0.2,0.13,0.13,NA,NA,NA,NA,0.13,0,0,NA,NA,NA,NA,NA,NA,0.44,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1601,0.35,0.26,0.13,0.31,0.09,0.02,0.16,0.1,0.26,0.22,0.07,0.09,0.56,0.16,0.19,NA,0.36,0.6,0.25,0.29,0.26,0.12,0.31,0.2,0.19,NA,NA,NA,NA,0.29,0.29,0.21,NA,NA,NA,NA,NA,NA,0.7,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1602,0.74,0.49,0.38,0.6,0.37,0.11,0.45,0.21,0.72,0.72,0.19,0.25,1.16,0.43,0.77,NA,1.07,1.05,0.47,0.87,0.43,0.28,0.8,0.37,0.39,NA,NA,NA,NA,0.62,0.43,0.41,NA,NA,NA,NA,NA,NA,1.3,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1603,0.44,0.43,0.27,0.6,0.31,0.28,0.32,0.1,0.3,0.4,0.12,0.1,0.73,0.33,0.56,NA,0.87,0.6,0.39,0.62,0.21,0.08,0.59,0.44,0.33,NA,NA,NA,NA,0.4,0.27,0.31,NA,NA,NA,NA,NA,NA,0.92,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1604,0.31,0.28,0.34,0.71,0.27,0.36,0.19,0.18,0.32,0.31,0.29,0.39,0.57,0.34,0.84,NA,0.98,0.74,0.44,0.61,0.21,0.1,0.53,0.33,0.22,NA,NA,NA,NA,0.46,0.26,0.26,NA,NA,NA,NA,NA,NA,0.61,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1605,0.68,0.6,0.51,0.66,0.58,0.3,0.37,0.28,0.53,0.55,0.39,0.38,0.62,0.48,1.09,NA,1.04,0.97,0.58,0.82,0.35,0.36,0.66,0.56,0.45,NA,NA,NA,NA,0.72,0.33,0.43,NA,NA,NA,NA,NA,NA,1.08,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1606,0.57,0.53,0.49,0.74,0.62,0.4,0.54,0.31,0.7,0.68,0.55,0.54,0.6,0.58,1.01,NA,1.01,0.9,0.64,0.93,0.57,0.53,0.75,0.6,0.46,NA,NA,NA,NA,0.8,0.22,0.21,NA,NA,NA,NA,NA,NA,1.25,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1607,0.27,0.39,0.21,0.23,0.31,0.28,0.17,0.11,0.25,0.36,0.23,0.19,0.11,0.27,0.4,NA,0.63,0.47,0.12,0.25,0.2,0.35,0.35,0.27,0.22,NA,NA,NA,NA,0.43,0.19,0.19,NA,NA,NA,NA,NA,NA,0.37,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1608,0.23,0.16,0.27,0.3,0.45,0.27,0.14,0.15,0.37,0.31,0.23,0.29,0.21,0.56,0.35,NA,0.65,0.51,0.29,0.45,0.34,0.14,0.47,0.31,0.21,NA,NA,NA,NA,0.48,0.29,0.27,NA,NA,NA,NA,NA,NA,0.76,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1609,0.61,0.61,0.48,0.64,0.95,0.42,0.64,0.29,0.82,0.66,0.51,0.45,0.38,1.56,1.03,NA,1.1,0.76,0.57,0.67,0.69,0.37,0.7,0.51,0.54,NA,NA,NA,NA,0.94,0.53,0.48,NA,NA,NA,NA,NA,NA,1.54,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1610,0.44,0.36,0.37,0.58,0.69,0.41,0.68,0.3,0.65,0.67,0.59,0.51,0.33,1.39,1.24,0.23,1.13,0.76,0.56,0.79,1.11,0.39,0.66,0.42,0.37,NA,NA,NA,NA,0.75,0.49,0.34,NA,NA,NA,NA,NA,NA,1.43,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1611,0.44,0.43,0.42,0.54,0.45,0.26,0.36,0.19,0.35,0.39,0.33,0.34,0.26,0.86,1.03,0.42,0.74,0.66,0.35,0.32,0.76,0.19,0.64,0.35,0.26,NA,NA,NA,NA,0.57,0.38,0.28,NA,NA,NA,NA,NA,NA,0.98,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1612,0.38,0.37,0.36,0.35,0.2,0.14,0.23,0.14,0.24,0.11,0.19,0.24,0.07,0.73,0.45,0.23,0.53,0.42,0.17,0.34,0.44,0.04,0.31,0.25,0.22,NA,NA,NA,NA,0.26,0.15,0.09,NA,NA,NA,NA,NA,NA,0.29,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1613,0.07,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0.14,0.07,0,0.17,0.1,0,0,0,0,0,0.04,0,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,NA,NA,0.23,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1614,0.39,0.38,0.21,0.4,0.26,0.2,0.44,0.15,0.25,0.22,0.13,0.13,0.13,0.61,0.44,0.18,0.65,0.58,0.26,0.22,0.38,0.11,0.38,0.18,0.16,NA,NA,NA,NA,0.28,0.29,0.23,NA,NA,NA,NA,NA,NA,0.39,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1615,0.34,0.41,0.33,0.51,0.58,0.41,0.52,0.36,0.21,0.24,0.32,0.36,0.25,0.94,1.2,0.36,0.87,0.75,0.5,0.6,0.51,0.3,0.51,0.34,0.31,NA,NA,NA,NA,0.51,0.37,0.36,NA,NA,NA,NA,NA,NA,0.79,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1616,0.55,0.41,0.45,0.57,0.79,0.34,0.69,0.31,0.47,0.4,0.39,0.44,0.3,0.83,1.39,0.63,1.36,1.3,0.56,0.62,0.65,0.43,0.62,0.45,0.4,NA,NA,NA,NA,0.83,0.44,0.44,NA,NA,NA,0.45,NA,NA,0.62,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE
1617,0.57,0.57,0.54,0.56,0.73,0.3,0.78,0.37,0.46,0.34,0.54,0.66,0.32,0.69,1.56,1.04,1.21,1.13,0.48,0.69,0.69,0.62,0.78,0.46,0.38,NA,NA,NA,NA,0.82,0.46,0.58,NA,NA,NA,0.62,NA,NA,0.9,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE
1618,0.6,0.66,0.62,0.75,0.65,0.4,0.75,0.36,1.02,0.4,0.71,0.57,0.42,0.92,1.59,1.06,1.34,1.36,0.6,0.88,0.73,0.75,0.76,0.47,0.4,NA,NA,NA,NA,0.92,0.45,0.49,NA,NA,NA,0.44,NA,0.24,0.9,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1619,0.63,0.53,0.49,0.72,0.56,0.41,0.7,0.59,1.04,0.38,0.5,0.42,0.5,0.86,1.42,1.07,1.32,1.16,0.41,0.55,0.74,0.97,0.77,0.61,0.46,NA,NA,NA,NA,0.86,0.55,0.52,NA,NA,NA,1.1,NA,0.16,0.92,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1620,0.35,0.28,0.52,0.43,0.42,0.25,0.51,0.42,0.65,0.36,0.54,0.36,0.37,0.61,0.83,0.56,0.99,0.92,0.41,0.44,0.47,0.72,0.68,0.43,0.3,NA,NA,NA,NA,0.62,0.44,0.36,NA,NA,NA,0.7,NA,0.28,0.77,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1621,0.94,0.82,0.71,0.66,0.75,0.5,1.4,0.82,1.31,0.76,0.82,0.61,0.98,1.09,1.09,0.79,1.5,1.39,0.82,0.77,0.81,0.73,0.77,0.5,0.48,NA,NA,NA,NA,0.9,0.58,0.55,NA,NA,NA,0.79,NA,0.62,1.32,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1622,0.65,0.59,0.6,0.55,1.01,0.32,0.79,0.43,0.85,0.47,0.66,0.61,0.68,0.61,0.89,0.65,1,1.02,0.59,0.58,0.39,0.83,0.61,0.63,0.28,NA,NA,NA,NA,0.77,0.52,0.4,NA,NA,NA,0.51,NA,0.45,1.32,0.53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1623,0,0,0,0,0.17,0,0,0,0,0,0,0,0.04,0,0.03,0.34,0.13,0.18,0,0,0.05,0.26,0.08,0.08,0,NA,NA,NA,NA,0.15,0,0,NA,NA,NA,0.07,NA,0.23,0.14,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1624,0.33,0.42,0.3,0.28,0.5,0.24,0.17,0.08,0.24,0.12,0.2,0.08,0.27,0.25,0.37,0.61,0.41,0.5,0.17,0.21,0.25,0.24,0.24,0.27,0.1,NA,NA,NA,NA,0.21,0.26,0.22,NA,NA,NA,0.36,NA,0.37,0.5,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1625,0.35,0.27,0.55,0.36,0.7,0.46,0.32,0.36,0.6,0.33,0.47,0.29,0.55,0.44,0.59,0.35,0.66,0.86,0.21,0.32,0.47,0.36,0.38,0.43,0.22,NA,NA,NA,NA,0.54,0.38,0.42,NA,NA,NA,0.77,NA,0.67,0.9,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
