tree,n_missing_total,n_missing_1980_on,n_outliers_total
PCW1_raw,291,29,3
CWD1_raw,74,45,2
PF01_raw,188,17,3
PF02_raw,244,17,2
PF03_raw,251,17,0
PF05_raw,262,17,0
PF06_raw,179,16,2
PF07_raw,253,17,2
PF08_raw,265,17,0
PF09_raw,248,17,1
PF10_raw,314,17,0
PF11_raw,252,18,4
PF12_raw,228,17,2
PF13_raw,236,17,1
PF14_raw,236,17,2
PF15_raw,252,17,1
PF16_raw,201,17,4
PF17_raw,223,17,1
PF18_raw,296,17,2
PF19_raw,263,17,1
PF20_raw,273,17,4
PF21_raw,256,17,0
PF22_raw,264,17,1
PF23_raw,305,17,1
PF24_raw,280,17,1
PF25_raw,297,18,0
PF26_raw,276,17,3
PF27_raw,168,17,3
PF28_raw,219,17,2
PF29_raw,276,17,2
PF40_raw,298,17,3
PF41_raw,266,17,1
PF43_raw,207,17,4
PF60_raw,276,20,3
PF71_raw,297,18,2
PF72_raw,275,17,1
P100_raw,278,17,0
P101_raw,266,17,2
P104_raw,273,18,1
p105_raw,239,17,3
p106_raw,273,17,1
P115_raw,247,17,1
P200_raw,252,38,1
