age_CE,HICL03B_raw,HICL04A_raw,HICL05A_raw,HICL07A_raw,HICL10B_raw,HICL11B_raw,HICL13A_raw,HICL14B_raw,HICL15B_raw,HICL16B_raw,HICL17B_raw,HICL19A_raw,HICL20A_raw,HICL03B_raw_outlier_flag,HICL04A_raw_outlier_flag,HICL05A_raw_outlier_flag,HICL07A_raw_outlier_flag,HICL10B_raw_outlier_flag,HICL11B_raw_outlier_flag,HICL13A_raw_outlier_flag,HICL14B_raw_outlier_flag,HICL15B_raw_outlier_flag,HICL16B_raw_outlier_flag,HICL17B_raw_outlier_flag,HICL19A_raw_outlier_flag,HICL20A_raw_outlier_flag
1726,0.67,NA,0.67,0.4,NA,NA,NA,NA,0.06,0.66,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1727,0.69,NA,0.58,0.35,NA,NA,NA,NA,0.26,0.7,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1728,0.72,NA,0.57,0.59,NA,NA,NA,NA,0.27,0.85,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1729,0.67,NA,0.48,0.55,NA,NA,NA,NA,0.1,0.69,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1730,0.57,NA,0.45,0.22,NA,NA,NA,NA,0.32,0.52,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1731,0.64,NA,0.41,0.4,NA,NA,NA,NA,0.28,0.94,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1732,0.76,NA,0.69,0.38,NA,NA,NA,NA,0.4,1.11,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1733,0.93,NA,0.68,0.42,NA,NA,NA,NA,0.3,1.5,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1734,0.8,NA,0.56,0.35,NA,NA,NA,NA,0.35,0.92,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1735,0.84,NA,0.57,0.33,NA,NA,NA,NA,0.4,0.74,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1736,0.68,NA,0.59,0.45,NA,NA,NA,NA,0.3,1.13,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
1737,0.71,NA,0.49,0.48,NA,NA,NA,NA,0.31,1.1,0.64,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1738,0.58,NA,0.49,0.37,NA,NA,NA,NA,0.5,0.88,0.53,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1739,1.48,NA,0.71,0.63,NA,NA,NA,NA,0.39,1.21,0.36,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1740,1.3,NA,0.58,0.61,NA,NA,NA,NA,0.46,0.61,0.29,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1741,0.9,0.51,0.64,0.79,NA,NA,NA,NA,0.06,0.71,0.79,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1742,1.08,0.7,0.41,0.31,NA,NA,NA,NA,0.31,0.6,0.94,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1743,1.69,0.37,0.79,0.63,NA,NA,NA,NA,0.33,0.86,0.28,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1744,1.04,0.73,0.56,0.69,NA,NA,NA,NA,0.1,0.75,0.45,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1745,0.65,0.74,0.56,0.43,NA,NA,NA,NA,0.22,0.92,0.26,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1746,0.61,1.89,0.61,0.57,NA,NA,NA,NA,0.38,0.75,0.3,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1747,0.41,0.74,0.6,1.01,NA,NA,NA,NA,1.41,0.79,0.34,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1748,0.47,2.09,0.8,1.02,NA,NA,NA,NA,2.34,0.7,0.27,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
1749,0.44,1.25,0.59,0.71,NA,NA,NA,NA,4.25,0.64,0.07,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
1750,0.7,2.43,0.68,0.72,NA,NA,NA,NA,4.66,0.71,0.27,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
1751,0.54,1.15,0.71,0.52,NA,NA,NA,NA,1.68,1.44,0.38,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1752,0.45,0.48,0.37,0.15,NA,NA,NA,NA,3.01,1.18,0.5,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
1753,0.32,1.17,0.35,0.43,NA,NA,NA,NA,1.08,0.93,0.33,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1754,0.46,0.14,0.27,0.49,NA,NA,NA,NA,1.58,0.94,0.91,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1755,0.92,0.93,0.54,0.97,NA,NA,NA,NA,1.69,0.37,0.46,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1756,0.84,1.04,0.55,1.34,NA,NA,NA,NA,0.64,1.35,0.12,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1757,0.53,0.65,0.5,0.93,NA,NA,NA,NA,0.98,1.67,0.16,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1758,0.51,0.93,0.91,0.65,NA,NA,NA,NA,0.84,1.66,0.36,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1759,0.46,1.03,0.88,0.67,NA,NA,NA,NA,0.85,1.18,0.18,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1760,0.46,1.27,0.81,0.52,NA,NA,NA,NA,0.83,1.03,0.17,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1761,0.41,1.29,0.92,0.49,NA,NA,NA,NA,0.81,0.94,0.29,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1762,0.39,1.06,0.78,0.72,NA,NA,NA,NA,0.94,0.69,0.11,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1763,0.29,0.81,0.76,0.6,NA,NA,NA,NA,0.7,1.42,0.24,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1764,0.27,1.22,0.71,0.8,NA,NA,NA,NA,0.7,0.83,0.14,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1765,0.26,1.3,0.86,0.76,NA,NA,NA,NA,0.59,0.86,0.5,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1766,0.3,1.19,0.72,0.57,NA,NA,NA,NA,0.46,1.2,0.29,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1767,0.53,1.82,1.12,0.7,NA,NA,NA,NA,0.84,1.56,0.42,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1768,0.47,3.19,0.86,0.41,NA,NA,NA,NA,0.8,1.71,0.13,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1769,0.38,2.94,0.8,0.68,NA,NA,NA,NA,0.51,1.47,0.16,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1770,0.45,2.94,0.85,1.08,NA,NA,NA,NA,0.57,1,0.23,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
1771,0.36,2.38,0.94,0.9,NA,NA,1.15,NA,0.76,0.96,0.26,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1772,0.47,1.69,1.1,0.91,NA,NA,0.53,NA,0.81,0.68,1.13,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1773,0.73,1.08,0.98,0.85,NA,NA,0.69,NA,0.92,1.45,0.98,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1774,0.43,0.65,0.65,0.92,NA,NA,1.02,NA,0.81,0.81,0.37,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA
1775,0.46,0.59,0.7,0.71,NA,NA,0.89,NA,0.47,0.86,0.33,0.83,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1776,0.67,0.75,0.86,0.93,NA,NA,0.98,NA,0.5,1.18,0.89,1.09,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1777,0.56,1.25,0.82,0.91,NA,NA,0.85,1.5,0.52,1.59,0.7,1.37,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1778,0.7,0.97,1.18,0.81,NA,NA,0.74,1.44,0.67,1.67,1.41,1.21,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1779,0.57,1.14,0.97,0.73,NA,NA,0.71,2.06,0.74,1.42,0.93,1,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1780,0.69,1.56,1.06,0.87,NA,NA,1.09,1.28,0.7,1.23,0.62,2.64,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
1781,0.56,0.9,0.84,0.61,NA,NA,0.94,1.66,0.49,1.13,0.26,0.81,1.33,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1782,0.42,0.92,0.82,0.74,NA,NA,0.9,1.56,0.41,0.9,0.67,0.97,0.89,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,0.38,1.34,0.76,0.81,NA,NA,1.15,1.72,0.34,0.75,0.26,0.92,0.77,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,0.42,1.43,0.75,0.76,NA,NA,1.06,1.26,0.52,0.93,0.69,1.04,0.8,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,0.4,1.3,0.57,0.64,NA,NA,0.88,1.45,0.3,0.58,0.89,0.72,0.81,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,0.45,1.43,0.79,0.96,NA,NA,1.54,1.25,0.38,0.89,1.44,0.8,1.13,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,0.38,1,0.99,0.89,NA,NA,1.08,1.55,0.4,0.8,0.28,0.9,0.92,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,0.49,1.27,1.09,0.9,NA,NA,1.57,1.36,0.57,1.06,0.2,1.22,1.06,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,0.6,1.65,1.04,1.01,NA,NA,1.3,1.84,0.45,0.91,0.29,0.88,0.79,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,0.61,1.41,0.99,1.15,NA,NA,2.03,1.43,0.5,1.16,0.64,1.37,1.34,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1791,0.56,1.63,0.98,1.69,NA,NA,2.69,1.69,0.91,0.96,0.56,1.73,1.67,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1792,0.6,1.78,1.07,1.14,NA,NA,2.24,1.52,0.72,0.97,0.3,0.94,1.29,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,0.58,2.16,1,0.95,NA,NA,2.07,1.67,0.81,1.03,0.99,0.73,0.99,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,0.51,2.35,1.03,1.11,NA,NA,1.83,1.89,1.05,1.22,0.9,0.93,1.13,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,0.47,1.75,0.87,0.85,NA,NA,1.32,1.95,0.76,1.23,0.95,0.88,0.88,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,0.57,1.69,0.93,0.86,NA,NA,1.27,1.9,0.89,1.2,0.92,0.85,0.9,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,0.52,1.42,0.83,1.36,0.38,NA,1.34,2.65,0.96,1,0.67,0.89,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,0.61,1.32,0.95,1.29,0.32,NA,1.87,1.2,0.87,1.15,0.57,1.41,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,0.89,0.92,0.99,0.96,0.48,NA,1.52,1.52,0.71,0.73,0.66,1.29,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,1.09,1.39,1.12,1.06,0.31,NA,1.31,1.63,0.69,0.89,1.39,1.19,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,0.35,0.48,0.56,0.45,0.47,NA,0.2,2.01,0.29,0.45,1.54,0.3,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,0.47,0.84,0.7,0.6,0.18,NA,0.99,1.28,0.24,0.63,1.47,0.46,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,0.61,1.21,0.5,0.8,0.37,NA,1.47,1.53,0.25,0.77,0.83,1.05,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,0.64,1.17,0.35,0.84,0.58,NA,1.62,0.71,0.66,1.08,0.71,0.8,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,0.8,1.44,0.52,0.76,0.33,NA,1.81,1.06,0.8,1.3,0.95,0.74,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.61,1.02,0.59,0.86,0.25,NA,1.48,1.58,0.83,1.18,0.87,0.79,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,0.46,0.98,0.62,1.04,0.26,NA,1.39,1.45,0.66,0.97,0.62,0.7,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,0.46,0.93,0.5,1.06,0.25,NA,1.7,1.87,0.55,0.74,0.49,0.36,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,0.6,1.33,0.57,1.28,0.21,NA,2.7,1.7,0.54,0.65,0.35,0.34,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,0.59,0.64,0.39,0.86,0.09,NA,1.62,1.75,0.25,0.22,0.23,0.56,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,0.92,1.19,0.59,1.27,0.12,NA,3.48,1.65,0.59,0.5,0.16,1.21,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,1.31,1.43,0.73,1.58,0.13,NA,5.12,1.74,0.44,0.48,0.4,2.18,1.31,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1813,1.03,0.86,0.54,0.94,0.13,NA,2.87,1.17,0.46,0.4,0.94,1.33,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,1.13,1.26,0.78,1.21,0.25,NA,3.2,1.25,0.89,0.61,0.69,1.61,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.91,0.97,0.62,1.54,0.32,NA,2.4,1.97,0.93,0.69,0.84,1.56,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,0.89,1.07,0.59,1.12,0.41,NA,2.09,1.21,1.08,0.65,0.67,1.56,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.72,0.92,0.64,0.82,0.86,NA,1.91,2.17,0.71,0.63,0.45,1.38,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,0.89,1.05,0.7,0.84,1.02,NA,1.8,2.56,0.75,1.04,0.48,0.81,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.63,0.44,0.45,0.84,0.23,NA,1.06,2.27,1,0.72,0.76,0.99,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,0.54,0.81,0.6,1.11,0.32,NA,2.69,2.14,0.81,0.55,0.44,0.97,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.47,4.01,0.59,1.28,0.69,NA,3.52,2.4,1.07,0.65,0.52,1.64,0.98,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,0.6,3.17,0.58,0.96,0.98,NA,2.8,1.91,0.97,0.56,0.73,1.46,0.9,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,0.72,1.76,0.66,0.84,0.48,NA,1.84,1.48,0.54,0.67,0.61,0.85,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,0.59,1.37,0.45,0.74,0.72,NA,1.61,2.11,0.51,0.4,0.69,1.33,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.51,0.8,0.64,0.87,0.66,NA,1.86,1.86,0.88,0.77,0.84,0.97,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,0.78,0.8,0.85,0.95,1.18,NA,1.61,1.65,0.93,0.87,0.63,1.48,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.47,0.7,0.7,0.9,0.93,NA,1.3,1.45,0.71,0.74,0.72,1.15,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.53,0.94,0.64,0.92,0.96,NA,1.44,2.12,0.87,0.74,0.92,1.13,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.53,0.98,0.72,0.93,1.01,NA,1.58,2.03,0.95,1.18,1.34,1.3,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.54,0.84,0.68,0.73,0.55,NA,1.08,1.83,0.86,1.1,1.22,0.98,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.48,0.5,0.45,0.73,0.82,NA,1.04,1.82,0.64,0.93,0.9,0.78,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.79,0.77,0.44,0.6,1.3,NA,1.31,2.25,0.94,1.28,1.13,0.87,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.54,0.82,0.55,0.64,2.02,NA,1.37,1.63,0.8,1.2,0.87,0.94,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.82,1.5,0.91,0.9,1.86,NA,1.75,2.01,1.37,1.77,1.05,1.34,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1835,0.8,0.62,0.81,0.79,0.93,NA,1.4,1.15,0.72,0.84,0.8,0.75,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.79,0.39,0.7,0.75,0.72,NA,1.36,1.26,0.48,0.66,0.67,0.79,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.95,0.78,0.91,1.11,0.62,NA,1.87,1.82,0.58,1.03,0.89,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.78,0.88,0.73,0.91,1.03,NA,1.88,1.6,0.87,1.05,0.96,1.04,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.65,0.89,0.91,0.81,1.85,NA,1.68,1.09,1.12,1.26,1.18,0.8,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.37,0.43,0.51,0.36,0.64,NA,1,0.78,0.44,0.92,0.38,0.31,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.34,0.56,0.75,0.58,0.76,NA,1.42,0.88,0.45,1.06,0.43,0.68,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.33,0.43,0.51,0.79,0.91,NA,1.32,0.87,0.44,0.63,0.75,0.49,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.72,1,0.77,0.86,1.36,NA,1.94,1.56,0.67,0.99,1.04,0.87,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.53,0.75,0.92,0.8,1.4,NA,1.53,1.27,0.62,1.09,0.93,0.83,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.67,0.85,1.09,0.75,0.77,NA,1.45,1.62,0.55,1.28,0.99,0.8,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.71,1.12,0.97,0.96,1.83,NA,1.81,1.57,0.75,1.2,1.19,1.28,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.51,0.84,0.58,0.48,0.63,NA,0.66,1.25,0.49,0.8,0.97,0.68,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.51,1.3,0.91,0.74,0.63,NA,1.52,1.27,0.69,1.86,1.02,1.61,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1849,0.32,0.92,0.7,0.55,0.69,NA,1.03,0.74,0.69,1.32,1.21,1.08,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
