tree,n_missing_total,n_missing_1980_on,n_outliers_total
BSF-01E_raw,78,25,1
BSF-01W_raw,70,25,1
BSF-02E_raw,74,25,0
BSF-02W_raw,70,25,0
BSF-03E_raw,84,25,0
BSF-03W_raw,74,25,1
BSF-04E_raw,73,25,0
BSF-04W_raw,72,25,0
BSF-05N_raw,65,25,2
BSF-05S_raw,62,26,1
BSF-06E_raw,67,25,0
BSF-06W_raw,61,25,1
BSF-07E_raw,59,25,1
BSF-07W_raw,58,25,0
BSF-08E_raw,70,25,0
BSF-08W_raw,71,25,0
BSF-09E_raw,63,25,1
BSF-09W_raw,57,25,0
BSF-10E_raw,60,25,2
BSF-10W_raw,56,25,0
BSF-11W_raw,68,45,1
BSF-12E_raw,48,25,0
BSF-12W_raw,25,25,0
BSF-13E_raw,29,25,0
