tree,n_missing_total,n_missing_1980_on,n_outliers_total
MD0201B_raw,97,34,0
MD0202B_raw,161,34,0
MD0203A_raw,97,34,1
MD0204B_raw,99,34,0
MD0205A_raw,97,34,4
MD0207A_raw,125,34,0
MD0208A_raw,123,34,0
MD0209B_raw,179,34,1
MD0210A_raw,134,34,0
MD0211B_raw,97,34,2
MD0212A_raw,119,34,0
MD0213A_raw,97,34,1
MD0214A_raw,97,34,0
MD0215A_raw,97,34,0
MD0216B_raw,97,34,1
MD0217A_raw,97,34,0
MD0218A_raw,34,34,3
MD0219B_raw,97,34,0
MD0220A_raw,97,34,0
MD0221A_raw,99,34,0
MD0222B_raw,97,34,0
MD0223A_raw,97,34,0
MD0224A_raw,97,34,1
MD0225A_raw,97,34,2
MD0227A_raw,97,34,1
