age_CE,SS578_raw,SS580_raw,CC5821_raw,CC5822_raw,SS7761_raw,SS7772_raw,SS578_raw_outlier_flag,SS580_raw_outlier_flag,CC5821_raw_outlier_flag,CC5822_raw_outlier_flag,SS7761_raw_outlier_flag,SS7772_raw_outlier_flag
1383,1.79,NA,NA,NA,NA,0.82,FALSE,NA,NA,NA,NA,FALSE
1384,1.67,NA,NA,NA,NA,0.76,FALSE,NA,NA,NA,NA,FALSE
1385,2.08,NA,NA,NA,NA,0.84,FALSE,NA,NA,NA,NA,FALSE
1386,2.3,NA,NA,NA,NA,0.85,FALSE,NA,NA,NA,NA,FALSE
1387,1.68,NA,NA,NA,NA,0.94,FALSE,NA,NA,NA,NA,FALSE
1388,2.18,NA,NA,NA,NA,0.72,FALSE,NA,NA,NA,NA,FALSE
1389,2.23,NA,NA,NA,NA,0.78,FALSE,NA,NA,NA,NA,FALSE
1390,2.24,NA,NA,NA,NA,0.74,FALSE,NA,NA,NA,NA,FALSE
1391,1.35,NA,NA,NA,NA,0.52,FALSE,NA,NA,NA,NA,FALSE
1392,1.37,NA,NA,NA,NA,0.63,FALSE,NA,NA,NA,NA,FALSE
1393,1.6,NA,NA,NA,NA,0.59,FALSE,NA,NA,NA,NA,FALSE
1394,1.38,NA,NA,NA,NA,0.45,FALSE,NA,NA,NA,NA,FALSE
1395,1.67,NA,NA,NA,NA,0.48,FALSE,NA,NA,NA,NA,FALSE
1396,1.21,NA,NA,NA,NA,0.48,FALSE,NA,NA,NA,NA,FALSE
1397,1.64,NA,NA,NA,NA,0.71,FALSE,NA,NA,NA,NA,FALSE
1398,1.86,NA,NA,NA,NA,0.8,FALSE,NA,NA,NA,NA,FALSE
1399,1.46,NA,NA,NA,NA,0.69,FALSE,NA,NA,NA,NA,FALSE
1400,0.73,NA,NA,NA,NA,0.81,FALSE,NA,NA,NA,NA,FALSE
1401,1.05,NA,NA,NA,NA,0.57,FALSE,NA,NA,NA,NA,FALSE
1402,1.34,NA,NA,NA,NA,0.71,FALSE,NA,NA,NA,NA,FALSE
1403,0.86,NA,NA,NA,NA,0.4,FALSE,NA,NA,NA,NA,FALSE
1404,1.26,NA,NA,NA,NA,0.46,FALSE,NA,NA,NA,NA,FALSE
1405,1,NA,NA,NA,NA,0.44,FALSE,NA,NA,NA,NA,FALSE
1406,1.25,NA,NA,NA,NA,0.57,FALSE,NA,NA,NA,NA,FALSE
1407,1.48,NA,NA,NA,NA,0.43,FALSE,NA,NA,NA,NA,FALSE
1408,1.22,NA,NA,NA,NA,0.38,FALSE,NA,NA,NA,NA,FALSE
1409,1.22,NA,NA,NA,NA,0.45,FALSE,NA,NA,NA,NA,FALSE
1410,1.25,NA,NA,NA,NA,0.41,FALSE,NA,NA,NA,NA,FALSE
1411,1.13,NA,NA,NA,NA,0.44,FALSE,NA,NA,NA,NA,FALSE
1412,1.41,NA,NA,NA,NA,0.61,FALSE,NA,NA,NA,NA,FALSE
1413,1.67,NA,NA,NA,NA,0.54,FALSE,NA,NA,NA,NA,FALSE
1414,1.46,NA,NA,NA,NA,0.65,FALSE,NA,NA,NA,NA,FALSE
1415,1.33,NA,NA,NA,NA,0.55,FALSE,NA,NA,NA,NA,FALSE
1416,1.27,NA,NA,NA,NA,0.56,FALSE,NA,NA,NA,NA,FALSE
1417,0.87,NA,NA,NA,NA,0.4,FALSE,NA,NA,NA,NA,FALSE
1418,0.95,NA,NA,NA,NA,0.44,FALSE,NA,NA,NA,NA,FALSE
1419,1.04,NA,NA,NA,NA,0.45,FALSE,NA,NA,NA,NA,FALSE
1420,0.87,NA,NA,NA,NA,0.34,FALSE,NA,NA,NA,NA,FALSE
1421,1,NA,NA,NA,NA,0.41,FALSE,NA,NA,NA,NA,FALSE
1422,0.9,NA,NA,NA,NA,0.31,FALSE,NA,NA,NA,NA,FALSE
1423,0.87,NA,NA,NA,NA,0.41,FALSE,NA,NA,NA,NA,FALSE
1424,1.14,NA,NA,NA,NA,0.57,FALSE,NA,NA,NA,NA,FALSE
1425,0.45,NA,NA,NA,NA,0.47,FALSE,NA,NA,NA,NA,FALSE
1426,0.74,NA,NA,NA,NA,0.37,FALSE,NA,NA,NA,NA,FALSE
1427,0.75,NA,NA,NA,NA,0.58,FALSE,NA,NA,NA,NA,FALSE
1428,1.01,NA,NA,NA,NA,0.69,FALSE,NA,NA,NA,NA,FALSE
1429,0.95,NA,NA,NA,NA,0.81,FALSE,NA,NA,NA,NA,FALSE
1430,0.81,NA,NA,NA,NA,0.71,FALSE,NA,NA,NA,NA,FALSE
1431,0.78,NA,NA,NA,2.23,0.64,FALSE,NA,NA,NA,FALSE,FALSE
1432,0.97,NA,NA,NA,2.61,0.46,FALSE,NA,NA,NA,FALSE,FALSE
1433,1.01,NA,NA,NA,2.49,0.43,FALSE,NA,NA,NA,FALSE,FALSE
1434,1.02,NA,NA,NA,3.69,0.42,FALSE,NA,NA,NA,FALSE,FALSE
1435,0.7,9.48,NA,NA,3.41,0.43,FALSE,TRUE,NA,NA,FALSE,FALSE
1436,0.88,9.04,NA,NA,3.23,0.63,FALSE,TRUE,NA,NA,FALSE,FALSE
1437,1.11,8.08,NA,NA,3.61,0.6,FALSE,TRUE,NA,NA,FALSE,FALSE
1438,1.37,9.74,NA,NA,3.1,0.8,FALSE,TRUE,NA,NA,FALSE,FALSE
1439,1.15,7.03,NA,NA,2.29,0.87,FALSE,TRUE,NA,NA,FALSE,FALSE
1440,1.23,6.43,NA,NA,2.75,0.69,FALSE,TRUE,NA,NA,FALSE,FALSE
1441,1.2,6.57,NA,NA,2.63,0.79,FALSE,TRUE,NA,NA,FALSE,FALSE
1442,1.7,5.9,NA,NA,2.96,1.04,FALSE,TRUE,NA,NA,FALSE,FALSE
1443,1.61,3.79,NA,NA,2.8,0.85,FALSE,FALSE,NA,NA,FALSE,FALSE
1444,1.44,3.19,NA,NA,2.16,0.86,FALSE,FALSE,NA,NA,FALSE,FALSE
1445,1.41,3.27,NA,NA,2.6,0.66,FALSE,FALSE,NA,NA,FALSE,FALSE
1446,1.31,3.74,NA,NA,2,0.67,FALSE,FALSE,NA,NA,FALSE,FALSE
1447,1.33,2.59,NA,NA,2.34,0.7,FALSE,FALSE,NA,NA,FALSE,FALSE
1448,1.43,1.92,NA,NA,2.42,0.74,FALSE,FALSE,NA,NA,FALSE,FALSE
1449,1.23,1.81,NA,NA,2.26,0.79,FALSE,FALSE,NA,NA,FALSE,FALSE
1450,1.25,2.12,NA,NA,2.67,0.7,FALSE,FALSE,NA,NA,FALSE,FALSE
1451,1.25,1.77,NA,NA,2.53,0.77,FALSE,FALSE,NA,NA,FALSE,FALSE
1452,1.61,1.85,NA,NA,3.28,0.89,FALSE,FALSE,NA,NA,FALSE,FALSE
1453,1.36,2.01,NA,NA,2.34,0.65,FALSE,FALSE,NA,NA,FALSE,FALSE
1454,1.35,2.16,NA,NA,2.72,0.67,FALSE,FALSE,NA,NA,FALSE,FALSE
1455,1.23,1.91,NA,NA,3.11,0.58,FALSE,FALSE,NA,NA,FALSE,FALSE
1456,1.24,2.5,NA,NA,3.24,0.75,FALSE,FALSE,NA,NA,FALSE,FALSE
1457,1.13,2.31,NA,NA,3.41,0.72,FALSE,FALSE,NA,NA,FALSE,FALSE
1458,1.01,1.78,NA,NA,1.86,0.6,FALSE,FALSE,NA,NA,FALSE,FALSE
1459,1.13,2.43,NA,NA,2.47,0.62,FALSE,FALSE,NA,NA,FALSE,FALSE
1460,1.04,2.07,NA,NA,1.97,0.45,FALSE,FALSE,NA,NA,FALSE,FALSE
1461,0.73,1.63,NA,NA,1.38,0.27,FALSE,FALSE,NA,NA,FALSE,FALSE
1462,0.81,1.84,NA,NA,1.62,0.32,FALSE,FALSE,NA,NA,FALSE,FALSE
1463,0.82,2.04,NA,NA,1.92,0.34,FALSE,FALSE,NA,NA,FALSE,FALSE
1464,0.91,1.53,NA,NA,1.83,0.42,FALSE,FALSE,NA,NA,FALSE,FALSE
1465,0.71,1.26,NA,NA,1.96,0.31,FALSE,FALSE,NA,NA,FALSE,FALSE
1466,0.43,1,NA,NA,1.32,0.2,FALSE,FALSE,NA,NA,FALSE,FALSE
1467,0.6,1.36,NA,NA,1.34,0.36,FALSE,FALSE,NA,NA,FALSE,FALSE
1468,0.82,1.7,NA,NA,2.24,0.43,FALSE,FALSE,NA,NA,FALSE,FALSE
1469,0.82,1.94,7.67,NA,2.26,0.49,FALSE,FALSE,TRUE,NA,FALSE,FALSE
1470,0.85,1.89,7.35,NA,2.8,0.47,FALSE,FALSE,TRUE,NA,FALSE,FALSE
1471,0.86,2.13,7.5,NA,2.73,0.47,FALSE,FALSE,TRUE,NA,FALSE,FALSE
1472,0.88,2.1,6.45,4.92,2.78,0.49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1473,0.97,1.96,4.86,4.62,2.68,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1474,0.95,2.48,6.48,4.89,2.29,0.55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1475,0.88,3.44,7.15,5,3.49,0.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1476,0.94,3.26,5.48,4.47,1.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1477,0.98,4.05,5.43,3.73,1.95,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1478,0.96,2.4,4.73,2.98,3.18,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1479,1.1,1.97,5.74,4.72,3.17,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1480,1.3,2.07,6.02,4.17,2.7,1.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1481,1.21,1.33,3.51,3.25,3.28,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1482,1.21,1.34,5.45,3.55,3.91,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1483,1.36,1.92,7.49,4.59,4.75,0.95,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1484,1.04,2.15,4.65,3.98,3.02,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1485,1.3,2.66,4.45,3.61,2.87,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1486,0.93,2.51,4.3,5.07,3.49,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1487,0.79,1.94,3.69,4.03,2.74,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1488,0.56,1.22,2.71,3.57,2.13,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1489,0.56,0.99,2.49,2.88,1.81,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1490,0.63,1.19,2.44,2.42,1.68,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1491,0.77,1.36,2.17,3.06,1.81,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1492,0.8,0.96,2.15,3.04,3.17,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1493,0.89,1.15,2.35,2.8,2.66,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1494,0.81,1.49,2.54,3.16,3.55,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1495,0.77,1.47,2.67,3,2.48,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1496,0.91,2.65,3.32,3.18,2.93,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1497,0.95,2.14,2.94,2.84,2.22,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1498,0.78,1.67,2.62,2.84,2.21,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1499,0.68,1.19,1.93,2.14,1.45,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1500,0.74,2.23,2.02,2.81,2.4,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1501,0.75,2.17,1.83,2.94,2.47,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1502,0.8,2.73,2.17,2.94,3.68,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1503,0.84,2.75,2.14,3.97,2.55,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1504,0.88,2.5,2.01,3.47,1.97,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1505,0.65,1.73,1.76,2.96,1.6,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1506,0.47,1.4,1.55,3.48,1.73,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1507,0.33,1.15,1.98,4.07,1.11,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1508,0.27,1.46,2.24,4.2,1.43,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1509,0.3,1.07,1.67,3.94,1.68,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1510,0.13,0.91,1.1,3.21,0.89,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1511,0.27,1.11,1.08,2.41,1.03,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1512,0.51,1.04,1.1,2.29,1.14,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1513,0.53,1.46,1.31,2.08,1.99,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1514,0.67,2.43,1.53,2.69,3.18,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1515,0.62,2.75,1.88,4.4,3.01,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1516,0.8,1.87,2.38,4.89,2.74,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1517,0.92,1.76,1.71,3.87,2.74,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1518,0.8,1.67,1.59,3.23,1.75,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1519,0.93,1.88,1.78,3.23,2.05,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1520,0.97,1.81,1.33,3.4,1.74,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1521,1.2,1.88,1.44,3.59,2.63,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1522,0.88,1.62,1.61,2.78,1.97,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1523,0.92,1.78,1.53,4.15,1.32,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1524,1.12,1.9,1.33,4.92,1.33,1.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1525,1.02,1.92,1.06,3.84,1.1,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1526,0.9,1.86,1.01,3.34,1.02,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1527,0.75,1.37,0.83,2.45,0.81,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1528,0.76,1.67,0.85,3.18,0.99,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1529,0.75,1.76,0.84,3.19,0.93,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1530,0.73,1.74,0.86,3.27,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1531,0.73,1.75,0.95,3.07,1.14,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1532,0.51,1.02,0.94,2.43,1.19,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1533,1.1,1.22,1.1,2.6,1.26,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1534,0.85,1.07,0.87,1.38,1.18,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1535,1.49,1.52,1.67,2.11,1.31,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1536,1.58,1.34,1.49,1.8,1.01,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1537,1.44,1.62,1.4,2.29,0.89,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1538,1.4,1.24,1.42,2.32,0.87,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1539,1.54,1.27,1.28,2.66,0.9,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1540,1.41,1.11,1.3,3,0.69,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1541,0.98,1.28,1.21,3.27,0.85,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1542,1.01,1.13,1.24,3.45,1,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1543,0.81,1.12,1.26,2.64,0.75,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1544,1.16,1.51,1.83,2.79,0.94,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1545,0.95,1.24,1.95,2.1,0.87,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1546,0.89,0.93,1.34,1.34,0.4,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1547,1,1.57,1.83,2.01,0.63,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1548,1.06,1.62,1.51,1.86,0.43,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1549,0.92,1.36,1.37,1.63,0.59,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1550,1.15,1.77,1.44,1.94,0.61,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1551,1.11,1.78,1.37,1.72,0.72,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1552,1.13,1.79,1.17,1.08,0.62,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1553,1.21,2.07,1.34,1.65,0.83,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1554,0.99,1.54,1.11,1.59,0.67,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1555,1.16,1.76,1.24,1.58,0.72,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1556,1.12,1.94,1.26,1.74,0.66,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1557,0.97,1.8,1.1,1.42,0.77,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1558,0.87,2.1,1.5,1.81,0.76,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1559,0.75,1.66,1.26,1.6,0.77,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1560,0.73,1.88,1.08,1.74,0.82,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1561,0.57,1.76,0.86,1.12,0.76,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1562,0.46,1.48,0.53,0.81,0.51,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1563,0.57,1.41,0.57,1.06,0.54,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1564,0.47,1.61,0.69,1.17,0.5,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1565,0.4,1.38,0.65,1.12,0.31,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1566,0.47,1.65,0.6,1.18,0.57,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1567,0.49,1.6,0.83,1.57,0.55,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
