tree,n_missing_total,n_missing_1980_on,n_outliers_total
SSP18A3_raw,77,34,1
SSP18B3_raw,95,34,1
SSP19A3_raw,70,34,0
SSP19B3_raw,76,34,0
SSP20A3_raw,136,34,1
SSP20B3_raw,115,34,0
SSP21A3_raw,87,35,0
SSP21B3_raw,87,35,2
SSP22A3_raw,110,34,0
SSP22B3_raw,112,34,1
SSP23A3_raw,92,34,0
SSP23B3_raw,74,34,0
SSP24A3_raw,121,34,0
SSP24B3_raw,123,45,0
SSP25A3_raw,129,34,1
SSP25B3_raw,102,34,0
SSP26A3_raw,108,34,0
SSP26B3_raw,114,34,0
SSP27A3_raw,72,34,0
SSP27B3_raw,67,34,0
SSP28A3_raw,83,34,0
SSP28B3_raw,97,34,0
SSP29A3_raw,53,34,0
SSP29B3_raw,34,34,1
