No.	Latin	Mnemonic	SubSpecies	Quadrat	PX	PY	TreeID	Tag	StemID	StemTag	Census	DBH	HOM	Date	Codes	Stem	Status
7837	Desmopsis panamensis	des2pa		0408	93.00000	161.40000	213378	241623	783967		9			2020-02-27	D		dead
7838	Desmopsis panamensis	des2pa		0408	91.30000	172.70000	213398	241643	959927	1	9			2020-02-27	D		dead
7839	Desmopsis panamensis	des2pa		0408	91.30000	172.70000	213398	241643	967221	2	9			2020-02-27	D		dead
7840	Desmopsis panamensis	des2pa		0408	91.30000	172.70000	213398	241643	972655	3	9			2020-02-27	D		dead
7841	Desmopsis panamensis	des2pa		0408	91.50000	177.00000	213410	241656	986885	1	9	31	1.30	2020-02-27	M		alive
7842	Desmopsis panamensis	des2pa		0408	91.50000	177.00000	213410	241656	989306	2	9	27	1.30	2020-02-27			alive
7843	Desmopsis panamensis	des2pa		0408	91.50000	177.00000	213410	241656	1090945	3	9	10	1.30	2020-02-27			alive
7844	Desmopsis panamensis	des2pa		0408	99.50000	177.80000	213445	241691	213445		9	54	1.30	2020-02-27			alive
7845	Desmopsis panamensis	des2pa		0408	95.80000	173.90000	213458	241704	213458		9	42	1.30	2020-02-27			alive
7846	Desmopsis panamensis	des2pa		0408	98.10000	163.60000	213494	241741	213494		9	41	1.30	2020-02-27			alive
7847	Desmopsis panamensis	des2pa		0408	93.50000	175.90000	238733	269969	238733		9	14	1.30	2020-02-27			alive
7848	Desmopsis panamensis	des2pa		0408	91.50000	164.60000	272052	404135	272052		9			2020-02-27	D		dead
7849	Desmopsis panamensis	des2pa		0408	92.00000	164.80000	272053	404136	272053		9	25	1.30	2020-02-27			alive
7850	Desmopsis panamensis	des2pa		0408	93.10000	170.10000	328070	604676	745481	1	9			2020-02-27	D		dead
7851	Desmopsis panamensis	des2pa		0408	93.10000	170.10000	328070	604676	1032786	3	9			2020-02-27	D		dead
7852	Desmopsis panamensis	des2pa		0408	93.10000	170.10000	328070	604676	795231	2	9			2020-02-27	D		dead
7853	Desmopsis panamensis	des2pa		0408	90.37000	160.17000	457251	804081	1090942	2	9	13	1.30	2020-02-27			alive
7854	Desmopsis panamensis	des2pa		0408	90.37000	160.17000	457251	804081	1090943	3	9	12	1.30	2020-02-27			alive
7855	Desmopsis panamensis	des2pa		0408	90.37000	160.17000	457251	804081	456824	1	9			2020-02-27	R;M		broken below
7856	Desmopsis panamensis	des2pa		0409	81.50000	187.40000	213513	241760	213513		9	37	1.30	2020-03-03	L		alive
7857	Desmopsis panamensis	des2pa		0409	87.70000	197.50000	213562	241809	213562		9			2020-03-03	D		dead
7858	Desmopsis panamensis	des2pa		0409	98.30000	192.60000	213664	241912	213664		9	36	1.30	2020-03-03			alive
7859	Desmopsis panamensis	des2pa		0409	98.70000	187.10000	213677	241925	213677		9			2020-03-03	D		dead
7860	Desmopsis panamensis	des2pa		0409	83.20000	185.60000	238025	269165	238025		9			2020-03-03	D		dead
7861	Desmopsis panamensis	des2pa		0409	85.70000	181.70000	272062	404145	272062		9			2020-03-03	D		dead
7862	Desmopsis panamensis	des2pa		0409	94.00000	189.60000	272064	404147	739881	2	9	39	1.30	2020-03-03			alive
7863	Desmopsis panamensis	des2pa		0409	94.00000	189.60000	272064	404147	673132	1	9	26	1.30	2020-03-03			alive
7864	Desmopsis panamensis	des2pa		0409	92.00000	183.80000	307851	504182	307851	1	9	14	1.30	2020-03-03			alive
7865	Desmopsis panamensis	des2pa		0409	92.00000	183.80000	307851	504182	1032802	2	9	12	1.30	2020-03-03			alive
7866	Desmopsis panamensis	des2pa		0409	84.20000	188.10000	347327	704130	347325	1	9	28	1.30	2020-03-03	M		alive
7867	Desmopsis panamensis	des2pa		0409	84.20000	188.10000	347327	704130	1090952	2	9	13	1.30	2020-03-03			alive
7868	Desmopsis panamensis	des2pa		0409	91.90000	184.80000	347339	704142	347337		9	24	1.30	2020-03-03			alive
7869	Desmopsis panamensis	des2pa		0409	81.36000	195.55000	457259	804085	456832		9	22	1.30	2020-03-03			alive
7870	Desmopsis panamensis	des2pa		0409	98.76000	185.73000	457293	804121	456866		9	12	1.30	2020-03-03			alive
7871	Desmopsis panamensis	des2pa		0410	80.60000	200.20000	213699	241947	986888	1	9			2020-03-06	D		dead
7872	Desmopsis panamensis	des2pa		0410	80.60000	200.20000	213699	241947	989309	2	9			2020-03-06	D		dead
7873	Desmopsis panamensis	des2pa		0410	88.80000	202.70000	213778	242028	213778		9			2020-03-06	D		dead
7874	Desmopsis panamensis	des2pa		0410	93.40000	211.10000	213811	242061	731075	1	9	29	1.30	2020-03-06			alive
7875	Desmopsis panamensis	des2pa		0410	93.40000	211.10000	213811	242061	784036	2	9	12	1.30	2020-03-06			alive
7876	Desmopsis panamensis	des2pa		0410	91.20000	212.90000	213815	242065	213815		9	52	1.30	2020-03-06			alive
7877	Desmopsis panamensis	des2pa		0410	98.80000	218.80000	213840	242090	213840	1	9	24	1.30	2020-03-06			alive
7878	Desmopsis panamensis	des2pa		0410	98.80000	218.80000	213840	242090	1032807	2	9			2020-03-06	Cs		stem dead
7879	Desmopsis panamensis	des2pa		0410	92.50000	216.40000	238112	269253	565284	1	9	38	1.30	2020-03-06			alive
7880	Desmopsis panamensis	des2pa		0410	92.50000	216.40000	238112	269253	667501	2	9	12	1.30	2020-03-06			alive
7881	Desmopsis panamensis	des2pa		0410	96.70000	209.70000	238117	269258	238117		9	58	1.30	2020-03-06			alive
7882	Desmopsis panamensis	des2pa		0410	84.40000	203.90000	272070	404153	272070		9			2020-03-06	R		broken below
7883	Desmopsis panamensis	des2pa		0410	85.20000	218.30000	272075	404158	272075		9	28	1.30	2020-03-06			alive
7884	Desmopsis panamensis	des2pa		0410	85.70000	200.70000	327843	604194	327843		9	17	1.30	2020-03-06			alive
7885	Desmopsis panamensis	des2pa		0410	97.60000	210.40000	327857	604208	327857		9	18	1.30	2020-03-06			alive
7886	Desmopsis panamensis	des2pa		0410	88.40000	201.60000	347358	704162	599153		9			2020-03-06	OR		broken below
7887	Desmopsis panamensis	des2pa		0410	97.10000	206.50000	347374	704178	347372		9	20	1.30	2020-03-06			alive
7888	Desmopsis panamensis	des2pa		0410	99.80000	201.50000	347377	704182	347375		9			2020-03-06	R		broken below
7889	Desmopsis panamensis	des2pa		0410	94.22000	214.30000	457307	804129	456880		9	24	1.30	2020-03-06			alive
7890	Desmopsis panamensis	des2pa		0410	98.64000	216.07000	457309	804131	456882		9	14	1.30	2020-03-06			alive
7891	Desmopsis panamensis	des2pa		0410	91.17770	210.40570	536351	1004254	1093884		9	14	1.30	2020-03-06			alive
7892	Desmopsis panamensis	des2pa		0411	84.60000	228.00000	213892	242142	213892	1	9	31	1.30	2020-03-09			alive
7893	Desmopsis panamensis	des2pa		0411	84.60000	228.00000	213892	242142	1032826	2	9	18	1.30	2020-03-09			alive
7894	Desmopsis panamensis	des2pa		0411	84.60000	228.00000	213892	242142	1032827	3	9	18	1.30	2020-03-09			alive
7895	Desmopsis panamensis	des2pa		0411	82.20000	226.50000	213895	242145	556925		9			2020-03-09	D		dead
7896	Desmopsis panamensis	des2pa		0411	82.30000	231.70000	213912	242162	213912		9	53	1.30	2020-03-09			alive
7897	Desmopsis panamensis	des2pa		0411	82.90000	235.90000	213919	242169	213919		9	25	1.30	2020-03-09			alive
7898	Desmopsis panamensis	des2pa		0411	89.10000	237.20000	213926	242176	213926	1	9	42	1.30	2020-03-09			alive
7899	Desmopsis panamensis	des2pa		0411	89.10000	237.20000	213926	242176	1032832	2	9	28	1.30	2020-03-09			alive
7900	Desmopsis panamensis	des2pa		0411	86.70000	238.10000	213930	242180	213930		9	34	1.30	2020-03-09			alive
7901	Desmopsis panamensis	des2pa		0411	85.20000	225.50000	213949	242199	213949		9			2020-03-09	D		dead
7902	Desmopsis panamensis	des2pa		0411	84.10000	229.80000	238122	269263	565287		9			2020-03-09	D		dead
7903	Desmopsis panamensis	des2pa		0411	83.80000	226.60000	272091	404174	1032823	3	9	18	1.30	2020-03-09			alive
7904	Desmopsis panamensis	des2pa		0411	83.80000	226.60000	272091	404174	1032822	2	9	15	1.30	2020-03-09			alive
7905	Desmopsis panamensis	des2pa		0411	83.80000	226.60000	272091	404174	1032824	4	9	11	1.30	2020-03-09			alive
7906	Desmopsis panamensis	des2pa		0411	83.80000	226.60000	272091	404174	272091	1	9			2020-03-09	R		broken below
7907	Desmopsis panamensis	des2pa		0411	80.20000	221.60000	307863	504194	589560		9			2020-03-09	D		dead
7908	Desmopsis panamensis	des2pa		0411	89.50000	234.70000	308027	504993	589616		9	16	1.30	2020-03-09			alive
7909	Desmopsis panamensis	des2pa		0411	89.10000	223.80000	327883	604236	327883	1	9	14	1.30	2020-03-09	L;M		alive
7910	Desmopsis panamensis	des2pa		0411	89.10000	223.80000	327883	604236	1090972	2	9	12	1.30	2020-03-09			alive
7911	Desmopsis panamensis	des2pa		0411	88.50000	229.30000	347390	704196	347388		9			2020-03-09	OR		broken below
7912	Desmopsis panamensis	des2pa		0411	86.90000	220.70000	347391	704197	347389		9			2020-03-09	L;R		broken below
7913	Desmopsis panamensis	des2pa		0411	94.30000	237.90000	347402	704208	347400	1	9	16	1.30	2020-03-09			alive
7914	Desmopsis panamensis	des2pa		0411	94.30000	237.90000	347402	704208	1032856	2	9	12	1.30	2020-03-09			alive
7915	Desmopsis panamensis	des2pa		0500	110.10000	18.90000	207151	235038	959715		9			2020-01-27	D		dead
7916	Desmopsis panamensis	des2pa		0500	109.70000	10.50000	207158	235045	207158		9			2020-01-27	D		dead
7917	Desmopsis panamensis	des2pa		0500	106.70000	14.20000	207164	235051	207164		9			2020-01-27	D		dead
7918	Desmopsis panamensis	des2pa		0500	119.00000	19.60000	207218	235107	207218		9	53	1.30	2020-01-27			alive
7919	Desmopsis panamensis	des2pa		0500	119.70000	2.00000	235433	264791	235433		9			2020-01-27	D		dead
7920	Desmopsis panamensis	des2pa		0500	100.10000	12.60000	308034	505001	308034		9			2020-01-27	R		broken below
7921	Desmopsis panamensis	des2pa		0500	104.20000	1.10000	347840	705000	347838		9	37	1.30	2020-01-27			alive
7922	Desmopsis panamensis	des2pa		0500	115.90000	15.20000	347845	705006	347843		9	25	1.30	2020-01-27			alive
7923	Desmopsis panamensis	des2pa		0501	102.30000	24.90000	207273	235162	959720	1	9	31	1.30	2020-01-28			alive
7924	Desmopsis panamensis	des2pa		0501	102.30000	24.90000	207273	235162	967056	2	9	14	1.30	2020-01-28			alive
7925	Desmopsis panamensis	des2pa		0501	101.20000	31.30000	207277	235166	207277		9	77	1.20	2020-01-28			alive
7926	Desmopsis panamensis	des2pa		0501	101.70000	32.10000	207278	235167	207278		9	100	1.30	2020-01-28			alive
7927	Desmopsis panamensis	des2pa		0501	101.40000	38.50000	207289	235178	207289		9			2020-01-28	D		dead
7928	Desmopsis panamensis	des2pa		0501	102.90000	36.30000	207297	235186	207297		9			2020-01-28	D		dead
7929	Desmopsis panamensis	des2pa		0501	106.50000	27.40000	207317	235207	207317		9	23	1.30	2020-01-28			alive
7930	Desmopsis panamensis	des2pa		0501	111.80000	30.50000	207365	235256	207365		9	39	1.30	2020-01-28			alive
7931	Desmopsis panamensis	des2pa		0501	113.10000	32.70000	207370	235261	825144		9			2020-01-28	D		dead
7932	Desmopsis panamensis	des2pa		0501	118.60000	32.20000	207407	235298	959730	1	9			2020-01-28	D		dead
7933	Desmopsis panamensis	des2pa		0501	118.60000	32.20000	207407	235298	967064	2	9			2020-01-28	D		dead
7934	Desmopsis panamensis	des2pa		0501	106.30000	23.30000	238780	270021	238780		9	35	1.30	2020-01-28			alive
7935	Desmopsis panamensis	des2pa		0501	107.50000	25.00000	308046	505013	308046		9	17	1.30	2020-01-28			alive
7936	Desmopsis panamensis	des2pa		0502	104.90000	58.20000	207462	235353	906978		9	29	1.30	2020-01-29			alive
7937	Desmopsis panamensis	des2pa		0502	107.60000	48.70000	207507	235398	207507		9	43	1.30	2020-01-29			alive
7938	Desmopsis panamensis	des2pa		0502	112.10000	53.50000	207545	235436	207545		9	21	1.30	2020-01-29			alive
7939	Desmopsis panamensis	des2pa		0502	116.30000	45.20000	207631	235522	825171		9	32	1.30	2020-01-29			alive
7940	Desmopsis panamensis	des2pa		0502	102.30000	55.10000	238789	270030	238789		9	26	1.30	2020-01-29			alive
7941	Desmopsis panamensis	des2pa		0502	115.50000	59.80000	272561	405031	272561		9	31	1.30	2020-01-29			alive
7942	Desmopsis panamensis	des2pa		0502	111.90000	51.10000	308055	505022	308055		9			2020-01-29	D		dead
7943	Desmopsis panamensis	des2pa		0502	103.90000	54.40000	328107	605014	328107		9	20	1.30	2020-01-29			alive
7944	Desmopsis panamensis	des2pa		0502	114.60000	51.50000	328113	605021	328113		9			2020-01-29	D		dead
7945	Desmopsis panamensis	des2pa		0502	111.40000	43.20000	347860	705027	347858		9	19	1.30	2020-01-29			alive
7946	Desmopsis panamensis	des2pa		0503	102.70000	62.40000	207660	235551	858847	2	9	30	1.30	2020-01-30			alive
7947	Desmopsis panamensis	des2pa		0503	102.70000	62.40000	207660	235551	825174	1	9			2020-01-30	Ss		stem dead
7948	Desmopsis panamensis	des2pa		0503	104.10000	66.90000	207669	235560	554973	1	9	35	1.30	2020-01-30	L		alive
7949	Desmopsis panamensis	des2pa		0503	104.10000	66.90000	207669	235560	660715	2	9	18	1.30	2020-01-30			alive
7950	Desmopsis panamensis	des2pa		0503	103.20000	65.70000	207671	235562	207671		9	39	1.30	2020-01-30			alive
7951	Desmopsis panamensis	des2pa		0503	101.00000	74.20000	207679	235570	1091016	3	9	13	1.30	2020-01-30			alive
7952	Desmopsis panamensis	des2pa		0503	101.00000	74.20000	207679	235570	1091017	4	9	13	1.30	2020-01-30			alive
7953	Desmopsis panamensis	des2pa		0503	101.00000	74.20000	207679	235570	1091018	5	9	11	1.30	2020-01-30			alive
7954	Desmopsis panamensis	des2pa		0503	101.00000	74.20000	207679	235570	1075781	1	9			2020-01-30	Ss		stem dead
7955	Desmopsis panamensis	des2pa		0503	101.00000	74.20000	207679	235570	207679	2	9			2020-01-30	M;Cs		stem dead
7956	Desmopsis panamensis	des2pa		0503	102.50000	73.70000	207681	235572	950562	1	9	27	1.30	2020-01-30	L		alive
7957	Desmopsis panamensis	des2pa		0503	102.50000	73.70000	207681	235572	959734	2	9			2020-01-30	Ss		stem dead
7958	Desmopsis panamensis	des2pa		0503	102.00000	76.70000	207698	235589	1033098	3	9			2020-01-30	D		dead
7959	Desmopsis panamensis	des2pa		0503	102.00000	76.70000	207698	235589	660721	2	9			2020-01-30	D		dead
7960	Desmopsis panamensis	des2pa		0503	102.00000	76.70000	207698	235589	554979	1	9			2020-01-30	D		dead
7961	Desmopsis panamensis	des2pa		0503	119.20000	69.30000	207828	235720	207828		9			2020-01-30	D		dead
7962	Desmopsis panamensis	des2pa		0503	112.30000	79.90000	272571	405041	272571		9			2020-01-30	D		dead
7963	Desmopsis panamensis	des2pa		0503	108.50000	73.10000	308060	505027	308060	1	9	43	1.30	2020-01-30	M		alive
7964	Desmopsis panamensis	des2pa		0503	108.50000	73.10000	308060	505027	1091027	2	9	13	1.30	2020-01-30			alive
7965	Desmopsis panamensis	des2pa		0503	114.10000	72.50000	328123	605033	328123	1	9	24	1.30	2020-01-30			alive
7966	Desmopsis panamensis	des2pa		0503	114.10000	72.50000	328123	605033	1033115	2	9	23	1.30	2020-01-30			alive
7967	Desmopsis panamensis	des2pa		0503	110.70000	75.50000	328124	605034	328124		9	28	1.30	2020-01-30			alive
7968	Desmopsis panamensis	des2pa		0503	119.64000	74.30000	457681	805055	457254		9	18	1.30	2020-01-30			alive
7969	Desmopsis panamensis	des2pa		0503	115.97441	67.17685	499930	905061	1047652		9	16	1.30	2020-01-30			alive
7970	Desmopsis panamensis	des2pa		0504	108.30000	92.20000	207880	235773	1091051	4	9	15	1.30	2020-02-03			alive
7971	Desmopsis panamensis	des2pa		0504	108.30000	92.20000	207880	235773	907002	2	9			2020-02-03	Ss		stem dead
7972	Desmopsis panamensis	des2pa		0504	108.30000	92.20000	207880	235773	924687	3	9			2020-02-03	Ss		stem dead
7973	Desmopsis panamensis	des2pa		0504	108.30000	92.20000	207880	235773	885353	1	9			2020-02-03	R;M		broken below
7974	Desmopsis panamensis	des2pa		0504	110.80000	84.60000	207899	235792	885356	1	9			2020-02-03	D		dead
7975	Desmopsis panamensis	des2pa		0504	110.80000	84.60000	207899	235792	907005	2	9			2020-02-03	D		dead
7976	Desmopsis panamensis	des2pa		0504	113.70000	84.80000	207900	235793	950572	1	9			2020-02-03	D		dead
7977	Desmopsis panamensis	des2pa		0504	113.70000	84.80000	207900	235793	959743	2	9			2020-02-03	D		dead
7978	Desmopsis panamensis	des2pa		0504	114.60000	93.30000	207914	235807	980834	1	9			2020-02-03	D		dead
7979	Desmopsis panamensis	des2pa		0504	114.60000	93.30000	207914	235807	984049	2	9			2020-02-03	D		dead
7980	Desmopsis panamensis	des2pa		0504	117.60000	96.40000	207936	235829	207936		9			2020-02-03	D		dead
7981	Desmopsis panamensis	des2pa		0504	116.90000	94.50000	207940	235833	207940		9	37	1.30	2020-02-03	L		alive
7982	Desmopsis panamensis	des2pa		0504	116.90000	94.50000	207940	235833	1033127	2	9	14	1.30	2020-02-03			alive
7983	Desmopsis panamensis	des2pa		0504	118.10000	94.40000	207941	235834	729997	1	9	63	1.30	2020-02-03			alive
7984	Desmopsis panamensis	des2pa		0504	118.10000	94.40000	207941	235834	783143	2	9	13	1.30	2020-02-03			alive
7985	Desmopsis panamensis	des2pa		0504	117.30000	81.40000	207957	235851	950577	1	9	70	1.30	2020-02-03			alive
7986	Desmopsis panamensis	des2pa		0504	117.30000	81.40000	207957	235851	959748	2	9	46	1.30	2020-02-03			alive
7987	Desmopsis panamensis	des2pa		0504	104.16524	99.75030	499939	905067	1047661		9	22	1.30	2020-02-03			alive
7988	Desmopsis panamensis	des2pa		0504	114.68588	99.69646	499948	905078	1047671		9	13	1.30	2020-02-03			alive
7989	Desmopsis panamensis	des2pa		0504	117.28134	88.84722	499974	905104	1047704		9	18	1.30	2020-02-03			alive
7990	Desmopsis panamensis	des2pa		0504	107.83885	89.35181	536468	1005092	1094005		9	13	1.30	2020-02-03			alive
7991	Desmopsis panamensis	des2pa		0504	116.05220	97.92590	536472	1005096	1094009		9	12	1.30	2020-02-03			alive
7992	Desmopsis panamensis	des2pa		0505	100.90000	110.90000	207980	235874	858875	1	9	16	1.30	2020-02-04			alive
7993	Desmopsis panamensis	des2pa		0505	100.90000	110.90000	207980	235874	885366	2	9	13	1.30	2020-02-04			alive
7994	Desmopsis panamensis	des2pa		0505	100.50000	113.90000	207983	235877	207983		9	41	1.30	2020-02-04			alive
7995	Desmopsis panamensis	des2pa		0505	107.50000	103.00000	208032	235926	208032		9			2020-02-04	D		dead
7996	Desmopsis panamensis	des2pa		0505	112.00000	107.20000	208049	235943	730023		9			2020-02-04	D		dead
7997	Desmopsis panamensis	des2pa		0505	113.80000	113.60000	208065	235959	967078	1	9	49	1.30	2020-02-04			alive
7998	Desmopsis panamensis	des2pa		0505	113.80000	113.60000	208065	235959	972545	2	9	25	1.30	2020-02-04			alive
7999	Desmopsis panamensis	des2pa		0505	118.40000	109.10000	208093	235987	959755	1	9			2020-02-04	D		dead
8000	Desmopsis panamensis	des2pa		0505	118.40000	109.10000	208093	235987	967081	2	9			2020-02-04	D		dead
8001	Desmopsis panamensis	des2pa		0505	119.80000	104.50000	208108	236002	208108		9			2020-02-04	D		dead
8002	Desmopsis panamensis	des2pa		0505	109.10000	115.70000	238859	270103	238859		9			2020-02-04	D		dead
8003	Desmopsis panamensis	des2pa		0505	111.20000	111.90000	308150	505117	308150		9	25	1.30	2020-02-04	L		alive
8004	Desmopsis panamensis	des2pa		0505	117.90000	101.40000	308161	505128	308161		9	24	1.30	2020-02-04	L		alive
8005	Desmopsis panamensis	des2pa		0505	108.80000	112.90000	328165	605078	328165	1	9	16	1.30	2020-02-04	M		alive
8006	Desmopsis panamensis	des2pa		0505	108.80000	112.90000	328165	605078	1091072	2	9	12	1.30	2020-02-04			alive
8007	Desmopsis panamensis	des2pa		0505	111.46000	110.99000	457700	805072	457273		9	15	1.30	2020-02-04	L		alive
8008	Desmopsis panamensis	des2pa		0505	118.30000	103.32000	457702	805688	457275	1	9	16	1.30	2020-02-04	M		alive
8009	Desmopsis panamensis	des2pa		0505	118.30000	103.32000	457702	805688	1091086	2	9	14	1.30	2020-02-04			alive
8010	Desmopsis panamensis	des2pa		0505	102.55389	115.62258	499988	905115	1047720		9	14	1.30	2020-02-04			alive
8011	Desmopsis panamensis	des2pa		0505	110.60676	105.70520	500000	905127	1047736		9	14	1.30	2020-02-04			alive
8012	Desmopsis panamensis	des2pa		0505	100.46638	115.27657	500019	900693	1047756		9	24	1.30	2020-02-04			alive
8013	Desmopsis panamensis	des2pa		0505	109.04727	105.87498	536488	1000683	1094025		9	13	1.30	2020-02-04			alive
8014	Desmopsis panamensis	des2pa		0506	104.10000	131.10000	208143	236037	208143		9			2020-02-05	D		dead
8015	Desmopsis panamensis	des2pa		0506	104.60000	139.80000	208152	236046	208152		9	39	1.30	2020-02-05			alive
8016	Desmopsis panamensis	des2pa		0506	110.10000	124.30000	208205	236102	555124		9			2020-02-05	D		dead
8017	Desmopsis panamensis	des2pa		0506	116.30000	121.10000	208288	236185	208288		9	46	1.30	2020-02-05			alive
8018	Desmopsis panamensis	des2pa		0506	117.90000	123.70000	208294	236191	208294		9	33	1.30	2020-02-05			alive
8019	Desmopsis panamensis	des2pa		0506	103.90000	124.60000	238871	270115	238871		9	33	1.30	2020-02-05			alive
8020	Desmopsis panamensis	des2pa		0506	113.40000	123.70000	238882	270126	238882		9	31	1.30	2020-02-05			alive
8021	Desmopsis panamensis	des2pa		0506	104.20000	126.00000	328177	605090	328177		9	26	1.30	2020-02-05			alive
8022	Desmopsis panamensis	des2pa		0506	116.50000	133.40000	347892	705063	347890		9	18	1.30	2020-02-05			alive
8023	Desmopsis panamensis	des2pa		0506	104.17000	130.32000	457704	805075	457277		9	20	1.30	2020-02-05			alive
8024	Desmopsis panamensis	des2pa		0506	107.68989	131.92744	500025	905150	1047762		9	15	1.30	2020-02-05			alive
8025	Desmopsis panamensis	des2pa		0506	112.31830	135.22230	536534	1005153	1094080		9	14	1.30	2020-02-04			alive
8026	Desmopsis panamensis	des2pa		0507	114.30000	142.40000	208363	236260	208363	1	9	44	1.30	2020-02-06	L;M		alive
8027	Desmopsis panamensis	des2pa		0507	114.30000	142.40000	208363	236260	1091123	2	9	13	1.30	2020-02-06			alive
8028	Desmopsis panamensis	des2pa		0507	115.90000	154.60000	208412	236309	825276	1	9	39	1.30	2020-02-06			alive
8029	Desmopsis panamensis	des2pa		0507	115.90000	154.60000	208412	236309	858933	2	9	21	1.30	2020-02-06			alive
8030	Desmopsis panamensis	des2pa		0507	117.10000	148.80000	208427	236324	959769	1	9	52	1.30	2020-02-06			alive
8031	Desmopsis panamensis	des2pa		0507	117.10000	148.80000	208427	236324	967093	2	9			2020-02-06	Cs		stem dead
8032	Desmopsis panamensis	des2pa		0507	114.30000	145.00000	272665	405136	272665		9	30	1.30	2020-02-06			alive
8033	Desmopsis panamensis	des2pa		0507	108.00000	141.30000	273365	405992	273365	1	9	33	1.30	2020-02-06	M		alive
8034	Desmopsis panamensis	des2pa		0507	108.00000	141.30000	273365	405992	1091120	2	9	15	1.30	2020-02-06			alive
8035	Desmopsis panamensis	des2pa		0507	104.20000	152.90000	308174	505141	308174		9	25	1.30	2020-02-06			alive
8036	Desmopsis panamensis	des2pa		0507	105.20000	151.70000	308177	505144	308177		9	26	1.30	2020-02-06			alive
8037	Desmopsis panamensis	des2pa		0507	115.40000	157.60000	347908	705080	347906		9	15	1.30	2020-02-06			alive
8038	Desmopsis panamensis	des2pa		0508	100.30000	174.30000	208470	236367	208470		9	59	1.30	2020-02-10			alive
8039	Desmopsis panamensis	des2pa		0508	100.80000	175.40000	208478	236375	208478		9	27	1.30	2020-02-10			alive
8040	Desmopsis panamensis	des2pa		0508	101.30000	179.80000	208486	236383	555201	1	9	63	1.30	2020-02-10			alive
8041	Desmopsis panamensis	des2pa		0508	101.30000	179.80000	208486	236383	730106	3	9	23	1.30	2020-02-10			alive
8042	Desmopsis panamensis	des2pa		0508	101.30000	179.80000	208486	236383	660888	2	9			2020-02-10	Cs		stem dead
8043	Desmopsis panamensis	des2pa		0508	113.50000	166.90000	208539	236437	208539	1	9	28	1.30	2020-02-10	L		alive
8044	Desmopsis panamensis	des2pa		0508	113.50000	166.90000	208539	236437	1033189	2	9	19	1.30	2020-02-10			alive
8045	Desmopsis panamensis	des2pa		0508	113.50000	166.90000	208539	236437	1033191	4	9	18	1.30	2020-02-10			alive
8046	Desmopsis panamensis	des2pa		0508	113.50000	166.90000	208539	236437	1033190	3	9	15	1.30	2020-02-10			alive
8047	Desmopsis panamensis	des2pa		0508	111.60000	171.40000	208544	236442	885429		9			2020-02-10	D		dead
8048	Desmopsis panamensis	des2pa		0508	109.10000	174.10000	238925	270170	238925		9			2020-02-10	D		dead
8049	Desmopsis panamensis	des2pa		0508	115.20000	172.70000	238933	270178	238933		9	44	1.30	2020-02-10			alive
8050	Desmopsis panamensis	des2pa		0508	118.80000	174.50000	238934	270179	1091157	2	9	14	1.30	2020-02-10			alive
8051	Desmopsis panamensis	des2pa		0508	118.80000	174.50000	238934	270179	238934	1	9			2020-02-10	M;Cs		stem dead
8052	Desmopsis panamensis	des2pa		0508	104.70000	171.40000	272682	405153	272682		9	25	1.30	2020-02-10			alive
8053	Desmopsis panamensis	des2pa		0508	108.10000	176.60000	272684	405155	272684		9			2020-02-10	D		dead
8054	Desmopsis panamensis	des2pa		0508	109.50000	174.80000	272685	405156	272685		9			2020-02-10	D		dead
8055	Desmopsis panamensis	des2pa		0508	116.40000	162.30000	272691	405162	272691		9			2020-02-10	R		broken below
8056	Desmopsis panamensis	des2pa		0508	107.40000	161.90000	308189	505156	308189		9	28	1.30	2020-02-10			alive
8057	Desmopsis panamensis	des2pa		0508	103.90000	167.00000	347917	705090	347915		9	33	1.30	2020-02-10			alive
8058	Desmopsis panamensis	des2pa		0508	106.20000	161.20000	347921	705094	347919		9	29	1.30	2020-02-10			alive
8059	Desmopsis panamensis	des2pa		0508	112.60000	166.20000	347923	705096	347921		9	25	1.30	2020-02-10			alive
8060	Desmopsis panamensis	des2pa		0508	117.40000	163.30000	347936	705110	347934		9	20	1.30	2020-02-10			alive
8061	Desmopsis panamensis	des2pa		0508	119.07000	179.22000	457751	805120	457324		9	12	1.30	2020-02-10	L		alive
8062	Desmopsis panamensis	des2pa		0509	102.40000	197.20000	208652	236550	939354	1	9	44	1.30	2020-02-11			alive
8063	Desmopsis panamensis	des2pa		0509	102.40000	197.20000	208652	236550	950611	2	9	32	1.30	2020-02-11			alive
8064	Desmopsis panamensis	des2pa		0509	102.40000	197.20000	208652	236550	959780	3	9	21	1.30	2020-02-11			alive
8065	Desmopsis panamensis	des2pa		0509	102.30000	194.80000	208657	236555	208657		9	20	1.30	2020-02-11			alive
8066	Desmopsis panamensis	des2pa		0509	108.50000	183.20000	238941	270186	238941		9			2020-02-11	D		dead
8067	Desmopsis panamensis	des2pa		0509	109.70000	196.20000	272698	405169	578182		9			2020-02-11	OR		broken below
8068	Desmopsis panamensis	des2pa		0509	110.70000	196.70000	328218	605132	594980		9	12	1.30	2020-02-11			alive
8069	Desmopsis panamensis	des2pa		0509	118.10000	189.00000	328221	605135	328221		9	26	1.30	2020-02-11			alive
8070	Desmopsis panamensis	des2pa		0509	103.57253	195.20184	500066	905189	1047808		9	13	1.30	2020-02-11			alive
8071	Desmopsis panamensis	des2pa		0510	101.50000	200.40000	208784	236683	825333		9			2020-02-13	D		dead
