tree,n_missing_total,n_missing_1980_on,n_outliers_total
V0002N_raw,59,25,5
V0002S_raw,59,25,5
VOOO4N_raw,59,25,2
V0004S_raw,74,25,3
V0005N_raw,217,37,4
V0005S_raw,231,40,4
V0006N_raw,39,37,6
V0006S_raw,60,45,7
V0007E_raw,31,31,2
V0007W_raw,82,25,3
V0008S_raw,85,25,2
V0009N_raw,98,45,5
V0009E_raw,99,45,5
V0009W_raw,240,25,5
V0010N_raw,65,28,5
V0010S_raw,63,26,8
V0011N_raw,114,45,1
V0011W_raw,115,45,2
V0012N_raw,219,25,5
V0012S_raw,143,25,4
V0013N_raw,178,25,2
V0013W_raw,149,25,2
V0014N_raw,109,25,4
V0014S_raw,109,25,8
V0015E_raw,281,45,0
V0015W_raw,301,45,1
V0016E_raw,134,26,2
V0016W_raw,244,25,4
V0017W_raw,171,31,2
V0018E_raw,55,25,8
V0018W_raw,167,45,3
V0019E_raw,124,25,6
V0019W_raw,63,25,2
V0020E_raw,122,25,0
V0020W_raw,122,25,6
V0022N_raw,220,25,0
V0022S_raw,220,25,1
V0024N_raw,175,35,4
V0024S_raw,167,27,3
V0025W_raw,172,45,2
V0026N_raw,100,25,4
V0026S_raw,204,25,2
