tree,n_missing_total,n_missing_1980_on,n_outliers_total
HRG10A_raw,826,28,1
HRG10B_raw,274,28,5
HRG15A_raw,545,45,4
HRG15B_raw,618,45,3
HRG16A_raw,578,45,5
HRG17A_raw,479,45,5
HRG21A_raw,619,45,8
HRG3A_raw,579,28,7
HRG3B_raw,527,28,19
HRG4A_raw,839,45,5
HRG4B_raw,691,45,7
HOR14A_raw,867,42,2
HOR14B_raw,466,42,2
HOR14C_raw,441,42,12
HRK01A_raw,927,14,5
HRK01B_raw,922,14,3
HRK06A_raw,1108,14,0
HRK06B_raw,1049,14,1
HRK07A_raw,950,14,3
HRK07B_raw,919,14,5
HRK08A_raw,972,14,2
HRK09A_raw,989,14,0
HRK09B_raw,961,14,4
HRK10A_raw,888,14,4
HRK11A_raw,955,14,1
HRK11B_raw,947,14,1
HRK13B_raw,1004,14,1
HRK14A_raw,1051,14,1
HRK14B_raw,937,14,0
HRK15A_raw,910,14,2
HRK15B_raw,901,14,3
HRK16A_raw,912,14,8
HRK16B_raw,817,14,8
HRG33A_raw,1024,45,0
HRG33C_raw,467,45,0
