tree,n_missing_total,n_missing_1980_on,n_outliers_total
ucl02a_raw,471,16,5
ucl02b_raw,298,16,2
ucl03a_raw,305,16,5
ucl03b_raw,363,16,5
ucl04a_raw,85,16,12
ucl04b_raw,150,16,18
ucl05a_raw,273,16,8
ucl05b_raw,251,16,13
ucl06a_raw,324,16,1
ucl06b_raw,438,16,9
ucl07a_raw,342,16,3
ucl07b_raw,646,16,3
ucl07C_raw,509,45,1
ucl11a_raw,304,16,9
ucl11b_raw,232,22,5
ucl12a_raw,365,18,6
ucl12b_raw,366,16,9
ucl13a_raw,680,16,2
ucl13b_raw,562,16,1
ucl14a_raw,376,16,6
ucl14b_raw,606,16,6
ucl21a_raw,241,16,13
ucl21b_raw,275,16,9
ucl22a_raw,349,16,5
ucl22b_raw,419,16,5
ucl23a_raw,327,16,5
ucl23b_raw,356,16,12
ucl31a_raw,583,16,2
ucl41b_raw,578,45,1
ucl42a_raw,465,16,2
ucl51_raw,43,30,7
UCL100B_raw,239,9,2
UCL102A_raw,370,9,5
UCL102B_raw,407,9,3
UCL103A_raw,198,9,2
UCL103B_raw,226,9,3
UCL104A_raw,219,9,7
UCL104B_raw,50,9,14
UCL105A_raw,46,9,10
UCL106A_raw,241,9,4
UCL106B_raw,90,9,6
UCL107A_raw,236,9,10
UCL107B_raw,22,9,16
UCL108A_raw,282,9,5
UCL108B_raw,300,9,6
UCL109B_raw,204,9,15
UCL115A_raw,172,9,15
UCL101A_raw,9,9,7
UCL101B_raw,37,9,13
UCL105B_raw,93,45,8
