age_CE,FBU01A_raw,FBU01B_raw,FBU02A_raw,FBU03B_raw,FBU04A_raw,FBU04B_raw,FBU05A_raw,FBU05B_raw,FBU06A_raw,FBU06B_raw,FBU07A_raw,FBU08A_raw,FBU09A_raw,FBU09B_raw,FBU10B_raw,FBU12A_raw,FBU12B_raw,FBU13A_raw,FBU13B_raw,FBU14A_raw,FBU14B_raw,FBU15A_raw,FBU15B_raw,FBU16B_raw,FBU17A_raw,FBU17B_raw,FBU19A_raw,FBU19B_raw,FBU20A_raw,FBU20B_raw,FBU22A_raw,FBU22B_raw,FBU01A_raw_outlier_flag,FBU01B_raw_outlier_flag,FBU02A_raw_outlier_flag,FBU03B_raw_outlier_flag,FBU04A_raw_outlier_flag,FBU04B_raw_outlier_flag,FBU05A_raw_outlier_flag,FBU05B_raw_outlier_flag,FBU06A_raw_outlier_flag,FBU06B_raw_outlier_flag,FBU07A_raw_outlier_flag,FBU08A_raw_outlier_flag,FBU09A_raw_outlier_flag,FBU09B_raw_outlier_flag,FBU10B_raw_outlier_flag,FBU12A_raw_outlier_flag,FBU12B_raw_outlier_flag,FBU13A_raw_outlier_flag,FBU13B_raw_outlier_flag,FBU14A_raw_outlier_flag,FBU14B_raw_outlier_flag,FBU15A_raw_outlier_flag,FBU15B_raw_outlier_flag,FBU16B_raw_outlier_flag,FBU17A_raw_outlier_flag,FBU17B_raw_outlier_flag,FBU19A_raw_outlier_flag,FBU19B_raw_outlier_flag,FBU20A_raw_outlier_flag,FBU20B_raw_outlier_flag,FBU22A_raw_outlier_flag,FBU22B_raw_outlier_flag
1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,0.034,NA,NA,0.033,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,0.042,NA,NA,0.037,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,0.043,NA,NA,0.022,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,0.054,NA,NA,0.023,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,0.057,NA,NA,0.033,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,0.046,NA,NA,0.025,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,0.06,NA,NA,0.033,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,0.042,NA,NA,0.027,0.037,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,0.038,NA,NA,0.042,NA,NA,0.024,0.045,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,0.065,NA,NA,0.052,NA,NA,0.035,0.029,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,0.063,NA,NA,0.041,NA,NA,0.039,0.036,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,0.05,NA,NA,0.043,NA,NA,0.044,0.017,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,0.06,NA,NA,0.043,NA,NA,0.016,0.039,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA
1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.042,NA,NA,0.041,NA,NA,0.036,0.028,NA,0.031,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,0.048,NA,NA,0.044,NA,NA,0.036,0.029,NA,0.036,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,0.08,NA,NA,0.041,NA,NA,0.046,0.066,NA,0.034,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,0.086,NA,NA,0.039,NA,NA,0.032,0.042,NA,0.039,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,0.074,NA,NA,0.039,NA,NA,0.034,0.031,NA,0.038,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,0.058,NA,NA,0.053,NA,NA,0.018,0.032,NA,0.031,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,0.057,NA,NA,0.044,NA,NA,0.027,0.028,NA,0.022,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,0.043,NA,NA,0.04,NA,NA,NA,0.061,NA,NA,0.037,NA,NA,0.022,0.027,NA,0.021,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,0.048,NA,NA,0.051,NA,NA,NA,0.118,NA,NA,0.039,NA,NA,0.04,0.034,NA,0.049,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,0.043,NA,NA,0.048,NA,NA,NA,0.065,NA,NA,0.037,NA,NA,0.032,0.038,NA,0.034,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,0.041,NA,NA,0.054,NA,NA,NA,0.061,NA,NA,0.039,NA,NA,0.044,0.036,NA,0.038,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,0.028,NA,NA,0.029,0.025,NA,NA,0.066,NA,NA,0.027,NA,NA,0.051,0.021,NA,0.031,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.03,NA,NA,0.033,0.02,NA,NA,0.051,NA,NA,0.023,NA,NA,0,0.016,NA,0,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,0.041,NA,NA,0.036,0.052,NA,NA,0.054,NA,NA,0.045,NA,NA,0.032,0.039,NA,0.039,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,0.043,NA,NA,0.022,0.039,NA,NA,0.079,NA,NA,0.041,NA,0.044,0.025,0.052,NA,0.045,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,0.038,NA,NA,0.035,0.038,NA,NA,0.066,NA,NA,0.051,NA,0.051,0.029,0.031,NA,0.06,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE
1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,0.04,NA,NA,0.038,0.042,NA,NA,0.055,NA,NA,0.061,NA,0.032,0.038,0.052,NA,0.036,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,0.043,NA,NA,0.046,0.05,NA,NA,0.058,NA,NA,0.071,NA,0.05,0.022,0.023,NA,0.015,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,0.054,NA,NA,0.033,0.038,NA,NA,0.063,NA,NA,0.068,NA,0.047,0.043,0.041,NA,0.066,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE
1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,0.062,NA,NA,0.034,0.037,NA,NA,0.06,0.039,NA,0.056,NA,0.051,0.023,0.029,NA,0.032,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,0.047,NA,NA,0.041,0.043,NA,NA,0.047,0.049,NA,0.058,NA,0.024,0.049,0.035,NA,0.047,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,0.06,NA,NA,0.038,0.057,NA,NA,0.056,0.036,NA,0.061,NA,0.053,0.055,0.031,NA,0.026,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,0.055,NA,NA,0.034,0.041,NA,NA,0.085,0.026,NA,0.049,NA,0.031,0.048,0.039,NA,0.034,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,0.033,NA,NA,0.046,0.047,NA,NA,0.052,0.031,NA,0.066,NA,0.037,0.024,0.044,NA,0.026,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,0.055,NA,NA,0.045,0.05,NA,NA,0.07,0.02,NA,0.049,NA,0.04,0.027,0.036,NA,0.042,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,0.045,NA,NA,0.054,0.031,NA,NA,0.071,0.028,NA,0.043,NA,0.051,0.031,0.033,NA,0.039,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,0.026,NA,NA,0.037,0.041,NA,NA,0.059,0.036,NA,0.045,NA,0.051,0.038,0.034,NA,0.054,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,0.039,NA,NA,0.026,0.034,NA,NA,0.054,0.031,NA,0.047,NA,0.056,0.043,0.021,NA,0.035,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,0.037,NA,NA,0.02,0.034,NA,NA,0.075,0.027,NA,0.041,NA,0.051,0.027,0.036,NA,0.017,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,0.048,NA,NA,0.023,0.02,NA,NA,0.055,0.031,NA,0.027,NA,0.051,0.038,0.045,NA,0.02,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.05,NA,NA,0.039,NA,NA,0.034,0.045,NA,NA,0.047,0.024,NA,0.048,NA,0.061,0.029,0.054,NA,0.031,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
