year,month,PET,BAL,FIT1,FIT3,FIT6,FIT12,FIT24,FIT48
1968,8,1644600000000.00,-1640000000000.00,0.128500424,0.178550038,0.178565197,1.146396997,1.367409911,1.685836912
1968,9,28005823451.00,-28005823430.00,0.776265581,0.62154848,0.622839791,1.089466613,1.272605329,1.562974643
1968,10,128447853.40,-128447825.70,0.582563036,0.803997518,0.80624516,1.156106236,1.319416036,1.66411125
1968,11,1682.14,-1605.54,0.710638479,0.881013648,1.018326283,1.129788902,1.32610526,1.661060979
1968,12,0.00,21.70,0.546027309,0.722588053,1.126651841,1.133453389,1.324013632,1.693552608
1969,1,0.00,60.80,0.484835983,0.698826434,1.103901954,1.114280846,1.300602775,1.657521318
1969,2,0.00,34.40,0.45245181,0.520824088,0.922302143,1.11420206,1.300541884,1.657418153
1969,3,0.00,11.40,0.430199675,0.484947786,0.71606653,1.11420165,1.300541566,1.657417761
1969,4,0.95,45.65,0.247977357,0.45247431,0.698755775,1.114201649,1.300541565,1.65741776
1969,5,427914.47,-427843.87,0.346584679,0.421100576,0.520931089,1.114198972,1.300541332,1.657417817
1969,6,9788839612.00,-9788839448.00,-0.812450527,-0.808665428,0.360757651,1.112630102,1.299720709,1.6566608
1969,7,17408841210.00,-17408841178.00,0.541410841,0.524465115,0.533582033,1.227609033,1.346698514,1.648687232
1969,8,34498900000000.00,-34500000000000.00,-1.57624983,-1.307297681,-1.307298241,-0.004535411,0.617512115,1.150815118
1969,9,1180160000000.00,-1180000000000.00,0.406684971,-0.84500221,-0.84408545,-0.04157457,0.568860618,1.073023447
1969,10,20096606.28,-20096502.78,0.582584756,-0.405933705,-0.26607742,-0.049451541,0.576786393,1.113068324
1969,11,0.48,16.02,0.71063848,0.767599842,-0.133845052,-0.061798719,0.573764245,1.112896472
1969,12,0.00,32.80,0.546027309,0.72260079,-0.056941821,-0.022139512,0.607479866,1.144694521
1970,1,0.00,41.00,0.484835982,0.698826435,-0.149185541,-0.019051936,0.60421075,1.130540014
1970,2,0.00,25.10,0.452451748,0.520824088,0.827415581,-0.018900939,0.604263364,1.13053254
1970,3,0.16,46.14,0.431423766,0.484947786,0.716078214,-0.018900372,0.604263507,1.130532495
1970,4,0.00,60.10,0.479179214,0.452474576,0.698755776,-0.018900372,0.604263507,1.130532495
1970,5,67.76,-56.36,0.467042742,0.480475134,0.520932321,-0.018900764,0.604262785,1.130532093
1970,6,927989528.10,-927989491.30,0.200733481,0.203543733,0.502857573,-0.018807008,0.603928392,1.130152472
1970,7,856610000000.00,-857000000000.00,-0.320882051,-0.313211089,-0.303879304,-0.072308674,0.584996594,1.119540372
1970,8,12767700000000.00,-12800000000000.00,-1.004736838,-0.735204021,-0.73520229,0.547054899,0.424536055,1.07678559
1970,9,777483000000.00,-777000000000.00,0.520627827,-0.205971033,-0.204680924,0.528773965,0.393357397,1.017021029
1970,10,1365227069.00,-1365227027.00,0.582315162,0.172668662,0.267646368,0.544847461,0.395760231,1.052319171
1970,11,20.90,17.60,0.71063848,0.805457611,0.435882314,0.526542037,0.391602188,1.052368698
1970,12,0.00,22.30,0.546027309,0.722442682,0.529110082,0.557238368,0.42937528,1.083985595
1971,1,0.00,58.60,0.484835983,0.698826435,0.464978929,0.552341976,0.429324246,1.071565249
1971,2,0.00,40.20,0.452451848,0.520824088,0.859363677,0.552422052,0.429392677,1.071565125
1971,3,0.00,38.40,0.431150726,0.484947786,0.715933177,0.552422314,0.429392886,1.071565107
1971,4,0.01,74.69,0.84184428,0.452474722,0.698755776,0.552422313,0.429392886,1.071565106
1971,5,7086.01,-7027.41,0.464899997,0.479467383,0.520932301,0.552421109,0.429392112,1.071564666
1971,6,7171147.85,-7171138.25,0.513143503,0.514738547,0.519446404,0.552062442,0.429244396,1.071201548
1971,7,569592000000.00,-570000000000.00,-0.127478058,-0.119895741,-0.110350712,0.554378361,0.394105633,1.038602878
1971,8,1904410000000.00,-1900000000000.00,0.064547765,0.179844035,0.179859225,1.109494777,1.013097422,1.074784424
1971,9,2880930000000.00,-2880000000000.00,0.035971058,0.349361632,0.350716291,0.924575592,0.909287354,0.987632946
1971,10,65465952.91,-65465922.41,0.582575661,0.590994702,0.646874781,0.972352091,0.931911182,1.020563431
1971,11,145571.85,-145542.95,0.710638388,0.623184577,0.844276518,0.9488167,0.932331726,1.020723075
1971,12,0.08,41.82,0.546027309,0.72259544,0.947882017,0.963000183,0.953312391,1.052235343
1972,1,0.00,57.90,0.484835983,0.698826377,0.891551142,0.948959903,0.942028058,1.040682147
1972,2,0.00,39.30,0.452451842,0.520824088,0.703164839,0.948940022,0.942037299,1.040685668
1972,3,0.00,41.20,0.431249422,0.484947786,0.716073306,0.94893986,0.942037264,1.040685663
1972,4,20.03,32.07,0.086610204,0.452474451,0.698755718,0.948939859,0.942037264,1.040685663
1972,5,17907.12,-17886.42,0.461575449,0.477893164,0.52093227,0.948937732,0.942036725,1.040685205
1972,6,607498589.40,-607498555.20,0.294706672,0.297208657,0.508586115,0.948156039,0.941633074,1.040319691
1972,7,255134000000.00,-255000000000.00,0.176210608,0.181307339,0.190889647,0.99692824,0.961240335,1.020764139
1972,8,3641330000000.00,-3640000000000.00,-0.261981556,-0.020638562,-0.020627842,0.902741112,1.231459683,1.024394352
1972,9,215998000000.00,-216000000000.00,0.70562599,0.459196747,0.460476261,0.993312264,1.15470677,0.96984011
1972,10,406978264.50,-406978207.90,0.582507206,0.649384965,0.713171908,1.048353744,1.19241647,1.001369741
1972,11,13711.18,-13679.28,0.710638471,0.861439732,0.916428602,1.023721517,1.196685932,1.001594142
1972,12,0.00,20.50,0.546027309,0.722555311,1.021975046,1.033842897,1.203433501,1.033039767
1973,1,0.00,24.20,0.484835982,0.69882643,0.950049094,1.017782407,1.184473228,1.021998171
1973,2,0.00,23.50,0.452451737,0.520824088,0.906104738,1.01773947,1.184438385,1.022003832
1973,3,0.00,39.60,0.431193021,0.484947785,0.716036495,1.017739211,1.184438171,1.022003835
1973,4,0.03,67.57,0.640379728,0.452474571,0.69875577,1.01773921,1.184438171,1.022003835
1973,5,0.32,95.38,0.467089457,0.480497242,0.520932321,1.017736878,1.184437831,1.022003373
1973,6,2935255.07,-2935230.57,0.514946891,0.516536093,0.519523769,1.01694224,1.183943861,1.021762253
1973,7,3059923997.00,-3059923885.00,0.570537418,0.572159251,0.581164033,1.072289917,1.231704001,0.995248054
1973,8,2563510000000.00,-2560000000000.00,-0.076921159,0.165163656,0.165178482,1.140596689,1.245700748,1.492259117
1973,9,645128000000.00,-645000000000.00,0.561194572,0.547199145,0.548513971,1.046236852,1.213353727,1.396640985
1973,10,13114077679.00,-13114077656.00,0.579964485,0.69171876,0.763632674,1.106602597,1.254978082,1.471839484
1973,11,35676521.59,-35676480.19,0.710615849,0.817159236,0.971574505,1.081077789,1.260387093,1.470008513
1973,12,1.76,48.74,0.546027309,0.721058794,1.078585092,1.087815174,1.262956023,1.502428093
1974,1,0.00,54.60,0.484835982,0.698812286,0.99231833,1.070110215,1.241868686,1.475555293
1974,2,0.00,15.70,0.452451685,0.520824088,0.869183828,1.070048376,1.241821422,1.475492498
1974,3,0.00,35.50,0.431048511,0.484947786,0.714663583,1.070048037,1.241821158,1.475492252
1974,4,0.97,45.23,0.24234401,0.452474344,0.698741631,1.070048036,1.241821157,1.475492251
1974,5,607.53,-602.93,0.466874495,0.480392296,0.520932319,1.070045536,1.241820875,1.475492114
1974,6,55258481.93,-55258428.03,0.492980963,0.494676087,0.518570313,1.069148098,1.241319057,1.475022696
1974,7,143976000000.00,-144000000000.00,0.324712008,0.329167007,0.338619648,1.10571606,1.283033936,1.467866919
1974,8,2443020000000.00,-2440000000000.00,-0.052980244,0.161952264,0.161967011,1.109985391,1.359332358,1.729514122
1974,9,909027000000.00,-909000000000.00,0.481915203,0.518573986,0.519891111,1.028474458,1.230449135,1.585322309
1974,10,64025615450.00,-64025615377.00,0.56986141,0.67857217,0.74427855,1.08421405,1.271839711,1.688782375
1974,11,42269918.68,-42269905.98,0.710611667,0.786929373,0.950396492,1.059038833,1.277572583,1.685552225
1974,12,2.78,41.72,0.546027309,0.715105529,1.056828152,1.067105694,1.278958107,1.718042088
1975,1,0.00,60.70,0.484835983,0.698809672,0.979202903,1.050043032,1.257276187,1.680679702
1975,2,0.00,29.90,0.45245178,0.520824088,0.843761346,1.049988588,1.25722544,1.680570674
1975,3,0.00,51.00,0.431595019,0.484947786,0.709199779,1.049988281,1.257225162,1.68057026
1975,4,0.26,67.44,0.637137337,0.452474689,0.698739017,1.04998828,1.257225162,1.680570259
1975,5,0.91,36.29,0.467071266,0.480490317,0.520932321,1.049985846,1.257224895,1.680570352
1975,6,783423.05,-783394.75,0.51586474,0.517449401,0.519563009,1.049120192,1.256701455,1.680001414
1975,7,590997722.40,-590997658.10,0.575666791,0.57722038,0.586212539,1.102226205,1.297064961,1.677574945
1975,8,6617220000000.00,-6620000000000.00,-0.607977229,-0.300973569,-0.300967477,0.860530341,1.207480997,1.633870472
1975,9,103206000000.00,-103000000000.00,0.747396547,0.24132944,0.242695374,0.850933536,1.132943904,1.558601232
1975,10,70370990799.00,-70370990765.00,0.568611569,0.476396781,0.575528719,0.891117925,1.167499525,1.657240919
1975,11,277776592.30,-277776557.90,0.710462289,0.865825137,0.766940936,0.868672604,1.171333634,1.654233417
1975,12,87.75,-77.55,0.546027308,0.714339186,0.868557959,0.886785591,1.179656668,1.686725113
1976,1,0.00,39.50,0.484835982,0.69871628,0.776033429,0.874758724,1.161510488,1.65105791
1976,2,0.00,36.80,0.452451826,0.520824088,0.909740308,0.874761582,1.161480383,1.65095635
1976,3,0.00,10.30,0.430160945,0.484947785,0.708496182,0.874761516,1.161480189,1.650955963
1976,4,0.07,33.33,0.099990525,0.452474237,0.698645654,0.874761515,1.161480188,1.650955962
1976,5,522.71,-457.71,0.466919194,0.480407951,0.520932319,0.874759593,1.161479826,1.650956018
1976,6,7498956.90,-7498902.20,0.513004149,0.514602638,0.519440546,0.874088904,1.160995788,1.650412769
1976,7,28298256821.00,-28298256751.00,0.520048057,0.522348338,0.531469951,0.893300298,1.192510815,1.639607657
1976,8,5531340000000.00,-5530000000000.00,-0.501328131,-0.20394499,-0.203937484,0.959700471,1.136569198,1.656075358
1976,9,403366000000.00,-403000000000.00,0.639936055,0.299782553,0.301143103,0.888997788,1.068849335,1.523714542
1976,10,30691879749.00,-30691879740.00,0.576461084,0.521807064,0.61448698,0.935396022,1.101613883,1.617398843
1976,11,4196296.35,-4196278.35,0.710635818,0.839346618,0.809137889,0.912385838,1.104388871,1.614672035
1976,12,44.94,-27.24,0.546027309,0.719002517,0.911834865,0.928407018,1.116645276,1.647160412
1977,1,0.00,16.00,0.484835982,0.698824771,0.821930697,0.915300213,1.100564658,1.613545075
1977,2,0.00,19.70,0.452451712,0.520824088,0.887731412,0.915290908,1.100546519,1.613452561
1977,3,0.00,22.80,0.430600975,0.484947784,0.712776774,0.915290791,1.100546374,1.613452207
1977,4,0.00,69.30,0.683907337,0.452474446,0.698754112,0.91529079,1.100546373,1.613452207
1977,5,333.06,-271.06,0.466976649,0.480441997,0.52093232,0.915288758,1.100545957,1.613452217
1977,6,93794886.58,-93794867.68,0.477220415,0.478989762,0.517868937,0.914571476,1.10008083,1.612911533
1977,7,413731000000.00,-414000000000.00,0.006667579,0.013518147,0.023127022,0.91795633,1.11022163,1.588167891
1977,8,5632360000000.00,-5630000000000.00,-0.512015765,-0.250144295,-0.250137485,0.91865723,1.167654673,1.579573921
1977,9,833690000000.00,-834000000000.00,0.503897689,0.229523285,0.230883052,0.844713205,1.065756436,1.459568132
1977,10,58241970104.00,-58241970061.00,0.571002401,0.490808751,0.568533511,0.883182391,1.097765615,1.54303718
1977,11,11347317.57,-11347250.67,0.710631282,0.794622243,0.759389573,0.8608536,1.100487189,1.540788691
1977,12,59.31,12.89,0.546027309,0.715783219,0.860819331,0.879328082,1.112963023,1.573253407
1978,1,0.00,55.70,0.484835982,0.698821935,0.790626258,0.867489905,1.09699915,1.54322219
1978,2,0.00,57.40,0.452451963,0.520824088,0.850247262,0.867494879,1.096981685,1.543145481
1978,3,0.00,51.20,0.431602074,0.484947787,0.709821933,0.867494823,1.096981542,1.543145184
1978,4,0.39,26.71,0.032642305,0.452474602,0.698751277,0.867494822,1.096981541,1.543145184
1978,5,56062.84,-55992.04,0.450035014,0.472417413,0.52093216,0.867492916,1.096981121,1.543145115
1978,6,2492196.76,-2492189.46,0.515135771,0.51670023,0.519530826,0.866834482,1.096519651,1.542636104
1978,7,747947000000.00,-748000000000.00,-0.254138277,-0.246105438,-0.236684433,0.868555623,1.098169084,1.513142862
1978,8,441765000000000.00,-442000000000000.00,-2.749451713,-2.60082249,-2.600822328,-1.870936485,-1.399564502,-0.829384208
1978,9,39061900000000.00,-39100000000000.00,-1.648406729,-2.468683345,-2.468324569,-1.916489354,-1.449622609,-0.888002483
1978,10,758518000000.00,-759000000000.00,0.443990016,-2.034044636,-1.976239804,-1.924785588,-1.458005698,-0.904887085
1978,11,3531536987.00,-3531536968.00,0.708400861,-0.617280636,-1.938939019,-1.923855552,-1.460173526,-0.902743842
1978,12,2885.25,-2790.55,0.546027301,0.637500813,-1.922301151,-1.910341256,-1.439896113,-0.891241147
1979,1,0.00,82.30,0.484835983,0.697426921,-1.948045028,-1.903263202,-1.430195454,-0.88123358
1979,2,0.00,33.90,0.452451806,0.52082408,-0.484667011,-1.903184627,-1.430133353,-0.881176598
1979,3,0.00,38.20,0.431143676,0.484947787,0.637656025,-1.903184318,-1.430133125,-0.881176399
1979,4,0.20,28.90,0.054144614,0.452474374,0.697356675,-1.903184318,-1.430133125,-0.881176399
1979,5,2757.89,-2676.09,0.466236712,0.480090213,0.520932305,-1.903184183,-1.430133551,-0.881176861
1979,6,2624116.66,-2624088.16,0.515079534,0.516666892,0.519529393,-1.903098846,-1.430176928,-0.881254546
1979,7,39157747760.00,-39157747744.00,0.499341885,0.501918959,0.511084653,-1.923212118,-1.457438029,-0.899958598
1979,8,26874800000000.00,-26900000000000.00,-1.438372812,-1.15699167,-1.156991897,-0.509557394,-1.494593616,-0.9391544
1979,9,13993700000000.00,-14000000000000.00,-0.970291803,-0.943153692,-0.942083738,-0.154294686,-1.50146457,-0.948953129
1979,10,1697240000000.00,-1700000000000.00,0.301571722,-0.523288536,-0.384961027,-0.181685582,-1.510642987,-0.966884119
1979,11,13013534379.00,-13013534344.00,0.702418666,-0.041646151,-0.260718399,-0.192980983,-1.512597283,-0.964794174
1979,12,0.10,21.60,0.546027309,0.542426775,-0.188171614,-0.153094918,-1.493549558,-0.954186866
1980,1,0.01,122.89,0.484835984,0.693679435,-0.27716815,-0.148823846,-1.483972601,-0.944179526
1980,2,0.00,62.50,0.452451997,0.520824089,0.089777558,-0.148665985,-1.483913163,-0.944124432
1980,3,0.00,52.00,0.431630291,0.484947789,0.549245601,-0.148665386,-1.483912944,-0.944124239
1980,4,0.03,26.37,0.029400438,0.452474639,0.693610294,-0.148665386,-1.483912944,-0.944124239
1980,5,11.27,34.73,0.467070784,0.480484289,0.520932321,-0.148665666,-1.483913347,-0.944124679
1980,6,886037.10,-886034.60,0.515820933,0.517405792,0.519561138,-0.148705273,-1.483953584,-0.944196557
1980,7,916599000000.00,-917000000000.00,-0.354987348,-0.346700821,-0.337419236,-0.203402382,-1.510786986,-0.963442956
1980,8,334558000000000.00,-335000000000000.00,-2.639250986,-2.480914354,-2.48091437,-1.723695865,-1.342797088,-1.376305268
1980,9,89093100000000.00,-89100000000000.00,-2.130928988,-2.403711971,-2.403327302,-1.841262813,-1.416805061,-1.443813235
1980,10,181668000000.00,-182000000000.00,0.547017313,-1.965717214,-1.904024747,-1.847406493,-1.423382196,-1.453972833
1980,11,858508722.50,-858508696.80,0.710094039,-1.143312936,-1.863761015,-1.846819082,-1.425688321,-1.452251539
1980,12,70.89,-59.39,0.546027309,0.701417374,-1.845046225,-1.831783196,-1.40460393,-1.448395076
1981,1,0.00,8.40,0.484835981,0.698486027,-1.873190945,-1.824556524,-1.394827406,-1.439150422
1981,2,0.00,8.40,0.452451637,0.520824088,-1.032253591,-1.824471729,-1.394763574,-1.439112919
1981,3,0.00,31.50,0.430907503,0.484947784,0.696623484,-1.824471395,-1.394763339,-1.439112787
1981,4,0.44,19.46,-0.033791703,0.452474097,0.698415469,-1.824471395,-1.394763339,-1.439112787
1981,5,4201.93,-4106.83,0.465796902,0.479880838,0.520932309,-1.824471252,-1.39476378,-1.439113046
1981,6,8945352.54,-8945317.14,0.512389504,0.513989457,0.519414108,-1.824381119,-1.394809554,-1.439146126
1981,7,160291000000.00,-160000000000.00,0.300917964,0.30566927,0.315149463,-1.846034283,-1.423648696,-1.449753481
1981,8,20818000000000.00,-20800000000000.00,-1.293068914,-1.00372464,-1.003724356,-0.901232025,-1.418904019,-1.46741343
1981,9,6332410000000.00,-6330000000000.00,-0.430935878,-0.651730789,-0.650534845,0.140559028,-1.393212627,-1.460945621
1981,10,731038000000.00,-731000000000.00,0.448592974,-0.246125818,-0.109688806,0.124448495,-1.399275921,-1.47130244
1981,11,62523615.27,-62523597.07,0.710598819,0.345203214,0.032861774,0.110466597,-1.401667169,-1.469596226
1981,12,123.78,-62.38,0.546027308,0.640793617,0.114762975,0.148926542,-1.38002197,-1.465966879
1982,1,0.00,53.20,0.484835982,0.69880164,0.023201681,0.150151597,-1.370195364,-1.45676828
1982,2,0.00,9.50,0.452451644,0.520824088,0.454354049,0.150288947,-1.370130336,-1.456731459
1982,3,0.00,32.60,0.430946311,0.484947785,0.640703386,0.150289454,-1.370130097,-1.456731329
1982,4,1.31,26.89,0.034325884,0.452474161,0.698730988,0.150289453,-1.370130097,-1.456731329
1982,5,72.81,-9.01,0.467057319,0.48047522,0.520932321,0.150288864,-1.370130548,-1.456731581
1982,6,123249.98,-123220.38,0.516146566,0.517729804,0.519575045,0.150132697,-1.370177914,-1.456763565
1982,7,3185038393.00,-3185038370.00,0.570278428,0.571909653,0.580915054,0.123243224,-1.397837814,-1.466731965
1982,8,13173900000000.00,-13200000000000.00,-1.023518723,-0.714435076,-0.714433199,0.36187418,-0.366722425,-0.982976406
1982,9,25349200000000.00,-25300000000000.00,-1.371632026,-0.90000951,-0.898919607,-0.110385248,0.186651237,-0.946344626
1982,10,150794000000.00,-151000000000.00,0.552946348,-0.459290764,-0.319461516,-0.108808541,0.184415223,-0.960566403
1982,11,4943671.65,-4943634.25,0.710635344,-0.330685284,-0.190725702,-0.120603369,0.17937751,-0.958445288
1982,12,1.12,40.58,0.546027309,0.705061649,-0.115865838,-0.080772726,0.220076469,-0.947746567
1983,1,0.00,15.50,0.484835982,0.698824474,-0.207159092,-0.077130365,0.223145597,-0.937737982
1983,2,0.00,29.90,0.45245178,0.520824088,-0.194516034,-0.076975928,0.2232277,-0.937682689
1983,3,0.00,87.20,0.432873147,0.484947786,0.699973576,-0.076975346,0.223227967,-0.937682496
1983,4,37.71,43.49,0.219566127,0.45247477,0.698753816,-0.076975346,0.223227967,-0.937682496
1983,5,0.00,82.20,0.4670854,0.48049874,0.520932321,-0.07697569,0.223227146,-0.937682938
1983,6,26288.82,-26244.52,0.516187974,0.517771054,0.519576816,-0.077039462,0.222986982,-0.937755406
1983,7,81314606.04,-81314537.04,0.576730139,0.57827016,0.587259684,-0.114705048,0.190018602,-0.95554799
1983,8,4943500000000.00,-4940000000000.00,-0.435481446,-0.141038223,-0.141029697,0.087085339,0.405325374,-0.921221027
1983,9,39352900000000.00,-39400000000000.00,-1.653018937,-1.000210347,-0.99916716,-0.202292563,0.010487703,-0.951015012
1983,10,8110360000000.00,-8110000000000.00,-0.277115823,-0.663382619,-0.527725271,-0.340266486,-0.064463509,-0.976819485
1983,11,2237063048.00,-2237062988.00,0.709220447,-0.732449976,-0.412522328,-0.350010532,-0.07005614,-0.974697112
1983,12,1738078.93,-1737967.43,0.546022798,0.087714816,-0.345142207,-0.310554363,-0.028158684,-0.964232288
1984,1,0.79,15.11,0.484835982,0.697938982,-0.430594452,-0.305115936,-0.022219006,-0.954227432
1984,2,0.00,14.70,0.452451678,0.520819084,-0.603166085,-0.304953552,-0.022126907,-0.954172648
1984,3,0.00,40.50,0.431224754,0.484947785,0.116760362,-0.304952931,-0.022126594,-0.954172457
1984,4,0.00,69.20,0.681300147,0.45247453,0.697868585,-0.304952931,-0.022126595,-0.954172457
1984,5,3.02,36.68,0.467071386,0.480489108,0.520927317,-0.304953089,-0.022127428,-0.954172893
1984,6,35.76,102.44,0.516199225,0.51778224,0.519577295,-0.30494771,-0.022324933,-0.954243874
1984,7,16551986420.00,-16551986330.00,0.543118311,0.54512534,0.554195188,-0.346661665,-0.062867088,-0.970393607
1984,8,308140000000.00,-308000000000.00,0.579646101,0.624274267,0.624304181,-0.249020837,0.068066289,-0.065160116
1984,9,14866600000000.00,-14900000000000.00,-1.011892411,-0.241417208,-0.240092092,0.248964721,0.175393942,0.341010624
1984,10,3093300000000.00,-3090000000000.00,0.130085752,0.010024753,0.142993202,0.405674085,0.139492761,0.319336991
1984,11,14410888371.00,-14410888347.00,0.701540222,-0.118840746,0.302095511,0.388450182,0.134151111,0.321051727
1984,12,1234.77,-1207.27,0.546027306,0.419506939,0.391723511,0.422551978,0.175239512,0.348235293
1985,1,4.13,33.37,0.484835982,0.693128414,0.294728848,0.419962997,0.178891178,0.35052742
1985,2,0.00,24.80,0.452451746,0.520824085,0.014766081,0.420066165,0.178975566,0.350583354
1985,3,0.00,42.10,0.431281161,0.484947785,0.43380968,0.420066524,0.178975843,0.350583541
1985,4,0.00,52.40,0.346048391,0.452474496,0.693059435,0.420066524,0.178975843,0.350583541
1985,5,0.68,38.22,0.467071858,0.480487129,0.520932318,0.420065552,0.178975017,0.350582876
1985,6,2698.53,-2675.13,0.516198039,0.517781054,0.519577245,0.419762649,0.178742893,0.350353048
1985,7,15398270.70,-15398185.80,0.576867771,0.578405882,0.587395065,0.402611047,0.142643346,0.321865356
1985,8,439666000000.00,-440000000000.00,0.522043151,0.593503777,0.5935324,0.420372911,0.202373691,0.477739054
1985,9,5414920000000.00,-5410000000000.00,-0.330021724,0.308438054,0.309798291,0.748042349,0.668021082,0.46846804
1985,10,2529080000000.00,-2530000000000.00,0.194676367,0.394795089,0.502245474,0.807448957,0.785354682,0.457550191
1985,11,529401000000.00,-529000000000.00,0.422817441,0.268584543,0.662869794,0.76099579,0.773614916,0.455189139
1985,12,272785.25,-272750.75,0.546026601,0.423541322,0.761854031,0.783763776,0.801068572,0.48352113
1986,1,128.39,-115.09,0.484835979,0.509103044,0.667167537,0.774221798,0.793631945,0.483822438
1986,2,0.01,150.59,0.452452583,0.520823303,0.383742648,0.774252276,0.793662514,0.483871974
1986,3,0.00,31.20,0.43089696,0.484947785,0.437617405,0.774252327,0.793662567,0.483872137
1986,4,0.00,87.00,1.495453815,0.45247549,0.509088136,0.774252326,0.793662566,0.483872137
1986,5,22.63,11.27,0.467063562,0.480486659,0.520931536,0.774250655,0.793661936,0.483871489
1986,6,131094.06,-131059.76,0.516143219,0.517726507,0.519574903,0.773677707,0.793294241,0.483620391
1986,7,3130411.61,-3130362.51,0.576893389,0.578430871,0.587419991,0.783729733,0.787254385,0.454059999
1986,8,189595000000.00,-190000000000.00,0.635350787,0.661911999,0.661943562,0.807405713,0.809951066,0.569316095
1986,9,5062830000000.00,-5060000000000.00,-0.287695735,0.357972399,0.359326457,0.777754401,0.963910188,0.717636657
1986,10,7769450000000.00,-7770000000000.00,-0.255880575,0.192821402,0.316506855,0.578204878,0.883485626,0.662463628
1986,11,53369544912.00,-53369544881.00,0.67736737,0.065829281,0.486148966,0.578434713,0.882475032,0.663158865
1986,12,13980275.46,-13980270.96,0.545991026,0.103615231,0.580644203,0.607618168,0.905641947,0.692965798
1987,1,5596.46,-5569.76,0.484835852,0.677887211,0.48371085,0.601776437,0.89562193,0.689614362
1987,2,0.00,17.20,0.452451695,0.520783817,0.193017089,0.601846705,0.895638256,0.689650797
1987,3,0.00,21.70,0.430562323,0.484947656,0.13211611,0.601846924,0.895638251,0.689650912
1987,4,0.03,19.77,-0.031082524,0.452474092,0.677822724,0.601846924,0.89563825,0.689650912
1987,5,12.14,9.36,0.467062973,0.480475271,0.52089205,0.601845625,0.895637681,0.689650311
1987,6,113.31,-85.91,0.516199144,0.517782128,0.519577188,0.601416894,0.895241182,0.689363712
1987,7,766883559.00,-766883500.50,0.575300196,0.576860603,0.585853664,0.596198101,0.896840453,0.66028156
1987,8,16312551214.00,-16312551181.00,0.724407217,0.712541543,0.712575447,0.620833258,0.929689001,0.723253718
1987,9,11389500000000.00,-11400000000000.00,-0.828349012,-0.056624657,-0.055267715,0.367396695,0.75335916,0.967329864
1987,10,61286800000000.00,-61300000000000.00,-1.388233891,-0.884496952,-0.757063673,-0.595309052,-0.020149962,0.493904701
1987,11,67647846629.00,-67647846601.00,0.668658451,-1.011717569,-0.657034489,-0.603005244,-0.021279196,0.494918891
1987,12,6209440527.00,-6209440477.00,0.530074855,-1.06410952,-0.598349241,-0.565688051,0.020502316,0.523513224
1988,1,47138.66,-47103.26,0.484834889,0.669977016,-0.67565482,-0.558891791,0.025945988,0.523172563
1988,2,0.00,41.60,0.452451858,0.503156599,-0.894011852,-0.558729644,0.026036625,0.523219906
1988,3,0.00,45.90,0.43141515,0.484946701,-1.025725234,-0.558729018,0.02603693,0.523220061
1988,4,0.00,38.00,0.152220867,0.452474537,0.669914861,-0.558729018,0.02603693,0.523220061
1988,5,0.51,45.19,0.467074004,0.480486603,0.503265088,-0.558729027,0.026036097,0.52321942
1988,6,10209.74,-10167.84,0.516194839,0.517777867,0.519576249,-0.55867044,0.025830639,0.522961815
1988,7,3952054.88,-3951998.08,0.576891673,0.578429429,0.587418552,-0.60125382,-0.013757613,0.493546742
1988,8,96192274957.00,-96192274916.00,0.682126973,0.68894691,0.688979705,-0.578370873,-0.007724669,0.509059493
1988,9,24271400000000.00,-24300000000000.00,-1.342995896,-0.56990935,-0.56868208,-0.706394742,-0.174481897,0.42383919
1988,10,46429200000000.00,-46400000000000.00,-1.237285454,-0.86670087,-0.738481138,-0.574956351,-0.450175606,0.146918412
1988,11,2890810000000.00,-2890000000000.00,-0.299739656,-1.019217459,-0.666481896,-0.612844722,-0.472453851,0.132773689
1988,12,2813387477.00,-2813387439.00,0.538759371,-0.929814525,-0.608098164,-0.575535431,-0.4329683,0.158075848
1989,1,5909.32,-5871.42,0.484835845,-0.049515705,-0.685071334,-0.568698847,-0.424049003,0.162722773
1989,2,0.12,51.48,0.452451923,0.512766933,-0.901843694,-0.568536875,-0.423953095,0.162785192
1989,3,0.00,31.20,0.430896979,0.48494765,-0.89030426,-0.568536249,-0.423952758,0.162785403
1989,4,0.00,38.40,0.156894274,0.452474508,-0.049372368,-0.568536249,-0.423952758,0.162785403
1989,5,5.35,26.65,0.467068296,0.480481848,0.512875284,-0.568536253,-0.42395354,0.16278473
1989,6,482.98,-456.58,0.516198986,0.517781985,0.519577177,-0.568476055,-0.424092248,0.162582857
1989,7,57743844.26,-57743805.36,0.576779351,0.578318725,0.587308127,-0.611056405,-0.46712984,0.133567279
1989,8,14087133400.00,-14087133347.00,0.725617544,0.713429465,0.713463411,-0.586546851,-0.467114547,0.143138552
1989,9,91732700000000.00,-91700000000000.00,-2.146936823,-1.503216539,-1.502421546,-1.084929888,-0.830636663,-0.248627169
1989,10,11566900000000.00,-11600000000000.00,-0.460901598,-1.118509057,-1.002818511,-0.887536508,-0.630304931,-0.297213535
1989,11,1888130000000.00,-1890000000000.00,-0.061314305,-1.246941509,-0.930273112,-0.885615927,-0.644190283,-0.299882514
1989,12,24889744660.00,-24889744609.00,0.48395034,-0.159864062,-0.881492195,-0.852272465,-0.607108283,-0.279909678
