Year,HSU01A,HSU01B,HSU02A,HSU02B,HSU03A,HSU04A,HSU04B,HSU05A,HSU05B,HSU06A,HSU06B,HSU07A,HSU07B,HSU08A,HSU08B,LCU01A,LCU01B,LCU02A,LCU02B,LCU03A,LCU03B,LCU04A,LCU04B,LCU05A,LCU05B,LCU06A,LCU06B,LCU07A,LCU07B,LCU08A,LCU08B,LCU09A,LCU09B,LCU10A,LCU10B,MLU01A,MLU01B,MLU02A,MLU02B,MLU03A,MLU03B,MLU04A,MLU04B,MLU05A,MLU05B,MLU06A,MLU06B,MLU06Bb,MLU07A,MLU07B,MLU08A,MLU09A,MLU09B,MLU10A,MLU10B,VMU01A,VMU01B,VMU02A,VMU02B,VMU03A,VMU03B,VMU04A,VMU04B,VMU05B,VMU06A,VMU06B,VMU07A,VMU07B,VMU08A,VMU08B,VMU09A,VMU09B,VMU10A,VMU10B
1917,2.76,1.721,1.102,NA,2.841,1.864,1.778,1.744,1.447,0.735,1.28,1.192,0.613,0.945,0.861,0.439,0.284,0.479,0.256,0.299,0.536,0.633,NA,1.048,0.798,1.691,0.996,0.384,0.376,0.89,0.297,0.219,0.3,0.487,0.302,0.6,0.906,0.596,0.616,NA,0.065,0.167,0.235,0.995,0.574,0.401,NA,0.571,0.716,0.679,0.229,0.555,0.583,0.413,NA,0.764,1.455,2.723,1.55,3.019,1.827,3.18,4.291,0.73,1.063,0.803,1.089,0.962,2.932,2.362,1.812,2.563,1.609,1.768
1918,2.858,2.144,1.286,1.264,2.758,1.768,1.216,1.388,1.115,0.714,1.527,1.268,0.674,1.036,1.005,0.391,0.312,0.371,0.153,0.253,0.519,0.746,NA,1.084,0.753,1.867,1.11,0.36,0.299,0.992,0.289,0.25,0.269,0.329,0.22,0.541,0.89,0.657,0.74,NA,0.194,0.24,0.315,1.093,0.668,0.337,NA,0.509,0.651,0.604,0.288,0.71,0.646,0.456,NA,0.61,1.508,1.454,2.284,2.879,1.794,2.934,4.812,1.002,1.306,0.837,1.573,1.425,2.545,1.819,1.714,2.405,1.472,1.653
1919,1.788,1.303,0.647,1.327,2.352,1.05,0.788,1.379,1.101,1.022,1.955,1.317,0.887,0.998,0.94,0.462,0.396,0.446,0.21,0.279,0.593,0.801,NA,0.96,0.851,2.047,1.562,0.386,0.349,1.022,0.279,0.173,0.236,0.397,0.263,0.564,0.721,0.641,0.668,NA,0.202,0.183,0.27,0.966,0.836,0.276,NA,0.517,0.742,0.577,0.211,0.669,0.783,0.161,NA,0.461,0.817,0,1.368,1.978,1.344,2.104,2.942,0.94,0.655,0.495,1.086,0.8,2.154,1.47,1.003,1.509,0.914,0.97
1920,1.475,1.084,0.847,1.488,1.167,1.107,0.696,0.873,0.57,0.618,0.832,0.772,0.388,0.552,0.525,0.385,0.303,0.332,0.078,0.161,0.446,0.694,NA,1.005,0.773,1.386,1.455,0.35,0.195,0.745,0.218,0.175,0.187,0.247,0.166,0.397,0.651,0.531,0.717,NA,0.13,0.088,0.211,0.838,0.601,0.295,NA,0.516,0.529,0.316,0,0.69,0.68,0.411,NA,0.216,0.402,2.779,2.017,1.238,1.036,2.02,2.757,0.439,0.492,0.319,0.722,0.621,2.357,2,0.682,1.086,0.654,0.787
1921,3.024,1.634,1.052,2.034,1.746,1.381,1.152,1.031,0.826,0.79,0.936,0.812,0.64,0.995,0.71,0.435,0.309,0.328,0.157,0.227,0.58,0.697,NA,1.164,0.945,1.575,1.553,0.285,0.186,0.786,0.249,0.246,0.254,0.334,0.262,0.475,0.655,0.691,0.857,NA,0.306,0.319,0.387,1.309,0.7,0.479,NA,0.573,0.909,0.399,0.266,0.87,1.039,0.589,NA,0.817,1.621,3.431,2.985,1.757,1.353,2.369,3.644,0.762,0.811,0.588,1.093,0.85,2.283,2.381,0.972,1.334,1.18,1.373
1922,3.162,1.584,0.986,1.982,1.546,1.067,0.924,0.973,0.75,0.915,1.309,0.843,0.621,0.93,0.632,0.423,0.293,0.429,0.194,0.192,0.718,0.775,NA,1.098,1.006,1.505,1.469,0.275,0.295,0.82,0.257,0.245,0.327,0.339,0.262,0.451,0.675,0.373,0.513,NA,0.271,0.093,0.171,0.596,0.426,0.266,NA,0.252,0.53,0.306,0.197,0.607,0.647,0.3,NA,0.429,0.876,2.558,2.242,1.585,1.479,1.884,3.048,0.506,0.745,0.435,0.928,0.815,1.957,2.114,0.729,0.973,0.985,0.995
1923,2.988,1.985,1.285,1.981,1.934,1.46,1.689,0.978,0.858,0.918,1.059,0.806,0.597,0.908,0.612,0.361,0.252,0.381,0.184,0.181,0.631,0.666,NA,1.08,0.831,1.573,1.12,0.256,0.167,0.733,0.198,0.221,0.259,0.186,0.145,0.512,0.936,0.331,0.62,NA,0.244,0.157,0.256,0.756,0.454,0.219,NA,0.306,0.691,0.301,0.181,0.795,0.669,0.378,NA,0.246,1.05,3.081,2.317,0.952,1.065,1.972,2.882,0.469,0.57,0.398,0.888,0.638,2.29,1.842,0.739,1.195,1.024,1.142
1924,3.422,2.343,1.298,1.716,2.312,2.065,1.772,1.349,1.031,0.993,1.187,1.128,0.515,0.998,0.751,0.375,0.271,0.376,0.178,0.23,0.608,0.603,NA,1.196,0.956,1.533,1.06,0.294,0.167,0.819,0.188,0.221,0.273,0.301,0.221,0.494,0.832,0.685,0.773,NA,0.254,0.29,0.297,1.12,0.63,0.333,NA,0.456,0.511,0.559,0.273,0.969,0.847,0.408,NA,0.425,1.288,3.165,2.052,1.732,1.52,2.503,2.868,0.582,0.726,0.409,0.989,0.723,2.383,2.024,1.143,1.723,1.427,1.468
1925,2.957,2.045,1.878,2.23,1.755,1.925,1.358,1.929,1.777,0.97,1.175,1.676,0.466,1.078,0.944,0.311,0.212,0.32,0.167,0.183,0.553,0.656,NA,1.092,1.13,1.165,0.904,0.246,0.162,0.819,0.15,0.187,0.222,0.224,0.145,0.471,0.743,0.749,0.916,NA,0.51,0.384,0.334,1.029,0.574,0.274,NA,0.364,0.958,0.628,0.156,0.871,0.889,0.459,NA,0.709,1.13,2.759,2.063,2.142,1.613,2.464,2.972,0.67,0.963,0.51,1.244,0.704,2.932,1.948,1.094,1.611,1.381,1.393
1926,2.714,2.644,2.825,3.099,1.816,2.202,1.452,2.573,2.372,1.083,1.461,1.739,0.623,1.478,1.155,0.275,0.169,0.309,0.143,0.214,0.542,0.598,NA,1.065,0.904,1.735,1.15,0.304,0.156,0.781,0.156,0.253,0.282,0.215,0.189,0.463,0.692,0.83,1.018,NA,0.372,0.241,0.302,0.794,0.437,0.273,NA,0.412,0.788,0.449,0.176,0.962,0.548,0.425,NA,0.795,1.093,3.284,2.24,2.439,1.863,2.413,3.111,0.792,1.175,0.568,1.448,0.843,3.318,3.049,1.354,1.425,1.349,1.516
1927,2.559,2.115,3.515,3.191,1.843,1.841,1.307,2.899,2.19,1.251,1.736,1.811,0.933,1.401,1.421,0.307,0.237,0.415,0.214,0.216,0.575,0.685,NA,1.172,0.896,1.689,1.309,0.315,0.206,0.675,0.18,0.298,0.392,0.231,0.14,0.482,0.984,0.704,0.813,NA,0.299,0.205,0.295,0.841,0.571,0.307,NA,0.369,0.758,0.466,0.293,0.98,0.702,0.439,NA,0.609,1.037,2.744,1.971,1.896,1.42,2.193,2.965,0.682,0.873,0.465,1.502,0.979,2.651,2.621,1.12,1.434,1.209,1.444
1928,3.09,2.299,3.576,4.131,1.938,1.961,1.339,2.89,2.087,1.334,1.738,2.057,1.115,1.671,1.703,0.324,0.23,0.425,0.243,0.183,0.575,0.673,NA,1.285,0.987,1.754,1.338,0.321,0.212,0.772,0.175,0.332,0.36,0.326,0.185,0.468,0.793,0.719,0.811,NA,0.324,0.344,0.456,1.156,0.612,0.445,NA,0.525,0.664,0.677,0.347,0.959,0.879,0.43,NA,0.658,1.064,2.823,2.403,1.804,1.451,2.542,2.916,0.785,0.882,0.476,1.218,0.958,2.481,2.502,1.14,1.392,1.202,1.294
1929,2.67,2.033,2.649,4.104,1.703,1.554,1.112,2.511,1.846,1.075,1.211,1.498,1.329,1.642,1.753,0.336,0.212,0.404,0.255,0.198,0.468,0.591,NA,1.379,1.059,1.665,1.357,0.356,0.274,0.877,0.203,0.314,0.368,0.271,0.184,0.405,0.667,0.536,0.654,NA,0.219,0.178,0.246,0.756,0.604,0.348,NA,0.367,0.816,0.521,0.26,0.779,0.642,0.375,NA,0.553,0.68,2.587,1.94,1.584,1.188,1.942,2.508,0.645,0.864,0.558,1.103,0.778,2.182,1.888,1.032,1.235,1.147,1.199
1930,1.817,1.737,2.34,3.123,1.767,1.315,0.825,2.263,1.876,0.706,0.88,1.307,1.129,1.229,1.505,0.343,0.247,0.466,0.222,0.169,0.422,0.498,NA,1.148,0.81,1.587,1.328,0.353,0.368,0.955,0.18,0.274,0.325,0.348,0.202,0.489,0.758,0.68,0.822,NA,0.238,0.252,0.492,0.593,0.686,0.311,NA,0.375,0.811,0.502,0.324,0.632,0.589,0.294,NA,0.455,0.755,2.823,1.966,1.411,1.168,1.911,2.307,0.671,0.988,0.556,1.151,0.895,2.16,1.765,0.942,1.206,1.269,1.222
1931,1.86,1.304,2.778,2.788,1.004,1.002,0.673,1.859,1.879,0.809,0.933,1.32,0.928,0.978,1.506,0.21,0.179,0.445,0.175,0.158,0.347,0.52,NA,1.044,0.637,1.519,1.151,0.26,0.269,0.746,0.127,0.179,0.268,0.314,0.153,0.391,0.613,0.712,0.682,NA,0.249,0.246,0.323,0.618,0.619,0.211,NA,0.303,0.488,0.307,0.212,0.481,0.411,0.2,NA,0.525,1.007,2.651,2.131,1.695,1.128,2.097,2.329,0.81,1.347,0.712,1.022,0.774,2.59,1.884,0.815,1.017,1.109,1.268
1932,2.111,1.543,2.43,3.305,1.394,1.41,0.897,1.59,1.695,0.737,0.651,0.8,0.849,0.798,1.285,0.219,0.106,0.332,0.214,0.149,0.323,0.405,NA,1.049,0.534,1.333,0.983,0.217,0.201,0.657,0.177,0.221,0.266,0.22,0.177,0.345,0.582,0.984,0.659,NA,0.315,0.188,0.306,0.607,0.654,0.232,NA,0.217,0.493,0.508,0.244,0.678,0.599,0.337,NA,0.491,0.692,1.692,1.732,1.582,0.918,2.345,2.358,0.617,1.639,0.682,1.006,0.788,2.194,1.397,0.913,1.085,0.879,0.918
1933,1.484,1.52,1.926,3.087,1.167,0.994,0.687,1.482,1.354,0.634,0.68,0.715,0.814,0.73,1.208,0.308,0.177,0.442,0.242,0.226,0.401,0.463,NA,1.216,0.632,1.213,0.91,0.306,0.264,0.651,0.197,0.282,0.312,0.231,0.177,0.301,0.422,0.798,0.696,NA,0.226,0.159,0.265,0.508,0.481,0.325,NA,0.369,0.529,0.273,0.243,0.518,0.54,0.39,NA,0.503,0.649,1.96,1.661,1.517,0.915,1.959,2.091,0.645,1.535,0.766,0.991,0.833,2.355,1.725,0.756,1.042,0.993,0.898
1934,1.489,1.038,2.266,2.931,0.539,0.472,0.339,1.301,1.38,0.626,0.656,0.707,0.552,0.66,1.137,0.161,0.133,0.3,0.136,0.145,0.343,0.4,NA,1.052,0.571,1.169,0.971,0.154,0.103,0.471,0.122,0.141,0.211,0.132,0.092,0.319,0.484,0.819,0.685,NA,0.246,0.221,0.341,0.617,0.395,0.276,NA,0.35,0.804,0.582,0.204,0.635,0.555,0.265,NA,0.29,0.391,1.845,1.211,0.836,0.42,1.105,1.329,0.419,0.971,0.514,0.451,0.418,1.445,1.037,0.491,0.745,0.623,0.686
1935,1.385,1.31,2.565,2.403,0.71,0.889,0.81,1.907,1.474,0.924,0.852,0.723,0.691,0.806,1.334,0.149,0.085,0.277,0.152,0.104,0.26,0.311,0.155,0.878,0.52,1.144,0.801,0.163,0.115,0.415,0.095,0.131,0.207,0.135,0.135,0.415,0.515,0.546,0.5,NA,0.282,0.123,0.257,0.428,0.334,0.206,NA,0.25,0.512,0.324,0.115,0.533,0.353,0.371,NA,0.466,0.579,1.924,1.21,0.888,0.448,1.103,1.401,0.43,0.959,0.532,0.588,0.504,1.391,1.059,0.485,0.809,0.694,0.641
1936,1.354,2.002,2.358,2.053,0.922,1.166,0.932,2.1,1.482,1.006,0.84,0.632,0.628,0.63,1.109,0.189,0.107,0.326,0.162,0.105,0.247,0.264,0.132,0.855,0.555,1.264,0.961,0.22,0.175,0.409,0.101,0.14,0.19,0.202,0.158,0.448,0.55,0.507,0.539,NA,0.236,0.178,0.355,0.485,0.486,0.3,NA,0.304,0.584,0.341,0.224,0.751,0.46,0.331,NA,0.292,0.377,1.929,1.506,0.667,0.323,1.243,1.499,0.342,0.93,0.577,0.648,0.525,1.747,1.286,0.44,0.787,0.872,0.792
1937,1.897,2.77,2.285,2.67,0.834,1.005,0.957,1.708,1.4,0.975,0.835,0.901,0.803,0.85,1.342,0.149,0.143,0.345,0.149,0.135,0.197,0.304,0.135,0.571,0.519,1.3,0.895,0.246,0.267,0.462,0.105,0.127,0.184,0.205,0.218,0.353,0.55,0.504,0.545,NA,0.421,0.227,0.289,0.482,0.449,0.32,NA,0.27,0.592,0.419,0.099,0.676,0.43,0.285,NA,0.473,0.415,2.543,2.181,1.017,0.513,1.298,1.387,0.393,0.843,0.648,0.801,0.576,1.975,2.13,0.484,0.508,0.994,0.821
1938,2.583,3.497,2.212,2.631,1.24,1.695,1.588,2.534,1.483,1.611,1.055,1.036,1.214,1.225,1.7,0.127,0.08,0.232,0.115,0.113,0.178,0.289,0.116,0.777,0.569,1.671,0.927,0.161,0.214,0.419,0.051,0.113,0.171,0.143,0.162,0.38,0.475,0.455,0.494,NA,0.307,0.234,0.272,0.51,0.544,0.251,NA,0.253,0.51,0.201,0.197,0.696,0.447,0.319,NA,0.611,0.496,1.954,1.765,1.165,0.617,2.036,1.626,0.403,1.29,0.714,0.873,0.607,1.933,1.925,0.61,0.723,1.069,0.88
1939,2.642,3.345,2.314,2.427,0.871,1.551,1.721,2.732,1.421,1.304,0.878,0.977,1.104,0.951,1.538,0.171,0.118,0.301,0.169,0.146,0.339,0.363,0.144,1.015,0.702,1.828,1.317,0.221,0.262,0.565,0.146,0.134,0.204,0.19,0.198,0.324,0.701,0.547,0.486,NA,0.298,0.15,0.185,0.554,0.689,0.259,NA,0.324,0.59,0.186,0.141,0.756,0.409,0.216,NA,0.391,0.544,1.662,1.463,1.363,0.632,2.582,2.314,0.447,1.084,0.607,1.104,0.868,2.122,1.687,0.704,0.762,1.243,0.858
1940,2.782,2.904,2.511,2.487,0.812,1.832,1.857,2.758,1.817,1.326,0.97,1.139,1.141,1.164,1.849,0.116,0.063,0.297,0.161,0.133,0.274,0.33,0.149,0.887,0.729,1.562,1.165,0.176,0.171,0.46,0.083,0.134,0.196,0.181,0.148,0.416,0.655,0.741,0.812,NA,0.392,0.329,0.4,0.7,0.67,0.235,NA,0.297,0.64,0.374,0.232,0.829,0.621,0.36,NA,0.326,0.543,2.182,1.719,1.204,0.7,2.197,2.073,0.471,1.222,0.716,0.986,0.812,2.22,1.827,0.559,0.623,1.181,0.638
1941,2.836,2.649,2.627,2.374,0.968,1.801,1.355,2.47,1.355,1.313,0.976,0.938,1.323,0.991,1.56,0.16,0.076,0.232,0.142,0.095,0.203,0.276,0.21,0.874,0.61,1.702,0.96,0.219,0.164,0.404,0.072,0.1,0.154,0.153,0.136,0.379,0.526,0.59,0.493,NA,0.361,0.183,0.268,0.405,0.549,0.279,NA,0.308,0.959,0.219,0.085,0.507,0.507,0.318,NA,0.552,0.581,2.189,1.63,1.229,0.788,1.645,1.896,0.567,1.186,0.747,0.992,0.785,2.073,1.647,0.789,0.727,1.496,0.79
1942,2.689,2.097,2.396,2.332,1.048,1.675,1.579,2.394,1.241,1.425,0.871,0.984,1.255,0.953,1.414,0.173,0.162,0.285,0.202,0.142,0.219,0.268,0.188,1.019,0.869,1.733,0.961,0.28,0.224,0.476,0.11,0.158,0.211,0.21,0.205,0.347,0.479,0.673,0.584,NA,0.419,0.176,0.264,0.541,0.748,0.274,NA,0.27,0.785,0.251,0.314,0.651,0.655,0.316,NA,0.71,0.762,2.916,1.823,1.679,1.091,2.061,2.414,1.028,1.212,0.722,1.604,1.09,2.205,1.945,0.801,0.984,1.66,0.852
1943,3.124,1.696,2.984,2.461,1.035,1.646,1.719,2.637,1.771,1.959,1.069,1.362,1.545,1.037,1.459,0.103,0.068,0.253,0.153,0.1,0.228,0.26,0.241,1.121,0.95,1.677,1.072,0.287,0.217,0.4,0.105,0.13,0.181,0.196,0.165,0.422,0.602,0.707,0.719,NA,0.499,0.225,0.317,0.634,0.756,0.282,NA,0.226,1.141,0.477,0.161,0.764,0.592,0.376,NA,1.463,0.962,2.427,1.718,1.7,0.453,2.304,2.471,1.007,1.311,0.728,1.815,1.056,2.152,1.922,0.902,1.026,1.569,0.992
1944,1.908,1.221,2.379,1.944,0.741,1.335,1.25,2.08,0.975,1.899,1.003,1.222,1.354,0.878,1.215,0.196,0.156,0.363,0.194,0.185,0.214,0.231,0.197,1.359,0.906,2.155,1.23,0.318,0.25,0.456,0.159,0.164,0.242,0.183,0.215,0.392,0.588,0.417,0.541,NA,0.325,0.169,0.263,0.563,0.573,0.245,NA,0.257,0.514,0.345,0.233,0.62,0.472,0.295,NA,0.794,0.572,1.914,1.519,1.34,0.377,1.564,1.424,0.691,1.145,0.67,1.285,0.869,1.595,1.443,0.835,0.915,1.218,0.773
1945,3.287,1.524,2.113,1.742,1.21,1.513,1.717,2.023,0.943,1.682,1.077,1.131,1.313,0.83,1.136,0.104,0.093,0.22,0.158,0.125,0.274,0.225,0.218,1.366,0.756,2.05,0.919,0.253,0.192,0.514,0.142,0.144,0.209,0.112,0.198,0.444,0.566,0.576,0.464,NA,0.456,0.278,0.269,0.674,0.667,0.297,NA,0.305,0.908,0.486,0.281,0.699,0.588,0.357,NA,0.733,0.502,2.526,1.783,1.62,0.504,2.195,1.92,0.624,1.278,0.637,1.317,0.859,1.823,1.408,0.633,0.859,1.166,0.711
1946,3.795,1.771,2.489,1.941,1.117,1.745,1.825,1.967,1.063,1.272,0.919,1.679,1.073,0.892,1.143,0.168,0.161,0.262,0.159,0.154,0.273,0.268,0.186,1.49,0.795,2.301,1.064,0.314,0.258,0.556,0.141,0.204,0.266,0.252,0.266,0.343,0.587,0.674,0.413,NA,0.442,0.24,0.266,0.594,0.474,0.351,NA,0.4,0.996,0.529,0.153,0.795,0.782,0.283,NA,0.928,0.659,2.673,1.997,1.446,0.581,2.006,1.762,0.634,1.297,0.694,1.242,0.687,2.224,1.685,0.91,0.926,1.097,0.826
1947,3.787,1.618,1.893,1.601,0.988,1.584,1.59,2.372,0.851,1.436,1.005,1.687,1.357,0.995,1.061,0.186,0.16,0.191,0.166,0.138,0.194,0.234,0.175,1.454,0.75,2.155,1.335,0.28,0.231,0.503,0.15,0.196,0.225,0.186,0.197,0.553,0.624,0.628,0.537,NA,0.386,0.218,0.289,0.674,0.587,0.286,NA,0.266,0.766,0.513,0.279,0.846,0.73,0.34,NA,0.681,0.578,3.364,2.393,1.582,0.756,2.237,1.794,0.703,1.581,0.819,1.688,0.927,2.371,1.792,1.519,1.021,1.631,1.053
1948,3.147,1.785,1.838,1.936,0.87,1.435,1.297,1.82,0.724,1.259,0.811,1.175,0.955,0.772,0.728,0.201,0.154,0.206,0.119,0.192,0.229,0.238,0.188,1.475,0.76,1.768,1.332,0.273,0.262,0.445,0.136,0.205,0.257,0.315,0.322,0.342,0.473,0.475,0.389,NA,0.201,0.099,0.157,0.522,0.416,0.184,NA,0.223,0.606,0.248,0.199,0.669,0.443,0.12,NA,0.784,0.694,2.228,2.211,1.544,0.661,1.531,1.625,0.525,0.973,0.643,1.231,0.795,1.781,1.819,1.386,1.295,1.27,0.97
1949,3.636,3.103,2.466,2.207,0.993,1.832,1.525,2.201,0.929,1.436,1.098,1.118,1.054,1.116,0.974,0.271,0.136,0.272,0.224,0.13,0.161,0.171,0.19,1.682,0.767,2.24,1.712,0.249,0.165,0.459,0.149,0.222,0.251,0.427,0.295,0.408,0.502,0.676,0.484,NA,0.335,0.306,0.326,0.572,0.772,0.367,NA,0.364,0.806,0.7,0.291,0.89,0.606,0.331,NA,0.861,0.825,2.394,2.098,1.242,0.705,1.709,1.896,0.588,0.905,0.659,1.446,0.826,2.068,1.685,1.142,1.244,1.412,1.077
1950,2.764,2.432,2.376,2.054,0.563,1.089,0.781,1.402,0.762,1.225,0.876,0.964,0.683,0.725,0.717,0.243,0.154,0.379,0.26,0.2,0.25,0.289,0.281,2.119,1.203,2.15,1.869,0.34,0.258,0.619,0.2,0.327,0.415,0.7,0.511,0.527,0.575,0.533,0.45,NA,0.301,0.174,0.186,0.659,0.599,0.252,NA,0.244,0.436,0.397,0.221,0.583,0.448,0.211,NA,0.841,0.658,1.504,1.383,0.713,0.462,1.473,1.524,0.418,0.699,0.514,1.227,0.649,1.656,1.22,0.964,1.045,0.945,0.767
1951,3.426,3.464,2.593,2.209,0.894,1.58,1.15,1.886,0.843,1.918,1.067,1.046,0.916,0.997,1.017,0.281,0.242,0.454,0.278,0.207,0.271,0.31,0.472,2.72,1.893,2.551,2.195,0.455,0.314,0.625,0.223,0.399,0.466,0.832,0.532,0.471,0.641,0.503,0.377,NA,0.269,0.252,0.244,0.626,0.633,0.279,NA,0.298,0.525,0.601,0.249,0.552,0.366,0.223,NA,1.45,1.138,2.75,2.354,1.144,0.506,2.712,2.299,0.766,0.925,0.625,1.671,0.675,1.961,1.537,1.472,1.165,1.234,1.031
1952,2.434,3.362,2.162,1.864,0.962,1.79,1.137,1.667,1.006,1.346,0.971,0.916,0.692,0.844,0.87,0.248,0.225,0.476,0.244,0.189,0.271,0.329,0.437,2.435,1.766,2.023,1.763,0.433,0.282,0.689,0.253,0.433,0.456,0.711,0.486,0.256,0.51,0.418,0.389,NA,0.282,0.194,0.241,0.532,0.456,0.225,NA,0.238,0.559,0.528,0.306,0.531,0.312,0.264,NA,1.803,1.396,2.933,2.049,1.209,0.518,2.256,2.002,0.604,0.9,0.688,1.61,0.528,1.646,1.3,1.444,1.04,1.033,0.927
1953,3.333,2.898,2.522,2.071,0.998,1.587,1.221,1.494,1.044,1.324,1.383,1.174,0.856,1.015,0.929,0.263,0.245,0.501,0.223,0.207,0.308,0.39,0.428,2.127,1.839,2.436,1.98,0.444,0.309,0.739,0.254,0.485,0.464,0.795,0.455,0.473,0.574,0.334,0.256,NA,0.253,0.285,0.227,0.421,0.427,0.226,NA,0.276,0.467,0.329,0.198,0.457,0.203,0.227,NA,2.787,2.778,2.653,2.297,1.131,0.58,2.339,2.061,0.48,1.319,0.765,2.079,0.929,1.877,1.441,2.284,1.246,1.318,1.323
1954,1.591,1.432,2.148,1.897,0.209,0.564,0.349,0.886,0.442,0.911,0.89,1.304,0.583,0.565,0.649,0.194,0.137,0.478,0.225,0.207,0.322,0.333,0.337,2.195,1.858,3.13,1.905,0.413,0.301,0.659,0.23,0.455,0.45,0.606,0.357,0.591,0.689,0.37,0.336,NA,0.26,0.19,0.247,0.655,0.617,0.269,NA,0.286,0.422,0.485,0.321,0.409,0.181,0.141,NA,1.188,1.12,1.377,0.963,0.338,0.15,0.89,0.664,0.188,0.691,0.442,1.009,0.454,0.638,0.459,1.372,0.798,0.806,0.729
1955,2.572,2.03,2.553,2.469,0.644,1.452,1.047,1.226,0.797,1.086,1.141,1.273,0.788,0.825,0.89,0.192,0.139,0.482,0.231,0.185,0.289,0.44,0.289,2.168,1.889,3.046,2.235,0.346,0.277,0.601,0.208,0.581,0.479,0.628,0.399,0.494,0.584,0.391,0.39,NA,0.309,0.213,0.296,0.618,0.548,0.16,NA,0.218,0.71,0.537,0.283,0.625,0.406,0.189,NA,1.064,0.808,1.898,1.64,0.573,0.312,0.984,1.024,0.315,0.879,0.588,1.212,0.48,1.179,0.91,1.168,0.854,0.89,0.938
1956,2.171,1.649,2.421,2.745,1.035,1.416,0.971,1.15,0.708,1.098,0.935,0.861,0.763,0.945,0.996,0.272,0.183,0.407,0.222,0.188,0.23,0.429,0.277,2.398,2.087,2.685,2.12,0.326,0.264,0.621,0.224,0.613,0.498,0.589,0.447,0.33,0.413,0.366,0.317,NA,0.202,0.157,0.164,0.438,0.466,0.209,NA,0.282,0.429,0.328,0.108,0.45,0.249,0.201,NA,0.945,0.674,1.276,1.399,0.676,0.285,1.129,1.105,0.28,0.754,0.595,1.257,0.54,0.98,0.72,1.175,0.649,0.866,0.94
1957,2.265,1.908,2.608,2.854,1.274,2.13,1.375,1.991,0.856,1.544,1.592,0.973,0.835,1.304,1.491,0.148,0.073,0.27,0.205,0.138,0.185,0.249,0.161,2.368,2.102,2.223,1.828,0.156,0.101,0.392,0.137,0.501,0.405,0.289,0.274,0.482,0.529,0.392,0.498,NA,0.33,0.245,0.294,0.523,0.545,0.276,NA,0.377,0.601,0.551,0.242,0.579,0.416,0.294,NA,1.211,1.183,1.847,2.185,0.953,0.445,1.611,1.757,0.546,0.907,0.742,1.605,1.115,1.34,0.939,1.711,1,1.23,1.15
1958,2.52,1.76,2.455,2.42,1.331,1.915,1.49,1.542,0.739,1.507,1.587,1.01,1.057,1.099,1.232,0.25,0.129,0.381,0.208,0.189,0.253,0.302,0.231,2.675,2.167,2.184,1.571,0.318,0.219,0.519,0.153,0.527,0.416,0.513,0.441,0.401,0.715,0.329,0.471,NA,0.237,0.144,0.195,0.512,0.504,0.266,NA,0.371,0.409,0.406,0.269,0.375,0.331,0.264,NA,1.108,0.944,1.201,1.594,0.986,0.59,1.777,1.877,0.457,0.765,0.595,1.138,0.957,1.041,0.901,1.461,0.901,0.914,0.93
1959,2.176,1.162,1.722,1.928,0.775,1.242,1.109,1.204,0.627,1.277,1.368,1.191,1.133,1.268,1.141,0.158,0.062,0.399,0.187,0.114,0.218,0.265,0.263,2.155,1.901,1.963,1.376,0.257,0.16,0.384,0.128,0.511,0.42,0.399,0.256,0.463,0.688,0.364,0.472,NA,0.304,0.216,0.275,0.472,0.402,0.232,NA,0.157,0.462,0.352,0.177,0.524,0.259,0.278,NA,0.948,0.827,0.687,1.075,0.659,0.357,1.285,1.372,0.269,0.632,0.492,0.938,0.75,0.886,0.661,1.161,0.839,0.698,0.737
1960,2.707,1.73,2.543,2.122,1.49,2.096,1.725,1.674,0.905,1.447,1.257,1.261,1.322,1.759,1.322,0.203,0.148,0.515,0.206,0.127,0.188,0.36,0.448,2.25,1.808,2.255,1.508,0.349,0.232,0.366,0.133,0.599,0.42,0.57,0.38,0.365,0.556,0.34,0.395,NA,0.246,0.148,0.228,0.478,0.473,0.219,NA,0.238,0.333,0.21,0.284,0.415,0.244,0.183,0.086,1.361,1.288,1.394,1.552,0.995,0.498,1.351,1.317,0.346,1.057,0.606,1.114,1.044,1.092,0.942,1.429,1.038,1.16,1.052
1961,0.941,0.74,1.313,0.971,0.802,0.619,0.47,0.89,0.44,1.011,0.936,1.079,1.058,0.949,0.903,0.223,0.15,0.546,0.241,0.145,0.275,0.361,0.423,2.063,1.773,2.481,1.572,0.325,0.193,0.4,0.15,0.629,0.456,0.495,0.264,0.351,0.395,0.25,0.377,NA,0.254,0.154,0.214,0.504,0.483,0.173,NA,0.201,0.451,0.292,0.134,0.441,0.276,0.128,0.132,1.059,0.951,1.521,1.553,0.853,0.398,0.905,0.896,0.251,0.954,0.466,0.672,0.674,0.73,0.601,1.013,0.868,0.605,0.748
