tree,n_missing_total,n_missing_1980_on,n_outliers_total
0IJ401_raw,308,24,0
0IJ402_raw,302,24,0
0IJ403_raw,312,24,1
0IJ404_raw,297,24,0
0IJ405_raw,322,24,0
0IJ407a_raw,180,24,2
0IJ407b_raw,181,24,3
0IJ408b_raw,108,24,2
0IJ409a_raw,290,24,0
0IJ409b_raw,262,24,0
0IJ410b_raw,194,24,1
0IJ411a_raw,119,24,1
0IJ411b_raw,105,24,1
0IJ412a_raw,199,24,3
0IJ412b_raw,110,24,1
0IJ413a_raw,133,25,4
0IJ413b_raw,128,24,4
0IJ414a_raw,183,24,0
0IJ414b_raw,181,24,0
0IJ415a_raw,99,24,2
0IJ415b_raw,135,24,1
0IJ416a_raw,24,24,1
0IJ416b_raw,132,24,0
0IJ417a_raw,307,24,2
0IJ417b_raw,272,24,0
0IJ418a_raw,100,25,8
0IJ419a_raw,88,24,3
0IJ419b_raw,55,24,3
0IJ420a_raw,61,24,1
0IJ420b_raw,137,24,4
0IJ421a_raw,87,24,5
0IJ421b_raw,136,24,2
0IJ422a_raw,114,24,8
0IJ422b_raw,79,24,2
J23a_raw,96,24,0
J23b_raw,138,24,1
0IJ424b_raw,74,24,4
0IJ425a_raw,249,24,1
0IJ425b_raw,220,24,3
0IJ426a_raw,96,24,12
0IJ426b_raw,153,24,4
0IJ427a_raw,168,24,2
0IJ427b_raw,152,24,5
0IJ428a_raw,211,24,3
0IJ428b_raw,115,24,3
