tree,n_missing_total,n_missing_1980_on,n_outliers_total
MAB-01E_raw,61,26,1
MAB-01W_raw,62,28,1
MAB-02E_raw,68,26,1
MAB-02W_raw,67,26,0
MAB-03E_raw,66,26,0
MAB-03W_raw,64,26,0
MAB-04E_raw,67,26,2
MAB-04W_raw,62,26,1
MAB-05E_raw,75,26,0
MAB-05W_raw,65,26,1
MAB-06E_raw,58,26,1
MAB-06W_raw,60,26,2
MAB-07E_raw,71,26,1
MAB-07W_raw,71,26,1
MAB-08E_raw,71,26,1
MAB-08W_raw,73,26,0
MAB-09E_raw,57,26,2
MAB-09W_raw,64,26,0
MAB-10E_raw,76,26,2
MAB-10W_raw,72,26,2
MAB-11E_raw,91,26,0
MAB-11W_raw,90,26,0
MAB-12E_raw,31,26,3
MAB-12W_raw,26,26,2
MAB-13E_raw,76,26,1
MAB-13W_raw,92,26,0
