tree,n_missing_total,n_missing_1980_on,n_outliers_total
CSX021_raw,532,45,44
CSX031_raw,383,45,20
CSX032_raw,1896,45,3
CSX041_raw,1264,45,21
CSX051_raw,997,45,40
CSX081_raw,402,45,45
CSX101_raw,573,45,51
CSX102_raw,2295,45,0
DSQ010_raw,1052,45,23
DSQ020_raw,186,45,30
DSQ030_raw,150,45,47
DSQ040_raw,885,45,24
DSQ050_raw,1661,45,8
DSQ070_raw,1054,45,27
DSQ100_raw,822,45,32
EGR011_raw,2236,35,3
EGR012_raw,2150,35,6
EGR013_raw,2164,35,3
EGR031_raw,2221,35,2
EGR032_raw,2155,35,2
EGR041_raw,1891,35,2
EGR051_raw,1942,35,2
EGR052_raw,2087,35,0
EGR061_raw,1915,45,3
EGR101_raw,2100,35,3
EGR121_raw,2104,35,2
EGR151_raw,2084,35,0
EGR152_raw,1892,35,9
RWB011_raw,280,45,29
EVG01A_raw,2174,13,0
EVG01B_raw,2073,13,2
EVG02A_raw,1934,13,3
EVG02B_raw,1983,13,3
EVG03A_raw,2076,45,4
EVG03B_raw,2029,45,5
EVG04A_raw,2109,13,5
EVG04B_raw,2183,13,3
EVG05A_raw,2103,13,8
EVG05B_raw,2143,13,3
EVG06A_raw,1762,13,0
EVG06B_raw,1887,13,1
EVG07B_raw,2053,13,0
EVG08A_raw,1893,13,1
EVG08B_raw,2024,13,1
EVG09A_raw,2156,13,2
EVG09B_raw,2168,13,3
EVG10A_raw,2140,13,4
EVG10B_raw,2033,13,2
EVG11A_raw,2092,13,3
EVG11B_raw,1939,13,11
EVG12A_raw,2101,13,3
EVG12B_raw,2054,13,3
EVG13A_raw,2096,13,1
EVG13B_raw,2120,13,1
EVG14A_raw,2180,14,3
EVG14B_raw,2184,13,4
EVG15A_raw,2150,13,0
EVG15B_raw,2062,13,5
EVG16A_raw,2085,13,5
EVG16B_raw,2063,17,3
EVG17A_raw,2086,13,1
EVG17B_raw,2136,13,2
EVG18A_raw,2096,13,0
EVG18B_raw,2121,45,0
EVG19A_raw,2060,13,3
EVG19B_raw,1990,13,4
EVG20A_raw,2138,13,5
EVG20B_raw,2110,13,1
