tree,n_missing_total,n_missing_1980_on,n_outliers_total
CHP011_raw,641,41,3
CHP012_raw,691,41,2
CHP021_raw,970,40,2
CHP041_raw,384,45,3
CHP042_raw,828,45,5
CHP043_raw,94,45,11
CHP051_raw,611,41,2
CHP061_raw,426,40,2
CHP071_raw,409,41,3
CHP072_raw,92,41,5
CHP081_raw,782,45,5
CHP091_raw,640,40,7
CHP101_raw,514,45,0
CHP102_raw,1031,40,1
CHP121_raw,489,41,3
CHP131_raw,457,40,2
CHP141_raw,532,41,2
CHP142_raw,1048,45,0
CHP143_raw,783,45,0
CHP151_raw,281,41,5
CHP161_raw,706,45,5
CHP162_raw,777,40,3
CHP163_raw,897,41,1
CHP171_raw,703,42,0
CHP172_raw,656,41,1
CHP181_raw,841,41,2
CHP191_raw,935,45,1
CHP201_raw,847,41,2
CHP202_raw,847,41,2
CHP211_raw,497,40,2
CHP212_raw,259,40,5
CHP221_raw,477,41,13
CHP231_raw,41,41,3
CHP232_raw,568,40,2
CHP234_raw,997,45,1
CHP241_raw,714,45,7
CHP242_raw,841,41,2
CHP251_raw,491,45,5
CHP261_raw,361,41,8
CHP262_raw,760,40,3
CHP281_raw,840,40,1
CHP291_raw,266,41,6
CHP301_raw,564,41,4
CHP311_raw,54,40,3
CHP321_raw,402,41,3
CHP331_raw,921,45,0
CHP332_raw,503,40,1
CHP341_raw,414,40,3
CHP342_raw,768,40,2
CHP351_raw,41,41,13
CHP361_raw,747,40,0
CHP371_raw,686,41,4
CHP381_raw,580,40,6
