age_CE,HMSM01B_raw,HMSM02B_raw,HMSM03A_raw,HMSM04B_raw,HMSM05B_raw,HMSM06A_raw,HMSM07A_raw,HMSM08B_raw,HMSM09A_raw,HMSM11A_raw,HMSM12A_raw,HMSM13A_raw,HMSM14A_raw,HMSM15B_raw,HMSM16B_raw,HMSM17A_raw,HMSM18A_raw,HMSM19B_raw,HMSM20B_raw,HMSM01B_raw_outlier_flag,HMSM02B_raw_outlier_flag,HMSM03A_raw_outlier_flag,HMSM04B_raw_outlier_flag,HMSM05B_raw_outlier_flag,HMSM06A_raw_outlier_flag,HMSM07A_raw_outlier_flag,HMSM08B_raw_outlier_flag,HMSM09A_raw_outlier_flag,HMSM11A_raw_outlier_flag,HMSM12A_raw_outlier_flag,HMSM13A_raw_outlier_flag,HMSM14A_raw_outlier_flag,HMSM15B_raw_outlier_flag,HMSM16B_raw_outlier_flag,HMSM17A_raw_outlier_flag,HMSM18A_raw_outlier_flag,HMSM19B_raw_outlier_flag,HMSM20B_raw_outlier_flag
1704,NA,NA,NA,0.46,0.48,0.99,0.47,0.63,NA,NA,NA,0.31,0.39,NA,NA,0.21,NA,NA,0.29,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1705,NA,NA,NA,0.55,0.62,0.94,0.46,0.73,NA,NA,NA,0.36,0.49,NA,NA,0.26,NA,NA,0.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1706,NA,NA,NA,0.45,0.61,1.16,0.49,0.6,NA,NA,NA,0.34,0.41,NA,NA,0.17,NA,NA,0.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1707,NA,NA,NA,0.69,0.31,0.86,0.14,0.45,NA,NA,NA,0.2,0.32,NA,NA,0.1,NA,NA,0.13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1708,NA,NA,NA,1.03,0.77,1.33,1.2,0.75,NA,NA,NA,0.32,1.09,NA,NA,0.15,NA,NA,0.37,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1709,NA,NA,NA,0.58,0.79,1.14,0.48,0.6,NA,NA,NA,0.29,0.62,NA,NA,0.11,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1710,NA,NA,NA,0.63,0.89,1.36,0.77,0.93,NA,NA,NA,0.44,1.04,NA,NA,0.16,NA,NA,0.54,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1711,NA,NA,NA,0.58,0.83,1.27,0.72,1.16,NA,NA,NA,0.46,1.01,NA,NA,0.16,NA,NA,0.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1712,NA,NA,NA,0.68,0.78,1.8,0.81,1.04,NA,NA,NA,0.38,0.91,NA,NA,0.16,NA,NA,0.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1713,NA,NA,NA,0.58,0.42,1.61,0.76,0.74,NA,NA,NA,0.38,0.83,NA,NA,0.13,NA,NA,0.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1714,NA,NA,NA,0.41,0.47,1.59,0.69,0.74,NA,NA,NA,0.28,0.59,NA,NA,0.2,NA,NA,0.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1715,NA,NA,NA,0.31,0.31,1.25,0.43,0.69,NA,NA,NA,0.28,0.41,NA,NA,0.22,NA,NA,0.23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1716,NA,NA,NA,0.55,0.61,1.59,0.84,1.08,NA,NA,NA,0.47,0.43,NA,NA,0.28,NA,NA,0.51,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1717,NA,NA,NA,0.57,0.72,1.29,0.73,0.9,NA,NA,NA,0.67,0.43,NA,NA,0.27,NA,NA,0.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1718,NA,NA,NA,0.69,0.64,1.52,0.56,0.69,NA,NA,NA,0.51,0.33,NA,NA,0.2,NA,NA,0.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1719,NA,NA,NA,1.04,0.59,1.63,0.44,0.7,NA,NA,NA,0.43,0.35,NA,NA,0.03,NA,NA,0.38,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1720,NA,NA,NA,1.29,0.67,1.96,0.55,0.71,1.02,NA,NA,0.49,0.41,NA,NA,0.11,NA,NA,0.38,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1721,NA,NA,NA,0.93,0.59,1.4,0.44,0.58,0.72,NA,NA,0.37,0.32,NA,NA,0.1,NA,NA,0.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1722,NA,NA,NA,0.91,0.52,1.86,0.46,0.85,0.85,NA,NA,0.53,0.37,NA,NA,0.13,NA,NA,0.33,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1723,NA,NA,NA,0.78,0.64,1.63,0.64,0.96,0.97,NA,NA,0.52,0.38,NA,NA,0.22,NA,NA,0.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1724,NA,NA,NA,0.72,0.51,1.62,0.54,0.93,1.06,NA,NA,0.41,0.38,NA,NA,0.21,NA,NA,0.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE
1725,NA,NA,NA,0.75,0.54,1.52,0.53,0.76,0.99,NA,NA,0.48,0.32,NA,0.97,0.23,NA,NA,0.37,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1726,NA,NA,NA,0.86,0.6,1.76,0.65,1.14,1.07,NA,NA,0.55,0.5,NA,1.04,0.26,NA,NA,0.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1727,NA,NA,NA,0.84,0.76,1.6,0.64,1.18,1.02,0.34,NA,0.65,0.66,NA,0.85,0.43,NA,NA,0.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1728,NA,NA,NA,0.81,0.72,1.47,0.69,1.27,0.91,0.29,NA,0.63,0.5,NA,0.84,0.34,NA,NA,0.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1729,NA,NA,NA,0.77,0.65,1.28,0.74,0.96,0.92,0.46,NA,0.56,0.52,NA,0.8,0.31,NA,NA,0.37,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1730,NA,NA,NA,0.68,0.5,1.06,0.45,0.73,0.84,0.34,NA,0.47,0.39,NA,0.55,0.31,NA,NA,0.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1731,NA,NA,NA,0.76,0.64,1.22,0.65,0.71,0.81,0.43,NA,0.7,0.81,NA,0.43,0.31,NA,NA,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1732,NA,NA,NA,0.85,0.64,1.58,0.68,0.86,0.9,0.45,NA,0.74,0.77,NA,0.57,0.41,NA,NA,0.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1733,NA,NA,NA,0.9,0.62,1.42,0.66,1.07,0.87,0.36,NA,0.73,0.78,NA,0.53,0.39,NA,NA,0.51,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1734,NA,NA,NA,0.73,0.51,1.24,0.49,0.86,0.8,0.3,NA,0.68,0.72,NA,0.89,0.61,NA,NA,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1735,NA,NA,NA,0.82,0.52,1.31,0.56,0.93,0.86,0.41,NA,0.68,0.58,NA,1.55,0.57,NA,NA,0.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,FALSE
1736,NA,NA,NA,0.84,0.52,1.47,0.69,0.96,1.03,0.35,NA,0.65,0.56,NA,1.77,0.41,NA,NA,0.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,FALSE
1737,NA,NA,NA,0.84,0.4,1.37,0.63,0.77,0.93,0.34,NA,0.62,0.41,NA,1.12,0.3,NA,NA,0.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1738,NA,NA,NA,0.9,0.56,1.28,0.71,0.99,0.92,0.46,NA,0.75,0.52,NA,0.99,0.35,NA,NA,0.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1739,NA,NA,NA,0.91,0.55,1.42,0.76,1.02,0.85,0.39,NA,0.82,0.45,NA,0.6,0.39,NA,NA,0.33,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1740,NA,NA,NA,1.04,0.49,1.49,0.67,0.99,1.05,0.32,NA,0.83,0.62,NA,0.35,0.32,NA,NA,0.44,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1741,NA,NA,NA,1,0.59,1.81,0.72,1.1,0.88,0.45,NA,1.52,0.59,NA,0.55,0.34,NA,NA,0.38,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1742,NA,NA,NA,0.46,0.35,1.18,0.08,0.62,0.47,0.18,NA,0.66,0.29,NA,0.17,0.25,NA,NA,0.19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1743,NA,NA,NA,1.2,0.92,1.6,0.77,0.94,0.97,0.29,1.28,1.26,0.51,NA,0.46,0.51,NA,NA,0.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1744,NA,NA,NA,0.88,0.67,0.96,0.57,0.72,0.83,0.28,0.7,0.84,0.45,NA,0.18,0.35,NA,NA,0.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1745,NA,NA,NA,0.78,0.58,1.27,0.42,0.8,1.06,0.23,0.23,0.69,0.48,NA,0.21,0.33,NA,NA,0.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1746,NA,NA,NA,0.88,0.61,1.18,0.55,0.81,0.86,0.12,0.54,1.14,0.5,NA,0.23,0.33,NA,NA,0.64,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1747,NA,NA,NA,0.86,0.5,1.12,0.47,0.84,0.76,0.2,0.75,1.06,0.43,NA,0.17,0.4,NA,NA,0.67,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1748,NA,NA,NA,0.64,0.28,0.93,0.35,0.61,0.55,0.16,0.65,0.71,0.35,NA,0.13,0.26,NA,NA,0.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1749,NA,NA,NA,0.75,0.41,0.74,0.35,0.48,0.48,0.17,0.46,0.57,0.31,NA,0.12,0.18,NA,NA,0.51,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1750,NA,NA,NA,0.83,0.35,0.85,0.39,0.71,0.64,0.2,0.62,0.47,0.27,NA,0.13,0.21,NA,NA,0.44,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1751,NA,NA,NA,0.91,0.27,0.97,0.45,0.64,0.72,0.31,0.51,0.68,0.36,NA,0.16,0.3,NA,NA,0.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1752,NA,NA,NA,0.67,0.12,0.38,0.23,0.35,0.33,0.15,0.2,0.25,0.23,NA,0.06,0.05,NA,NA,0.27,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE
1753,NA,NA,NA,0.68,0.12,0.39,0.28,0.25,0.56,0.07,0.21,0.33,0.28,1.07,0.08,0.09,NA,NA,0.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1754,NA,NA,NA,0.68,0.19,0.46,0.41,0.44,0.49,0.15,0.27,0.47,0.18,1.05,0.13,0.22,NA,NA,0.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1755,NA,NA,NA,0.95,0.19,0.35,0.37,0.31,0.38,0.11,1.15,0.34,0.37,0.89,0.44,0.13,NA,NA,0.66,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1756,NA,NA,NA,1.03,0.37,0.68,0.46,0.63,0.58,0.2,0.64,0.5,0.42,1.1,0.43,0.34,NA,NA,0.61,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1757,NA,NA,NA,0.7,0.3,0.67,0.39,0.43,0.6,0.21,0.49,0.41,0.41,1.25,0.37,0.36,NA,NA,0.45,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1758,NA,NA,NA,0.79,0.35,0.9,0.42,0.57,0.71,0.27,0.51,0.45,0.43,1.11,1.23,0.36,NA,NA,0.54,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1759,NA,NA,NA,0.58,0.38,0.84,0.44,0.36,0.58,0.15,0.47,0.47,0.47,1.16,1.43,0.38,NA,NA,0.55,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
1760,NA,NA,NA,0.71,0.52,0.79,0.54,0.63,0.68,0.18,0.48,0.49,0.45,1.32,1.29,0.41,NA,NA,0.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1761,NA,NA,NA,0.89,0.53,0.9,0.5,0.56,0.73,0.15,0.13,0.35,0.47,1.38,1.19,0.34,NA,NA,0.38,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1762,NA,NA,NA,1.15,0.57,0.88,0.74,0.81,0.77,0.28,0.59,0.82,0.51,1.41,0.99,0.52,NA,NA,0.56,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1763,NA,NA,NA,0.78,0.53,0.81,0.62,0.6,0.71,0.21,0.59,0.81,0.54,1.27,0.93,0.46,NA,NA,0.63,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1764,NA,NA,NA,0.96,0.44,0.73,0.62,0.45,0.95,0.3,0.5,0.81,0.53,1.1,0.65,0.47,NA,NA,0.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1765,NA,NA,NA,0.8,0.29,0.6,0.52,0.39,0.76,0.33,0.24,0.78,0.44,1.2,0.66,0.35,NA,NA,0.66,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1766,NA,NA,NA,0.77,0.33,0.53,0.49,0.38,0.66,0.29,0.07,0.66,0.42,1.11,0.53,0.28,NA,NA,0.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1767,NA,NA,NA,1.04,0.42,0.6,0.52,0.38,0.83,0.45,0.37,0.77,0.57,1.58,0.35,0.25,NA,NA,0.55,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1768,NA,NA,NA,1.39,0.37,0.61,0.49,0.48,0.88,0.48,0.32,0.93,0.51,1.64,0.38,0.52,NA,NA,1.58,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1769,NA,NA,NA,1,0.38,0.71,0.75,0.73,0.88,0.41,0.44,0.66,0.52,1.52,0.31,0.5,NA,NA,1.32,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1770,NA,NA,NA,0.84,0.3,0.52,0.64,0.78,0.79,0.28,0.48,0.68,0.45,1.43,0.31,0.28,NA,NA,1.1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1771,NA,NA,NA,0.96,0.34,0.45,0.62,0.73,0.82,0.33,0.62,0.67,0.6,1.33,0.39,0.4,NA,NA,0.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1772,NA,NA,NA,0.93,0.3,0.48,0.54,0.61,0.68,0.24,0.31,0.65,0.48,1.05,0.29,0.3,NA,NA,0.81,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1773,NA,NA,NA,1.23,0.45,0.75,0.69,0.78,1,0.31,0.81,0.87,0.66,1.56,0.38,0.46,NA,NA,0.76,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1774,NA,NA,NA,0.91,0.46,0.58,0.71,0.74,0.98,0.35,0.9,0.77,0.52,0.98,0.36,0.5,NA,NA,0.72,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1775,1.04,NA,0.37,0.62,0.38,0.44,0.56,0.53,0.77,0.28,0.41,0.66,0.39,1.05,0.36,0.3,NA,NA,0.75,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1776,1.01,NA,0.35,0.56,0.32,0.62,0.7,0.6,1.09,0.22,0.65,0.61,0.31,1.37,0.27,0.28,NA,NA,0.97,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1777,1.2,NA,0.28,0.67,0.39,0.7,0.75,0.57,1,0.26,0.7,0.62,0.36,1.35,0.45,0.37,NA,NA,0.86,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1778,1.2,NA,0.2,0.7,0.48,0.64,0.88,0.75,0.87,0.24,0.9,0.65,0.43,1.57,0.36,0.49,NA,NA,0.64,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1779,1.18,NA,0.3,0.85,0.45,0.78,0.83,0.82,0.82,0.26,0.84,0.7,0.36,1.38,0.29,0.62,NA,NA,0.61,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1780,0.96,NA,0.37,0.84,0.39,0.65,0.69,0.64,0.73,0.32,0.59,0.6,0.36,0.98,0.35,0.64,NA,NA,0.38,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1781,0.83,NA,0.3,0.81,0.3,0.62,0.61,0.47,0.62,0.31,0.46,0.58,0.43,0.94,0.38,0.57,NA,NA,0.47,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1782,1.01,NA,0.23,0.82,0.25,0.58,0.51,0.47,0.57,0.2,0.52,0.71,0.37,0.99,0.34,0.66,NA,NA,0.86,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1783,1.03,NA,0.26,0.79,0.24,0.37,0.5,0.5,0.4,0.13,0.69,0.52,0.37,0.94,0.29,0.49,0.84,NA,0.48,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1784,1.12,NA,0.23,0.62,0.31,0.27,0.51,0.42,0.51,0.12,0.68,0.46,0.38,0.94,0.32,0.44,0.65,NA,0.32,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1785,1.17,NA,0.24,0.53,0.31,0.29,0.45,0.31,0.41,0.08,0.32,0.26,0.4,0.87,0.29,0.34,0.62,NA,0.28,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1786,1.37,NA,0.18,0.61,0.37,0.32,0.55,0.42,0.45,0.11,0.44,0.49,0.49,1.38,0.31,0.5,1.01,NA,0.34,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1787,1.04,NA,0.1,0.56,0.26,0.36,0.41,0.27,0.52,0.17,0.45,0.38,0.37,1.28,0.33,0.43,0.82,NA,0.31,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1788,1.27,NA,0.12,0.96,0.27,0.43,0.54,0.33,0.56,0.14,0.7,0.34,0.26,1.45,0.43,0.54,0.97,NA,0.31,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1789,1.15,NA,0.09,0.72,0.24,0.39,0.49,0.39,0.44,0.13,0.43,0.38,0.4,1.43,0.31,0.73,0.62,NA,0.32,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
