id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1388,520,178,115,24,18,18,2,16,16,53,141,69,19,71,128
2,2,32.72,-109.92,3020,1281,457,173,109,25,18,19,2,16,17,50,144,68,20,78,133
3,3,36.85,-112.02,1800,2828,1635,231,162,23,40,70,27,14,2,15,42,10,10,60,24
4,4,35.23,-111.57,2000,2194,1135,169,105,24,21,52,8,18,4,27,57,27,13,62,23
5,5,35.064,-113.876,1893,2650,1414,238,162,9,23,35,6,3,1,18,40,19,10,97,37
6,6,32.377,-110.685,1877,3279,1833,279,204,36,8,33,3,9,5,26,88,42,19,85,99
7,7,32.377,-110.685,1877,3279,1833,279,204,36,8,33,3,9,5,26,88,42,19,85,99
8,8,33.8,-109.32,2438,1639,706,140,84,56,28,34,5,41,10,14,90,53,9,58,82
9,9,33.8,-109.32,2438,1639,706,140,84,56,28,34,5,41,10,14,90,53,9,58,82
10,10,32.627,-110.298,2074,2889,1540,255,181,18,10,19,1,15,6,21,68,31,15,48,63
11,11,31.726,-110.84,2278,2830,1479,273,199,38,4,41,5,3,14,49,138,60,33,103,109
12,12,31.723,-110.839,2385,2676,1365,265,191,40,5,42,6,3,16,51,143,63,34,107,113
13,13,35.27,-111.75,2260,1631,747,127,58,29,30,72,13,20,3,27,68,25,11,68,28
14,14,32.622,-109.819,2667,1949,877,207,136,17,15,17,2,14,14,37,118,51,15,56,93
15,15,32.586,-110.283,2252,2621,1343,243,170,17,8,21,1,17,6,21,70,31,15,51,64
16,16,35.09,-113.9,2300,2066,1007,205,132,9,29,39,7,4,3,19,43,21,12,109,41
17,17,32,-109.33,1828,3287,1819,260,184,3,5,14,3,6,16,29,113,25,9,40,65
18,18,32,-109.33,1828,3287,1819,260,184,3,5,14,3,6,16,29,113,25,9,40,65
19,19,32.12,-110.52,2200,2764,1444,270,193,22,5,24,2,6,7,32,102,40,19,64,76
20,20,32.442,-110.784,2746,1638,661,205,133,54,15,47,4,11,3,35,144,54,26,165,164
21,21,31.461,-110.355,1812,3549,2009,288,208,20,3,20,3,4,16,38,109,38,14,56,82
22,22,36.6833,-110.5333,500,3065,1827,201,151,11,5,16,8,7,1,13,26,13,8,9,9
23,23,33.992,-109.381,2969,960,288,100,44,83,40,58,10,43,15,19,100,54,10,85,102
24,24,35.17,-111.52,2057,2025,1011,163,99,28,25,56,10,22,4,27,62,31,14,62,30
25,25,35.17,-111.52,2057,2025,1011,163,99,28,25,56,10,22,4,27,62,31,14,62,30
26,26,32.712,-109.922,3014,1366,508,177,114,25,18,19,2,17,16,51,140,69,19,73,128
27,27,32.7,-109.92,2896,1533,615,187,123,24,17,18,2,15,16,49,137,66,19,71,127
28,28,32.41378,-110.714957,2534,2019,915,220,148,41,11,43,3,11,5,33,120,56,21,106,132
29,29,32.41378,-110.714957,2534,2019,915,220,148,41,11,43,3,11,5,33,120,56,21,106,132
30,30,32.433619,-110.790248,2577,1920,840,220,147,51,14,45,4,10,4,34,134,53,25,151,153
31,31,32.433619,-110.790248,2577,1920,840,220,147,51,14,45,4,10,4,34,134,53,25,151,153
32,32,32.41378,-110.714957,2534,2019,915,220,148,41,11,43,3,11,5,33,120,56,21,106,132
33,33,32.41378,-110.714957,2534,2019,915,220,148,41,11,43,3,11,5,33,120,56,21,106,132
34,34,32.41378,-110.714957,2534,2019,915,220,148,41,11,43,3,11,5,33,120,56,21,106,132
35,35,32.433619,-110.790248,2577,1920,840,220,147,51,14,45,4,10,4,34,134,53,25,151,153
36,36,32.433619,-110.790248,2577,1920,840,220,147,51,14,45,4,10,4,34,134,53,25,151,153
37,37,32.433619,-110.790248,2577,1920,840,220,147,51,14,45,4,10,4,34,134,53,25,151,153
38,38,34.88,-111.82,1377,3475,2039,261,183,24,21,42,8,13,2,20,42,32,10,49,23
39,39,35.38,-111.53,2225,1773,843,144,79,23,22,51,9,23,3,27,66,28,14,60,32
40,40,35.23,-111.57,2000,2194,1135,169,105,24,21,52,8,18,4,27,57,27,13,62,23
41,41,35.5,-111.83,2194,1814,865,147,80,25,35,72,13,18,3,26,66,21,14,74,34
42,42,35.32,-111.72,2682,1189,451,112,45,45,46,118,22,36,5,31,73,28,16,97,47
43,43,35.2,-112.2,2157,1925,925,158,91,31,49,79,12,12,3,27,64,23,12,90,39
44,44,36.4,-112.2,2781,1444,631,145,71,55,107,185,47,24,3,25,69,12,17,126,70
45,45,34,-109.3,2845,1084,358,114,58,71,34,48,8,46,16,17,108,56,11,75,91
