id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
55,55,36.768,-112.182,2300,1907,877,209,124,129,37,81,65,59,18,45,86,33,129,22,26
56,56,36.603,-112.156,2500,1618,696,189,103,167,53,96,71,62,19,48,93,42,148,30,33
57,57,36.352,-112.101,2775,1241,452,159,65,240,87,119,73,54,15,50,97,54,182,44,43
58,58,35.054572,-111.604947,2190,1707,732,160,84,141,60,86,56,32,21,83,93,56,176,58,14
59,59,35.054572,-111.604947,2190,1707,732,160,84,141,60,86,56,32,21,83,93,56,176,58,14
60,60,34.741633,-111.5042,2055,1963,894,183,109,118,58,77,46,28,14,78,88,42,165,48,10
61,61,34.741633,-111.5042,2055,1963,894,183,109,118,58,77,46,28,14,78,88,42,165,48,10
62,62,35.3,-120.27,580,3979,2294,336,285,421,119,176,27,5,4,0,1,7,133,0,117
63,63,39.02,-122.82,426,3284,1755,305,203,213,157,285,20,14,14,1,1,2,22,6,198
64,64,37.72,-120.42,274,4108,2453,338,288,138,86,263,20,8,26,1,1,0,23,3,120
65,65,39.52,-121.43,305,3819,2209,338,290,298,188,476,57,24,60,1,1,10,38,9,266
66,66,40.27,-121.85,853,3228,1763,314,238,211,136,318,61,45,69,2,4,17,53,10,220
67,67,38.77,-121.1,183,3844,2219,342,301,196,146,348,25,14,31,1,1,3,47,13,171
68,68,35.52,-118.67,670,3970,2313,330,278,139,63,155,44,6,15,0,1,1,73,7,61
69,69,37.87,-121.95,245,3390,1770,351,320,194,126,283,28,8,17,1,1,2,62,6,150
70,70,37.05,-121,396,3955,2263,351,320,109,42,104,4,3,4,1,1,2,23,0,58
71,71,36.47,-121.18,350,3668,2013,306,211,178,49,170,11,4,3,1,1,4,63,1,100
72,72,38.7,-120,2591,756,184,124,49,332,200,662,48,45,135,10,11,12,63,25,279
73,73,39.52,-120.55,1921,1289,436,180,96,471,308,883,101,61,119,4,6,23,97,32,459
74,74,39.55,-120.2,2268,1007,301,147,75,228,142,443,58,36,64,5,7,14,54,24,233
75,75,37.75,-118.68,2990,784,207,124,44,135,114,165,22,24,30,6,9,4,43,5,123
76,76,37.63,-121.77,149,3473,1835,345,304,145,90,224,19,5,16,1,1,3,46,3,119
77,77,37.63,-121.77,149,3473,1835,345,304,145,90,224,19,5,16,1,1,3,46,3,119
78,78,37.87,-119.37,2630,575,104,56,7,300,158,329,26,32,45,9,8,2,68,7,209
79,79,37.88,-119.37,2626,602,114,60,9,300,158,330,26,32,45,9,8,2,67,7,210
80,80,37.87,-119.37,2615,583,107,56,8,300,158,329,26,32,45,9,8,2,68,7,209
81,81,37.4,-121.78,475,3400,1759,356,337,193,114,339,26,8,20,1,2,5,73,3,180
82,82,36.49,-120.88,1067,3475,1877,334,272,251,59,221,19,5,5,1,1,5,70,0,107
83,83,36.34,-120.52,1219,3398,1862,323,250,288,58,174,25,5,6,0,1,5,75,0,105
84,84,40.53,-122.03,396,3952,2358,335,283,199,129,259,50,44,52,3,5,16,59,11,206
85,85,39.21,-122.44,468,3841,2243,332,271,186,129,217,17,8,22,1,1,2,15,2,155
86,86,40.28,-122.45,421,4057,2451,334,278,209,154,269,46,29,41,3,6,7,33,8,206
87,87,36.29,-118.78,1132,3344,1809,319,253,230,129,261,102,14,22,2,1,1,97,0,138
88,88,40.25,-122.38,218,4129,2512,335,279,184,116,222,34,27,42,2,5,7,29,7,180
89,89,35.91,-118.67,1237,2985,1522,296,209,213,106,242,75,10,25,1,1,1,91,4,111
90,90,40.09,-122.03,143,4019,2416,331,268,173,104,221,30,19,52,1,4,10,27,6,152
91,91,38,-120.61,457,3870,2250,335,284,256,141,362,26,13,29,1,2,1,40,8,174
92,92,34.74,-120,1036,3733,2071,356,337,548,211,220,23,5,2,0,1,4,136,8,104
93,93,36.39,-121.55,755,3297,1678,337,267,354,81,297,18,8,8,2,1,4,90,8,187
94,94,36.12,-121.46,646,3559,1905,333,257,589,105,340,31,9,4,2,1,8,160,13,238
95,95,36.55,-118.89,701,4076,2405,338,293,209,119,236,87,15,23,2,1,1,100,1,128
96,96,34.92,-119.24,1051,3372,1799,319,246,133,53,91,24,3,3,0,1,2,54,5,34
97,97,39.84,-122.61,342,4124,2505,337,286,166,106,213,33,19,40,2,2,4,13,2,149
98,98,35.69,-120.26,558,3508,1890,291,190,218,55,98,25,3,2,0,0,3,54,0,72
99,99,38.67,-122.27,180,3680,2065,334,273,201,156,285,20,6,21,0,1,1,37,5,173
100,100,37.09,-119.75,345,4103,2467,318,244,173,73,172,34,6,3,0,0,1,41,3,94
101,101,37.87,-119.98,1194,2901,1491,278,184,334,170,460,51,23,49,2,2,2,45,7,228
102,102,37.52,-118.2,3470,273,28,63,20,56,65,124,36,36,36,11,16,4,52,3,68
103,103,37.52,-118.18,3320,315,37,65,17,55,63,126,36,34,34,11,16,4,50,2,64
104,104,37.52,-118.17,3190,364,49,69,15,55,62,126,35,31,32,11,16,4,47,2,60
105,105,37.6167,-119.0167,2770,841,229,117,34,347,241,367,48,27,20,4,3,2,78,5,330
106,106,39.377,-123.804,55,2430,904,344,290,237,183,365,45,31,22,3,5,3,32,44,270
107,107,40.1,-120.6333,1385,1792,746,202,111,238,175,318,78,36,75,4,3,14,46,20,244
108,108,41.8333,-120.8833,1508,1736,730,193,106,60,100,126,11,50,61,11,12,35,75,25,101
109,109,41.6667,-120.9833,1513,1834,803,205,119,62,95,131,13,47,62,10,13,33,71,24,99
110,110,39.5667,-120.2833,1688,1336,458,151,75,185,112,331,39,27,52,4,6,11,43,17,184
111,111,37.95,-119.15,2499,1096,355,126,47,152,91,196,17,19,36,9,11,2,33,6,144
112,112,42.0333,-120.5667,1645,1593,636,193,109,77,86,107,8,49,53,11,15,36,52,26,115
113,113,37.77,-119.82,1843,1855,757,226,125,418,162,483,56,32,35,2,2,1,52,6,297
114,114,40,-121,500,2356,1116,211,115,260,165,410,62,28,65,2,1,13,53,16,258
115,115,40,-121,500,2356,1116,211,115,260,165,410,62,28,65,2,1,13,53,16,258
116,116,40,-121,500,2356,1116,211,115,260,165,410,62,28,65,2,1,13,53,16,258
117,117,40,-121,500,2356,1116,211,115,260,165,410,62,28,65,2,1,13,53,16,258
118,118,40,-121,500,2356,1116,211,115,260,165,410,62,28,65,2,1,13,53,16,258
119,119,37.55,-121.85,89,3535,1875,350,316,158,98,259,24,6,16,1,1,3,56,3,138
120,120,37.55,-121.85,89,3535,1875,350,316,158,98,259,24,6,16,1,1,3,56,3,138
121,121,37.1667,-121.4,421,3712,2053,341,291,208,114,231,9,5,4,0,0,3,53,1,115
122,122,39.25,-121.8,121,3943,2323,340,290,155,113,223,21,9,32,0,0,4,21,5,136
123,123,37.2942,-118.1057,3230,544,104,116,41,67,66,111,35,36,45,14,13,5,67,2,55
124,124,39.417983,-120.31113,2478,879,242,148,76,328,187,594,75,46,99,5,7,15,64,23,330
125,125,39.417983,-120.31113,2478,879,242,148,76,328,187,594,75,46,99,5,7,15,64,23,330
126,126,39.2988,-120.1915,1975,1099,338,134,63,265,148,470,45,33,76,3,7,11,57,19,244
127,127,39.2988,-120.1915,1975,1099,338,134,63,265,148,470,45,33,76,3,7,11,57,19,244
128,128,39.2583,-120.6857,1537,2342,1082,282,197,460,296,834,77,51,99,3,4,16,87,20,449
129,129,39.2822,-120.5278,2008,1497,553,222,133,503,264,833,83,53,127,3,5,15,97,24,458
130,130,39.2246,-120.4109,1865,1497,550,214,126,470,265,848,78,55,116,3,5,15,94,25,449
131,131,39.2467,-120.3477,1809,1290,437,177,96,453,240,816,78,56,121,3,6,15,91,25,427
132,132,37.12,-119.151,1534,2125,926,238,131,246,157,341,94,27,35,5,3,3,117,5,182
133,133,37.12,-119.151,1534,2125,926,238,131,246,157,341,94,27,35,5,3,3,117,5,182
134,134,34.837,-119.048,1817,2199,1015,240,140,276,109,163,30,4,4,1,1,1,61,14,68
135,135,37.12,-119.151,1534,2125,926,238,131,246,157,341,94,27,35,5,3,3,117,5,182
136,136,38.24,-120.27,1380,2609,1275,280,190,435,242,681,55,35,80,4,3,3,52,14,326
137,137,36.7667,-118.8167,2075,1278,430,176,81,314,206,332,113,24,33,5,2,2,136,1,229
138,138,36.2333,-118.6833,2025,1754,705,229,129,292,168,310,129,18,29,5,2,2,133,1,175
139,139,36.1,-118.65,1935,2006,847,250,152,284,157,297,116,17,25,3,2,2,131,3,171
140,140,37.77,-119.82,1843,1855,757,226,125,418,162,483,56,32,35,2,2,1,52,6,297
141,141,37.77,-119.82,1843,1855,757,226,125,418,162,483,56,32,35,2,2,1,52,6,297
142,142,35.65,-118.61,1610,2431,1168,269,178,237,110,233,76,11,16,1,2,2,112,10,117
143,143,35.063,-118.745,376,4841,3104,352,324,107,36,117,28,3,6,0,1,1,55,10,29
144,144,35.048,-118.728,442,4663,2935,350,321,115,39,124,30,3,6,0,1,1,60,12,31
145,145,35.025,-118.628,851,3936,2271,346,316,137,49,137,31,4,8,0,2,1,62,15,36
146,146,35.028,-118.628,885,3889,2233,345,313,140,49,137,31,4,8,0,2,1,62,15,37
147,147,34.975,-118.593,1632,2873,1460,311,237,205,69,139,31,5,7,1,2,1,64,16,73
148,148,34.98,-118.584,1665,2825,1428,307,231,210,70,139,31,5,7,1,2,1,59,16,76
149,149,38.44,-120.97,177,3882,2251,342,301,191,127,319,22,11,26,1,1,2,43,11,160
150,150,38.5445,-120.3927,1400,2576,1251,272,183,398,223,674,57,34,73,4,3,5,68,19,342
151,151,38.5445,-120.3927,1400,2576,1251,272,183,398,223,674,57,34,73,4,3,5,68,19,342
152,152,38.5445,-120.3927,1400,2576,1251,272,183,398,223,674,57,34,73,4,3,5,68,19,342
153,153,38.5445,-120.3927,1400,2576,1251,272,183,398,223,674,57,34,73,4,3,5,68,19,342
154,154,40.322,-123.53,1574,2214,1034,276,187,528,413,611,186,112,81,7,51,15,94,66,712
155,155,40.329,-123.541,1574,2203,1025,275,186,540,424,629,196,118,87,8,55,17,99,70,735
156,156,41.127,-123.137,946,2638,1343,279,183,292,215,298,72,50,42,7,38,12,64,25,283
157,157,36.26422,-118.51861,1959,1372,463,156,64,233,143,242,98,18,22,3,1,2,110,2,156
158,158,40.42,-105.57,2816,867,264,120,47,20,38,36,103,91,33,98,41,23,5,15,26
159,159,39.95,-106.52,2195,1272,489,117,46,15,18,17,38,57,26,57,34,26,10,3,16
160,160,39,-108.15,2987,831,245,119,36,84,107,88,56,97,57,58,105,61,80,16,75
161,161,40.75,-106.85,2377,996,337,105,38,58,81,78,122,101,31,46,34,39,13,8,72
162,162,38.67,-108.35,1737,2617,1383,239,156,23,18,15,17,35,30,35,57,25,28,5,11
163,163,39.72,-106.98,2210,1498,615,154,74,29,26,26,38,60,30,50,39,34,21,2,27
164,164,39.7,-106.73,2164,1335,519,122,46,20,21,20,38,60,28,53,37,30,18,3,21
165,165,37.47,-106.3,2835,932,290,116,41,45,29,41,62,60,28,55,122,42,40,24,40
166,166,38.73,-106.8,2926,874,260,110,29,74,62,45,63,65,36,57,63,34,46,15,57
167,167,40.67,-105.52,2301,1273,495,146,70,9,18,25,80,79,33,77,34,23,4,10,11
168,168,40.98,-105.67,2650,855,265,109,44,21,33,35,91,69,31,67,32,27,4,13,21
169,169,40.42,-105.28,1890,1880,877,201,121,7,15,18,76,106,39,77,35,23,6,12,10
170,170,38.08,-107,2895,798,222,88,17,45,31,33,43,64,32,52,100,39,48,12,39
171,171,38.25,-106.67,2835,872,262,91,21,44,38,25,52,63,33,47,73,32,32,14,37
172,172,39.83,-108.2,2050,1585,680,155,71,22,27,35,21,65,36,41,53,53,35,5,27
173,173,39.93,-105.3,2002,2107,1014,221,138,9,20,23,93,112,38,80,30,25,12,18,18
174,174,39.6,-105.9,2880,651,145,86,22,41,44,36,99,82,34,84,41,26,18,18,38
175,175,40.37,-105.58,2605,1075,372,139,60,13,27,28,92,91,33,87,38,21,5,12,18
176,176,39.6,-108.8,2591,1430,597,185,104,44,52,56,19,62,32,35,58,50,52,14,47
177,177,38.25,-108.33,1996,2056,980,189,103,30,22,22,25,47,37,48,98,37,36,11,23
178,178,39.93,-105.27,1889,2223,1099,222,141,7,17,21,88,104,36,76,29,24,11,17,16
179,179,39.85,-106.23,2514,951,299,95,27,27,31,31,65,67,28,64,35,24,11,6,24
180,180,38.6,-107.58,2271,1808,820,191,102,37,31,30,31,52,35,39,64,40,44,8,31
181,181,40.07,-106.13,2499,989,324,98,31,17,23,19,48,56,25,60,27,22,7,4,17
182,182,40.13,-105.42,2469,1275,494,165,82,11,22,26,92,106,37,96,37,24,8,14,17
183,183,39.68,-105.2,1965,2069,995,202,121,8,14,20,79,89,36,71,32,20,13,19,18
184,184,37.58,-108.58,2195,1781,797,179,94,55,36,46,44,52,37,43,106,40,37,22,38
185,185,39.55,-105.27,2530,1314,505,162,79,10,19,24,105,103,40,106,42,23,20,26,21
186,186,38.38,-108.02,2286,1785,798,188,100,43,31,29,31,57,42,59,91,41,39,9,28
187,187,40.92,-106.33,2469,901,285,92,28,19,29,27,61,58,22,44,22,24,4,5,23
188,188,40.8,-105.18,1859,1749,811,176,102,10,13,19,64,76,36,93,33,22,4,10,8
189,189,40.05,-108.3,1900,1779,813,167,88,18,20,31,20,58,32,35,48,52,30,4,23
190,190,40.78,-108.97,2133,1731,796,183,113,12,16,38,23,60,43,17,37,44,31,6,15
191,191,38.8,-106.23,2956,844,241,121,40,31,27,21,73,65,26,59,53,21,36,18,27
192,192,38.8,-106.23,2956,844,241,121,40,31,27,21,73,65,26,59,53,21,36,18,27
193,193,40.02,-105.52,2746,987,326,140,63,16,29,31,108,110,43,112,39,24,9,15,25
194,194,38.53,-107.22,2835,1168,423,143,56,60,42,23,27,90,49,66,83,44,41,8,38
195,195,39.67,-107.88,2073,1762,793,193,108,32,45,52,24,80,32,35,45,44,35,4,39
196,196,40.72,-105.58,2499,1066,378,134,59,10,21,28,80,72,32,72,35,21,3,10,12
197,197,38.32,-107.2,2700,1168,429,122,43,36,21,21,23,53,26,40,90,32,42,7,26
198,198,38.4,-106.43,2621,1064,368,112,37,46,34,19,48,54,31,46,64,29,33,13,38
199,199,37.67,-106.65,2591,1090,372,106,33,28,19,23,27,46,28,47,93,33,25,9,24
200,200,38.02,-108.92,2000,2175,1069,212,128,44,28,27,32,41,30,39,100,31,39,15,27
201,201,38.53,-107.32,2417,1357,545,139,55,40,32,19,20,70,38,51,75,36,31,6,27
202,202,38.83,-108.57,2225,1913,893,204,116,25,24,25,16,46,34,44,102,29,32,7,25
203,203,40.03,-106.07,2865,840,239,108,40,29,38,34,77,72,32,69,37,25,8,8,27
204,204,39.02,-108.23,2636,1278,495,157,70,64,82,72,43,88,51,50,86,52,69,13,57
205,205,40.55,-105.83,3100,438,68,70,23,59,91,75,176,140,37,80,41,34,9,24,61
206,206,40.55,-105.83,3100,438,68,70,23,59,91,75,176,140,37,80,41,34,9,24,61
207,207,40.55,-105.83,3100,438,68,70,23,59,91,75,176,140,37,80,41,34,9,24,61
208,208,37.8167,-106.3833,2667,1088,374,115,40,18,14,17,32,64,35,64,116,37,35,12,20
209,209,37.55,-105.5667,2575,1448,592,153,71,11,8,9,30,52,21,43,68,14,23,12,10
210,210,37.2167,-107.85,2012,2046,972,185,106,55,31,37,44,48,32,49,102,52,28,18,43
211,211,39.0167,-105.3667,2440,1317,516,137,57,7,11,14,67,61,31,82,51,17,22,21,13
212,212,38.4,-105.3,1900,2422,1215,226,143,9,9,11,74,71,29,60,50,16,29,31,17
213,213,39.8,-105.25,1920,2186,1072,218,135,6,15,20,81,101,38,75,32,22,12,18,15
214,214,39.65,-106.8667,1950,1566,666,133,56,19,16,16,24,38,22,49,28,24,18,2,19
215,215,39.85,-106.23,2514,951,299,95,27,27,31,31,65,67,28,64,35,24,11,6,24
216,216,37.2,-108.5,2134,2308,1160,226,148,57,33,43,43,45,31,46,98,38,30,20,37
217,217,39.95,-106.52,2195,1272,489,117,46,15,18,17,38,57,26,57,34,26,10,3,16
218,218,39.72,-106.98,2210,1498,615,154,74,29,26,26,38,60,30,50,39,34,21,2,27
219,219,39.02,-108.23,2636,1278,495,157,70,64,82,72,43,88,51,50,86,52,69,13,57
220,220,37.2739,-108.3478,2226,2058,976,207,127,51,31,46,41,54,36,48,88,44,28,19,38
221,221,37.2739,-108.3478,2226,2058,976,207,127,51,31,46,41,54,36,48,88,44,28,19,38
222,222,37.67,-106.65,2591,1090,372,106,33,28,19,23,27,46,28,47,93,33,25,9,24
223,223,37.47,-106.3,2835,932,290,116,41,45,29,41,62,60,28,55,122,42,40,24,40
224,224,39.02,-108.23,2636,1278,495,157,70,64,82,72,43,88,51,50,86,52,69,13,57
225,225,37.437236,-106.631074,3560,413,60,79,20,175,116,115,154,123,55,77,186,96,99,48,136
226,226,38.73,-106.8,2926,874,260,110,29,74,62,45,63,65,36,57,63,34,46,15,57
227,227,40.05,-105.35,2180,1818,823,215,132,9,19,24,93,106,40,86,34,24,9,15,17
228,228,37.55,-105.5667,2575,1448,592,153,71,11,8,9,30,52,21,43,68,14,23,12,10
229,229,37.9,-108.616667,1920,2216,1091,199,114,33,24,27,28,37,22,36,85,32,32,14,26
230,230,39.65,-106.87,1951,1569,668,134,57,19,16,16,24,38,22,49,28,24,18,2,19
231,231,38.6,-107.58,2271,1808,820,191,102,37,31,30,31,52,35,39,64,40,44,8,31
232,232,39.066667,-104.933333,2410,1526,661,172,92,7,12,16,101,91,43,97,44,22,25,38,17
233,233,40.25,-105.433333,2377,1356,544,170,86,10,20,26,91,94,34,92,38,23,6,13,15
234,234,39,-108.15,2987,831,245,119,36,84,107,88,56,97,57,58,105,61,80,16,75
235,235,38.45,-106.38333,3650,493,84,109,34,101,71,48,119,103,34,49,67,31,60,31,76
236,236,38.45,-106.38333,3650,493,84,109,34,101,71,48,119,103,34,49,67,31,60,31,76
237,237,38.0167,-105.7,2650,1291,493,149,66,19,10,12,47,57,26,71,76,19,37,18,17
238,238,40.92,-106.33,2469,901,285,92,28,19,29,27,61,58,22,44,22,24,4,5,23
239,239,40.05,-108.3,1900,1779,813,167,88,18,20,31,20,58,32,35,48,52,30,4,23
240,240,39.67,-107.88,2073,1762,793,193,108,32,45,52,24,80,32,35,45,44,35,4,39
241,241,38.6,-104.87,1938,2484,1272,238,156,4,4,6,63,99,41,94,45,15,27,20,9
242,242,38.83,-108.57,2225,1913,893,204,116,25,24,25,16,46,34,44,102,29,32,7,25
243,243,39.02,-108.23,2636,1278,495,157,70,64,82,72,43,88,51,50,86,52,69,13,57
244,244,37.7,-108.2,2791,915,270,114,36,87,56,74,67,77,59,69,144,64,39,23,65
245,245,37.5,-106.2,2714,1286,485,139,64,16,10,14,27,53,27,49,104,30,23,10,14
246,246,37.8,-107.9,3147,517,91,71,10,112,72,91,87,115,78,78,167,81,50,25,90
247,247,38.3,-108.1,2915,1012,332,127,38,98,77,69,64,90,60,78,136,61,61,18,66
248,248,38.2,-108.4,1962,2147,1038,198,113,31,23,23,27,47,38,44,97,36,34,12,25
249,249,38.2,-108.4,1962,2147,1038,198,113,31,23,23,27,47,38,44,97,36,34,12,25
250,250,38.7167,-105.6833,3460,678,151,136,62,15,12,12,71,73,40,79,66,18,30,19,17
251,251,39.2,-106.1,3520,409,56,78,16,54,63,44,194,101,46,81,76,35,52,57,82
252,252,37.483333,-106.416667,3980,269,26,82,26,149,95,139,176,89,43,89,210,83,85,69,132
253,253,38.26,-108.33,2011,2055,979,191,105,28,22,22,26,49,39,49,98,38,36,11,22
254,254,39.663476,-107.894664,2014,1739,778,192,106,33,49,55,25,81,31,35,43,43,36,4,42
255,255,40.37,-105.57,2580,1077,372,139,61,13,27,27,88,88,32,87,38,21,5,11,17
256,256,39.93,-105.27,1889,2223,1099,222,141,7,17,21,88,104,36,76,29,24,11,17,16
257,257,39.68,-105.2,1965,2069,995,202,121,8,14,20,79,89,36,71,32,20,13,19,18
258,258,40.37,-105.25,1920,1901,892,206,126,7,15,17,78,101,41,71,36,24,6,14,9
259,259,43.75,-116.1,1825,1435,570,198,121,118,127,199,63,21,86,28,15,11,50,51,159
260,260,48.37,-116.79,903,1462,584,179,111,125,86,83,71,87,75,43,104,73,23,100,126
261,261,48.37,-116.79,903,1462,584,179,111,125,86,83,71,87,75,43,104,73,23,100,126
262,262,44.784,-115.872,1800,943,285,120,51,181,124,209,68,36,136,42,31,18,55,86,169
263,263,45.811,-115.801,1060,1707,731,195,116,95,59,90,52,42,104,43,32,24,32,46,75
264,264,43.82,-114.26,2450,782,220,112,51,140,175,259,94,29,134,36,36,27,40,53,177
265,265,42.67,-112.35,2600,1032,368,154,83,202,187,364,129,79,112,23,56,47,69,54,266
266,266,44.42,-114.25,1700,1519,621,155,90,21,13,38,19,14,55,29,20,10,11,11,22
267,267,47.0869,-116.1183,1315,1226,430,173,103,225,144,144,70,72,91,46,60,53,27,100,177
268,268,47.065,-116.8985,1034,1594,645,188,109,147,89,93,40,77,69,39,68,38,22,70,124
269,269,45.145425,-116.438452,1830,1154,404,157,84,207,151,241,71,42,88,34,19,22,57,120,235
270,270,45.136793,-116.449801,2120,918,282,139,73,234,172,271,80,45,91,34,20,24,64,135,267
271,271,45.509779,-116.366602,1560,1684,734,214,147,98,66,108,48,41,96,34,24,22,35,57,103
272,272,45.489336,-116.355401,1440,1815,820,222,151,90,60,99,44,37,91,34,23,20,33,53,94
273,273,45.540224,-116.413116,1645,1437,570,192,125,109,72,120,52,43,101,35,26,24,39,65,113
274,274,45.481141,-116.436718,2060,1004,325,154,89,158,107,145,54,40,94,33,25,26,46,88,164
275,275,45.387734,-116.47171,2230,748,189,129,71,180,126,168,62,47,114,37,28,32,53,104,196
276,276,45.429882,-116.421275,1390,1784,795,223,151,104,72,104,42,35,86,31,22,21,33,60,108
277,277,45.421073,-116.398486,1150,2038,975,238,161,78,54,88,38,32,82,32,19,18,28,47,80
278,278,44.886594,-116.512585,1340,1704,744,188,109,108,76,130,40,29,77,27,16,16,35,64,117
279,279,44.890332,-116.511069,1320,1707,746,188,109,106,75,130,39,29,77,27,16,16,35,63,116
280,280,44.33942,-111.261698,2723,603,142,105,36,328,147,459,78,94,152,63,54,39,60,51,244
