id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1402,542,181,116,90,123,39,11,28,3,242,136,86,79,30,12
2,2,32.72,-109.92,3020,1287,470,174,110,93,118,41,11,26,3,231,139,85,85,33,13
3,3,36.85,-112.02,1800,3060,1783,243,177,28,66,17,19,12,6,19,48,2,21,7,11
4,4,35.23,-111.57,2000,2374,1260,181,121,30,66,21,17,19,5,54,65,3,30,20,12
5,5,35.064,-113.876,1893,2863,1549,243,158,17,58,17,7,10,2,16,56,4,11,13,11
6,6,32.377,-110.685,1877,3286,1812,286,202,78,125,48,11,18,1,120,117,28,49,22,8
7,7,32.377,-110.685,1877,3286,1812,286,202,78,125,48,11,18,1,120,117,28,49,22,8
8,8,33.8,-109.32,2438,1775,800,153,95,68,86,40,27,41,7,119,91,40,69,45,27
9,9,33.8,-109.32,2438,1775,800,153,95,68,86,40,27,41,7,119,91,40,69,45,27
10,10,32.627,-110.298,2074,2896,1534,264,178,56,93,32,6,26,1,98,80,29,53,16,6
11,11,31.726,-110.84,2278,2849,1462,278,199,76,128,45,15,10,4,220,173,51,85,30,14
12,12,31.723,-110.839,2385,2694,1356,269,190,79,135,46,16,10,4,229,179,54,88,32,15
13,13,35.27,-111.75,2260,1836,884,138,83,41,87,26,23,22,5,56,83,2,31,21,15
14,14,32.622,-109.819,2667,1952,898,213,136,71,100,37,9,24,2,171,109,69,66,25,8
15,15,32.586,-110.283,2252,2624,1345,250,166,54,84,35,6,29,1,99,83,29,56,17,6
16,16,35.09,-113.9,2300,2254,1123,212,130,17,72,18,8,12,3,17,60,4,13,15,13
17,17,32,-109.33,1828,3315,1822,269,187,41,64,27,8,11,4,119,97,33,51,26,7
18,18,32,-109.33,1828,3315,1822,269,187,41,64,27,8,11,4,119,97,33,51,26,7
19,19,32.12,-110.52,2200,2768,1430,276,192,57,101,34,8,14,1,158,125,33,56,20,7
20,20,32.442,-110.784,2746,1636,664,204,128,107,206,67,16,22,1,153,195,33,65,40,13
21,21,31.461,-110.355,1812,3547,1983,291,209,55,91,26,8,10,4,129,121,36,47,21,13
22,22,36.6833,-110.5333,500,3318,1995,211,165,16,10,5,10,6,1,21,25,2,12,2,3
23,23,33.992,-109.381,2969,1067,360,115,56,84,135,66,51,41,11,131,100,32,64,64,37
24,24,35.17,-111.52,2057,2195,1129,174,114,36,80,23,20,22,6,53,69,3,31,20,15
25,25,35.17,-111.52,2057,2195,1129,174,114,36,80,23,20,22,6,53,69,3,31,20,15
26,26,32.712,-109.922,3014,1376,527,180,114,91,121,40,11,28,3,235,136,86,81,31,12
27,27,32.7,-109.92,2896,1542,631,190,123,89,116,39,10,26,3,228,133,82,79,30,12
28,28,32.41378,-110.714957,2534,2001,907,221,144,87,154,62,14,22,1,150,160,36,54,27,11
29,29,32.41378,-110.714957,2534,2001,907,221,144,87,154,62,14,22,1,150,160,36,54,27,11
30,30,32.433619,-110.790248,2577,1913,845,220,142,102,193,64,15,20,1,148,182,32,61,37,13
31,31,32.433619,-110.790248,2577,1913,845,220,142,102,193,64,15,20,1,148,182,32,61,37,13
32,32,32.41378,-110.714957,2534,2001,907,221,144,87,154,62,14,22,1,150,160,36,54,27,11
33,33,32.41378,-110.714957,2534,2001,907,221,144,87,154,62,14,22,1,150,160,36,54,27,11
34,34,32.41378,-110.714957,2534,2001,907,221,144,87,154,62,14,22,1,150,160,36,54,27,11
35,35,32.433619,-110.790248,2577,1913,845,220,142,102,193,64,15,20,1,148,182,32,61,37,13
36,36,32.433619,-110.790248,2577,1913,845,220,142,102,193,64,15,20,1,148,182,32,61,37,13
37,37,32.433619,-110.790248,2577,1913,845,220,142,102,193,64,15,20,1,148,182,32,61,37,13
38,38,34.88,-111.82,1377,3680,2180,270,191,30,72,20,13,15,3,36,44,3,25,14,8
39,39,35.38,-111.53,2225,1935,952,154,100,29,64,19,18,23,5,50,73,3,27,18,16
40,40,35.23,-111.57,2000,2374,1260,181,121,30,66,21,17,19,5,54,65,3,30,20,12
41,41,35.5,-111.83,2194,2018,1000,160,104,34,83,24,19,19,6,48,78,2,31,20,17
42,42,35.32,-111.72,2682,1370,576,124,70,62,130,43,39,38,9,62,88,2,41,30,25
43,43,35.2,-112.2,2157,2140,1076,170,109,42,130,30,16,18,6,48,74,1,32,24,17
44,44,36.4,-112.2,2781,1635,754,162,103,73,170,48,39,21,13,33,81,2,37,20,31
45,45,34,-109.3,2845,1188,428,127,69,68,113,54,43,44,13,132,105,35,67,58,33
46,46,36.5,-112.7,1680,3237,1900,242,172,25,65,15,13,7,5,20,51,2,18,7,11
47,47,35.9,-111.8,1937,2523,1372,196,139,25,61,18,15,13,6,28,50,2,21,10,12
48,48,35.1,-112.2,1896,2546,1366,195,130,40,124,27,14,14,4,42,66,2,29,21,14
49,49,34.6,-110.8,2001,2358,1244,190,128,34,57,21,15,30,4,68,75,7,31,23,15
50,50,35.268981,-111.743513,2213,1872,908,140,84,39,82,25,21,20,5,56,81,2,31,20,14
51,51,36.462,-112.406,2125,2330,1239,198,136,41,90,26,22,13,10,26,66,2,27,11,17
52,52,36.437,-112.092,2675,1714,813,170,112,69,160,46,39,22,12,34,81,2,38,19,29
53,53,36.439,-112.226,2650,1752,826,169,108,65,145,44,37,22,14,34,83,2,36,18,27
54,54,36.684,-112.285,2300,2195,1141,201,144,47,90,33,30,19,15,33,83,2,32,15,19
55,55,36.768,-112.182,2300,2235,1176,204,147,50,96,34,31,18,14,33,81,2,32,14,20
56,56,36.603,-112.156,2500,1946,972,189,134,62,132,41,36,20,14,34,83,2,35,17,26
57,57,36.352,-112.101,2775,1559,698,165,103,84,201,52,39,20,10,33,79,2,39,21,35
58,58,35.054572,-111.604947,2190,1897,918,155,94,59,124,37,29,28,6,53,72,3,41,30,19
59,59,35.054572,-111.604947,2190,1897,918,155,94,59,124,37,29,28,6,53,72,3,41,30,19
60,60,34.741633,-111.5042,2055,2088,1047,173,109,58,122,34,23,25,3,51,65,4,39,27,17
61,61,34.741633,-111.5042,2055,2088,1047,173,109,58,122,34,23,25,3,51,65,4,39,27,17
62,62,35.3,-120.27,580,4027,2340,329,263,166,199,61,88,35,3,0,2,19,48,45,18
63,63,39.02,-122.82,426,3391,1845,305,203,175,172,38,83,19,1,0,1,29,41,168,70
64,64,37.72,-120.42,274,4223,2529,336,273,105,139,76,92,30,2,1,2,4,27,66,37
65,65,39.52,-121.43,305,3974,2338,341,292,253,262,85,132,26,3,1,3,63,76,142,98
66,66,40.27,-121.85,853,3379,1909,317,247,185,170,94,121,28,3,1,8,77,86,112,89
67,67,38.77,-121.1,183,3879,2242,343,293,164,193,48,94,27,2,1,3,32,51,101,55
68,68,35.52,-118.67,670,4220,2545,326,254,85,131,55,75,49,5,0,4,11,41,34,17
69,69,37.87,-121.95,245,3379,1765,345,296,138,172,35,74,23,1,0,1,15,29,92,36
70,70,37.05,-121,396,3965,2273,345,300,66,82,31,35,16,0,1,1,12,9,34,13
71,71,36.47,-121.18,350,3652,2017,291,197,85,115,50,60,19,0,1,1,10,12,31,19
72,72,38.7,-120,2591,960,331,140,73,278,338,123,173,89,13,10,44,88,113,201,112
73,73,39.52,-120.55,1921,1517,625,194,118,375,563,167,205,75,9,4,25,100,162,247,192
74,74,39.55,-120.2,2268,1222,464,163,94,176,306,87,98,48,6,5,27,49,78,118,100
75,75,37.75,-118.68,2990,1078,379,149,89,122,167,58,72,61,5,12,46,18,41,56,44
76,76,37.63,-121.77,149,3453,1827,338,280,100,135,33,66,16,1,0,1,12,21,60,26
77,77,37.63,-121.77,149,3453,1827,338,280,100,135,33,66,16,1,0,1,12,21,60,26
78,78,37.87,-119.37,2630,865,265,89,45,280,247,104,95,93,6,14,31,32,106,141,85
79,79,37.88,-119.37,2626,895,280,92,46,280,247,103,95,92,6,14,31,32,106,140,85
80,80,37.87,-119.37,2615,874,269,89,45,280,247,104,93,93,6,13,31,32,106,141,85
81,81,37.4,-121.78,475,3392,1766,350,315,131,190,54,107,28,1,0,1,18,30,81,37
82,82,36.49,-120.88,1067,3512,1936,323,249,124,136,76,84,26,1,1,1,19,14,47,21
83,83,36.34,-120.52,1219,3446,1936,312,229,145,134,70,79,34,2,0,2,23,15,41,20
84,84,40.53,-122.03,396,4054,2457,334,280,184,149,86,98,24,3,2,7,68,74,101,87
85,85,39.21,-122.44,468,3931,2312,332,266,158,152,32,59,10,1,1,1,24,32,103,56
86,86,40.28,-122.45,421,4077,2483,332,272,177,180,80,93,18,2,2,6,51,57,116,78
87,87,36.29,-118.78,1132,3813,2223,321,246,214,217,128,161,91,7,3,5,22,54,76,53
88,88,40.25,-122.38,218,4150,2538,333,273,156,138,65,72,16,2,1,5,48,49,98,68
89,89,35.91,-118.67,1237,3326,1826,292,198,168,206,106,120,76,9,1,6,12,48,61,38
90,90,40.09,-122.03,143,4100,2488,332,270,149,131,59,63,13,2,1,5,58,47,88,57
91,91,38,-120.61,457,3957,2317,333,268,196,212,83,127,45,2,1,4,24,48,105,54
92,92,34.74,-120,1036,3782,2109,351,314,192,273,53,76,24,2,0,2,9,68,42,19
93,93,36.39,-121.55,755,3217,1654,320,233,166,188,75,90,31,1,2,1,8,16,65,33
94,94,36.12,-121.46,646,3471,1864,315,224,248,244,94,118,36,1,2,1,12,25,93,40
95,95,36.55,-118.89,701,4523,2803,343,293,201,186,116,152,86,6,3,5,23,53,77,48
96,96,34.92,-119.24,1051,3497,1913,313,226,55,88,23,42,21,2,0,2,11,34,17,5
97,97,39.84,-122.61,342,4216,2585,338,284,135,126,48,76,16,2,1,2,49,39,97,57
98,98,35.69,-120.26,558,3557,1955,279,176,97,115,39,61,25,1,0,1,13,15,25,11
99,99,38.67,-122.27,180,3779,2143,333,265,165,181,30,78,11,1,0,1,18,35,118,57
100,100,37.09,-119.75,345,4244,2580,311,230,145,126,77,94,31,0,0,0,17,18,54,27
101,101,37.87,-119.98,1194,3147,1711,278,185,283,271,134,189,76,5,2,6,34,73,138,84
