id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1155,388,163,92,50,133,38,22,10,7,287,244,51,7,28,136
2,2,32.72,-109.92,3020,1050,326,157,85,52,129,39,22,10,7,274,251,50,8,31,142
3,3,36.85,-112.02,1800,2641,1440,236,157,27,60,24,23,24,5,29,44,35,38,11,53
4,4,35.23,-111.57,2000,2099,1056,169,93,26,79,30,33,29,6,130,89,20,37,18,111
5,5,35.064,-113.876,1893,2565,1305,242,129,32,33,27,15,23,1,48,57,61,19,13,71
6,6,32.377,-110.685,1877,3000,1556,283,187,40,142,51,26,8,5,165,150,39,9,24,112
7,7,32.377,-110.685,1877,3000,1556,283,187,40,142,51,26,8,5,165,150,39,9,24,112
8,8,33.8,-109.32,2438,1492,625,128,60,39,110,43,23,23,7,130,133,25,16,30,120
9,9,33.8,-109.32,2438,1492,625,128,60,39,110,43,23,23,7,130,133,25,16,30,120
10,10,32.627,-110.298,2074,2598,1278,257,159,27,103,32,14,10,4,127,128,24,8,16,72
11,11,31.726,-110.84,2278,2558,1219,269,179,44,138,53,28,6,10,281,177,76,17,23,115
12,12,31.723,-110.839,2385,2403,1113,259,169,46,145,56,30,6,11,292,183,81,18,24,119
13,13,35.27,-111.75,2260,1530,694,123,52,33,97,40,44,39,5,143,103,21,37,18,141
14,14,32.622,-109.819,2667,1689,707,199,115,41,106,36,20,9,5,196,195,41,5,22,94
15,15,32.586,-110.283,2252,2318,1091,240,145,26,92,36,14,11,4,127,130,25,8,17,73
16,16,35.09,-113.9,2300,1955,925,201,94,32,41,30,17,28,2,49,61,67,22,14,76
17,17,32,-109.33,1828,3082,1621,260,172,32,54,29,18,5,1,126,142,28,2,14,55
18,18,32,-109.33,1828,3082,1621,260,172,32,54,29,18,5,1,126,142,28,2,14,55
19,19,32.12,-110.52,2200,2466,1177,269,172,31,110,38,18,7,4,202,157,44,8,18,81
