tree,n_missing_total,n_missing_1980_on,n_outliers_total
BQR104B_raw,229,38,0
BQR105A_raw,117,37,10
BQR105B_raw,136,37,0
BQR106A_raw,84,37,4
BQR106B_raw,69,37,8
BQR107A_raw,37,37,25
BQR107B_raw,656,37,0
BQR107D_raw,175,45,13
BQR108A_raw,193,37,6
BQR108B_raw,73,37,21
BQR108C_raw,625,45,1
BQR109A_raw,409,37,0
BQR109B_raw,161,37,1
BQR110A_raw,317,37,4
BQR110B_raw,222,37,2
BQR111A_raw,386,37,5
BQR111B_raw,369,37,5
BQR112A_raw,281,37,3
BQR112B_raw,263,45,3
BQR113A_raw,482,37,1
BQR113B_raw,453,37,1
BQR113D_raw,696,45,0
BQR114B_raw,223,37,10
BQR115A_raw,437,38,5
BQR115B_raw,142,37,9
BQR116A_raw,268,37,2
BQR116B_raw,138,38,5
BQR117A_raw,340,37,4
BQR117B_raw,279,43,1
BQR118A_raw,271,38,6
BQR118B_raw,201,37,1
BQR119A_raw,265,37,9
BQR119B_raw,144,37,7
BQR120A_raw,169,37,2
BQR120B_raw,201,37,1
BQR121A_raw,451,37,2
BQR121B_raw,447,39,2
BQR122A_raw,91,37,15
BQR122B_raw,146,37,5
BQR122C_raw,155,37,10
BQR123A_raw,612,37,1
BQR123B_raw,256,37,2
BQR123C_raw,410,45,1
BQR124A_raw,307,38,2
BQR124B_raw,291,37,2
BQR125A_raw,323,37,1
BQR125B_raw,316,38,5
