tree,n_missing_total,n_missing_1980_on,n_outliers_total
STE19C_raw,526,42,3
STE19E_raw,574,42,2
STE19G_raw,555,42,7
STE19H_raw,541,42,4
STE25A_raw,773,42,1
STE25B_raw,772,42,2
STE25C_raw,621,42,3
STE27A_raw,643,42,7
STE27B_raw,620,42,2
STE35A_raw,770,42,1
STE35B_raw,750,45,3
STE53A_raw,463,45,4
STE54A_raw,948,26,0
STE54B_raw,631,26,1
STE54C_raw,533,45,4
STE57A_raw,470,45,5
STE58A_raw,479,45,4
STE59A_raw,629,45,2
STE59B_raw,538,26,3
STE60A_raw,286,45,4
STE60B_raw,585,45,3
STE60C_raw,751,26,2
STE60D_raw,755,26,2
STE61A_raw,465,45,3
STE63A_raw,723,26,3
STE65A_raw,498,45,1
STE65C_raw,499,45,6
STE66A_raw,476,45,10
STE66B_raw,289,26,7
