tree,n_missing_total,n_missing_1980_on,n_outliers_total
1b030A_raw,28,28,0
1b030B_raw,28,28,1
1b344A_raw,163,28,0
1b344B_raw,163,28,0
1b398A_raw,141,28,0
1b398B_raw,141,28,1
1b528A_raw,101,28,1
1b528B_raw,109,28,0
1b602A_raw,120,28,0
1b602B_raw,120,28,0
1b707A_raw,121,28,0
1b707B_raw,144,36,0
1b727B_raw,134,28,0
1b763A_raw,36,28,2
1b767A_raw,28,28,2
1b767B_raw,28,28,0
1b790A_raw,85,28,1
1b790B_raw,85,28,0
1b801A_raw,149,28,0
1b801B_raw,149,28,0
2b150B_raw,205,28,0
2b157a_raw,163,29,1
2b157b_raw,163,29,0
2b177A_raw,162,28,0
2b177B_raw,162,28,0
2b184A_raw,164,28,0
2b184B_raw,164,28,0
3b595A_raw,200,28,0
3b595B_raw,200,28,0
3b663A_raw,201,28,1
3b663B_raw,207,28,0
3b718A_raw,151,28,1
3b718B_raw,151,28,0
3b726A_raw,153,28,0
3b726B_raw,153,28,1
3b740A_raw,167,28,2
3b740B_raw,167,28,3
4b053A_raw,125,28,0
4b053B_raw,150,28,0
4b157A_raw,112,28,3
4b157B_raw,112,28,2
4b255a_raw,140,28,0
4b255b_raw,140,28,0
