"","stand","tree_id","year","rw_core1 (mm)","rw_core2 (mm)"
"10239","AM16","AM16_H74",1938,1.79,2.332
"10240","AM16","AM16_H74",1939,1.505,1.714
"10241","AM16","AM16_H74",1940,2.185,1.936
"10242","AM16","AM16_H74",1941,2,2.331
"10243","AM16","AM16_H74",1942,2.222,2.136
"10244","AM16","AM16_H74",1943,2.364,2.683
"10245","AM16","AM16_H74",1944,2.332,2.196
"10246","AM16","AM16_H74",1945,2.872,2.812
"10247","AM16","AM16_H74",1946,2.585,2.322
"10248","AM16","AM16_H74",1947,2.774,2.278
"10249","AM16","AM16_H74",1948,2.841,2.266
"10250","AM16","AM16_H74",1949,2.203,1.65
"10251","AM16","AM16_H74",1950,2.537,1.497
"10252","AM16","AM16_H74",1951,2.874,1.674
"10253","AM16","AM16_H74",1952,2.824,1.643
"10254","AM16","AM16_H74",1953,2.278,2.238
"10255","AM16","AM16_H74",1954,1.674,1.905
"10256","AM16","AM16_H74",1955,1.991,1.786
"10257","AM16","AM16_H74",1956,1.518,1.809
"10258","AM16","AM16_H74",1957,2.485,2.028
"10259","AM16","AM16_H74",1958,2.82,2.364
"10260","AM16","AM16_H74",1959,1.949,1.317
"10261","AM16","AM16_H74",1960,1.92,1.92
"10262","AM16","AM16_H74",1961,2.19,1.73
"10263","AM16","AM16_H74",1962,1.952,1.602
"10264","AM16","AM16_H74",1963,1.999,1.667
"10265","AM16","AM16_H74",1964,1.633,1.285
"10266","AM16","AM16_H74",1965,2.235,1.746
"10267","AM16","AM16_H74",1966,2.219,1.825
"10268","AM16","AM16_H74",1967,2.27,2.111
"10269","AM16","AM16_H74",1968,2.077,1.968
"10270","AM16","AM16_H74",1969,1.901,1.657
"10271","AM16","AM16_H74",1970,1.754,1.46
"10272","AM16","AM16_H74",1971,1.023,0.77
"10273","AM16","AM16_H74",1972,0.867,0.769
"10274","AM16","AM16_H74",1973,1.262,1.071
"10275","AM16","AM16_H74",1974,0.615,0.405
"10276","AM16","AM16_H74",1975,1.483,1.262
"10277","AM16","AM16_H74",1976,1.341,1.317
"10278","AM16","AM16_H74",1977,1.327,0.952
"10279","AM16","AM16_H74",1978,1.042,0.897
"10280","AM16","AM16_H74",1979,1.137,0.936
"10281","AM16","AM16_H74",1980,0.788,0.745
"10282","AM16","AM16_H74",1981,0.82,0.721
"10283","AM16","AM16_H74",1982,0.994,0.603
"10284","AM16","AM16_H74",1983,0.726,0.507
"10285","AM16","AM16_H74",1984,0.647,0.516
"10286","AM16","AM16_H74",1985,0.931,0.745
"10287","AM16","AM16_H74",1986,0.442,0.341
"10288","AM16","AM16_H74",1987,0.536,0.523
"10289","AM16","AM16_H74",1988,0.425,0.317
"10290","AM16","AM16_H74",1989,0.629,0.508
"10291","AM16","AM16_H74",1990,0.629,0.357
"10292","AM16","AM16_H74",1991,0.488,0.413
"10293","AM16","AM16_H74",1992,0.644,0.431
"10294","AM16","AM16_H74",1993,0.455,0.409
"10295","AM16","AM16_H74",1994,0.675,0.635
"10296","AM16","AM16_H74",1995,0.815,0.5
"10297","AM16","AM16_H74",1996,0.579,0.444
"10298","AM16","AM16_H74",1997,0.422,0.333
"10299","AM16","AM16_H74",1998,0.718,0.649
"10300","AM16","AM16_H74",1999,0.392,0.42
"10301","AM16","AM16_H74",2000,0.595,1.653
"10302","AM16","AM16_H74",2001,0.579,1.751
"10303","AM16","AM16_H74",2002,0.594,1.562
"10304","AM16","AM16_H74",2003,0.53,1.18
"10305","AM16","AM16_H74",2004,0.578,0.91
"10306","AM16","AM16_H74",2005,0.625,0.526
"10307","AM16","AM16_H74",2006,0.886,0.765
"10308","AM16","AM16_H74",2007,0.866,0.938
"10309","AM16","AM16_H74",2008,0.491,0.309
"10310","AM16","AM16_H74",2009,0.451,0.364
"10311","AM16","AM16_H76",1814,NA,1.389
"10312","AM16","AM16_H76",1815,NA,0.447
"10313","AM16","AM16_H76",1816,NA,0.834
"10314","AM16","AM16_H76",1817,NA,0.803
"10315","AM16","AM16_H76",1818,NA,0.683
"10316","AM16","AM16_H76",1819,NA,0.443
"10317","AM16","AM16_H76",1820,NA,0.245
"10318","AM16","AM16_H76",1821,NA,1.203
"10319","AM16","AM16_H76",1822,NA,1.251
"10320","AM16","AM16_H76",1823,NA,0.597
"10321","AM16","AM16_H76",1824,NA,0.59
"10322","AM16","AM16_H76",1825,NA,0.691
"10323","AM16","AM16_H76",1826,NA,0.59
"10324","AM16","AM16_H76",1827,NA,0.717
"10325","AM16","AM16_H76",1828,NA,0.592
"10326","AM16","AM16_H76",1829,NA,0.745
"10327","AM16","AM16_H76",1830,NA,0.594
"10328","AM16","AM16_H76",1831,NA,0.259
"10329","AM16","AM16_H76",1832,NA,0.735
"10330","AM16","AM16_H76",1833,NA,0.631
"10331","AM16","AM16_H76",1834,NA,0.557
"10332","AM16","AM16_H76",1835,NA,0.543
"10333","AM16","AM16_H76",1836,NA,0.69
"10334","AM16","AM16_H76",1837,NA,0.552
"10335","AM16","AM16_H76",1838,NA,0.583
"10336","AM16","AM16_H76",1839,NA,0.489
"10337","AM16","AM16_H76",1840,NA,0.489
"10338","AM16","AM16_H76",1841,NA,0.489
"10339","AM16","AM16_H76",1842,NA,0.73
"10340","AM16","AM16_H76",1843,NA,0.839
"10341","AM16","AM16_H76",1844,NA,0.729
"10342","AM16","AM16_H76",1845,NA,0.649
"10343","AM16","AM16_H76",1846,NA,0.664
"10344","AM16","AM16_H76",1847,NA,0.458
"10345","AM16","AM16_H76",1848,NA,1.002
"10346","AM16","AM16_H76",1849,NA,0.671
"10347","AM16","AM16_H76",1850,NA,0.713
"10348","AM16","AM16_H76",1851,NA,0.815
"10349","AM16","AM16_H76",1852,NA,0.786
"10350","AM16","AM16_H76",1853,NA,0.651
"10351","AM16","AM16_H76",1854,NA,0.7
"10352","AM16","AM16_H76",1855,NA,0.592
"10353","AM16","AM16_H76",1856,NA,0.39
"10354","AM16","AM16_H76",1857,NA,0.754
"10355","AM16","AM16_H76",1858,NA,0.518
"10356","AM16","AM16_H76",1859,NA,0.455
"10357","AM16","AM16_H76",1860,NA,0.611
"10358","AM16","AM16_H76",1861,NA,0.563
"10359","AM16","AM16_H76",1862,NA,0.483
"10360","AM16","AM16_H76",1863,NA,0.483
"10361","AM16","AM16_H76",1864,NA,0.482
"10362","AM16","AM16_H76",1865,NA,0.467
"10363","AM16","AM16_H76",1866,NA,0.654
"10364","AM16","AM16_H76",1867,NA,0.623
"10365","AM16","AM16_H76",1868,NA,0.654
"10366","AM16","AM16_H76",1869,NA,0.466
"10367","AM16","AM16_H76",1870,NA,0.325
"10368","AM16","AM16_H76",1871,NA,0.356
"10369","AM16","AM16_H76",1872,NA,0.404
"10370","AM16","AM16_H76",1873,NA,0.546
"10371","AM16","AM16_H76",1874,NA,0.593
"10372","AM16","AM16_H76",1875,NA,0.622
"10373","AM16","AM16_H76",1876,NA,0.606
"10374","AM16","AM16_H76",1877,NA,0.598
"10375","AM16","AM16_H76",1878,NA,0.598
"10376","AM16","AM16_H76",1879,NA,0.644
"10377","AM16","AM16_H76",1880,NA,0.266
"10378","AM16","AM16_H76",1881,NA,0.684
"10379","AM16","AM16_H76",1882,NA,0.699
"10380","AM16","AM16_H76",1883,NA,0.757
"10381","AM16","AM16_H76",1884,NA,0.975
"10382","AM16","AM16_H76",1885,NA,0.962
"10383","AM16","AM16_H76",1886,NA,1.348
"10384","AM16","AM16_H76",1887,NA,1.37
"10385","AM16","AM16_H76",1888,NA,1.143
"10386","AM16","AM16_H76",1889,NA,0.722
"10387","AM16","AM16_H76",1890,NA,0.894
"10388","AM16","AM16_H76",1891,NA,0.877
"10389","AM16","AM16_H76",1892,NA,1.018
"10390","AM16","AM16_H76",1893,NA,1.08
"10391","AM16","AM16_H76",1894,NA,1.095
"10392","AM16","AM16_H76",1895,NA,1.197
"10393","AM16","AM16_H76",1896,NA,0.885
"10394","AM16","AM16_H76",1897,NA,0.804
"10395","AM16","AM16_H76",1898,NA,0.599
"10396","AM16","AM16_H76",1899,NA,0.567
"10397","AM16","AM16_H76",1900,NA,0.458
"10398","AM16","AM16_H76",1901,NA,0.883
"10399","AM16","AM16_H76",1902,NA,0.855
"10400","AM16","AM16_H76",1903,NA,0.737
"10401","AM16","AM16_H76",1904,NA,1.198
"10402","AM16","AM16_H76",1905,NA,0.714
"10403","AM16","AM16_H76",1906,NA,0.825
"10404","AM16","AM16_H76",1907,NA,1.06
"10405","AM16","AM16_H76",1908,NA,0.712
"10406","AM16","AM16_H76",1909,NA,0.522
"10407","AM16","AM16_H76",1910,NA,1.219
"10408","AM16","AM16_H76",1911,NA,1.141
"10409","AM16","AM16_H76",1912,NA,1.143
"10410","AM16","AM16_H76",1913,NA,1.19
"10411","AM16","AM16_H76",1914,NA,1.056
"10412","AM16","AM16_H76",1915,NA,0.63
"10413","AM16","AM16_H76",1916,NA,0.582
"10414","AM16","AM16_H76",1917,NA,0.975
"10415","AM16","AM16_H76",1918,NA,0.976
"10416","AM16","AM16_H76",1919,NA,1.023
"10417","AM16","AM16_H76",1920,NA,1.043
"10418","AM16","AM16_H76",1921,NA,0.824
"10419","AM16","AM16_H76",1922,NA,0.698
"10420","AM16","AM16_H76",1923,NA,0.793
"10421","AM16","AM16_H76",1924,NA,0.682
"10422","AM16","AM16_H76",1925,NA,0.793
"10423","AM16","AM16_H76",1926,NA,0.666
"10424","AM16","AM16_H76",1927,NA,0.872
"10425","AM16","AM16_H76",1928,NA,0.919
"10426","AM16","AM16_H76",1929,NA,0.823
"10427","AM16","AM16_H76",1930,NA,0.949
"10428","AM16","AM16_H76",1931,NA,0.728
"10429","AM16","AM16_H76",1932,NA,0.839
"10430","AM16","AM16_H76",1933,NA,1.028
"10431","AM16","AM16_H76",1934,NA,0.871
"10432","AM16","AM16_H76",1935,NA,0.871
"10433","AM16","AM16_H76",1936,NA,0.95
"10434","AM16","AM16_H76",1937,NA,1.124
"10435","AM16","AM16_H76",1938,NA,1.853
"10436","AM16","AM16_H76",1939,NA,1.68
"10437","AM16","AM16_H76",1940,NA,1.3
"10438","AM16","AM16_H76",1941,NA,1.345
"10439","AM16","AM16_H76",1942,NA,1.012
"10440","AM16","AM16_H76",1943,NA,1.153
"10441","AM16","AM16_H76",1944,NA,1.32
"10442","AM16","AM16_H76",1945,NA,1.243
"10443","AM16","AM16_H76",1946,NA,1.136
"10444","AM16","AM16_H76",1947,NA,1.505
"10445","AM16","AM16_H76",1948,NA,1.604
"10446","AM16","AM16_H76",1949,NA,1.381
"10447","AM16","AM16_H76",1950,NA,1.317
"10448","AM16","AM16_H76",1951,NA,1.24
"10449","AM16","AM16_H76",1952,NA,0.886
"10450","AM16","AM16_H76",1953,NA,1.078
"10451","AM16","AM16_H76",1954,NA,1.24
"10452","AM16","AM16_H76",1955,NA,1.559
"10453","AM16","AM16_H76",1956,NA,1.075
"10454","AM16","AM16_H76",1957,NA,1.345
"10455","AM16","AM16_H76",1958,NA,1.078
"10456","AM16","AM16_H76",1959,NA,1.03
"10457","AM16","AM16_H76",1960,NA,1.046
"10458","AM16","AM16_H76",1961,NA,1.238
"10459","AM16","AM16_H76",1962,NA,1.206
"10460","AM16","AM16_H76",1963,NA,1.539
"10461","AM16","AM16_H76",1964,NA,1.587
"10462","AM16","AM16_H76",1965,NA,2.205
"10463","AM16","AM16_H76",1966,NA,1.999
"10464","AM16","AM16_H76",1967,NA,2.349
"10465","AM16","AM16_H76",1968,NA,1.762
"10466","AM16","AM16_H76",1969,NA,1.603
"10467","AM16","AM16_H76",1970,NA,1.206
"10468","AM16","AM16_H76",1971,NA,1.222
"10469","AM16","AM16_H76",1972,NA,1.587
"10470","AM16","AM16_H76",1973,NA,1.555
"10471","AM16","AM16_H76",1974,NA,0.983
"10472","AM16","AM16_H76",1975,NA,1.236
"10473","AM16","AM16_H76",1976,NA,1.918
"10474","AM16","AM16_H76",1977,NA,1.871
"10475","AM16","AM16_H76",1978,NA,1.268
"10476","AM16","AM16_H76",1979,NA,1.329
"10477","AM16","AM16_H76",1980,NA,1.202
"10478","AM16","AM16_H76",1981,NA,1.028
"10479","AM16","AM16_H76",1982,NA,0.6
"10480","AM16","AM16_H76",1983,NA,0.458
"10481","AM16","AM16_H76",1984,NA,0.537
"10482","AM16","AM16_H76",1985,NA,0.9
"10483","AM16","AM16_H76",1986,NA,0.916
"10484","AM16","AM16_H76",1987,NA,0.965
"10485","AM16","AM16_H76",1988,NA,0.713
"10486","AM16","AM16_H76",1989,NA,0.443
"10487","AM16","AM16_H76",1990,NA,1.14
"10488","AM16","AM16_H76",1991,NA,0.316
"10489","AM16","AM16_H76",1992,NA,1.028
"10490","AM16","AM16_H76",1993,NA,0.759
"10491","AM16","AM16_H76",1994,NA,1.803
"10492","AM16","AM16_H76",1995,NA,0.996
"10493","AM16","AM16_H76",1996,NA,1.012
"10494","AM16","AM16_H76",1997,NA,0.743
"10495","AM16","AM16_H76",1998,NA,1.252
"10496","AM16","AM16_H76",1999,NA,0.427
"10497","AM16","AM16_H76",2000,NA,1.28
"10498","AM16","AM16_H76",2001,NA,1.123
"10499","AM16","AM16_H76",2002,NA,0.775
"10500","AM16","AM16_H76",2003,NA,0.522
"10501","AM16","AM16_H76",2004,NA,0.847
"10502","AM16","AM16_H76",2005,NA,0.993
"10503","AM16","AM16_H76",2006,NA,0.802
"10504","AM16","AM16_H76",2007,NA,0.755
"10505","AM16","AM16_H76",2008,NA,0.743
"10506","AM16","AM16_H76",2009,NA,0.331
"10507","AM16","AM16_H77",1826,0.462,NA
"10508","AM16","AM16_H77",1827,0.452,NA
"10509","AM16","AM16_H77",1828,0.204,NA
"10510","AM16","AM16_H77",1829,0.255,NA
"10511","AM16","AM16_H77",1830,0.336,NA
"10512","AM16","AM16_H77",1831,0.592,NA
"10513","AM16","AM16_H77",1832,0.503,NA
"10514","AM16","AM16_H77",1833,1.224,NA
"10515","AM16","AM16_H77",1834,0.821,NA
"10516","AM16","AM16_H77",1835,0.651,NA
"10517","AM16","AM16_H77",1836,0.286,NA
"10518","AM16","AM16_H77",1837,0.625,NA
"10519","AM16","AM16_H77",1838,0.635,NA
"10520","AM16","AM16_H77",1839,0.452,NA
"10521","AM16","AM16_H77",1840,0.987,NA
"10522","AM16","AM16_H77",1841,0.588,NA
"10523","AM16","AM16_H77",1842,0.91,NA
"10524","AM16","AM16_H77",1843,0.321,NA
"10525","AM16","AM16_H77",1844,0.925,NA
"10526","AM16","AM16_H77",1845,1.322,NA
"10527","AM16","AM16_H77",1846,0.968,NA
"10528","AM16","AM16_H77",1847,1.087,NA
"10529","AM16","AM16_H77",1848,0.677,NA
"10530","AM16","AM16_H77",1849,0.498,NA
"10531","AM16","AM16_H77",1850,0.796,NA
"10532","AM16","AM16_H77",1851,1.471,NA
"10533","AM16","AM16_H77",1852,1.263,NA
"10534","AM16","AM16_H77",1853,0.673,NA
"10535","AM16","AM16_H77",1854,0.87,NA
"10536","AM16","AM16_H77",1855,0.837,NA
"10537","AM16","AM16_H77",1856,0.6,NA
"10538","AM16","AM16_H77",1857,0.577,NA
"10539","AM16","AM16_H77",1858,0.482,NA
"10540","AM16","AM16_H77",1859,0.141,NA
"10541","AM16","AM16_H77",1860,0.408,NA
"10542","AM16","AM16_H77",1861,0.551,NA
"10543","AM16","AM16_H77",1862,0.425,NA
"10544","AM16","AM16_H77",1863,0.363,NA
"10545","AM16","AM16_H77",1864,0.521,NA
"10546","AM16","AM16_H77",1865,0.364,NA
"10547","AM16","AM16_H77",1866,0.522,NA
"10548","AM16","AM16_H77",1867,0.506,NA
"10549","AM16","AM16_H77",1868,0.616,NA
"10550","AM16","AM16_H77",1869,0.491,NA
"10551","AM16","AM16_H77",1870,0.142,NA
"10552","AM16","AM16_H77",1871,0.41,NA
"10553","AM16","AM16_H77",1872,0.315,NA
"10554","AM16","AM16_H77",1873,0.678,NA
"10555","AM16","AM16_H77",1874,0.52,NA
"10556","AM16","AM16_H77",1875,0.536,NA
"10557","AM16","AM16_H77",1876,0.458,NA
"10558","AM16","AM16_H77",1877,0.379,NA
"10559","AM16","AM16_H77",1878,0.773,NA
"10560","AM16","AM16_H77",1879,0.774,NA
"10561","AM16","AM16_H77",1880,0.84,NA
"10562","AM16","AM16_H77",1881,0.571,NA
"10563","AM16","AM16_H77",1882,0.444,NA
"10564","AM16","AM16_H77",1883,0.667,NA
"10565","AM16","AM16_H77",1884,0.54,NA
"10566","AM16","AM16_H77",1885,0.555,NA
"10567","AM16","AM16_H77",1886,0.587,NA
"10568","AM16","AM16_H77",1887,0.271,NA
"10569","AM16","AM16_H77",1888,0.396,0.355
"10570","AM16","AM16_H77",1889,0.365,0.611
"10571","AM16","AM16_H77",1890,0.524,0.369
"10572","AM16","AM16_H77",1891,0.682,0.332
"10573","AM16","AM16_H77",1892,0.492,0.478
"10574","AM16","AM16_H77",1893,0.476,0.305
"10575","AM16","AM16_H77",1894,0.539,0.426
"10576","AM16","AM16_H77",1895,0.539,0.505
"10577","AM16","AM16_H77",1896,0.476,0.6
"10578","AM16","AM16_H77",1897,0.555,0.39
"10579","AM16","AM16_H77",1898,0.428,0.484
"10580","AM16","AM16_H77",1899,0.413,0.38
"10581","AM16","AM16_H77",1900,0.73,0.289
"10582","AM16","AM16_H77",1901,0.714,0.491
"10583","AM16","AM16_H77",1902,0.635,0.463
"10584","AM16","AM16_H77",1903,0.54,0.481
"10585","AM16","AM16_H77",1904,0.763,0.42
"10586","AM16","AM16_H77",1905,0.633,0.516
"10587","AM16","AM16_H77",1906,0.793,0.36
"10588","AM16","AM16_H77",1907,0.841,0.345
"10589","AM16","AM16_H77",1908,0.793,0.378
"10590","AM16","AM16_H77",1909,0.889,0.425
"10591","AM16","AM16_H77",1910,0.793,0.426
"10592","AM16","AM16_H77",1911,0.873,0.568
"10593","AM16","AM16_H77",1912,0.984,0.601
"10594","AM16","AM16_H77",1913,1.016,0.776
"10595","AM16","AM16_H77",1914,1.19,0.84
"10596","AM16","AM16_H77",1915,1.063,0.84
"10597","AM16","AM16_H77",1916,0.714,0.381
"10598","AM16","AM16_H77",1917,0.968,0.492
"10599","AM16","AM16_H77",1918,0.952,0.904
"10600","AM16","AM16_H77",1919,0.984,1.102
"10601","AM16","AM16_H77",1920,0.919,1.066
"10602","AM16","AM16_H77",1921,1.076,0.917
"10603","AM16","AM16_H77",1922,0.918,1.007
"10604","AM16","AM16_H77",1923,0.934,0.859
"10605","AM16","AM16_H77",1924,0.871,0.868
"10606","AM16","AM16_H77",1925,0.856,1.182
"10607","AM16","AM16_H77",1926,1.046,0.952
"10608","AM16","AM16_H77",1927,1.364,1.068
"10609","AM16","AM16_H77",1928,1.602,1.305
"10610","AM16","AM16_H77",1929,1.394,1.319
"10611","AM16","AM16_H77",1930,1.538,1.097
"10612","AM16","AM16_H77",1931,1.745,1.246
"10613","AM16","AM16_H77",1932,1.459,1.586
"10614","AM16","AM16_H77",1933,1.649,1.508
"10615","AM16","AM16_H77",1934,1.332,1.677
"10616","AM16","AM16_H77",1935,1.49,1.095
"10617","AM16","AM16_H77",1936,1.363,1.532
"10618","AM16","AM16_H77",1937,1.506,1.539
"10619","AM16","AM16_H77",1938,1.982,1.356
"10620","AM16","AM16_H77",1939,1.618,1.665
"10621","AM16","AM16_H77",1940,0.968,1.45
"10622","AM16","AM16_H77",1941,1.047,1.146
"10623","AM16","AM16_H77",1942,1.284,1.474
"10624","AM16","AM16_H77",1943,1.332,1.701
"10625","AM16","AM16_H77",1944,1.427,1.628
"10626","AM16","AM16_H77",1945,1.316,1.793
"10627","AM16","AM16_H77",1946,1.332,2.078
"10628","AM16","AM16_H77",1947,1.459,2.54
"10629","AM16","AM16_H77",1948,1.474,2.524
"10630","AM16","AM16_H77",1949,1.174,2.491
"10631","AM16","AM16_H77",1950,0.968,2.008
"10632","AM16","AM16_H77",1951,1.253,2.197
"10633","AM16","AM16_H77",1952,0.872,2.132
"10634","AM16","AM16_H77",1953,1.127,2.135
"10635","AM16","AM16_H77",1954,1.094,2.094
"10636","AM16","AM16_H77",1955,1.08,1.856
"10637","AM16","AM16_H77",1956,1.153,1.5
"10638","AM16","AM16_H77",1957,1.699,1.557
"10639","AM16","AM16_H77",1958,1.374,2.122
"10640","AM16","AM16_H77",1959,0.993,2.199
"10641","AM16","AM16_H77",1960,1.162,1.584
"10642","AM16","AM16_H77",1961,1.089,2.046
"10643","AM16","AM16_H77",1962,1.007,1.983
"10644","AM16","AM16_H77",1963,1.171,1.61
"10645","AM16","AM16_H77",1964,0.931,1.521
"10646","AM16","AM16_H77",1965,1.308,1.716
"10647","AM16","AM16_H77",1966,1.108,2.306
"10648","AM16","AM16_H77",1967,1.449,1.808
"10649","AM16","AM16_H77",1968,1.115,2.53
"10650","AM16","AM16_H77",1969,1.03,2.275
"10651","AM16","AM16_H77",1970,1.45,1.705
"10652","AM16","AM16_H77",1971,1.355,1.738
"10653","AM16","AM16_H77",1972,1.442,2.154
"10654","AM16","AM16_H77",1973,1.254,2.414
"10655","AM16","AM16_H77",1974,0.729,2.483
"10656","AM16","AM16_H77",1975,1.052,1.875
"10657","AM16","AM16_H77",1976,1.107,2.136
"10658","AM16","AM16_H77",1977,1.476,2.123
"10659","AM16","AM16_H77",1978,0.858,1.993
"10660","AM16","AM16_H77",1979,1.064,1.29
"10661","AM16","AM16_H77",1980,0.918,1.368
"10662","AM16","AM16_H77",1981,0.794,1.104
"10663","AM16","AM16_H77",1982,1.091,0.926
"10664","AM16","AM16_H77",1983,1.077,1.073
"10665","AM16","AM16_H77",1984,0.831,1.061
"10666","AM16","AM16_H77",1985,0.82,1.089
"10667","AM16","AM16_H77",1986,1.049,1.351
"10668","AM16","AM16_H77",1987,1.053,1.015
"10669","AM16","AM16_H77",1988,0.711,0.856
"10670","AM16","AM16_H77",1989,0.474,0.699
"10671","AM16","AM16_H77",1990,0.996,0.493
"10672","AM16","AM16_H77",1991,0.869,0.894
"10673","AM16","AM16_H77",1992,1.166,0.582
"10674","AM16","AM16_H77",1993,0.774,0.555
"10675","AM16","AM16_H77",1994,1.545,0.481
"10676","AM16","AM16_H77",1995,0.616,0.849
"10677","AM16","AM16_H77",1996,0.82,0.743
"10678","AM16","AM16_H77",1997,0.896,0.993
"10679","AM16","AM16_H77",1998,0.978,1.056
"10680","AM16","AM16_H77",1999,0.564,1.461
"10681","AM16","AM16_H77",2000,1.24,0.652
"10682","AM16","AM16_H77",2001,0.974,1.291
"10683","AM16","AM16_H77",2002,0.613,0.834
"10684","AM16","AM16_H77",2003,0.469,0.801
"10685","AM16","AM16_H77",2004,0.297,0.769
"10686","AM16","AM16_H77",2005,0.489,0.431
"10687","AM16","AM16_H77",2006,0.403,0.508
"10688","AM16","AM16_H77",2007,0.381,0.383
"10689","AM16","AM16_H77",2008,0.432,0.436
"10690","AM16","AM16_H77",2009,0.409,0.451
"10691","AM16","AM16_H9",1791,0.615,0.69
"10692","AM16","AM16_H9",1792,0.568,0.597
"10693","AM16","AM16_H9",1793,0.538,0.659
"10694","AM16","AM16_H9",1794,0.489,0.486
"10695","AM16","AM16_H9",1795,0.502,0.598
"10696","AM16","AM16_H9",1796,0.562,0.488
"10697","AM16","AM16_H9",1797,0.38,0.314
"10698","AM16","AM16_H9",1798,0.531,0.496
"10699","AM16","AM16_H9",1799,0.523,0.497
"10700","AM16","AM16_H9",1800,0.506,0.433
"10701","AM16","AM16_H9",1801,0.364,0.379
"10702","AM16","AM16_H9",1802,0.491,0.532
"10703","AM16","AM16_H9",1803,0.498,0.539
"10704","AM16","AM16_H9",1804,0.49,0.681
"10705","AM16","AM16_H9",1805,0.506,0.673
"10706","AM16","AM16_H9",1806,0.411,0.365
"10707","AM16","AM16_H9",1807,0.585,0.657
"10708","AM16","AM16_H9",1808,0.404,0.507
"10709","AM16","AM16_H9",1809,0.389,0.51
"10710","AM16","AM16_H9",1810,0.197,0.222
"10711","AM16","AM16_H9",1811,0.529,0.531
"10712","AM16","AM16_H9",1812,0.441,0.54
"10713","AM16","AM16_H9",1813,0.489,0.451
"10714","AM16","AM16_H9",1814,0.411,0.498
"10715","AM16","AM16_H9",1815,0.379,0.522
"10716","AM16","AM16_H9",1816,0.467,0.582
"10717","AM16","AM16_H9",1817,0.507,0.534
"10718","AM16","AM16_H9",1818,0.483,0.489
"10719","AM16","AM16_H9",1819,0.443,0.433
"10720","AM16","AM16_H9",1820,0.324,0.37
"10721","AM16","AM16_H9",1821,0.482,0.52
"10722","AM16","AM16_H9",1822,0.348,0.567
"10723","AM16","AM16_H9",1823,0.261,0.449
"10724","AM16","AM16_H9",1824,0.301,0.479
"10725","AM16","AM16_H9",1825,0.325,0.596
"10726","AM16","AM16_H9",1826,0.38,0.424
"10727","AM16","AM16_H9",1827,0.499,0.534
"10728","AM16","AM16_H9",1828,0.484,0.483
"10729","AM16","AM16_H9",1829,0.412,0.446
"10730","AM16","AM16_H9",1830,0.467,0.403
"10731","AM16","AM16_H9",1831,0.373,0.303
"10732","AM16","AM16_H9",1832,0.357,0.406
"10733","AM16","AM16_H9",1833,0.388,0.334
"10734","AM16","AM16_H9",1834,0.341,0.36
"10735","AM16","AM16_H9",1835,0.357,0.358
"10736","AM16","AM16_H9",1836,0.333,0.395
"10737","AM16","AM16_H9",1837,0.277,0.356
"10738","AM16","AM16_H9",1838,0.404,0.418
"10739","AM16","AM16_H9",1839,0.459,0.481
"10740","AM16","AM16_H9",1840,0.332,0.418
"10741","AM16","AM16_H9",1841,0.34,0.378
"10742","AM16","AM16_H9",1842,0.278,0.27
"10743","AM16","AM16_H9",1843,0.357,0.394
"10744","AM16","AM16_H9",1844,0.46,0.362
"10745","AM16","AM16_H9",1845,0.38,0.325
"10746","AM16","AM16_H9",1846,0.468,0.411
"10747","AM16","AM16_H9",1847,0.388,0.41
"10748","AM16","AM16_H9",1848,0.563,0.527
"10749","AM16","AM16_H9",1849,0.421,0.349
"10750","AM16","AM16_H9",1850,0.341,0.413
"10751","AM16","AM16_H9",1851,0.428,0.482
"10752","AM16","AM16_H9",1852,0.444,0.404
"10753","AM16","AM16_H9",1853,0.413,0.32
"10754","AM16","AM16_H9",1854,0.436,0.43
"10755","AM16","AM16_H9",1855,0.444,0.398
"10756","AM16","AM16_H9",1856,0.523,0.465
"10757","AM16","AM16_H9",1857,0.555,0.422
"10758","AM16","AM16_H9",1858,0.603,0.515
"10759","AM16","AM16_H9",1859,0.476,0.351
"10760","AM16","AM16_H9",1860,0.627,0.571
"10761","AM16","AM16_H9",1861,0.659,0.446
"10762","AM16","AM16_H9",1862,0.404,0.414
"10763","AM16","AM16_H9",1863,0.579,0.407
"10764","AM16","AM16_H9",1864,0.484,0.408
"10765","AM16","AM16_H9",1865,0.516,0.259
"10766","AM16","AM16_H9",1866,0.444,0.338
"10767","AM16","AM16_H9",1867,0.499,0.275
"10768","AM16","AM16_H9",1868,0.491,0.347
"10769","AM16","AM16_H9",1869,0.388,0.261
"10770","AM16","AM16_H9",1870,0.436,0.316
"10771","AM16","AM16_H9",1871,0.344,0.261
"10772","AM16","AM16_H9",1872,0.475,0.284
"10773","AM16","AM16_H9",1873,0.459,0.244
"10774","AM16","AM16_H9",1874,0.45,0.362
"10775","AM16","AM16_H9",1875,0.364,0.269
"10776","AM16","AM16_H9",1876,0.371,0.222
"10777","AM16","AM16_H9",1877,0.553,0.33
"10778","AM16","AM16_H9",1878,0.545,0.315
"10779","AM16","AM16_H9",1879,0.553,0.269
"10780","AM16","AM16_H9",1880,0.301,0.143
"10781","AM16","AM16_H9",1881,0.601,0.378
"10782","AM16","AM16_H9",1882,0.696,0.522
"10783","AM16","AM16_H9",1883,0.664,0.571
"10784","AM16","AM16_H9",1884,0.596,0.395
"10785","AM16","AM16_H9",1885,0.543,0.284
