tree,n_missing_total,n_missing_1980_on,n_outliers_total
SL010_raw,339,0,4
SL011_raw,626,0,0
SL020b_raw,458,297,0
SL020a_raw,506,0,3
SL021b_raw,501,273,0
SL021a_raw,533,0,3
SL030_raw,590,0,7
SL031_raw,629,0,0
SL040_raw,593,5,3
SL041_raw,593,0,1
SL050_raw,418,0,11
SL051_raw,447,1,7
SL060_raw,592,0,2
SL061b_raw,538,151,0
SL061a_raw,651,0,2
SL070_raw,673,0,0
SL071_raw,706,0,0
SL080_raw,624,0,2
SL081_raw,613,0,4
SL090_raw,760,0,1
SL091_raw,761,0,0
SL100_raw,306,0,15
SL101_raw,253,0,16
SL110_raw,328,1,11
SL111b_raw,385,315,0
SL111a_raw,510,1,0
SL120b_raw,485,246,2
SL120a_raw,629,0,2
SL121_raw,438,0,1
SL130b_raw,276,217,2
SL130a_raw,593,0,1
SL131_raw,277,0,4
SL140a_raw,275,0,8
SL141e_raw,0,506,2
SL141d_raw,297,442,0
SL141c_raw,359,391,0
SL141b_raw,430,61,4
SL141a_raw,755,0,1
SL150_raw,260,0,8
SL151_raw,470,0,12
SL160_raw,320,0,6
SL161_raw,272,0,4
SL180_raw,672,0,0
SL181_raw,671,0,0
SL190_raw,739,0,1
SL191_raw,729,0,1
SL200_raw,212,0,2
SL201b_raw,388,359,0
SL201a_raw,442,0,1
SL210b_raw,425,91,0
SL210a_raw,725,0,0
SL211_raw,395,0,2
SL220_raw,632,0,0
SL221_raw,626,0,1
SL230_raw,142,0,9
SL231_raw,321,0,5
SL232_raw,228,0,2
SL240_raw,632,0,0
SL241_raw,624,0,1
SL250_raw,614,1,0
SL251b_raw,604,1,0
SL260_raw,683,0,0
SL261_raw,671,0,0
SL270_raw,684,0,0
SL271_raw,696,0,0
SL280_raw,541,0,0
SL281_raw,530,0,1
SLd010_raw,379,146,2
SLd011_raw,272,157,3
SLd020_raw,300,150,9
SLd021_raw,311,176,1
SLd030_raw,303,118,8
SLd031_raw,327,220,6
