tree,n_missing_total,n_missing_1980_on,n_outliers_total
BCR011_raw,69,38,8
BCR012_raw,74,38,7
BCR021_raw,176,38,5
BCR022_raw,184,38,3
BCR031_raw,169,38,7
BCR032_raw,168,38,3
BCR041_raw,170,38,2
BCR042_raw,181,38,0
BCR051_raw,156,38,8
BCR052_raw,158,38,2
BCR061_raw,212,38,1
BCR062_raw,212,38,4
BCR071_raw,169,38,2
BCR072_raw,172,38,3
BCR081_raw,64,38,3
BCR082_raw,89,38,6
BCR091_raw,65,38,11
BCR092_raw,59,38,12
BCR101_raw,38,38,9
BCR102_raw,40,38,10
BCR111_raw,125,38,2
BCR112_raw,158,38,2
BCR121_raw,136,38,6
BCR122_raw,139,38,3
BCR131_raw,165,38,5
BCR132_raw,156,38,6
BCR141_raw,130,38,8
BCR142_raw,137,38,4
BCR151_raw,224,38,1
BCR152_raw,215,38,0
BCR161_raw,219,38,1
BCR162_raw,202,38,0
