tree,n_missing_total,n_missing_1980_on,n_outliers_total
FRB21C_raw,730,45,6
FRB28A_raw,700,45,0
FRB28B_raw,734,45,8
FRB19A_raw,886,45,2
FRB18B_raw,436,45,17
FRB27A_raw,514,45,1
FRB29A_raw,491,45,5
FRB29B_raw,855,28,2
SCJ4A_raw,700,45,0
FRE02A_raw,526,42,13
FRE08B_raw,558,42,5
FRE08C_raw,462,42,5
FRE34V_raw,603,45,2
FRE34Z_raw,650,45,3
FRE24A_raw,705,42,4
FRE24B_raw,748,42,2
FBK01A_raw,916,14,2
FBK03A_raw,942,14,1
FBK04A_raw,906,14,3
FBK04B_raw,975,14,0
FBK05A_raw,906,14,2
FBK05B_raw,851,14,4
FBK06A_raw,908,14,2
FBK06B_raw,893,14,1
FBK07A_raw,889,14,6
FBK07B_raw,755,14,6
FBK08B_raw,1081,45,0
FBK08C_raw,1062,45,1
FBK09A_raw,1006,14,2
FBK09B_raw,929,14,1
FBK10B_raw,890,14,0
FBK11A_raw,989,14,1
FBK11B_raw,994,14,1
FBK12A_raw,897,14,1
FBK12B_raw,839,14,2
FBK14A_raw,966,14,2
FBK14B_raw,950,14,1
FBK15A_raw,991,14,0
FBK16A_raw,944,14,3
FBK16B_raw,951,14,1
FBK17A_raw,995,14,0
FBK17B_raw,919,14,2
FBK19B_raw,932,14,1
FRB21D_raw,815,45,4
FRB30C_raw,949,45,0
FRB30D_raw,789,28,1
