tree,n_missing_total,n_missing_1980_on,n_outliers_total
WCD01A_raw,234,15,0
WCD01B_raw,234,15,2
WCD02A_raw,163,15,3
WCD02B_raw,162,15,5
WCD03A_raw,149,15,0
WCD03B_raw,179,15,1
WCD04A_raw,207,15,1
WCD04B_raw,235,15,1
WCD06A_raw,261,15,1
WCD06B_raw,262,15,0
WCD07B_raw,160,15,4
WCD08A_raw,82,15,7
WCD08B_raw,88,15,6
WCD09A_raw,49,15,2
WCD09B_raw,89,15,6
WCD10A_raw,68,15,5
WCD10B_raw,72,15,6
WCD11A_raw,15,15,9
WCD11B_raw,113,15,2
WCD12A_raw,237,15,2
WCD12B_raw,191,15,1
WCD13A_raw,73,15,8
WCD13B_raw,68,15,6
WCD16A_raw,148,15,1
WCD17A_raw,135,15,1
WCD17B_raw,153,15,1
WCD18A_raw,235,15,2
WCD18B_raw,219,15,1
WCD19B_raw,252,15,2
WCD20C_raw,245,15,2
WCD23B_raw,162,15,0
WCD24A_raw,55,15,2
WCD24B_raw,39,15,2
WCD26A_raw,131,15,1
WCD26B_raw,126,15,1
WCD28B_raw,38,15,8
WCD29A_raw,159,15,4
WCD29B_raw,124,15,2
WCD30A_raw,30,15,7
WCD30B_raw,29,15,9
WCD31A_raw,198,15,1
WCD31B_raw,192,15,2
WCD33B_raw,206,15,0
