age_CE,HMHL01A_raw,HMHL02A_raw,HMHL03A_raw,HMHL04A_raw,HMHL05A_raw,HMHL08A_raw,HMHL09A_raw,HMHL10A_raw,HMHL11A_raw,HMHL12A_raw,HMHL14A_raw,HMHL15A_raw,HMHL17A_raw,HMHL18A_raw,HMHL19A_raw,HMHL20A_raw,HMHL01A_raw_outlier_flag,HMHL02A_raw_outlier_flag,HMHL03A_raw_outlier_flag,HMHL04A_raw_outlier_flag,HMHL05A_raw_outlier_flag,HMHL08A_raw_outlier_flag,HMHL09A_raw_outlier_flag,HMHL10A_raw_outlier_flag,HMHL11A_raw_outlier_flag,HMHL12A_raw_outlier_flag,HMHL14A_raw_outlier_flag,HMHL15A_raw_outlier_flag,HMHL17A_raw_outlier_flag,HMHL18A_raw_outlier_flag,HMHL19A_raw_outlier_flag,HMHL20A_raw_outlier_flag
1789,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1790,NA,NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1791,NA,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1792,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1793,NA,NA,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1794,NA,NA,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1795,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1796,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1797,NA,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1798,NA,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
1799,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1.16,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1800,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.63,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1801,NA,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.37,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1802,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.81,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1803,NA,NA,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.93,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1804,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1.09,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1805,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1.11,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1806,NA,NA,NA,1.12,NA,0.57,NA,NA,NA,NA,NA,NA,0.31,0.59,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1807,NA,NA,NA,0.85,NA,0.76,NA,NA,NA,NA,NA,NA,0.44,0.9,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1808,NA,NA,NA,0.87,NA,0.29,NA,NA,NA,NA,NA,NA,0.29,0.42,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1809,NA,NA,NA,1.31,NA,0.58,NA,NA,NA,NA,NA,NA,0.46,0.94,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1810,NA,NA,NA,0.58,NA,0.12,NA,NA,NA,NA,NA,NA,0.09,0.06,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1811,NA,NA,0.61,0.73,NA,0.35,NA,NA,NA,NA,NA,NA,0.31,0.65,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1812,NA,NA,1.58,1.01,NA,0.7,NA,NA,NA,NA,NA,NA,0.51,1.31,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1813,NA,NA,1.33,0.84,NA,0.86,NA,NA,NA,NA,NA,NA,0.51,1.04,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1814,NA,NA,1.24,1.15,NA,1.64,NA,NA,NA,NA,NA,NA,0.62,0.93,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1815,NA,NA,0.41,1.12,NA,0.59,NA,NA,NA,NA,NA,NA,0.51,1.05,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1816,NA,NA,0.77,1.77,NA,1.13,NA,NA,NA,NA,NA,NA,0.82,1.38,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1817,NA,NA,0.68,1.94,NA,1.37,NA,1.59,NA,NA,NA,NA,0.93,1.29,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1818,NA,NA,0.54,1.7,NA,1.09,NA,2.77,NA,NA,NA,NA,0.94,1.16,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1819,NA,NA,0.16,1.09,NA,0.45,NA,2.13,NA,NA,NA,NA,0.48,0.55,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1820,NA,NA,0.07,1.02,NA,0.19,NA,2.47,NA,NA,NA,NA,0.38,0.36,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1821,NA,NA,0.25,1.78,NA,0.54,NA,3.56,NA,NA,NA,NA,0.75,1.28,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA
1822,NA,NA,0.18,2.36,NA,0.95,NA,3.66,NA,NA,NA,NA,0.99,1.39,NA,1.06,NA,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE
1823,NA,NA,0.29,1.4,NA,0.89,NA,2.82,NA,NA,NA,NA,0.83,1.22,NA,1.29,NA,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE
1824,NA,NA,0.45,1.09,NA,0.46,NA,2.38,NA,NA,0.72,NA,0.59,0.98,NA,1.19,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1825,NA,NA,0.86,1.34,NA,1.57,NA,2.25,NA,NA,0.95,NA,0.83,1,NA,1.09,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1826,NA,NA,0.7,0.75,NA,1.5,NA,1.79,NA,NA,1.17,NA,0.93,0.87,NA,1,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1827,NA,NA,0.59,0.7,NA,1.48,NA,1.61,NA,NA,2.14,NA,0.77,0.84,NA,0.83,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1828,NA,NA,0.72,0.6,NA,1.59,NA,1.74,NA,NA,2.66,NA,0.85,0.72,NA,0.91,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE
1829,NA,NA,0.66,0.84,NA,2.07,NA,1.54,NA,NA,2.88,NA,0.95,0.82,NA,1.6,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE
1830,NA,NA,0.31,0.55,NA,1.72,NA,1.19,NA,NA,2.32,NA,0.79,0.75,NA,1.72,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE
1831,NA,NA,0.22,0.62,NA,1.17,NA,1.46,NA,NA,1.66,NA,1.06,1.01,NA,1.73,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1832,NA,NA,0.63,0.61,NA,0.94,NA,1.54,NA,NA,1.02,NA,1.22,1.11,NA,1.79,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1833,NA,NA,0.58,0.8,NA,1.34,NA,1.49,NA,NA,1.23,NA,1.21,0.8,NA,1.43,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1834,NA,NA,1.39,1.09,NA,1.43,NA,2.21,NA,NA,1.87,NA,0.96,0.75,NA,1.73,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1835,NA,NA,0.91,0.92,NA,1.34,NA,1.71,NA,NA,1.65,NA,0.98,0.67,NA,1.75,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1836,NA,NA,1.55,0.95,NA,1.37,NA,1.56,NA,NA,1.68,NA,0.93,0.51,NA,1.66,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1837,NA,NA,1.14,0.93,NA,1.29,NA,1.31,NA,NA,1.31,NA,0.94,0.64,NA,1.53,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1838,NA,NA,0.98,1,NA,0.98,NA,1.47,NA,NA,0.82,NA,0.74,0.6,NA,1.22,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1839,NA,NA,2.01,1.04,NA,2.09,NA,1.76,NA,NA,2,NA,0.83,0.67,NA,1.52,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1840,NA,NA,1.43,0.71,NA,1.74,NA,1.06,NA,NA,1.58,NA,0.77,0.83,NA,1.22,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1841,NA,NA,2.23,0.92,NA,2,NA,1.33,NA,NA,2.1,NA,0.86,0.91,NA,1.67,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1842,NA,NA,1.25,1,NA,0.97,NA,1.32,NA,NA,2.15,NA,0.7,1.83,NA,3.06,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,TRUE
1843,NA,NA,1.73,1.28,NA,0.88,NA,1.82,NA,NA,2.11,NA,0.87,2.29,NA,3.28,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,NA,TRUE
1844,NA,NA,2.13,1.32,NA,0.88,NA,1.57,NA,NA,1.81,NA,1.09,2.09,NA,2.56,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,NA,FALSE
1845,NA,NA,0.91,1.15,NA,0.95,NA,1.38,NA,NA,1.4,NA,1.28,2.17,NA,2.38,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,NA,FALSE
1846,NA,NA,2.1,1.35,NA,1.6,NA,1.69,NA,NA,1.49,NA,1.6,2.21,NA,2.87,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,NA,TRUE
1847,NA,NA,1.2,1.42,NA,1.57,NA,1.26,NA,NA,1.03,NA,1.02,2.32,NA,2.48,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,TRUE,NA,FALSE
1848,NA,NA,0.93,1.11,1.58,1.47,NA,1.21,NA,NA,1.02,NA,1.13,1.87,NA,2.53,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1849,NA,NA,1.09,0.87,1.24,0.92,NA,1.23,NA,NA,0.87,NA,0.8,1.26,NA,2.11,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1850,NA,NA,0.77,0.72,1.23,0.9,NA,0.96,NA,NA,0.58,NA,0.96,0.94,NA,1.81,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1851,NA,NA,1.54,1.05,1.87,1.16,NA,0.95,NA,NA,0.72,NA,0.99,1.15,NA,2.25,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1852,NA,NA,2.41,1.37,1.86,0.7,NA,1.09,NA,NA,0.65,NA,1.02,0.99,NA,1.98,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1853,NA,NA,2.02,1.14,1.37,1.23,NA,1.06,NA,NA,0.79,1.14,0.88,1.08,NA,1.44,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1854,NA,NA,2.2,1.15,1.19,1.44,NA,1.03,NA,NA,0.92,1.67,0.61,0.85,NA,1.27,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1855,NA,NA,2.49,1.07,1.28,1.73,NA,1.17,3.02,NA,1.14,2.31,0.91,0.81,NA,1.58,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1856,NA,1.17,2.02,1.12,1.55,1.51,NA,0.86,2.1,NA,0.97,2.43,0.78,0.99,NA,1.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1857,NA,1.39,1.94,1.04,2.09,1.41,NA,0.88,1.89,NA,1.09,2.55,0.9,0.95,NA,1.29,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1858,NA,1.28,1.74,1.21,2.29,1.14,NA,0.92,1.86,NA,1.4,2.89,0.77,1.19,NA,1.34,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1859,NA,0.42,0.69,0.95,1.23,0.64,NA,0.69,2.78,NA,0.95,1.31,0.52,1.23,NA,1.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1860,NA,1.3,2.4,1.36,2.03,1,NA,1.18,3.65,NA,1.36,2.4,1.08,1.84,NA,3.01,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE
1861,NA,0.73,1.27,1.33,2.06,0.97,NA,0.7,2.91,NA,1.09,1.71,0.87,1.46,NA,1.93,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1862,NA,1.16,1.84,1.35,1.58,0.98,NA,0.57,2.6,NA,0.5,1.86,0.55,0.99,NA,1.87,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1863,NA,0.91,1.09,1.26,2.29,1.17,NA,0.87,2.46,NA,0.9,2.08,0.82,1.22,NA,2.14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1864,NA,0.77,1.22,1.36,1.86,1.18,NA,0.78,2.19,NA,0.94,1.84,0.79,0.94,NA,1.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1865,NA,0.37,0.91,1.29,1.71,1.15,NA,0.7,1.59,NA,0.86,1.64,0.65,1.14,NA,1.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1866,NA,0.69,1.29,1,1.25,0.81,NA,0.59,1.21,NA,0.79,1.66,0.56,1.06,NA,1.79,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1867,NA,0.47,0.86,1.11,0.94,0.75,NA,0.65,1.19,NA,0.73,1.91,0.72,1.11,NA,1.54,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1868,NA,1.06,1.91,1.3,1.3,1.03,NA,0.98,1.78,NA,0.94,3.21,0.96,1.2,1.72,1.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,NA,0.89,1.4,1.32,0.94,0.79,NA,1.1,3.13,NA,0.93,3.05,0.78,1.1,1.23,1.55,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,NA,0.85,1.33,0.99,0.8,1.13,NA,0.71,1.97,NA,0.78,1.68,0.75,0.78,0.97,0.96,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,NA,0.79,1.25,0.86,0.77,1.23,NA,0.91,1.56,NA,0.67,1.84,1.11,1.14,1.33,1.02,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,2.31,1.23,1.31,0.86,1.29,1.33,NA,1.04,2.36,NA,1.01,2.72,1.11,1.06,1.67,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,1.86,0.89,1.34,0.83,1.61,1.49,NA,1.02,2.17,NA,1.03,2.25,0.9,0.95,1.52,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,2.09,1.64,1.94,0.74,2.48,1.41,NA,0.94,2.54,NA,1.16,3.11,0.92,0.84,1.63,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,2.18,1.36,1.75,0.68,2.56,1.42,NA,0.94,2.62,NA,1.27,3.1,0.91,1.18,1.86,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,1.59,0.99,1.17,0.56,2.08,1.04,NA,0.59,1.9,NA,1.04,2.07,0.82,0.97,1.3,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,1.42,2.43,2.21,0.59,2.56,1.43,NA,0.77,3.11,NA,1.28,4.07,0.77,1.01,1.58,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,0.69,2.08,2.11,0.62,1.83,1.67,NA,0.72,2.34,NA,1.38,3.29,0.76,0.9,2.12,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,0.78,1.35,1.31,0.68,0.96,1.63,NA,0.91,1.67,NA,1.24,2.82,0.69,0.77,1.38,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,0.99,0.54,0.95,0.47,0.51,1.22,NA,0.73,1.43,NA,0.75,1.98,0.81,0.82,1.5,2.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,1.67,2.04,2.53,0.95,1.21,1.3,NA,0.95,2.86,NA,0.83,3.62,0.98,1.52,1.87,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.99,0.98,1.63,0.9,1.57,1.4,NA,0.54,2.18,NA,0.78,2.76,0.9,1.51,1.19,1.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,1.75,1.57,1.98,1.08,1.8,1.65,NA,0.37,1.64,NA,0.96,3.16,0.68,1.87,1.52,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,1.52,2.46,2.16,1.01,1.72,2.3,NA,0.81,2.14,NA,1.01,3.34,0.8,1.26,1.26,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.91,1.57,1.13,1.01,1.59,2.29,NA,0.78,2.47,NA,1.09,3.04,0.82,0.84,1.22,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
