tree,n_missing_total,n_missing_1980_on,n_outliers_total
MTW011AA_raw,766,41,1
MTW012AA_raw,820,45,4
MTW021AA_raw,636,41,2
MTW051AA_raw,592,41,2
MTW052AA_raw,666,41,1
MTW061AA_raw,408,41,5
MTW062AA_raw,670,45,0
MTW071AA_raw,275,41,9
MTW072AA_raw,41,41,15
MTW081AA_raw,316,41,3
MTW082AA_raw,165,41,10
MTW091AA_raw,716,41,0
MTW092AA_raw,696,41,0
MTW101AA_raw,96,41,0
MTW111AA_raw,878,45,0
MTW112AA_raw,972,45,3
MTW113AA_raw,719,45,8
MTW121AA_raw,612,41,15
MTW122AA_raw,665,41,6
MTW131AA_raw,537,41,0
MTW132AA_raw,826,45,0
MTW133AA_raw,756,45,0
MTW134AA_raw,1041,45,1
MTW141AA_raw,816,41,2
MTW151AA_raw,758,41,1
MTW152AA_raw,802,44,0
MTW161AA_raw,696,41,4
MTW162AA_raw,726,41,0
MTW171AA_raw,653,45,2
MTW172AA_raw,519,41,6
MTW173AA_raw,625,41,3
MTW181AA_raw,716,41,3
MTW183AA_raw,359,41,14
MTW191AA_raw,346,41,0
MTW192AA_raw,509,45,5
MTW193AA_raw,718,41,3
MTW195AA_raw,796,41,1
MTW196AA_raw,756,41,0
MTW197AA_raw,845,45,0
MTW201AA_raw,736,41,3
MTW211AA_raw,716,41,3
MTW212AA_raw,698,41,8
MTW331AA_raw,714,45,4
MTW342AA_raw,724,45,1
MTW361AA_raw,814,45,1
MTW362AA_raw,814,45,1
MTW381AA_raw,564,45,1
MTW411AA_raw,671,45,5
MTW431AA_raw,509,45,3
MTW452AA_raw,810,45,3
