tree,n_missing_total,n_missing_1980_on,n_outliers_total
Y9802E_raw,323,27,2
Y9804N_raw,280,27,5
Y9804E_raw,280,27,1
Y9804W_raw,310,27,3
Y9805N_raw,282,40,3
Y9805W_raw,270,35,2
Y9806E_raw,290,27,0
Y9807N_raw,304,27,1
Y9807E_raw,279,27,1
Y9807W_raw,296,27,0
Y9808N_raw,302,27,0
Y9808S_raw,302,27,3
Y9809N_raw,303,27,2
Y9811W_raw,293,27,2
Y9813N_raw,198,27,2
Y9813S_raw,249,27,0
Y9813E_raw,187,27,0
Y9813W_raw,316,27,3
Y9813X_raw,304,27,1
Y9814N_raw,321,27,0
Y9814S_raw,330,27,0
Y9814W_raw,322,27,0
Y9815N_raw,280,27,0
Y9815E_raw,247,27,0
Y9815W_raw,257,27,0
Y9816N_raw,264,27,1
Y9816S_raw,264,27,1
Y9816E_raw,270,27,1
Y9816W_raw,272,27,2
Y9818S_raw,291,27,2
Y9818W_raw,246,27,0
Y9819N_raw,303,27,0
Y9819W_raw,311,27,1
Y9820N_raw,52,45,1
Y9820S_raw,320,45,2
Y9820W_raw,66,34,0
Y9820X_raw,314,31,2
