tree,n_missing_total,n_missing_1980_on,n_outliers_total
015011_raw,192,44,5
015012_raw,208,44,4
015021_raw,155,44,1
015022_raw,161,44,0
015031_raw,184,44,0
015032_raw,162,44,1
015041_raw,154,44,1
015042_raw,149,44,1
015051_raw,200,44,2
015052_raw,188,44,1
015061_raw,166,44,0
015062_raw,214,44,1
015071_raw,117,44,3
015072_raw,113,44,3
015081_raw,56,44,2
015082_raw,44,44,0
015091_raw,132,44,2
015092_raw,112,44,3
015101_raw,100,44,1
015102_raw,47,44,3
015111_raw,130,44,2
015112_raw,171,44,0
015121_raw,147,44,0
015122_raw,150,44,1
015131_raw,163,44,1
015132_raw,88,44,2
015141_raw,130,44,3
015142_raw,108,44,7
015151_raw,248,44,0
015152_raw,228,44,1
015161_raw,155,44,0
015162_raw,138,44,0
015171_raw,199,44,0
015172_raw,222,44,1
015181_raw,148,44,5
015182_raw,148,44,5
015191_raw,205,44,2
015192_raw,193,44,2
015201_raw,210,44,0
015202_raw,233,44,0
