age_CE,PL11_09_raw,PL11_07_raw,PL11_16_raw,PL11_10_raw,PL11_02_raw,PL11_04_raw,PL11_15_raw,PL11_03_raw,PL11_13_raw,PL11_01_raw,PL11_14_raw,PL11_05_raw,PL11_11_raw,PL11_08_raw,PL11_12_raw,PL11_06_raw,PL11_09_raw_outlier_flag,PL11_07_raw_outlier_flag,PL11_16_raw_outlier_flag,PL11_10_raw_outlier_flag,PL11_02_raw_outlier_flag,PL11_04_raw_outlier_flag,PL11_15_raw_outlier_flag,PL11_03_raw_outlier_flag,PL11_13_raw_outlier_flag,PL11_01_raw_outlier_flag,PL11_14_raw_outlier_flag,PL11_05_raw_outlier_flag,PL11_11_raw_outlier_flag,PL11_08_raw_outlier_flag,PL11_12_raw_outlier_flag,PL11_06_raw_outlier_flag
1790,NA,NA,NA,NA,NA,NA,NA,NA,2.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1791,NA,NA,NA,NA,NA,NA,NA,NA,1.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,NA,NA,NA,NA,NA,NA,2.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,NA,NA,NA,NA,NA,NA,2.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,NA,NA,NA,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,NA,NA,NA,NA,NA,NA,1.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,NA,NA,NA,NA,NA,NA,1.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,NA,NA,NA,NA,NA,NA,1.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,NA,NA,NA,NA,NA,NA,1.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,NA,NA,NA,NA,NA,NA,1.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,NA,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,NA,NA,NA,NA,NA,NA,1.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1803,NA,NA,NA,NA,NA,NA,NA,NA,1.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,NA,NA,NA,NA,NA,NA,1.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,NA,NA,NA,NA,NA,NA,1.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,NA,NA,NA,NA,NA,NA,1.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1807,NA,NA,NA,NA,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1808,NA,NA,NA,NA,NA,NA,NA,NA,1.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1809,NA,NA,NA,NA,NA,NA,NA,NA,1.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1810,NA,NA,NA,NA,NA,NA,NA,NA,1.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1811,NA,NA,NA,NA,NA,NA,NA,NA,1.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1812,NA,NA,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1813,NA,NA,NA,NA,NA,NA,NA,NA,1.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1814,NA,NA,NA,NA,NA,NA,NA,NA,1.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1815,NA,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1816,NA,NA,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1817,NA,NA,NA,NA,NA,NA,NA,NA,2.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1818,NA,NA,NA,NA,NA,NA,NA,NA,2.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1819,NA,NA,NA,NA,NA,NA,NA,NA,2.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1820,NA,NA,NA,NA,NA,NA,NA,NA,2.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1821,NA,NA,NA,NA,NA,NA,NA,NA,1.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1822,NA,NA,NA,NA,NA,NA,NA,NA,1.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1823,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1824,NA,NA,NA,NA,NA,NA,NA,NA,1.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1825,NA,NA,NA,NA,NA,NA,NA,NA,1.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1826,NA,NA,NA,NA,NA,NA,NA,NA,1.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1827,NA,NA,NA,NA,NA,NA,NA,NA,1.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1828,NA,NA,NA,NA,NA,NA,NA,NA,2.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1829,NA,NA,NA,NA,NA,NA,NA,NA,1.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1830,NA,NA,NA,NA,NA,NA,NA,NA,2.076,NA,NA,NA,NA,NA,NA,2.139,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1831,NA,NA,NA,NA,NA,NA,NA,NA,1.524,NA,NA,NA,NA,NA,NA,2.781,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1832,NA,NA,NA,NA,NA,NA,NA,NA,2.347,NA,NA,NA,NA,NA,NA,2.221,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1833,NA,NA,NA,NA,NA,NA,NA,NA,2.049,NA,NA,NA,NA,NA,NA,3.032,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1834,NA,NA,NA,NA,NA,NA,NA,NA,2.129,NA,NA,NA,NA,NA,NA,1.615,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1835,NA,NA,NA,NA,NA,NA,NA,NA,1.668,NA,NA,NA,NA,NA,NA,2.277,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1836,NA,NA,NA,NA,NA,NA,NA,NA,2.221,NA,NA,NA,NA,NA,NA,1.928,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1837,NA,NA,NA,NA,NA,NA,NA,NA,1.654,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1838,NA,NA,NA,NA,NA,NA,0.805,NA,2.158,NA,NA,NA,NA,NA,NA,2.696,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1839,NA,NA,NA,NA,NA,NA,1.372,NA,1.758,NA,NA,NA,NA,NA,NA,2.846,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1840,NA,NA,NA,NA,NA,NA,1.362,NA,1.944,NA,NA,NA,NA,NA,NA,2.292,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1841,NA,NA,NA,NA,NA,NA,0.951,NA,1.044,NA,NA,NA,NA,NA,NA,1.598,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1842,NA,NA,NA,NA,NA,NA,1.202,NA,1.889,NA,NA,NA,NA,NA,NA,1.527,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1843,NA,NA,NA,NA,NA,NA,1.726,NA,1.226,NA,NA,NA,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1844,NA,NA,NA,NA,NA,NA,1.188,NA,1.477,NA,NA,NA,NA,NA,NA,2.276,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1845,NA,NA,NA,NA,NA,NA,1.361,NA,1.864,NA,NA,NA,NA,NA,NA,2.496,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1846,NA,NA,NA,NA,NA,NA,1.377,NA,1.625,NA,NA,NA,NA,NA,NA,2.667,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1847,NA,NA,NA,NA,NA,NA,1.85,NA,1.878,NA,NA,NA,NA,NA,NA,3.641,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1848,NA,NA,NA,NA,NA,NA,1.421,NA,1.841,NA,NA,NA,NA,NA,NA,2.915,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1849,NA,NA,NA,NA,NA,NA,1.16,NA,1.901,NA,NA,NA,NA,NA,NA,2.499,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1850,NA,NA,NA,NA,NA,NA,1.174,NA,1.93,NA,NA,NA,NA,NA,NA,2.526,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1851,NA,NA,NA,NA,NA,NA,1.084,NA,1.97,NA,NA,NA,NA,NA,NA,2.761,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1852,NA,NA,NA,NA,NA,NA,1.703,NA,1.838,NA,NA,NA,NA,NA,NA,3.238,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1853,NA,NA,NA,NA,NA,NA,1.097,NA,2.291,NA,NA,NA,NA,NA,NA,2.376,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1854,NA,NA,NA,NA,NA,NA,1.412,NA,2.164,NA,NA,NA,NA,NA,NA,3.161,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1855,NA,NA,1.254,NA,NA,NA,1.036,NA,2.212,NA,NA,NA,NA,NA,NA,2.48,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1856,NA,NA,1.369,NA,NA,NA,0.964,NA,1.252,NA,NA,NA,NA,NA,NA,2.091,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1857,NA,NA,1.081,NA,NA,NA,1.04,NA,1.924,NA,NA,NA,NA,NA,NA,1.991,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1858,NA,NA,1.259,NA,NA,NA,1.072,NA,1.306,NA,NA,NA,NA,NA,NA,1.625,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1859,NA,NA,1.42,NA,NA,NA,1.115,NA,1.743,NA,NA,NA,NA,NA,NA,2.228,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1860,NA,NA,1.284,NA,NA,NA,1.415,NA,1.872,NA,NA,NA,NA,NA,NA,2.542,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1861,NA,NA,1.225,NA,NA,NA,1.054,NA,1.039,NA,NA,NA,NA,NA,NA,1.944,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1862,NA,NA,1.164,NA,NA,NA,0.73,NA,1.718,NA,NA,NA,NA,NA,NA,1.988,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1863,NA,NA,1.325,NA,NA,NA,1.248,NA,1.121,NA,NA,NA,NA,NA,NA,2.703,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1864,NA,NA,1.106,NA,NA,NA,0.998,NA,1.309,NA,NA,NA,NA,NA,NA,2.567,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1865,NA,NA,1.093,NA,NA,NA,0.807,NA,0.988,NA,NA,NA,NA,NA,NA,1.816,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1866,NA,NA,1.194,NA,NA,NA,1.273,NA,1.815,NA,NA,NA,NA,NA,NA,2.498,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1867,NA,NA,1.107,NA,NA,NA,1.068,NA,1.297,NA,NA,NA,NA,NA,NA,2.214,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1868,NA,NA,1.169,NA,NA,NA,1.01,NA,1.882,NA,NA,NA,NA,NA,NA,2.062,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1869,NA,NA,1.43,NA,NA,NA,1.183,NA,1.308,NA,NA,NA,NA,NA,NA,2.816,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1870,NA,2.111,1.132,NA,NA,NA,1.12,NA,1.789,NA,NA,NA,NA,NA,NA,2.831,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1871,NA,2.209,1.118,NA,NA,NA,1.101,NA,1.304,NA,NA,NA,NA,NA,NA,0.67,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1872,NA,2.053,1.84,NA,NA,NA,1.309,NA,1.886,NA,NA,NA,NA,NA,NA,0.978,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1873,NA,2.648,1.919,NA,NA,NA,1.253,NA,1.876,NA,NA,NA,NA,NA,NA,0.718,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1874,NA,2.448,1.706,NA,NA,NA,0.994,NA,1.709,NA,NA,NA,NA,NA,NA,0.334,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1875,NA,2.577,1.589,NA,NA,NA,1.221,NA,2.047,NA,NA,NA,NA,NA,NA,0.347,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1876,NA,2.317,1.304,NA,NA,NA,0.692,NA,1.46,NA,NA,NA,NA,NA,NA,0.426,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1877,NA,2.03,0.655,NA,NA,NA,0.493,NA,1.087,NA,NA,NA,NA,NA,NA,0.306,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1878,NA,2.497,1.071,NA,NA,NA,0.904,NA,1.518,NA,NA,NA,NA,NA,NA,0.551,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1879,NA,2.415,1.026,NA,NA,NA,0.916,NA,1.348,NA,NA,NA,NA,NA,NA,0.325,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1880,NA,2.392,0.956,NA,NA,NA,1.188,NA,1.114,NA,NA,NA,NA,NA,NA,0.645,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1881,NA,2.981,1.466,NA,NA,NA,2.119,NA,1.571,NA,NA,NA,NA,NA,NA,0.953,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1882,NA,2.024,1.341,NA,NA,NA,1.167,NA,1.31,NA,NA,NA,NA,NA,NA,0.812,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1883,NA,2.582,1.278,NA,NA,NA,1.168,NA,1.317,NA,NA,NA,NA,NA,NA,1.348,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1884,NA,2.895,1.592,NA,NA,NA,1.504,NA,1.528,NA,NA,NA,NA,NA,NA,1.449,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1885,NA,2.563,1.354,NA,NA,NA,1.355,NA,1.924,NA,NA,NA,NA,NA,NA,1.502,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1886,NA,2.573,1.363,NA,NA,NA,0.937,NA,1.449,NA,NA,NA,NA,NA,NA,1.622,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1887,NA,2.074,1.379,NA,NA,NA,1.117,NA,1.762,NA,NA,NA,NA,NA,NA,1.439,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1888,NA,3.455,1.2,NA,NA,NA,1.212,NA,1.683,NA,NA,NA,NA,NA,NA,1.795,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1889,NA,1.836,1.734,NA,NA,NA,1.315,NA,1.647,NA,NA,NA,NA,NA,NA,1.462,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1890,NA,1.903,1.509,NA,NA,NA,1.097,NA,1.384,NA,NA,NA,NA,NA,NA,1.3,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1891,NA,2.022,1.45,NA,NA,NA,1.837,NA,1.622,NA,NA,NA,NA,NA,NA,2.206,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1892,NA,1.996,1.456,NA,NA,NA,1.361,NA,1.189,NA,NA,NA,NA,NA,NA,1.693,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1893,NA,2.843,1.433,NA,NA,NA,1.753,NA,1.791,NA,NA,NA,NA,NA,NA,2.404,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1894,NA,2.206,1.702,NA,NA,NA,2.038,NA,1.867,NA,NA,NA,NA,NA,NA,2.076,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1895,NA,3.135,1.998,NA,NA,NA,1.66,4.026,1.948,NA,NA,NA,NA,NA,NA,2.699,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1896,NA,2.177,1.5,NA,NA,NA,2.234,3.014,1.613,NA,NA,NA,NA,NA,NA,2.204,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1897,NA,2.022,1.578,NA,NA,5.331,2.061,2.292,2.307,NA,NA,NA,NA,NA,NA,4.876,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE
1898,NA,1.679,1.17,NA,NA,3.999,1.249,1.807,1.091,3.66,NA,NA,NA,NA,NA,2.697,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
